chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-11-06 12:00:14.707002,rodeo_normal,1415275230.0,0.0,,1.0,main_w1_handler1,1792572,8114043,False,Job output deleted by user before job completed.,35560837,fasta,137094.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17440225,,1.0,,17978875.0,1415275224.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2014-11-06 12:00:32.836121,42991.0,6.0
,,2014-11-06 12:06:02.126813,rodeo_normal,1415275590.0,0.0,,1.0,main_w1_handler1,1792572,8114069,False,,86307887,fasta,137156.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17446123,,2.0,,17978875.0,1415275580.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2014-11-06 12:06:35.690741,42991.0,10.0
,,2014-11-06 12:02:37.759134,rodeo_normal,1415275380.0,0.0,,1.0,main_w2_handler1,1792572,8114055,False,,116110427,fasta,137121.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17446100,,2.0,,17978875.0,1415275370.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2014-11-06 12:03:04.501125,42991.0,10.0
,,2015-01-12 05:55:16.334727,rodeo_normal,1421042146.0,0.0,,1.0,main_w2_handler1,1751941,8530547,False,,14573092,fasta,742831.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18182900,,2.0,,20149020.0,1421042140.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2015-01-12 05:55:48.809589,43467.0,6.0
,,2015-01-12 06:19:25.827572,rodeo_normal,1421043583.0,0.0,,1.0,main_w2_handler1,1751941,8530593,False,,23148634,fasta,742942.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18182995,,2.0,,20149020.0,1421043578.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2015-01-12 06:19:46.804745,43467.0,5.0
,,2014-10-08 22:27:29.420002,roundup_single,1412807262.0,0.0,,1.0,main_w2_handler0,2057979,7950898,False,,175728,fasta,1928385,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17175850,,32.0,,17074031.0,1412807260.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2014-10-08 22:27:45.034366,,2.0
,,2014-10-08 22:16:09.555634,roundup_single,1412806610.0,0.0,,1.0,main_w1_handler0,2057979,7950852,False,,69836,fasta,1928340,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17175772,,32.0,,17074031.0,1412806584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2014-10-08 22:16:53.846930,,26.0
,,2014-10-08 22:33:31.802866,roundup_single,1412807626.0,0.0,,1.0,main_w1_handler0,2057979,7950926,False,,44359305,fasta,1928415,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17175881,,32.0,,17074031.0,1412807622.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2014-10-08 22:33:46.956804,,4.0
,,2014-10-23 01:24:32.947636,rodeo_normal,1414027507.0,0.0,,1.0,main_w2_handler0,2014639,8028380,False,,450332431,fasta,62566.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16328741,,2.0,,15959913.0,1414027482.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2014-10-23 01:25:09.423588,51518.0,25.0
,,2014-10-26 21:03:15.626936,rodeo_normal,1414357413.0,0.0,,1.0,main_w1_handler1,2098296,8046513,False,,6251004,fasta,78815.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/267.len""","""267""",17340602,,2.0,,17939221.0,1414357410.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,5.0.0,,2014-10-26 21:03:36.290415,43843.0,3.0
