create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.method_options.__current_case__,parameters.method_options.method_options_selector,parameters.method_options.number,parameters.method_options.percentage,parameters.tsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-01 18:12:28.566777,slurm_normal,1454350648.0,0,1.0,main_w1_handler0,2581838,11660218,False,1336748353,bam,,5919682.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23118533,1,number,10000000,,"""-1.0""",32.0,,27690724,1454350369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-01 18:17:34.543771,57068,279.0
2016-01-26 12:13:10.879418,slurm_normal,1453810430.0,0,1.0,main_w2_handler1,2503964,11605852,False,260790,bed,,5870836.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23043423,0,percentage,,80.0,"""-1.0""",32.0,,27760300,1453810406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-26 12:13:58.382565,73248,24.0
2016-02-15 20:49:18.191892,slurm_normal,1455571350.0,0,1.0,main_w1_handler0,2557147,11837328,False,2056230878,bam,,6081879.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22842196,1,number,15000000,,"""-1.0""",32.0,,28348604,1455571100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-15 21:22:37.213004,76207,250.0
2016-02-15 20:50:12.807586,slurm_normal,1455571805.0,0,1.0,main_w1_handler1,2557147,11837331,False,2789742291,bam,,6081932.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22842195,1,number,15000000,,"""-1.0""",32.0,,28348604,1455571369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-15 21:30:10.281276,76207,436.0
2016-02-16 20:42:18.308335,slurm_normal,1455656340.0,0,1.0,main_w1_handler1,2391887,11851374,False,6521500640,bam,,6094557.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",20627653,1,number,76000000,,"""-1.0""",32.0,,28423136,1455655379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-16 20:59:04.314609,54005,961.0
2016-02-16 20:42:17.615982,slurm_normal,1455656302.0,0,1.0,main_w1_handler2,2391887,11851373,False,6685098749,bam,,6094554.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",20609527,1,number,76000000,,"""-1.0""",32.0,,28423136,1455655365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-16 20:58:25.774702,54005,937.0
2016-02-18 17:31:06.481133,slurm_normal,1455817701.0,0,1.0,main_w1_handler0,2186621,11870691,False,2505422848,bam,,6110681.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",23327181,1,number,20000000,,"""-1.0""",32.0,,28366184,1455817228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-18 17:48:24.508446,58857,473.0
2016-02-26 12:45:05.859238,slurm_normal,1456490789.0,0,1.0,main_w2_handler0,2607906,11950383,False,8656796,bam,,6183462.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23526206,1,number,100000,,"""-1.0""",32.0,,28605638,1456490731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-26 12:46:36.187073,36153,58.0
2016-02-26 12:45:33.680800,slurm_normal,1456490780.0,0,1.0,main_w1_handler0,2607906,11950385,False,13695552,bam,,6183466.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23526161,1,number,100000,,"""-1.0""",32.0,,28605638,1456490771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-26 12:46:22.991483,36153,9.0
