chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.expert_curated_only,parameters.gene_name_col,parameters.gene_name_col.__class__,parameters.gene_name_col.value,parameters.input,parameters.input.values,parameters.print_all,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-29 15:47:58.326963,slurm_normal,1509292136.0,1,,1.0,main_w4_handler1,3301035,17255476,False,,1794574614,vcf,11315231,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""1""",,,,"[{'src': 'hda', 'id': 31934102}]","""false""",32.0,,41448619.0,1509292093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2017-10-29 15:48:57.638838,111693.0,43.0
,,2017-10-30 09:34:21.638632,slurm_normal,1509356104.0,1,,1.0,main_w4_handler1,3304239,17262675,False,,3322,interval,11321572,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""1""",,,,"[{'src': 'hda', 'id': 31962111}]","""false""",32.0,,41615895.0,1509356101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2017-10-30 09:35:12.699241,,3.0
,,2017-11-20 23:32:30.419678,slurm_normal,1511220759.0,1,,1.0,main_w3_handler0,3293335,17527796,False,,485048,vcf,11586468,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/021/771/dataset_21771515.dat""","""NcLiv""","""false""","""1""",,,,"[{'src': 'hda', 'id': 32435409}]","""false""",32.0,,42128045.0,1511220754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2017-11-20 23:32:42.383357,114041.0,5.0
,,2017-11-28 14:54:30.514169,slurm_normal,1511880893.0,1,,1.0,main_w3_handler1,3323652,17620154,False,,42260,tabular,11681082,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""1""",,,,"[{'src': 'hda', 'id': 32318579}]","""false""",32.0,,42303642.0,1511880888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2017-11-28 14:54:55.225347,114804.0,5.0
,,2017-12-01 07:19:52.124049,slurm_normal,1512112808.0,1,,1.0,main_w3_handler1,3347889,17657479,False,,1419030,tabular,11717893,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""true""","""7""",,,,"[{'src': 'hda', 'id': 32662104}]","""false""",32.0,,42378652.0,1512112804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2017-12-01 07:20:10.584114,35253.0,4.0
,,2018-03-07 04:13:18.873155,slurm_normal,1520396011.0,1,7680.0,1.0,main_w3_handler0,3451145,18634047,False,,219059,tabular,12730510,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""1""",,,,"[{'src': 'hda', 'id': 34256536}]","""false""",32.0,,43893623.0,1520396008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2018-03-07 04:13:33.939323,115065.0,3.0
,,2018-01-28 13:43:03.542418,slurm_normal,1517146995.0,1,,1.0,main_w4_handler1,3405126,18179304,False,,500048,tabular,12261103,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""1""",,,,"[{'src': 'hda', 'id': 33535942}]","""false""",32.0,,43436446.0,1517146990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2018-01-28 13:43:16.322639,64414.0,5.0
,,2018-02-09 20:50:05.367905,slurm_normal,1518209421.0,1,7680.0,1.0,main_w3_handler0,3424032,18333209,False,,0,vcf,12417636,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""1""",,,,"[{'src': 'hda', 'id': 33780386}]","""false""",32.0,,43812969.0,1518209417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2018-02-09 20:50:23.344600,121223.0,4.0
,,2018-02-11 07:01:23.781277,slurm_normal,1518332496.0,1,7680.0,1.0,main_w3_handler1,3425141,18341056,False,,400,tabular,12425341,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""7""",,,,"[{'src': 'hda', 'id': 33792685}]","""false""",32.0,,42007949.0,1518332493.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2018-02-11 07:01:39.570290,115067.0,3.0
,,2018-02-12 16:51:08.592206,slurm_normal,1518454283.0,1,7680.0,1.0,main_w4_handler1,3425459,18352533,False,,5,tabular,12437321,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""1""",,,,"[{'src': 'hda', 'id': 33811257}]","""false""",32.0,,43863978.0,1518454280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotator/0.1,0.1,,2018-02-12 16:51:26.659205,115067.0,3.0
