chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta,parameters.fasta.values,parameters.fasta|__identifier__,parameters.input,parameters.input.values,parameters.name,parameters.split,parameters.strand,parameters.tab,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-09 17:54:59.513337,slurm_normal,1476035787.0,0,170521099,fasta,,1.0,main_w4_handler0,2848280,14039863,False,,3373877,bed,8257275.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4fc30c320e256ff'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d65fa1344fddb71'}]","""false""","""false""","""true""","""true""",32.0,,33558454,1476035777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-10-09 17:56:30.565956,18929.0,10.0
,,2016-10-09 18:16:39.907674,slurm_normal,1476037043.0,0,122047798,fasta,,1.0,main_w4_handler1,2848280,14039926,False,,3373877,bed,8257340.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5133e3a161c5c1828'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d65fa1344fddb71'}]","""false""","""false""","""true""","""true""",32.0,,33558454,1476037037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-10-09 18:17:25.285447,18929.0,6.0
,,2017-01-13 17:31:07.055359,slurm_normal,1484328696.0,0,97178112,fasta,,1.0,main_w4_handler0,2955401,14761623,False,,17747,bed,8925865.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919822}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:40.465698,98118.0,6.0
,,2017-01-13 17:28:36.201692,slurm_normal,1484328530.0,0,162791785,fasta,,1.0,main_w4_handler1,2955401,14761393,False,,17747,bed,8925819.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919796}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:28:55.955254,98118.0,10.0
,,2017-01-13 17:28:50.366328,slurm_normal,1484328545.0,0,158742729,fasta,,1.0,main_w4_handler0,2955401,14761395,False,,17747,bed,8925822.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919797}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:29:10.606041,98118.0,8.0
,,2017-01-13 17:29:11.143266,slurm_normal,1484328565.0,0,155588011,fasta,,1.0,main_w3_handler1,2955401,14761404,False,,17747,bed,8925832.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919798}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:29:29.666758,98118.0,7.0
,,2017-01-13 17:31:03.928177,slurm_normal,1484328681.0,0,122690006,fasta,,1.0,main_w3_handler0,2955401,14761617,False,,17747,bed,8925858.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919812}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:24.815126,98118.0,4.0
,,2017-01-13 17:30:20.064093,slurm_normal,1484328629.0,0,152507384,fasta,,1.0,main_w3_handler0,2955401,14761451,False,,17747,bed,8925843.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919800}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:30:33.685389,98118.0,6.0
,,2017-01-13 17:41:44.328060,slurm_normal,1484329391.0,0,155575051,fasta,,1.0,main_w3_handler1,2955401,14761726,False,,17747,bed,8925953.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919801}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484329313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:43:13.689697,98118.0,78.0
,,2017-01-13 17:31:02.336487,slurm_normal,1484328672.0,0,132593128,fasta,,1.0,main_w3_handler0,2955401,14761611,False,,17747,bed,8925853.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919805}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:14.279150,98118.0,4.0
,,2017-01-13 17:31:01.236183,slurm_normal,1484328672.0,0,134373655,fasta,,1.0,main_w4_handler1,2955401,14761607,False,,17747,bed,8925850.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919803}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:15.485670,98118.0,7.0
,,2017-01-13 17:31:03.441211,slurm_normal,1484328677.0,0,123682688,fasta,,1.0,main_w4_handler0,2955401,14761615,False,,17747,bed,8925856.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919808}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:19.363265,98118.0,6.0
,,2017-01-13 17:31:04.831688,slurm_normal,1484328674.0,0,127698769,fasta,,1.0,main_w3_handler1,2955401,14761619,False,,17747,bed,8925854.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919819}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:19.450843,98118.0,6.0
,,2017-01-13 17:31:05.757413,slurm_normal,1484328682.0,0,105564881,fasta,,1.0,main_w4_handler1,2955401,14761620,False,,17747,bed,8925857.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919820}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:25.284763,98118.0,5.0
,,2017-01-13 17:31:07.675691,slurm_normal,1484328682.0,0,92587479,fasta,,1.0,main_w3_handler1,2955401,14761625,False,,17747,bed,8925859.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919825}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:25.990752,98118.0,5.0
,,2017-01-13 17:31:06.425572,slurm_normal,1484328689.0,0,100285540,fasta,,1.0,main_w4_handler0,2955401,14761621,False,,17747,bed,8925860.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919821}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:31.136147,98118.0,5.0
,,2017-01-13 17:40:06.864366,slurm_normal,1484329235.0,0,20463,fasta,,1.0,main_w4_handler0,2955401,14761719,False,,17747,bed,8925945.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27922678}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484329222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:40:43.227673,98118.0,13.0
,,2017-01-13 17:31:08.288942,slurm_normal,1484328693.0,0,62569286,fasta,,1.0,main_w4_handler1,2955401,14761627,False,,17747,bed,8925863.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919826}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:35.157685,98118.0,4.0
,,2017-01-13 17:31:08.932880,slurm_normal,1484328695.0,0,169983308,fasta,,1.0,main_w3_handler0,2955401,14761628,False,,17747,bed,8925864.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919828}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:38.368610,98118.0,6.0
,,2017-01-13 17:31:01.862709,slurm_normal,1484328693.0,0,126557702,fasta,,1.0,main_w3_handler0,2955401,14761609,False,,17747,bed,8925852.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919804}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:37.880771,98118.0,5.0
,,2017-01-13 17:31:02.823745,slurm_normal,1484328693.0,0,124280741,fasta,,1.0,main_w4_handler0,2955401,14761613,False,,17747,bed,8925855.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919806}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:39.986417,98118.0,4.0
,,2017-01-13 17:31:09.669776,slurm_normal,1484328697.0,0,16220613,fasta,,1.0,main_w3_handler0,2955401,14761629,False,,17747,bed,8925866.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919833}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484328693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:31:41.234706,98118.0,4.0
,,2017-01-13 17:41:26.667593,slurm_normal,1484329318.0,0,155575051,fasta,,1.0,main_w3_handler0,2955401,14761724,False,Job output deleted by user before job completed.,17747,bed,8925951.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919801}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484329290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 17:42:01.829334,98118.0,28.0
,,2017-01-13 14:19:24.517105,slurm_normal,1484317172.0,0,62569286,fasta,,1.0,main_w4_handler0,2955401,14759174,False,,17747,bed,8923597.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919826}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484317167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 14:19:34.109060,98118.0,5.0
,,2017-01-13 14:26:21.369927,slurm_normal,1484317589.0,0,92587479,fasta,,1.0,main_w4_handler1,2955401,14759226,False,,17747,bed,8923646.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919825}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484317585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 14:26:30.713983,98118.0,4.0
,,2017-01-13 14:27:21.174722,slurm_normal,1484317650.0,0,201139347,fasta,,1.0,main_w4_handler1,2955401,14759236,False,,17747,bed,8923655.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919783}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484317644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 14:27:33.398040,98118.0,6.0
,,2017-01-13 14:29:10.014305,slurm_normal,1484317774.0,0,185383055,fasta,,1.0,main_w3_handler1,2955401,14759245,False,,17747,bed,8923667.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27919794}]",,,"[{'src': 'hda', 'id': 27919717}]","""false""","""false""","""false""","""false""",32.0,,35365308,1484317758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-13 14:29:38.235618,98118.0,16.0
,,2016-11-14 16:56:57.786212,slurm_normal,1479142631.0,0,31505146,fasta,,1.0,main_w4_handler0,2465345,14335801,False,,1804162,gff,8541885.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b992ebf56a6d2ddb'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e600bddab1204b3'}]","""false""","""false""","""false""","""false""",32.0,,34246450,1479142624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-14 16:57:12.888273,52613.0,7.0
,,2016-11-14 16:51:03.470955,slurm_normal,1479142271.0,0,31505146,fasta,,1.0,main_w3_handler0,2465345,14335756,False,,299134,bed,8541839.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b992ebf56a6d2ddb'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53728e865354796c1'}]","""false""","""false""","""false""","""false""",32.0,,34246450,1479142267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-14 16:51:12.801775,52613.0,4.0
,,2016-11-14 16:50:08.188405,slurm_normal,1479142216.0,0,31505146,fasta,,1.0,main_w3_handler1,2465345,14335746,False,,299134,bed,8541825.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b992ebf56a6d2ddb'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53728e865354796c1'}]","""true""","""false""","""false""","""false""",32.0,,34246450,1479142211.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-14 16:50:17.969849,52613.0,5.0
,,2016-11-16 16:37:11.151798,slurm_normal,1479314308.0,0,3199905909,fasta,,1.0,main_w3_handler1,2894487,14357485,False,,7542,bed,8563388.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2eefb6421f3201e'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dbf431b8d73383d8'}]","""true""","""false""","""false""","""false""",32.0,,34048864,1479314240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-16 16:38:34.325778,93635.0,68.0
,,2016-11-16 20:48:40.457320,slurm_normal,1479329491.0,0,3199905909,fasta,,1.0,main_w4_handler1,2894487,14360079,False,,7410,bed,8565973.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2eefb6421f3201e'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b878c4ca56856d1'}]","""true""","""false""","""false""","""false""",32.0,,34048864,1479329469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-16 20:51:36.106450,93635.0,22.0
,,2016-11-16 23:08:45.220751,slurm_normal,1479337750.0,0,3199905909,fasta,,1.0,main_w3_handler1,2894487,14360985,False,,7410,bed,8566903.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2eefb6421f3201e'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d809409d37d0fbd4'}]","""true""","""false""","""false""","""false""",32.0,,34048864,1479337737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-16 23:09:16.252642,93635.0,13.0
32.0,len,2016-11-20 14:22:55.214897,slurm_normal,1479651787.0,0,4606789,fasta,,1.0,main_w3_handler1,2658961,14390230,False,,123012,bed,8595858.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/488/dataset_17488780.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1687bf1332bfa76'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae77a21e2540f050'}]","""false""","""false""","""false""","""false""",32.0,,34136651,1479651784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-20 14:23:09.031669,82030.0,3.0
,,2016-11-19 20:57:22.911730,slurm_normal,1479589058.0,0,2361928,fasta,,1.0,main_w4_handler1,2824964,14386521,False,,0,bed,8592385.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb2c056829a13c64'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7c1777fba134469'}]","""false""","""false""","""false""","""false""",32.0,,33031324,1479589054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-19 20:57:42.196121,90504.0,4.0
,,2016-11-19 21:00:51.402409,slurm_normal,1479589259.0,0,2361928,fasta,,1.0,main_w3_handler1,2824964,14386544,False,,0,bed,8592413.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51aa98bc0571a78f4'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7c1777fba134469'}]","""true""","""false""","""false""","""false""",32.0,,33031324,1479589256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-11-19 21:01:00.757231,90504.0,3.0
,,2017-01-16 13:54:33.384202,slurm_normal,1484574881.0,0,145657746,fasta,,1.0,main_w3_handler0,2957251,14778089,False,,933544,bed,8940155.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27942327}]",,,"[{'src': 'hda', 'id': 27945836}]","""false""","""false""","""false""","""false""",32.0,,35041210,1484574878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-16 13:54:43.791118,58582.0,3.0
,,2017-01-16 13:55:56.320479,slurm_normal,1484574964.0,0,145657746,fasta,,1.0,main_w4_handler1,2957251,14778102,False,,933544,bed,8940177.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27942327}]",,,"[{'src': 'hda', 'id': 27945836}]","""true""","""false""","""false""","""false""",32.0,,35041210,1484574961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-16 13:56:07.354005,58582.0,3.0
,,2017-01-16 13:57:29.521781,slurm_normal,1484575083.0,0,145657746,fasta,,1.0,main_w3_handler0,2957251,14778208,False,,5462344,bed,8940201.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27942327}]",,,"[{'src': 'hda', 'id': 27945928}]","""true""","""false""","""false""","""false""",32.0,,35041210,1484575077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-16 13:58:04.387560,58582.0,6.0
,,2017-01-18 05:55:11.723982,slurm_normal,1484718920.0,0,2170106811,fasta,,1.0,main_w4_handler1,2896079,14795986,False,,428547,bed,8958704.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 27970633}]",,,"[{'src': 'hda', 'id': 27969371}]","""false""","""false""","""false""","""false""",32.0,,34269497,1484718915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2017-01-18 05:55:21.391237,,5.0
,,2016-12-01 09:57:42.417659,slurm_normal,1480586289.0,0,127698769,fasta,,1.0,main_w3_handler0,2913017,14459864,False,,6498,bed6,8654079.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27449433}]",,,"[{'src': 'hda', 'id': 27449050}]","""false""","""false""","""false""","""false""",32.0,,34546501,1480586269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-12-01 09:58:15.234237,,20.0
,,2016-12-01 09:55:25.501758,slurm_normal,1480586134.0,0,158742729,fasta,,1.0,main_w4_handler1,2913017,14459840,False,,6498,bed6,8654057.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27449321}]",,,"[{'src': 'hda', 'id': 27449050}]","""false""","""false""","""false""","""false""",32.0,,34546501,1480586129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-12-01 09:55:35.324901,,5.0
,,2016-12-01 09:59:08.648936,slurm_normal,1480586357.0,0,62569286,fasta,,1.0,main_w3_handler0,2913017,14459878,False,,6498,bed6,8654093.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27449458}]",,,"[{'src': 'hda', 'id': 27449050}]","""false""","""false""","""false""","""false""",32.0,,34546501,1480586352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-12-01 09:59:19.281819,,5.0
,,2016-12-01 09:58:30.300924,slurm_normal,1480586318.0,0,105564881,fasta,,1.0,main_w3_handler0,2913017,14459871,False,,6498,bed6,8654086.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27449438}]",,,"[{'src': 'hda', 'id': 27449050}]","""false""","""false""","""false""","""false""",32.0,,34546501,1480586314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,2.22.0,,2016-12-01 09:58:40.087971,,4.0
