bamFile1,bamFile1_filetype,bamFile2,bamFile2_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamFile1.values,parameters.bamFile2.values,parameters.binSize,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.normalization.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.comparison.normalization.type,parameters.comparison.pseudocount,parameters.comparison.type,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.method,parameters.scaling.numberOfSamples,parameters.scaling.sampleLength,parameters.scaling.scaleFactor1,parameters.scaling.scaleFactor2,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1210074906,bam,2390923308,bam,,,,,,,2017-01-10 15:22:08.614245,slurm_multi,1484073712.0,0,6.0,main_w3_handler2,1796147,14724375,False,,8895649,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 26390079}]","[{'src': 'hda', 'id': 26377335}]","""50""","""/galaxy-repl/localdata/chrom/mm10.len""",6,2.0,1.0,,2150570000,1x,,subtract,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,34309547,1484072578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-01-10 18:42:05.932511,35884,1134.0
2216253811,bam,327190172,bam,,,,,,,2017-03-19 19:42:10.312589,slurm_multi,1489961352.0,0,6.0,main_w3_handler2,3031565,15337462,False,,9477983,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28799574}]","[{'src': 'hda', 'id': 28799569}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489960546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-19 22:09:14.231294,102046,806.0
2900195160,bam,327190172,bam,,,,,,,2017-03-19 19:42:10.743886,slurm_multi,1489963764.0,0,6.0,main_w4_handler2,3031565,15337463,False,,9478166,slurm,,132111800.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28799604}]","[{'src': 'hda', 'id': 28799569}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489962841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-19 22:51:16.432514,102046,923.0
877337834,bam,411970848,bam,,,,,,,2017-03-19 19:47:02.438703,slurm_multi,1489971083.0,0,6.0,main_w3_handler2,3031565,15337480,False,,9478607,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28799584}]","[{'src': 'hda', 'id': 28799582}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489970425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-20 00:51:25.663318,102046,658.0
1687108953,bam,655798342,bam,,,,,,,2017-03-19 19:45:07.544847,slurm_multi,1489969950.0,0,6.0,main_w4_handler2,3031565,15337473,False,,9478547,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28799576}]","[{'src': 'hda', 'id': 28799578}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489969180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-20 00:32:44.996501,102046,770.0
2509693989,bam,226283889,bam,,,,,,,2017-03-19 19:51:10.943708,slurm_multi,1489975369.0,0,6.0,main_w3_handler2,3031565,15337503,False,,9478825,slurm,,132111800.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28799561}]","[{'src': 'hda', 'id': 28799594}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489974504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-20 02:02:51.643665,102046,865.0
1066075769,bam,411970848,bam,,,,,,,2017-03-19 19:47:03.165455,slurm_multi,1489971987.0,0,6.0,main_w3_handler2,3031565,15337481,False,,9478649,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28799586}]","[{'src': 'hda', 'id': 28799582}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489971330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-20 01:06:28.031095,102046,657.0
1274178080,bam,411970848,bam,,,,,,,2017-03-19 19:47:03.686844,slurm_multi,1489973025.0,0,6.0,main_w3_handler2,3031565,15337482,False,,9478694,slurm,,132111800.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28799588}]","[{'src': 'hda', 'id': 28799582}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489972284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-20 01:23:47.006177,102046,741.0
2398383334,bam,655798342,bam,,,,,,,2017-03-19 19:45:08.432490,slurm_multi,1489974247.0,0,6.0,main_w4_handler2,3031565,15337475,False,,9478749,slurm,,132111800.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28827940}]","[{'src': 'hda', 'id': 28799578}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489973294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-20 01:44:11.133674,102046,953.0
1655694377,bam,312900346,bam,,,,,,,2017-03-19 19:49:01.550154,slurm_multi,1489976555.0,0,6.0,main_w4_handler2,3031565,15337495,False,,9478866,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 28799590}]","[{'src': 'hda', 'id': 28799600}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,36703749,1489975812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-03-20 02:22:54.306958,102046,743.0
