chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile,parameters.inputFile.values,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-31 23:20:05.641164,slurm_normal,1485905087.0,0,,1.0,main_w4_handler1,2891357,14919090,False,,1658657629,bam,9074554.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28159012}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,34174710,1485904810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2017-01-31 23:25:22.128966,67748.0,277.0
,,2017-01-31 23:20:03.678655,slurm_normal,1485905041.0,0,,1.0,main_w4_handler0,2891357,14919085,False,,1668167301,bam,9074551.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28159007}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,34174710,1485904806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2017-01-31 23:24:43.612508,67748.0,235.0
,,2017-01-31 23:20:04.605071,slurm_normal,1485904996.0,0,,1.0,main_w4_handler1,2891357,14919087,False,,1318948415,bam,9074552.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28159009}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,34174710,1485904807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2017-01-31 23:23:46.435097,67748.0,189.0
,,2017-01-31 23:20:04.157209,slurm_normal,1485905032.0,0,,1.0,main_w3_handler1,2891357,14919086,False,,1550143455,bam,9074555.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28159008}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,34174710,1485904810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2017-01-31 23:24:45.960077,67748.0,222.0
,,2017-01-31 23:20:04.966002,slurm_normal,1485904981.0,0,,1.0,main_w3_handler0,2891357,14919088,False,,1037999318,bam,9074553.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28159010}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,34174710,1485904808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2017-01-31 23:23:34.668159,67748.0,173.0
,,2017-01-31 23:20:05.281735,slurm_normal,1485905050.0,0,,1.0,main_w3_handler1,2891357,14919089,False,,1310030464,bam,9074557.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28159011}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,34174710,1485904810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2017-01-31 23:24:54.882786,67748.0,240.0
,,2015-03-09 13:47:20.443379,slurm_normal_single_16gb,1425908859.0,0,,1.0,main_w1_handler1,2142745,8896171,False,,3977213,bam,3069749.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/papHam.len""","""null""","""null""","""papHam""","""False""","""False""",18786940,,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,21448783,1425908849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-03-09 13:47:44.578534,56369.0,10.0
,,2015-03-09 13:14:15.965627,slurm_normal_single_16gb,1425907323.0,0,,1.0,main_w1_handler0,2142745,8895949,False,,3977213,bam,3069412.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/papHam.len""","""null""","""null""","""papHam""","""False""","""False""",18786940,,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,21448783,1425907306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-03-09 13:22:07.807198,56369.0,17.0
,,2015-03-09 13:48:58.482912,slurm_normal_single_16gb,1425908967.0,0,,1.0,main_w2_handler0,2142745,8896187,False,,3977213,bam,3069779.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/papHam.len""","""null""","""null""","""papHam""","""False""","""False""",18786940,,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,21448783,1425908951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-03-09 13:49:31.635262,56369.0,16.0
,,2015-03-09 14:52:30.096643,slurm_normal_single_16gb,1425912763.0,0,,1.0,main_w2_handler1,2142745,8896705,False,,66606,bam,3070859.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""null""","""null""","""hg38""","""False""","""False""",18787967,,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,21448783,1425912759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-03-09 14:52:51.334983,56369.0,4.0
