create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.out_format1,parameters.table,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-09 13:41:12.037721,rodeo_normal,1425908481.0,0.0,1.0,main_w1_handler0,2194783,8896130,False,,12324,fasta,4494,fasta,3069655.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18787188,,18787186,,"""fasta""","""0""",32.0,,20996461,1425908478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tranalign100/5.0.0,5.0.0,,2015-03-09 13:41:23.826828,,3.0
2014-11-23 20:29:43.308024,rodeo_normal,1416774606.0,0.0,1.0,main_w1_handler0,2120786,8233179,False,,15681942,fasta,6068443,fasta,303683.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17656078,,17656083,,"""fasta""","""0""",1.0,,19556537,1416774599.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tranalign100/5.0.0,5.0.0,,2014-11-23 20:30:07.870742,,7.0
2014-12-03 11:18:05.924194,rodeo_normal,1417605500.0,0.0,1.0,main_w1_handler1,2120786,8309465,False,,5837685,fasta,2202366,fasta,407720.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17769074,,17769078,,"""fasta""","""0""",1.0,,19556537,1417605494.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tranalign100/5.0.0,5.0.0,,2014-12-03 11:18:22.897055,,6.0
2017-03-01 12:24:41.427321,slurm_normal,1488371092.0,0.0,1.0,main_w4_handler0,3015010,15177806,False,,52217,fasta,20812,fasta,9328362.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28569739}]",,"[{'src': 'hda', 'id': 28569740}]","""fasta""","""11""",32.0,,36355471,1488371085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tranalign100/5.0.0,5.0.0,,2017-03-01 12:24:55.315094,,7.0
