candidate,candidate_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.align,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.candidate.values,parameters.chromInfo,parameters.dbkey,parameters.reverse.__current_case__,parameters.reverse.flip,parameters.reverse.threshold,parameters.scoring.__current_case__,parameters.scoring.adjust,parameters.scoring.gapextend,parameters.scoring.gapopen,parameters.scoring.match,parameters.scoring.mismatch,parameters.search.__current_case__,parameters.search.ksize,parameters.search.method,processor_count,runner_name,session_id,start_epoch,state,swaptotal,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2529658,fasta,,,2017-04-13 15:34:47.331810,slurm_normal,1492097738.0,0,1.0,main_w3_handler1,3068942,15577530,False,,9700073.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29189218}]","[{'src': 'hda', 'id': 29188516}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.05,0,no,,,,,2,,blast,32.0,,37265510,1492097703.0,ok,1023996.0,312,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-13 15:35:39.165850,103902.0,35.0
106456012,fasta,,,2017-04-15 00:48:40.481707,slurm_normal,1492217391.0,0,1.0,main_w4_handler1,3068942,15591067,False,,9712680.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29224993}]","[{'src': 'hda', 'id': 29224940}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37265510,1492217337.0,ok,1023996.0,316,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-15 00:49:57.667481,103902.0,54.0
66714472,fasta,,,2017-04-16 14:21:10.539171,slurm_normal,1492353258.0,0,1.0,main_w4_handler1,3068942,15600497,False,,9721179.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29224993}]","[{'src': 'hda', 'id': 29239092}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,12,kmer,32.0,,37265510,1492352484.0,ok,1023996.0,316,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-16 14:34:22.755701,103902.0,774.0
66714472,fasta,,,2017-04-16 17:45:07.497609,slurm_normal,1492364760.0,0,1.0,main_w3_handler1,3068942,15601092,False,,9721650.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29224993}]","[{'src': 'hda', 'id': 29239092}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,5,kmer,32.0,,37265510,1492364724.0,ok,1023996.0,316,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-16 17:46:03.531952,103902.0,36.0
66713559,fasta,,,2017-04-16 17:47:05.915951,slurm_normal,1492365921.0,0,1.0,main_w4_handler0,3068942,15601096,False,,9721653.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29224993}]","[{'src': 'hda', 'id': 29239946}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,12,kmer,32.0,,37265510,1492364839.0,ok,1023996.0,316,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-16 18:05:24.593658,103902.0,1082.0
66713559,fasta,,,2017-04-16 17:47:17.534284,slurm_normal,1492364888.0,0,1.0,main_w4_handler1,3068942,15601097,False,,9721658.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29224993}]","[{'src': 'hda', 'id': 29239946}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,5,kmer,32.0,,37265510,1492364852.0,ok,1023996.0,316,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-16 17:48:11.247325,103902.0,36.0
66714472,fasta,,,2017-04-16 17:46:28.314243,slurm_normal,1492367676.0,0,1.0,main_w4_handler1,3068942,15601095,False,,9721652.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29224993}]","[{'src': 'hda', 'id': 29239092}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,12,kmer,32.0,,37265510,1492364802.0,ok,1023996.0,316,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-16 18:34:39.360469,103902.0,2874.0
3166007,blastxml,,,2017-04-16 21:07:28.959889,slurm_normal,1492376889.0,0,1.0,main_w3_handler0,2971007,15601835,False,,9722203.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29241113}]","[{'src': 'hda', 'id': 29241008}]","""/galaxy-repl/localdata/chrom/canFam3.len""","""canFam3""",0,no,,0,no,,,,,0,8,kmer,32.0,,35624750,1492376863.0,ok,1023996.0,17580,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-16 21:08:10.687675,88481.0,26.0
164928112,fasta,,,2017-04-18 12:17:34.247493,slurm_normal,1492518530.0,0,1.0,main_w3_handler1,3077160,15613500,False,,9732199.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29258450}]","[{'src': 'hda', 'id': 29257992}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37330514,1492517865.0,ok,1023996.0,325402625,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-18 12:30:07.479309,80831.0,665.0
158117345,fasta,,,2017-04-18 12:30:57.936016,slurm_normal,1492519313.0,0,1.0,main_w4_handler1,3077160,15613547,False,,9732252.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29258450}]","[{'src': 'hda', 'id': 29257995}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37330514,1492518671.0,ok,1023996.0,325402625,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-18 12:42:26.858850,80831.0,642.0
177963785,fasta,,,2017-04-18 12:43:30.463034,slurm_normal,1492520255.0,0,1.0,main_w4_handler1,3077160,15613636,False,,9732310.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29258450}]","[{'src': 'hda', 'id': 29257998}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37330514,1492519457.0,ok,1023996.0,325402625,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-18 12:58:16.572618,80831.0,798.0
158207655,fasta,,,2017-04-18 12:43:31.746154,slurm_normal,1492520131.0,0,1.0,main_w3_handler1,3077160,15613637,False,,9732309.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29258450}]","[{'src': 'hda', 'id': 29258001}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37330514,1492519455.0,ok,1023996.0,325402625,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-18 12:56:59.059292,80831.0,676.0
66713540,fasta,,,2017-04-18 19:12:49.627960,slurm_normal,1492542824.0,0,1.0,main_w4_handler1,3068942,15617394,False,,9736237.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29224993}]","[{'src': 'hda', 'id': 29264947}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37370514,1492542780.0,ok,1023996.0,316,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-18 19:13:48.084299,103902.0,44.0
164928112,fasta,,,2017-04-19 06:22:46.563022,slurm_normal,1492583581.0,0,1.0,main_w4_handler1,3077160,15621510,False,,9740539.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29258450}]","[{'src': 'hda', 'id': 29257992}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37394735,1492582977.0,ok,1023996.0,325402625,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-19 06:35:39.748851,80831.0,604.0
0,fasta,,,2017-06-07 00:38:33.284493,slurm_normal,1496795960.0,0,1.0,main_w4_handler1,3142617,16033923,False,,10124625.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922270}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795947.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:39:22.553356,107206.0,13.0
0,fasta,,,2017-06-07 00:38:34.260787,slurm_normal,1496795944.0,0,1.0,main_w3_handler0,3142617,16033925,False,,10124621.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922276}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795933.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:39:12.419756,107206.0,11.0
0,fasta,,,2017-06-07 00:38:30.469582,slurm_normal,1496795934.0,0,1.0,main_w3_handler1,3142617,16033919,False,,10124618.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922258}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795923.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:38:59.260684,107206.0,11.0
0,fasta,,,2017-06-07 00:38:28.999440,slurm_normal,1496795941.0,0,1.0,main_w3_handler0,3142617,16033916,False,,10124620.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922252}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795930.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:39:05.345910,107206.0,11.0
0,fasta,,,2017-06-07 00:38:41.000412,slurm_normal,1496795974.0,0,1.0,main_w3_handler0,3142617,16033934,False,,10124628.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922300}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795961.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:39:37.678485,107206.0,13.0
0,fasta,,,2017-06-07 00:38:29.638055,slurm_normal,1496795946.0,0,1.0,main_w4_handler0,3142617,16033918,False,,10124623.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922255}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795933.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:39:12.714094,107206.0,13.0
0,fasta,,,2017-06-07 00:38:32.789103,slurm_normal,1496795986.0,0,1.0,main_w4_handler0,3142617,16033922,False,,10124629.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922267}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795964.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:39:51.754953,107206.0,22.0
0,fasta,,,2017-06-07 00:38:40.238605,slurm_normal,1496795966.0,0,1.0,main_w3_handler0,3142617,16033933,False,,10124627.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922297}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795954.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:39:28.862186,107206.0,12.0
0,fasta,,,2017-06-07 00:38:35.053490,slurm_normal,1496795985.0,0,1.0,main_w4_handler0,3142617,16033926,False,,10124630.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29919543}]","[{'src': 'hda', 'id': 29922279}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,38486693,1496795973.0,ok,1023996.0,200975572,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-07 00:39:52.400051,107206.0,12.0
99647723,fasta,,,2017-04-20 07:05:04.950901,slurm_normal,1492672071.0,0,1.0,main_w4_handler0,3078552,15632533,False,,9750680.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29288419}]","[{'src': 'hda', 'id': 29288408}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37424534,1492672020.0,ok,1023996.0,315,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-20 07:10:21.349646,103902.0,51.0
1884925,fasta,,,2017-04-20 19:30:35.698428,slurm_normal,1492716684.0,0,1.0,main_w4_handler1,3080905,15638831,False,,9756762.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29297915}]","[{'src': 'hda', 'id': 29297914}]","""/galaxy-repl/localdata/chrom/330.len""","""330""",0,no,,0,no,,,,,1,,suffix,32.0,,37463009,1492716649.0,ok,1023996.0,1924925,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-20 19:31:28.857039,104456.0,35.0
1948452,fasta,,,2017-04-20 21:34:35.952780,slurm_normal,1492724110.0,0,1.0,main_w3_handler0,3080905,15639867,False,,9757655.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29297915}]","[{'src': 'hda', 'id': 29297913}]","""/galaxy-repl/localdata/chrom/330.len""","""330""",0,no,,0,no,,,,,0,8,kmer,32.0,,37463009,1492724099.0,ok,1023996.0,1924925,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-20 21:35:13.597562,104456.0,11.0
2145621,fasta,,,2017-04-20 21:35:08.739315,slurm_normal,1492724132.0,0,1.0,main_w3_handler1,3080905,15639875,False,,9757657.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29297915}]","[{'src': 'hda', 'id': 29297909}]","""/galaxy-repl/localdata/chrom/330.len""","""330""",0,no,,0,no,,,,,0,8,kmer,32.0,,37463009,1492724117.0,ok,1023996.0,1924925,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-20 21:35:36.326251,104456.0,15.0
1976517,fasta,,,2017-04-20 21:35:32.791775,slurm_normal,1492724153.0,0,1.0,main_w3_handler0,3080905,15639876,False,,9757660.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29297915}]","[{'src': 'hda', 'id': 29297908}]","""/galaxy-repl/localdata/chrom/330.len""","""330""",0,no,,0,no,,,,,0,8,kmer,32.0,,37463009,1492724142.0,ok,1023996.0,1924925,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-20 21:35:56.120192,104456.0,11.0
1930312,fasta,,,2017-04-20 21:35:56.933762,slurm_normal,1492724178.0,0,1.0,main_w3_handler0,3080905,15639877,False,,9757662.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29297915}]","[{'src': 'hda', 'id': 29297907}]","""/galaxy-repl/localdata/chrom/330.len""","""330""",0,no,,0,no,,,,,0,8,kmer,32.0,,37463009,1492724167.0,ok,1023996.0,1924925,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-20 21:36:20.172948,104456.0,11.0
634287,fasta,,,2017-04-23 00:59:10.131464,slurm_normal,1492909164.0,0,1.0,main_w3_handler0,3082534,15652710,False,,9769574.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29322459}]","[{'src': 'hda', 'id': 29314816}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37501246,1492909157.0,ok,1023996.0,8293,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-23 00:59:27.654236,101716.0,7.0
352891307,fasta,,,2017-04-25 11:55:44.287574,slurm_normal,1493124740.0,0,1.0,main_w3_handler1,3060447,15671451,False,,9787028.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29189532}]","[{'src': 'hda', 'id': 29094212}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37543324,1493121359.0,ok,1023996.0,2689,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-25 13:02:43.468421,103439.0,3381.0
111251375,fasta,,,2017-04-26 08:52:50.900855,slurm_normal,1493196844.0,0,1.0,main_w3_handler1,3078552,15679516,False,,9794215.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29288419}]","[{'src': 'hda', 'id': 29363847}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37424534,1493196784.0,ok,1023996.0,315,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-04-26 08:54:12.840523,103902.0,60.0
85232,fasta,,,2017-05-02 13:37:49.831079,slurm_normal,1493732328.0,0,1.0,main_w4_handler1,3039797,15725191,False,,9835843.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 28861194}]","[{'src': 'hda', 'id': 29432913}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,,,,,2,,blast,32.0,,35905212,1493732305.0,ok,1023996.0,472996,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-02 13:38:51.268407,80465.0,23.0
155868,fasta,,,2017-05-02 13:37:48.721664,slurm_normal,1493732327.0,0,1.0,main_w4_handler0,3039797,15725189,False,,9835845.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 28861194}]","[{'src': 'hda', 'id': 29432908}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,,,,,2,,blast,32.0,,35905212,1493732305.0,ok,1023996.0,472996,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-02 13:38:59.569870,80465.0,22.0
72134,fasta,,,2017-05-02 13:37:50.547967,slurm_normal,1493732439.0,0,1.0,main_w4_handler0,3039797,15725192,False,,9835859.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 28861194}]","[{'src': 'hda', 'id': 29432915}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,,,,,2,,blast,32.0,,35905212,1493732345.0,ok,1023996.0,472996,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-02 13:40:53.400557,80465.0,94.0
122703,fasta,,,2017-05-02 13:37:51.492019,slurm_normal,1493732564.0,0,1.0,main_w3_handler1,3039797,15725194,False,,9835840.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 28861194}]","[{'src': 'hda', 'id': 29432916}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,,,,,2,,blast,32.0,,35905212,1493732277.0,ok,1023996.0,472996,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-02 13:42:52.728308,80465.0,287.0
288110,fasta,,,2017-05-02 13:37:49.157193,slurm_normal,1493732567.0,0,1.0,main_w3_handler0,3039797,15725190,False,,9835839.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 28861194}]","[{'src': 'hda', 'id': 29432909}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,yes,0.5,0,no,,,,,2,,blast,32.0,,35905212,1493732276.0,ok,1023996.0,472996,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-02 13:42:54.382224,80465.0,291.0
3639837207,fasta,,,2017-05-03 09:35:11.511588,slurm_normal,1493804124.0,0,1.0,main_w3_handler1,3059270,15733172,False,,9843491.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29432964}]","[{'src': 'hda', 'id': 29446306}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,2,,blast,32.0,,37726813,1493804117.0,ok,1023996.0,3849098,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-03 09:35:26.848442,103584.0,7.0
30,fasta,,,2017-05-03 16:42:57.749823,slurm_normal,1493829791.0,0,1.0,main_w3_handler0,2946172,15737607,False,,9847299.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29453996}]","[{'src': 'hda', 'id': 29453786}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37738076,1493829784.0,ok,1023996.0,180658,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-03 16:43:17.485266,82702.0,7.0
30,fasta,,,2017-05-03 16:32:57.432892,slurm_normal,1493829189.0,0,1.0,main_w4_handler1,2946172,15737468,False,,9847190.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 28784015}]","[{'src': 'hda', 'id': 29453786}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,37738076,1493829183.0,ok,1023996.0,180658,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-03 16:33:16.003318,82702.0,6.0
27709,fasta,,,2017-05-04 08:13:27.413289,slurm_normal,1493885618.0,0,1.0,main_w3_handler1,3097781,15744711,False,,9853976.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29465449}]","[{'src': 'hda', 'id': 29465448}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,2,,blast,32.0,,37751146,1493885613.0,ok,1023996.0,83410,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-04 08:13:43.197047,,5.0
3773,fasta,,,2017-05-07 08:55:06.283150,slurm_normal,1494147317.0,0,1.0,main_w4_handler1,3101181,15771469,False,,9878703.roundup,slurm,,132112168.0,corral-repl,,"""blast""",1,history,"[{'src': 'hda', 'id': 29504536}]","[{'src': 'hda', 'id': 29504538}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,2,,blast,32.0,,37810882,1494147311.0,ok,1023996.0,37549943,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-05-07 08:55:20.465706,84754.0,6.0
1567897620,fasta,,,2017-06-09 13:37:10.550570,slurm_normal,1497031235.0,0,1.0,main_w4_handler1,2930054,16064555,False,,10153288.roundup,slurm,,132112168.0,corral-repl,,"""needleman""",1,history,"[{'src': 'hda', 'id': 29968393}]","[{'src': 'hda', 'id': 29968724}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,,0,no,,,,,0,8,kmer,32.0,,36744934,1497015445.0,ok,1023996.0,561987659,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_align_seqs/1.20.0,1.20.0,,2017-06-09 18:13:47.801373,84972.0,15790.0
