chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.dz,parameters.five,parameters.genome,parameters.genome.values,parameters.input,parameters.input.values,parameters.report.__current_case__,parameters.report.max,parameters.report.report_select,parameters.report.scale,parameters.report.zero_regions,parameters.split,parameters.strand,parameters.three,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-12 12:09:42.912422,slurm_normal,1460463919.0,0,1.0,4020,vcf,main_w2_handler0,2661026,12429957,False,,8339,bam,6630560.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270800,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460463905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:25:23.984055,82098.0,14.0
,,2016-04-12 12:12:50.622261,slurm_normal,1460464056.0,0,1.0,4020,vcf,main_w1_handler1,2661026,12430053,False,,8366,bam,6630583.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270893,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460464040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:27:41.453975,82098.0,16.0
,,2016-02-17 18:52:48.455467,slurm_normal,1455735486.0,0,1.0,100093950,gtf,main_w1_handler2,2494202,11860057,False,,761083267,bam,6101077.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""","""False""",23169992,,23392919,,0,,bg,1.0,False,"""True""","""""","""False""",32.0,,28246445.0,1455735250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-02-17 18:58:12.068203,72579.0,236.0
,,2016-06-06 12:03:36.723866,slurm_normal,1465217959.0,0,1.0,12631726,tabular,main_w1_handler1,2727464,13083910,False,,317981492,bam,7268557.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""false""","""Schizosaccharomyces_pombe_1.1""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5992076c3af4b7095'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5253c3e8545b8df61'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,30627289.0,1465217894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-06-06 12:59:21.906125,83962.0,65.0
,,2016-05-19 09:02:31.527587,slurm_normal,1463648666.0,0,1.0,5271625,gff,main_w2_handler1,2711107,12938056,False,,162881682,bam,7132634.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3560e1ae1f74aa8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5619b2f1d814c5ff2'}]",0,,bg,1.0,true,"""false""","""-strand -""","""false""",32.0,,30007743.0,1463648642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-19 09:04:29.935850,70909.0,24.0
,,2016-02-04 03:09:08.001254,slurm_normal,1454555973.0,0,1.0,143763440,tabular,main_w1_handler0,2588077,11707239,False,,1103514481,bam,5964457.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/202/dataset_14202634.dat""","""False""","""dm6""","""False""","""False""",23177202,,23177089,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,28092368.0,1454555719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-02-04 03:19:35.061328,77999.0,254.0
,,2016-03-31 09:24:29.376998,slurm_normal,1459416376.0,0,1.0,228371,bedgraph,main_w2_handler1,2588567,12296740,False,,291293,bed,6504354.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""","""False""",24081627,,24081599,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,28095055.0,1459416282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-03-31 09:26:22.704829,,94.0
,,2016-02-25 14:38:40.983102,slurm_normal,1456413271.0,0,1.0,11675,bed,main_w1_handler2,2312125,11939688,False,,8897182356,bam,6170385.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",23512863,,23511021,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,28540250.0,1456411169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-02-25 15:14:38.467585,29072.0,2102.0
,,2016-05-24 02:56:26.690962,slurm_normal,1464058717.0,0,1.0,12158767,tabular,main_w1_handler1,2715018,12969423,False,,895129604,bam,7157048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a3f1889a142c4579'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d5d4b71eef5ea7e'}]",0,,bg,1.0,true,"""false""","""""","""false""",32.0,,30394026.0,1464058629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-24 02:58:38.917691,77937.0,88.0
,,2016-02-08 09:34:31.582408,slurm_normal,1454924145.0,0,1.0,1790940,gtf,main_w1_handler2,2591800,11742327,False,,497253909,bam,5998749.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""False""","""eschColi_K12""","""False""","""False""",23230826,,23227167,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,28197962.0,1454924089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-02-08 09:35:48.338791,78210.0,56.0
,,2016-03-22 01:30:12.737232,slurm_normal,1458610885.0,0,1.0,2093999,gtf,main_w1_handler1,2597019,12222136,False,,399216642,bam,6434155.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""False""","""False""",23735460,,23969724,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,28867719.0,1458610568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-03-22 01:41:28.066110,34556.0,317.0
,,2016-04-12 12:10:29.248750,slurm_normal,1460464791.0,0,1.0,4020,vcf,main_w2_handler1,2661026,12429983,False,,8369,bam,6630726.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270819,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460464745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:39:52.731108,82098.0,46.0
,,2016-04-12 12:08:37.893571,slurm_normal,1460464263.0,0,1.0,4020,vcf,main_w1_handler1,2661026,12429919,False,,8343,bam,6630627.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270773,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460464240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:31:04.178888,82098.0,23.0
,,2016-05-04 08:59:19.578466,slurm_normal,1462352596.0,0,1.0,2502,bed,main_w1_handler2,2660894,12766422,False,,28185131,bam,6969775.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9f6ab71261bb52f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54dbff3eb2e590e2d'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,28469836.0,1462352543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-04 09:03:18.735849,73208.0,53.0
,,2016-04-12 12:10:24.587974,slurm_normal,1460463350.0,0,1.0,4020,vcf,main_w1_handler1,2661026,12429981,False,,8308,bam,6630458.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270817,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460463321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:15:52.647356,82098.0,29.0
,,2016-02-17 18:51:50.372721,slurm_normal,1455735454.0,0,1.0,100093950,gtf,main_w2_handler0,2494202,11860051,False,,873843708,bam,6101057.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""","""False""",23169992,,23392921,,0,,bg,1.0,False,"""True""","""""","""False""",32.0,,28246445.0,1455735183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-02-17 18:57:43.687450,72579.0,271.0
,,2016-01-23 20:57:39.522116,slurm_normal,1453582767.0,0,1.0,6240864,gff,main_w1_handler0,2549611,11587200,False,,612388850,bam,5852706.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/caulCres.len""","""False""","""caulCres""","""False""","""False""",22773603,,22950220,,0,,bg,1.0,True,"""False""","""""","""False""",32.0,,27046423.0,1453582672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-01-23 20:59:32.085851,75857.0,95.0
,,2016-04-07 18:09:46.297577,slurm_normal,1460054058.0,0,1.0,724,bed,main_w2_handler1,2551023,12370453,False,,13082767661,bam,6570873.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""","""False""",24190372,,24160149,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,29409137.0,1460052599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-07 18:34:20.680922,44552.0,1459.0
,,2016-02-24 19:30:57.875135,slurm_normal,1456343311.0,0,1.0,6165347,gtf,main_w1_handler1,2588055,11932046,False,,1603455838,bam,6160744.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",23502569,,23480899,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,28082915.0,1456342611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-02-24 19:48:38.652808,78006.0,700.0
,,2016-04-05 13:59:49.694475,slurm_normal,1459872898.0,0,1.0,12631726,tabular,main_w2_handler0,2614085,12343642,False,,264847484,bam,6550567.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""False""","""Schizosaccharomyces_pombe_1.1""","""False""","""False""",23553035,,24151409,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,29263312.0,1459872858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-05 16:15:00.159895,79402.0,40.0
,,2016-04-12 12:10:38.543649,slurm_normal,1460465457.0,0,1.0,4020,vcf,main_w1_handler1,2661026,12429987,False,,8287,bam,6630826.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270822,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460465441.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:51:01.528966,82098.0,16.0
,,2016-04-12 12:06:44.712899,slurm_normal,1460463442.0,0,1.0,4020,vcf,main_w2_handler0,2661026,12429865,False,,8410,bam,6630478.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270728,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460463422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:17:27.231900,82098.0,20.0
,,2016-04-12 12:11:29.578559,slurm_normal,1460464533.0,0,1.0,4020,vcf,main_w1_handler2,2661026,12430012,False,,8285,bam,6630676.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270845,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460464514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:35:34.935265,82098.0,19.0
,,2016-03-01 11:33:16.219697,slurm_normal,1456832525.0,0,1.0,584,gg,main_w2_handler1,2610302,11979609,False,,24461713,bed,6211247.roundup,slurm,,132112168.0,corral-repl,,"""5fbef92adfa111e5bb53005056a52a46""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""False""","""False""",23480420,,23570135,,0,,bg,1.0,True,"""False""","""""","""False""",32.0,,28592599.0,1456832489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-03-01 11:42:09.704546,78471.0,36.0
,,2016-05-04 08:59:22.622218,slurm_normal,1462352558.0,0,1.0,2502,bed,main_w1_handler2,2660894,12766424,False,,28976165,bam,6969774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9f6ab71261bb52f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545fcb2f8bf37b40a'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,28469836.0,1462352543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-04 09:02:40.590941,73208.0,15.0
,,2016-04-06 00:36:44.320736,slurm_normal,1459905315.0,0,1.0,238076693,bedgraph,main_w1_handler2,2551023,12349471,False,,2386552989,bam,6554445.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""","""False""",24127253,,24159933,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,29409137.0,1459905124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-06 01:15:18.343361,44552.0,191.0
,,2016-05-23 21:22:31.701712,slurm_normal,1464039140.0,0,1.0,293503194,gtf,main_w2_handler1,1529033,12967685,False,,3752431749,bam,7155787.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6826a8f2cb1e7a3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568c80cbbf02d9e6f'}]",0,,bg,1.0,false,"""true""","""""","""false""",32.0,,30389113.0,1464038694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-23 21:32:21.146312,37161.0,446.0
,,2016-05-25 09:25:39.037064,slurm_normal,1464192510.0,0,1.0,12158767,tabular,main_w1_handler1,2715942,12982191,False,,1128928788,bam,7171127.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5272ece55b278dec9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569fdfd1a588689fa'}]",0,,bg,1.0,true,"""false""","""""","""false""",32.0,,30418022.0,1464192290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-25 16:08:36.239042,77937.0,220.0
,,2016-05-19 20:26:05.164251,slurm_normal,1463689953.0,0,1.0,135727118,tabular,main_w1_handler1,2708179,12943237,False,,2461027125,bam,7136961.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ba29d785d734051'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b566483f9e3ff98164'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,30326496.0,1463689594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-19 20:32:36.949868,84534.0,359.0
,,2016-03-23 13:31:28.216272,slurm_normal,1458739975.0,0,1.0,104,tabular,main_w1_handler2,2642965,12234658,False,,150926873,bam,6448927.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""False""","""mm10""","""False""","""False""",23984598,,23980149,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,27701304.0,1458739938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-03-23 13:32:59.767904,23372.0,37.0
,,2016-01-15 09:18:43.307946,slurm_normal,1452849576.0,0,1.0,296570441,tabular,main_w2_handler0,2417945,11510330,False,,67535,bam,5778924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/958/dataset_13958009.dat""","""False""","""Nasonia""","""False""","""False""",22910009,,22909785,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,27373572.0,1452849572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-01-15 09:19:38.942463,49629.0,4.0
,,2016-04-14 11:34:34.806535,slurm_normal,1460634986.0,0,1.0,3209295211,tabular,main_w1_handler2,2668367,12451061,False,,864366428,bam,6648787.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cead0b9476ee923b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51404c147ebcc9523'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,28731592.0,1460634706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-14 11:56:30.130964,72317.0,280.0
,,2016-06-10 01:06:03.210700,slurm_normal,1465520935.0,0,1.0,174677,bedgraph,main_w2_handler0,2734491,13128547,False,,4892012,bam,7312931.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5039e13c732b985d8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bdde1996cf01f2b1'}]",0,,bg,1.0,true,"""false""","""""","""false""",32.0,,30765857.0,1465520798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-06-10 01:08:56.228797,85885.0,137.0
,,2016-06-01 09:32:33.732376,slurm_normal,1464775284.0,0,1.0,1971,gg,main_w1_handler0,2724031,13038416,False,,2047235773,bed,7218848.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52846da21a11620e7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56636921bbfcd01c0'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,29420378.0,1464775140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-06-01 10:01:29.396310,46530.0,144.0
,,2016-05-16 17:34:55.241865,slurm_normal,1463420540.0,0,1.0,1270,tabular,main_w2_handler1,2699810,12910256,False,,6025338627,bam,7104230.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd34754c471eb844'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5682614e6a759f48e'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,30138666.0,1463420138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-16 17:42:29.227828,84145.0,402.0
,,2016-05-27 08:08:32.490541,slurm_normal,1464336613.0,0,1.0,373,gg,main_w2_handler0,2626700,13000181,False,,3977171,bam,7186920.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/papHam.len""","""false""","""papHam""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf7b0c086703583e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558cd845adfa0cc96'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,30255673.0,1464336607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-27 08:10:17.754239,61645.0,6.0
,,2016-01-05 10:43:19.734739,slurm_normal,1451990660.0,0,1.0,276,bed,main_w1_handler0,1390791,11377413,False,,276,bed,5649542.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""False""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",22739448,,22739448,,0,,bg,1.0,False,"""False""","""""","""False""",32.0,,27198870.0,1451990653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-01-05 10:44:23.291265,17012.0,7.0
,,2016-06-06 11:21:59.472844,slurm_normal,1465212481.0,0,1.0,12631726,tabular,main_w1_handler1,2727464,13083183,False,,277395520,bam,7267465.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""false""","""Schizosaccharomyces_pombe_1.1""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5992076c3af4b7095'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58ab5020ec0e2f576'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,30627289.0,1465212442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-06-06 11:28:05.088555,83962.0,39.0
,,2016-05-04 09:21:22.683009,slurm_normal,1462353777.0,0,1.0,2502,bed,main_w1_handler1,2660894,12766722,False,,6958,bam,6970069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9f6ab71261bb52f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5065d97e57c1aa5c7'}]",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,28469836.0,1462353775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-04 09:23:01.210368,73208.0,2.0
,,2016-05-12 07:14:23.349207,slurm_normal,1463048870.0,0,1.0,8670757,bed,main_w2_handler1,2661554,12864730,False,,2329767082,bam,7067242.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/978/dataset_14978812.dat""","""false""","""Arabidopsis_v1""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5528e61812eae2b18'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a32af41d371f33d3'}]",0,,bg,1.0,true,"""true""","""""","""false""",32.0,,29798093.0,1463048564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-05-12 10:27:53.136049,73455.0,306.0
,,2016-03-25 15:41:38.235757,slurm_normal,1459138076.0,0,1.0,229,gg,main_w2_handler0,2593961,12252110,False,,831255032,bam,6470830.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""False""","""sacCer3""","""False""","""False""",23871904,,24017075,,0,,bg,1.0,True,"""False""","""""","""False""",32.0,,28239182.0,1459137939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-03-28 04:08:01.422579,78315.0,137.0
,,2016-04-12 12:07:19.147289,slurm_normal,1460463517.0,0,1.0,4020,vcf,main_w1_handler2,2661026,12429886,False,,8299,bam,6630502.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""False""","""False""",24251808,,24270744,,1,300,hist,,,"""False""","""""","""False""",32.0,,29492858.0,1460463502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,2.22.0,,2016-04-12 12:18:41.529157,82098.0,15.0
