create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.maskchar,parameters.out_format1,parameters.tolower,parameters.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-27 15:48:04.474997,slurm_normal,1432741703.0,0.0,1.0,main_w2_handler1,2254323,9545818,False,,50658960,fasta,3859521.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19817754,,"""N""","""fasta""","""no""","""repeat*""",32.0,,23267586,1432741696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2015-05-27 15:48:31.165833,60145.0,7.0
2016-01-29 00:23:54.983029,slurm_normal,1454027215.0,0.0,1.0,main_w1_handler2,2330928,11627229,False,,2444786556,fasta,5891218.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23074736,,"""N""","""fasta""","""no""","""repeat*""",32.0,,27875858,1454027044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2016-01-29 00:26:59.007623,64505.0,171.0
2016-01-28 23:59:45.879336,slurm_normal,1454025729.0,0.0,1.0,main_w1_handler1,2330928,11627136,False,,2030261913,fasta,5891141.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/anoCar2.len""","""anoCar2""",23070755,,"""N""","""fasta""","""no""","""repeat*""",32.0,,27875858,1454025594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2016-01-29 00:02:11.993828,64505.0,135.0
2015-10-06 11:53:57.309407,slurm_normal,1444132459.0,0.0,1.0,main_w2_handler1,2461771,10509221,False,,1046,fasta,4784841.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21414777,,"""N""","""fasta""","""no""","""repeat*""",32.0,,25527158,1444132456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2015-10-06 11:54:25.437561,36889.0,3.0
2016-05-10 18:24:16.073441,slurm_normal,1462907118.0,0.0,1.0,main_w1_handler2,2699716,12846542,False,,26010470,bed,7045842.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b567b5cfe969d571af'}]","""N""","""gff""","""no""","""repeat*""",32.0,,30108666,1462904687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2016-05-10 19:05:20.806939,81963.0,2431.0
2016-05-11 18:22:49.223228,slurm_normal,1462995661.0,0.0,1.0,main_w2_handler1,2699716,12859497,False,,28130294,gff3,7060290.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5916f851fd44dfe94'}]","""N""","""gff""","""no""","""repeat*""",32.0,,30108666,1462991001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2016-05-11 19:41:03.853721,81963.0,4660.0
2016-10-19 18:20:19.904079,slurm_normal,1476901229.0,0.0,1.0,main_w4_handler1,2843051,14121005,False,,2110623,fasta,8335533.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50226077f57b94640'}]","""N""","""fasta""","""no""","""repeat*""",32.0,,33464503,1476901223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2016-10-19 18:20:33.535679,91599.0,6.0
2014-11-06 06:56:40.342471,rodeo_normal,1415257074.0,0.0,1.0,main_w1_handler1,2109131,8112922,False,,174206876,fasta,135332.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17440626,,"""N""","""fasta""","""no""","""repeat*""",2.0,,18122186,1415257015.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2014-11-06 06:57:58.650998,2579.0,59.0
2014-11-18 20:23:43.968027,rodeo_normal,1416342290.0,0.0,1.0,main_w1_handler1,2122454,8195699,False,,174206876,fasta,249837.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17594893,,"""N""","""fasta""","""no""","""repeat*""",2.0,,16752876,1416342230.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2014-11-18 20:24:55.608654,52467.0,60.0
2014-12-04 06:22:28.648704,rodeo_normal,1417674166.0,0.0,1.0,main_w2_handler0,1935764,8316194,False,,3661093,fasta,416607.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",15834522,,"""N""","""fasta""","""no""","""repeat*""",1.0,,17220585,1417674162.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50/5.0.0,5.0.0,,2014-12-04 06:22:49.320805,41160.0,4.0
