chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.filter_type.__current_case__,parameters.filter_type.filter,parameters.filter_type.read_list_file,parameters.inputFile,parameters.inputFile.values,parameters.validation_stringency,processor_count,read_list_file,read_list_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-14 18:05:58.436297,slurm_normal_16gb,1429034784.0,0,1.0,main_w2_handler0,2269339,9230635,False,,8734875,8734875.0,sam,sam,3511933.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",0,includeAligned,,"""19278288""",,"""LENIENT""",32.0,,,,21994468,1429034775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-04-14 18:06:26.956357,,9.0
,,2015-04-22 16:04:54.879395,slurm_normal_16gb,1429718733.0,0,1.0,main_w2_handler0,2271531,9301190,False,,322209,322209.0,sam,sam,3619219.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""19419319""",,"""STRICT""",32.0,,,,22501419,1429718727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-04-22 16:05:38.969053,62391.0,6.0
36.0,len,2015-04-30 05:39:08.711428,slurm_normal_16gb,1430372472.0,0,1.0,main_w1_handler0,2288392,9365943,False,,976192585,976192585.0,sam,sam,3702129.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/187/dataset_11187391.dat""","""PmarmoratusMtGenome""",0,includeAligned,,"""19520926""",,"""LENIENT""",32.0,,,,22187414,1430372364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-04-30 05:41:16.601645,43765.0,108.0
,,2015-04-28 09:41:42.903611,slurm_normal_16gb,1430214216.0,0,1.0,main_w1_handler0,2285521,9348733,False,,96736438,96736438.0,bam,bam,3685103.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,includeAligned,,"""19491285""",,"""STRICT""",2.0,,,,22270134,1430214122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-04-28 09:43:44.319059,57789.0,94.0
,,2015-04-29 12:54:02.745127,slurm_normal_16gb,1430312473.0,0,1.0,main_w2_handler0,2281078,9359373,False,,1374421038,1374421038.0,sam,sam,3696044.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,includeAligned,,"""19511221""",,"""LENIENT""",32.0,,,,22736893,1430312055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-04-29 13:01:17.252054,62761.0,418.0
,,2015-05-20 13:56:56.763882,slurm_normal_16gb,1432130486.0,0,1.0,main_w2_handler1,2251868,9504655,False,,153827609,153827609.0,bam,bam,3825953.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,excludeAligned,,"""19767759""",,"""LENIENT""",32.0,,,,21748732,1432130232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-05-20 14:01:34.207678,,254.0
36.0,len,2016-01-28 08:21:34.261056,slurm_normal_16gb,1453969396.0,0,1.0,main_w2_handler1,2571798,11620834,False,,120554046,120554046.0,bam,bam,5885262.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/097/dataset_14097565.dat""","""?""",2,includeReadList,23065584.0,"""22972833""",,"""SILENT""",32.0,4922870.0,tabular,,27857916,1453969325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2016-01-28 08:23:20.010764,77155.0,71.0
,,2015-06-25 13:07:44.309324,slurm_normal_16gb,1435240562.0,0,1.0,main_w1_handler1,2320766,9731292,False,,16868484976,16868484976.0,sam,sam,4037801,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,includeAligned,,"""20115107""",,"""LENIENT""",32.0,,,,23295097,1435237711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-06-25 13:56:08.422164,64160.0,2851.0
,,2015-05-28 17:52:17.284159,slurm_normal_16gb,1432836936.0,0,1.0,main_w1_handler1,2186621,9555544,False,,2325905928,2325905928.0,bam,bam,3869075.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,includeAligned,,"""19792023""",,"""LENIENT""",32.0,,,,23211521,1432835547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-05-28 18:15:38.268905,58857.0,1389.0
,,2015-07-02 13:40:04.081649,slurm_normal_16gb,1435844796.0,0,1.0,main_w1_handler0,2072219,9781438,False,,272630309,272630309.0,bam,bam,4083743.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,"""20214207""",,"""LENIENT""",32.0,,,,22421726,1435844491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-02 13:46:38.556186,43904.0,305.0
,,2015-06-17 17:37:53.109643,slurm_normal_16gb,1434562993.0,0,1.0,main_w1_handler0,2346538,9675765,False,,182336162,182336162.0,sam,sam,3985439.roundup,slurm,,132112168.0,corral-repl,,"""92dd0dec151711e595dc005056a51846""","""/galaxy-repl/localdata/chrom/384.len""","""384""",1,excludeAligned,,"""20042806""",,"""LENIENT""",32.0,,,,23675044,1434562957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-06-17 17:43:15.787581,46265.0,36.0
,,2015-06-15 16:01:27.009598,slurm_normal_16gb,1434389024.0,0,1.0,main_w1_handler2,1705430,9655208,False,,7489393736,7489393736.0,bam,bam,3965930.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",0,includeAligned,,"""20007669""",,"""LENIENT""",32.0,,,,23645460,1434384118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-06-15 17:23:47.566176,41846.0,4906.0
,,2015-07-08 02:39:26.173643,slurm_normal_16gb,1436323197.0,0,1.0,main_w1_handler2,2368378,9808611,False,,7116290,7116290.0,bam,bam,4109026.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20257675""",,"""LENIENT""",32.0,,,,24017621,1436323191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-08 02:40:00.035734,65708.0,6.0
,,2015-07-08 02:38:53.382374,slurm_normal_16gb,1436323164.0,0,1.0,main_w1_handler2,2368378,9808608,False,,6045547,6045547.0,bam,bam,4109024.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20257676""",,"""LENIENT""",32.0,,,,24017621,1436323157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-08 02:39:26.885874,65708.0,7.0
,,2015-07-08 02:33:55.097408,slurm_normal_16gb,1436322884.0,0,1.0,main_w2_handler1,2368378,9808591,False,,6986556,6986556.0,bam,bam,4109010.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20257677""",,"""LENIENT""",32.0,,,,24017621,1436322872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-08 02:34:48.809381,65708.0,12.0
,,2015-07-08 02:40:30.537241,slurm_normal_16gb,1436323267.0,0,1.0,main_w1_handler2,2368378,9808617,False,,8226875,8226875.0,bam,bam,4109035.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20257672""",,"""LENIENT""",32.0,,,,24017621,1436323259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-08 02:41:08.827627,65708.0,8.0
,,2015-07-08 02:39:50.899653,slurm_normal_16gb,1436323229.0,0,1.0,main_w1_handler0,2368378,9808613,False,,6369916,6369916.0,bam,bam,4109028.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20257674""",,"""LENIENT""",32.0,,,,24017621,1436323221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-08 02:40:31.190285,65708.0,8.0
,,2015-07-08 02:40:09.675684,slurm_normal_16gb,1436323247.0,0,1.0,main_w1_handler0,2368378,9808615,False,,9361346,9361346.0,bam,bam,4109031.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20257673""",,"""LENIENT""",32.0,,,,24017621,1436323240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-08 02:40:49.393812,65708.0,7.0
,,2015-07-08 04:37:34.235452,slurm_normal_16gb,1436330285.0,0,1.0,main_w2_handler0,2365665,9808898,False,,7585470,7585470.0,sam,sam,4109324.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20246149""",,"""LENIENT""",32.0,,,,23731066,1436330277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-08 04:38:09.025022,64486.0,8.0
,,2015-07-10 17:33:12.922822,slurm_normal_16gb,1436549661.0,0,1.0,main_w1_handler1,2368161,9833397,False,,16813907,16813907.0,bam,bam,4130780.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,includeAligned,,"""20293816""",,"""LENIENT""",32.0,,,,23657781,1436549628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-10 17:34:25.640814,64938.0,33.0
,,2015-08-03 05:42:39.940282,slurm_normal_16gb,1438580589.0,0,1.0,main_w2_handler1,1884622,10053187,False,,21867,21867.0,sam,sam,4332717.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20671666""",,"""LENIENT""",32.0,,,,24163111,1438580585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-08-03 05:43:12.653202,44697.0,4.0
,,2015-07-16 12:09:01.242548,slurm_normal_16gb,1437050664.0,0,1.0,main_w2_handler0,2377079,9880670,False,,19659181,19659181.0,bam,bam,4171103.roundup,slurm,,132112168.0,corral-repl,,"""68333e602bb311e5960d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,includeAligned,,"""20376761""",,"""LENIENT""",32.0,,,,24154645,1437050627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-16 12:44:28.838167,64938.0,37.0
,,2015-08-04 15:39:35.806518,slurm_normal_16gb,1438703699.0,0,1.0,main_w1_handler1,2373999,10061714,False,,898710383,898710383.0,bam,bam,4340708.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",3,excludeReadList,20684905.0,"""20454312""",,"""STRICT""",32.0,18786.0,bed,,24086329,1438702800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-08-04 15:55:03.219837,51408.0,899.0
,,2015-09-17 11:22:54.108624,slurm_normal_16gb,1442489567.0,0,1.0,main_w2_handler0,676440,10342880,False,,3836659016,3836659016.0,sam,sam,4626107.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""21146909""",,"""STRICT""",32.0,,,,25048955,1442488993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-09-17 11:32:50.687765,15206.0,574.0
,,2015-07-25 22:43:46.980918,slurm_normal_16gb,1437865159.0,0,1.0,main_w2_handler0,2080581,9985675,False,,1234264457,1234264457.0,bam,bam,4268553.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,includeAligned,,"""20536387""",,"""LENIENT""",32.0,,,,24301876,1437864245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-25 22:59:22.465566,54005.0,914.0
,,2015-07-25 23:08:26.806221,slurm_normal_16gb,1437866950.0,0,1.0,main_w1_handler2,2080581,9985940,False,,1303029683,1303029683.0,bam,bam,4268820.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,includeAligned,,"""20536388""",,"""LENIENT""",32.0,,,,24301876,1437865973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-25 23:29:12.276729,54005.0,977.0
,,2015-07-25 22:44:14.058970,slurm_normal_16gb,1437865965.0,0,1.0,main_w1_handler1,2080581,9985680,False,,870850001,870850001.0,bam,bam,4268726.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,includeAligned,,"""20536389""",,"""LENIENT""",32.0,,,,24301876,1437865171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-07-25 23:12:48.694585,54005.0,794.0
,,2015-08-26 17:35:21.340238,slurm_normal_16gb,1440610777.0,0,1.0,main_w1_handler2,2343416,10205810,False,,1515321381,1515321381.0,sam,sam,4475336.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20917642""",,"""LENIENT""",32.0,,,,23662425,1440610534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-08-26 17:39:40.553980,64904.0,243.0
,,2015-08-28 16:48:12.361158,slurm_normal_16gb,1440781404.0,0,1.0,main_w1_handler0,2343416,10217261,False,,2046223229,2046223229.0,sam,sam,4487810.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20928138""",,"""LENIENT""",32.0,,,,23662425,1440781052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-08-28 17:03:27.583796,64904.0,352.0
,,2015-08-28 16:47:59.492717,slurm_normal_16gb,1440781028.0,0,1.0,main_w1_handler2,2343416,10217259,False,,2045610084,2045610084.0,sam,sam,4487766.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20928053""",,"""LENIENT""",32.0,,,,23662425,1440780500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-08-28 16:57:12.383005,64904.0,528.0
,,2015-08-28 16:49:20.675661,slurm_normal_16gb,1440781426.0,0,1.0,main_w1_handler1,2343416,10217269,False,,2046196572,2046196572.0,sam,sam,4487811.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""20928146""",,"""LENIENT""",32.0,,,,23662425,1440781051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-08-28 17:03:49.466166,64904.0,375.0
,,2015-09-08 21:37:09.421310,slurm_normal_16gb,1441748475.0,0,1.0,main_w2_handler0,676440,10280722,False,,1326211635,1326211635.0,sam,sam,4566441.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""21049294""",,"""LENIENT""",32.0,,,,25048955,1441748253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-09-08 21:41:18.873011,15206.0,222.0
,,2015-09-10 12:07:26.083028,slurm_normal_16gb,1441887107.0,0,1.0,main_w1_handler0,676440,10293521,False,,1326211635,1326211635.0,sam,sam,4578745.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""21049294""",,"""STRICT""",32.0,,,,25048955,1441886863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-09-10 12:11:50.653232,15206.0,244.0
,,2015-10-09 08:08:02.956690,slurm_normal_16gb,1444378634.0,0,1.0,main_w2_handler0,2463557,10532982,False,,880128820,880128820.0,bam,bam,4807261.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""21442116""",,"""SILENT""",32.0,,,,25550713,1444378371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-10-09 08:17:17.353300,10211.0,263.0
,,2015-10-09 10:19:43.807094,slurm_normal_16gb,1444386169.0,0,1.0,main_w1_handler1,2463557,10534093,False,,553909956,553909956.0,bam,bam,4808204.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,"""21442328""",,"""SILENT""",32.0,,,,25550713,1444386004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-10-09 10:22:53.266963,10211.0,165.0
,,2015-11-06 17:20:00.321617,slurm_normal_16gb,1446831070.0,0,1.0,main_w2_handler0,2470426,10836914,False,,673570193,673570193.0,bam,bam,5091602.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,includeAligned,,"""21795345""",,"""LENIENT""",32.0,,,,26141852,1446830414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-11-06 17:31:16.183201,50053.0,656.0
,,2015-11-12 07:26:19.180227,slurm_normal_16gb,1447313554.0,0,1.0,main_w2_handler0,2470426,10882376,False,,510073297,510073297.0,bam,bam,5135923.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,includeAligned,,"""21642955""",,"""LENIENT""",32.0,,,,26235491,1447313204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-11-12 07:32:42.796568,50053.0,350.0
,,2015-11-12 08:34:01.764520,slurm_normal_16gb,1447317593.0,0,1.0,main_w2_handler1,2470426,10882828,False,,595000225,,,bam,5136393.roundup,slurm,,132112168.0,corral-repl,,"""1fc46c86891811e58f6b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,includeAligned,,21675444,,"""LENIENT""",32.0,,,,26235491,1447317270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-11-12 08:39:59.692217,50053.0,323.0
,,2015-11-13 10:49:03.774969,slurm_normal_16gb,1447412300.0,0,1.0,main_w1_handler0,2470426,10892520,False,,801797948,,,bam,5145668.roundup,slurm,,132112168.0,corral-repl,,"""275d80cc89f411e58db7005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,includeAligned,,21644134,,"""LENIENT""",32.0,,,,26262773,1447411765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-11-13 10:58:24.715870,50053.0,535.0
