create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.designc.__current_case__,parameters.designc.use,parameters.iters,parameters.jumble,parameters.otu.values,parameters.subsample.__current_case__,parameters.subsample.use,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-29 19:29:27.859483,slurm_normal,1496086186.0,0,1.0,main_w4_handler1,3100411,15962501,False,,10059342.roundup,slurm,,132112168.0,corral-repl,3152,tabular,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29777760}]",1,false,32.0,,37566007,1496086181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-05-29 19:29:48.078580,,5.0
2017-03-24 05:41:39.148079,slurm_normal,1490334692.0,0,1.0,main_w4_handler0,3043627,15382839,False,,9520222.roundup,slurm,,132112168.0,corral-repl,166693666,fastq,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 28904118}]",1,false,32.0,,36831062,1490334688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-03-24 05:53:05.995057,,4.0
2017-04-10 00:26:12.662379,slurm_normal,1491784175.0,0,1.0,main_w4_handler0,3030435,15536751,False,,9662400.roundup,slurm,,132112168.0,corral-repl,203674,txt,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29143895}]",1,false,32.0,,36608014,1491784170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-04-10 00:29:36.869304,,5.0
2017-04-30 18:12:05.279686,slurm_normal,1493575934.0,0,1.0,main_w4_handler1,3009747,15711748,False,,9823452.roundup,slurm,,132112168.0,corral-repl,4462,csv,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29412503}]",1,false,32.0,,36274026,1493575928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-04-30 18:12:16.802909,100895.0,6.0
2017-04-30 18:26:01.282136,slurm_normal,1493576771.0,0,1.0,main_w4_handler0,3092853,15711810,False,,9823512.roundup,slurm,,132112168.0,corral-repl,4462,csv,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29412601}]",1,false,32.0,,36274026,1493576764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-04-30 18:26:13.571579,100895.0,7.0
2017-05-06 01:17:50.913983,slurm_normal,1494033480.0,0,1.0,main_w3_handler0,3100411,15764889,False,,9872654.roundup,slurm,,132112168.0,corral-repl,3250,tabular,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29495300}]",1,false,32.0,,37566007,1494033475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-05-06 01:18:02.113495,,5.0
2017-05-21 00:21:45.996160,slurm_normal,1495326120.0,0,1.0,main_w4_handler1,3119882,15898508,False,,9997751.roundup,slurm,,132112168.0,corral-repl,754,interval,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29703686}]",1,false,32.0,,38105623,1495326116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-05-21 00:22:02.324632,,4.0
2017-05-21 17:42:35.567641,slurm_normal,1495388568.0,0,1.0,main_w3_handler1,3118306,15900898,False,,9999897.roundup,slurm,,132112168.0,corral-repl,44444767,fastq,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29707543}]",1,false,32.0,,36302619,1495388564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-05-21 17:42:49.913560,,4.0
2017-05-23 02:32:27.745693,slurm_normal,1495506765.0,0,1.0,main_w3_handler1,3100411,15911693,False,,10009688.roundup,slurm,,132112168.0,corral-repl,3209,tabular,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29725304}]",1,false,32.0,,37566007,1495506760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-05-23 02:32:51.534550,,5.0
2017-05-23 02:48:01.931120,slurm_normal,1495507699.0,0,1.0,main_w4_handler1,3100411,15911803,False,,10009782.roundup,slurm,,132112168.0,corral-repl,3199,tabular,,"[""sharedobserved""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""0""","""true""","[{'src': 'hda', 'id': 29725422}]",1,false,32.0,,37566007,1495507694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_shared/1.27.0,1.27.0,,2017-05-23 02:48:21.547772,,5.0
