candidate,candidate_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.align,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.candidate.values,parameters.candidate|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.reverse.__current_case__,parameters.reverse.flip,parameters.reverse.threshold,parameters.scoring.__current_case__,parameters.scoring.adjust,parameters.search.__current_case__,parameters.search.ksize,parameters.search.method,processor_count,runner_name,session_id,start_epoch,state,swaptotal,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
16848,fasta,2018-01-29 03:33:53.618854,slurm_normal,1517197035.0,0,,1.0,main_w3_handler1,3408303,18184334,False,,12265761,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543531}]","""Africa_Morocco(BerberBouhria)_EF060361.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197020.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:37:18.931409,120813.0,15.0
16829,fasta,2018-01-29 03:33:08.673564,slurm_normal,1517197073.0,0,,1.0,main_w3_handler1,3408303,18184277,False,,12265770,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543594}]","""Asia_Adygei_AY882388.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197058.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:37:55.518480,120813.0,15.0
16838,fasta,2018-01-29 03:30:24.087884,slurm_normal,1517197371.0,0,,1.0,main_w3_handler1,3408303,18184034,False,,12265849,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543849}]","""Melanesia_NewBritain_DQ137402.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197357.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:42:54.094116,120813.0,14.0
16836,fasta,2018-01-29 03:39:29.788983,slurm_normal,1517197604.0,0,,1.0,main_w3_handler1,3408303,18184746,False,,12265908,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543580}]","""America(South)_Warao_AF347012.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197591.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:46:46.483241,120813.0,13.0
16833,fasta,2018-01-29 03:34:22.482964,slurm_normal,1517197074.0,0,,1.0,main_w4_handler0,3408303,18184372,False,,12265772,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543494}]","""Africa_Ethiopia_AY882389.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197064.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:37:59.621959,120813.0,10.0
15838,fasta,2018-01-29 03:38:17.884625,slurm_normal,1517197122.0,0,,1.0,main_w4_handler0,3408303,18184629,False,,12265786,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543711}]","""Australia_Australian_DQ112752.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197112.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:38:44.480617,120813.0,10.0
16831,fasta,2018-01-29 03:30:34.548691,slurm_normal,1517197196.0,0,,1.0,main_w4_handler0,3408303,18184059,False,,12265806,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543821}]","""Europe_Turkey_AM263190.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197186.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:58.602658,120813.0,10.0
16839,fasta,2018-01-29 03:30:18.191785,slurm_normal,1517197099.0,0,,1.0,main_w3_handler0,3408303,18184023,False,,12265778,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543860}]","""Melanesia_PNGCoast_AF347002.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197086.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:38:24.700419,120813.0,13.0
16838,fasta,2018-01-29 03:34:31.561179,slurm_normal,1517197105.0,0,,1.0,main_w4_handler0,3408303,18184382,False,,12265781,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543484}]","""Africa_CanaryIslands_AY275528.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197095.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:38:27.593141,120813.0,10.0
16839,fasta,2018-01-29 03:33:41.425850,slurm_normal,1517198411.0,0,,1.0,main_w3_handler0,3408303,18184320,False,,12266136,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543545}]","""Africa_Senegal(Wolof)_AY275529.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517198398.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 04:00:13.518547,120813.0,13.0
16831,fasta,2018-01-29 03:30:56.583874,slurm_normal,1517197105.0,0,,1.0,main_w3_handler1,3408303,18184092,False,,12265782,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543786}]","""Europe_Saami_AY882406.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197095.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:38:29.058539,120813.0,10.0
16838,fasta,2018-01-29 03:34:32.202939,slurm_normal,1517197165.0,0,,1.0,main_w3_handler1,3408303,18184383,False,,12265796,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543483}]","""Africa_CanaryIslands_AF382010.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197149.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:29.328344,120813.0,16.0
16839,fasta,2018-01-29 03:38:04.021081,slurm_normal,1517197122.0,0,,1.0,main_w3_handler0,3408303,18184606,False,,12265785,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543734}]","""Europe_CrimeanTatar_AF346974.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197111.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:38:48.807266,120813.0,11.0
16838,fasta,2018-01-29 03:40:02.977617,slurm_normal,1517197510.0,0,,1.0,main_w3_handler0,3408303,18184800,False,,12265881,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543523}]","""Africa_Morocco(Berber)_AY275527.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197495.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:45:14.850439,120813.0,15.0
16838,fasta,2018-01-29 03:31:34.576616,slurm_normal,1517198352.0,0,,1.0,main_w3_handler0,3408303,18184161,False,,12266117,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543718}]","""Australia_Australian_DQ404444.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517198343.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:59:15.742913,120813.0,9.0
16837,fasta,2018-01-29 03:32:11.454227,slurm_normal,1517197127.0,0,,1.0,main_w4_handler0,3408303,18184214,False,,12265787,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543666}]","""Asia_Semang(Batek)_AY963576.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197118.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:38:49.737680,120813.0,9.0
16830,fasta,2018-01-29 03:36:57.849033,slurm_normal,1517197508.0,0,,1.0,main_w4_handler0,3408303,18184526,False,,12265880,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543813}]","""Europe_Spain_AY882414.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197492.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:45:11.512678,120813.0,16.0
16839,fasta,2018-01-29 03:31:37.286880,slurm_normal,1517197882.0,0,,1.0,main_w4_handler0,3408303,18184165,False,,12265989,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543714}]","""Australia_Australian_DQ404440.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197873.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:51:24.870877,120813.0,9.0
16846,fasta,2018-01-29 03:33:11.925836,slurm_normal,1517197140.0,0,,1.0,main_w4_handler0,3408303,18184281,False,,12265790,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543591}]","""Asia_AboriginalMalay(Temuan)_AY963583.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197130.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:02.205440,120813.0,10.0
16833,fasta,2018-01-29 03:31:15.195693,slurm_normal,1517197661.0,0,,1.0,main_w4_handler0,3408303,18184127,False,,12265928,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543750}]","""Europe_Finnish_AY339403.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197651.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:47:43.597785,120813.0,10.0
16840,fasta,2018-01-29 03:37:10.674534,slurm_normal,1517197143.0,0,,1.0,main_w3_handler0,3408303,18184543,False,,12265791,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543795}]","""Europe_SouthernItaly_EF060353.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197133.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:05.550890,120813.0,10.0
15823,fasta,2018-01-29 03:34:49.674337,slurm_normal,1517197150.0,0,,1.0,main_w3_handler1,3408303,18184400,False,,12265793,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543467}]","""Africa_African_DQ112686.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197140.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:14.253991,120813.0,10.0
16843,fasta,2018-01-29 03:35:24.417442,slurm_normal,1517197165.0,0,,1.0,main_w4_handler1,3408303,18184429,False,,12265797,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543918}]","""SouthAsia_GreatAnadamanese_AY950300.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197154.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:28.184527,120813.0,11.0
16833,fasta,2018-01-29 03:30:33.623208,slurm_normal,1517197173.0,0,,1.0,main_w4_handler1,3408303,18184057,False,,12265799,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543823}]","""Europe_VulgaUral_DQ902709.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197163.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:34.714460,120813.0,10.0
16830,fasta,2018-01-29 03:30:39.383313,slurm_normal,1517197203.0,0,,1.0,main_w4_handler1,3408303,18184068,False,,12265805,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543811}]","""Europe_Spain_AY882401.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197186.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:40:04.999381,120813.0,17.0
16834,fasta,2018-01-29 03:35:20.563674,slurm_normal,1517197170.0,0,,1.0,main_w3_handler0,3408303,18184425,False,,12265798,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543922}]","""SouthAsia_Indian_AY713977.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197160.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:33.426150,120813.0,10.0
16839,fasta,2018-01-29 03:30:49.005896,slurm_normal,1517197402.0,0,,1.0,main_w3_handler0,3408303,18184078,False,,12265856,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543801}]","""Europe_Spain(Leon)_AF382005.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197383.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:43:29.354889,120813.0,19.0
16833,fasta,2018-01-29 03:40:33.094022,slurm_normal,1517197375.0,0,,1.0,main_w3_handler0,3408303,18184846,False,,12265853,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543480}]","""Africa_BiakaPygmy_AF346969.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197366.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:43:01.967993,120813.0,9.0
16830,fasta,2018-01-29 03:30:38.559161,slurm_normal,1517197181.0,0,,1.0,main_w4_handler1,3408303,18184067,False,,12265801,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543813}]","""Europe_Spain_AY882414.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197171.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:43.098665,120813.0,10.0
16838,fasta,2018-01-29 03:30:58.501970,slurm_normal,1517197426.0,0,,1.0,main_w4_handler1,3408303,18184096,False,,12265866,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543782}]","""Europe_NorthOssetia_AM263177.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197416.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:43:49.541315,120813.0,10.0
15850,fasta,2018-01-29 03:33:20.424641,slurm_normal,1517197183.0,0,,1.0,main_w3_handler1,3408303,18184291,False,,12265803,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543577}]","""America(South)_SouthAmerican_DQ112774.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197173.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:45.022387,120813.0,10.0
15697,fasta,2018-01-29 03:32:59.490205,slurm_normal,1517197251.0,0,,1.0,main_w3_handler1,3408303,18184265,False,,12265819,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543610}]","""Asia_AsianAmerican_EF657275.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197242.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:40:54.016178,120813.0,9.0
16818,fasta,2018-01-29 03:38:34.784535,slurm_normal,1517197183.0,0,,1.0,main_w3_handler0,3408303,18184662,False,,12265802,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543679}]","""Asia_Tofalar_AY519492.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197173.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:39:49.416352,120813.0,10.0
16838,fasta,2018-01-29 03:30:25.638040,slurm_normal,1517197242.0,0,,1.0,main_w3_handler0,3408303,18184038,False,,12265816,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543844}]","""Melanesia_NewBritain_DQ137398.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197231.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:40:47.861453,120813.0,11.0
15840,fasta,2018-01-29 03:30:28.686561,slurm_normal,1517197665.0,0,,1.0,main_w3_handler0,3408303,18184045,False,,12265927,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543837}]","""Melanesia_Melanesian_DQ112886.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197651.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:47:46.762196,120813.0,14.0
16835,fasta,2018-01-29 03:30:37.475436,slurm_normal,1517197212.0,0,,1.0,main_w3_handler1,3408303,18184065,False,,12265809,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543815}]","""Europe_SwedishSami_DQ902695.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197201.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:40:14.125042,120813.0,11.0
16840,fasta,2018-01-29 03:30:23.733279,slurm_normal,1517197212.0,0,,1.0,main_w3_handler0,3408303,18184033,False,,12265808,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543850}]","""Melanesia_NewIreland_AY956413.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197201.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:40:19.164237,120813.0,11.0
16834,fasta,2018-01-29 03:31:07.000595,slurm_normal,1517197557.0,0,,1.0,main_w3_handler0,3408303,18184112,False,,12265895,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543766}]","""Europe_Italian_AY738942.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197542.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:46:02.065829,120813.0,15.0
16844,fasta,2018-01-29 03:39:59.932167,slurm_normal,1517197642.0,0,,1.0,main_w3_handler0,3408303,18184795,False,,12265923,slurm,,132112168.0,corral-repl,,,"""needleman""",1,history,"[{'src': 'hda', 'id': 33544089}]","[{'src': 'hda', 'id': 33543527}]","""Africa_Morocco(BerberAsni)_EF064317.fa""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,no,,1,no,0,8,kmer,32.0,,43500490.0,1517197633.0,ok,1023996.0,16909,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1.36.1.0,,2018-01-29 03:47:25.223213,120813.0,9.0
