create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,otu,otu_filetype,param_filename,parameters.basis,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.name.values,parameters.otu.values,parameters.persample,parameters.probs,parameters.reftax.__current_case__,parameters.reftax.source,parameters.tax.__current_case__,parameters.tax.source,parameters.tax.taxonomy.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,taxonomy,taxonomy_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-22 17:04:14.964449,slurm_normal,1490511679.0,0,1.0,main_w4_handler1,3041177,15368328,False,,9532968.roundup,slurm,,132112168.0,,,corral-repl,225348110,tabular,,"""otu""","""/galaxy-repl/localdata/chrom/?.len""","""60""","""?""",,"[{'src': 'hda', 'id': 28881378}]","""false""","""true""",0,None,1,hist,"[{'src': 'hda', 'id': 28881782}]",32.0,,36773698,1490503296.0,ok,1023996.0,9165609,tabular,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_classify_otu/1.21.0,1.21.0,,2017-03-26 13:11:23.492496,102567,8383.0
2017-04-19 15:31:57.654187,slurm_normal,1492615988.0,0,1.0,main_w3_handler1,3079208,15626586,False,,9745262.roundup,slurm,,132112168.0,1063638.0,csv,corral-repl,6004217,list,,"""otu""","""/galaxy-repl/localdata/chrom/?.len""","""60""","""?""","[{'src': 'hda', 'id': 29279220}]","[{'src': 'hda', 'id': 29279309}]","""false""","""true""",0,None,1,hist,"[{'src': 'hda', 'id': 29279218}]",32.0,,37404525,1492615972.0,ok,1023996.0,556003,mothur.ref.taxonomy,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_classify_otu/1.21.0,1.21.0,,2017-04-19 15:36:13.281184,104295,16.0
