create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.clps,parameters.dbkey,parameters.img,parameters.input.values,parameters.name,parameters.slop,parameters.sort,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-04 10:18:01.501973,slurm_normal,1496571499.0,0,,1.0,main_w4_handler1,3066955,16008557,False,,48189875,gtf,10101925.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""png""","[{'src': 'hda', 'id': 29815652}]","""false""","""0""","""""",32.0,,38192262,1496571491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-04 10:18:20.613921,103853.0,8.0
2017-04-09 15:08:56.414225,slurm_normal,1491750587.0,0,,1.0,main_w4_handler0,2761634,15534484,False,,340148213,bed,9660370.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 29138057}]","""false""","""0""","""""",32.0,,37220709,1491750538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-09 15:09:48.961179,87168.0,49.0
2017-04-11 02:18:54.439239,slurm_normal,1491877173.0,0,,1.0,main_w4_handler0,3053727,15548676,False,,499068,bed,9673381.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""png""","[{'src': 'hda', 'id': 29161140}]","""true""","""0""","""""",32.0,,37006232,1491877168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-11 02:19:35.501827,103322.0,5.0
2017-04-11 22:02:27.275238,slurm_normal,1491948188.0,0,,1.0,main_w4_handler0,3062452,15559972,False,,24427,bed,9683676.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""png""","[{'src': 'hda', 'id': 29178682}]","""false""","""1000""","""""",32.0,,35903773,1491948183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-11 22:03:10.839258,60196.0,5.0
2017-04-11 21:58:29.397832,slurm_normal,1491947969.0,0,,1.0,main_w3_handler0,3062603,15559950,False,,9648105,bed,9683650.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 29178658}]","""false""","""0""","""""",32.0,,37277926,1491947961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-11 21:59:30.575911,103769.0,8.0
2017-06-06 18:46:35.236112,slurm_normal,1496774979.0,0,,1.0,main_w4_handler1,3083403,16030245,False,,103655185,bed,10121126.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""png""","[{'src': 'hda', 'id': 29916488}]","""false""","""0""","""""",32.0,,37507087,1496774957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-06 18:49:46.225441,98118.0,22.0
2017-06-06 18:46:34.399883,slurm_normal,1496774960.0,0,,1.0,main_w3_handler1,3083403,16030242,False,,558,bed,10121124.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""png""","[{'src': 'hda', 'id': 29345432}]","""false""","""0""","""""",32.0,,37507087,1496774946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-06 18:49:30.358235,98118.0,14.0
2017-06-06 18:46:34.886606,slurm_normal,1496774957.0,0,,1.0,main_w3_handler0,3083403,16030243,False,,476,bed,10121125.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""png""","[{'src': 'hda', 'id': 29345433}]","""false""","""0""","""""",32.0,,37507087,1496774951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-06 18:49:20.691070,98118.0,6.0
2017-06-06 18:46:35.073543,slurm_normal,1496775102.0,0,,1.0,main_w3_handler0,3083403,16030244,False,,80521415,bed,10121180.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""png""","[{'src': 'hda', 'id': 29916486}]","""false""","""0""","""""",32.0,,37507087,1496775081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-06 18:51:44.693903,98118.0,21.0
2017-04-17 15:53:03.576223,slurm_normal,1492445084.0,0,,1.0,main_w4_handler0,3010350,15606237,False,,719105399,bed,9726083.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""true""","""mm10""","""png""","[{'src': 'hda', 'id': 29248347}]","""false""","""0""","""""",32.0,,36260211,1492444869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-17 16:04:45.259850,100453.0,215.0
2017-04-17 19:10:11.570997,slurm_normal,1492456885.0,0,,1.0,main_w4_handler0,2997476,15608028,False,,426,bed,9727525.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""png""","[{'src': 'hda', 'id': 29250920}]","""true""","""200""","""""",32.0,,36016489,1492456879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-17 19:21:28.788124,,6.0
2017-04-17 19:55:01.707194,slurm_normal,1492458917.0,0,,1.0,main_w3_handler1,2997476,15608299,False,,426,bed,9727802.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""png""","[{'src': 'hda', 'id': 29250920}]","""true""","""1000""","""""",32.0,,36016489,1492458911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-17 19:55:19.124426,,6.0
2017-04-18 00:34:12.220310,slurm_normal,1492475683.0,0,,1.0,main_w4_handler1,2997476,15609972,False,,8004,bed,9729185.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""png""","[{'src': 'hda', 'id': 29253678}]","""true""","""0""","""""",32.0,,36016489,1492475678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-18 00:34:44.989631,,5.0
2017-04-18 00:46:41.963168,slurm_normal,1492476435.0,0,,1.0,main_w3_handler0,2997476,15610005,False,,1767,bed,9729216.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""png""","[{'src': 'hda', 'id': 29253717}]","""true""","""100""","""""",32.0,,36016489,1492476431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-18 00:47:16.152304,,4.0
2017-04-19 20:39:44.657115,slurm_normal,1492634488.0,0,,1.0,main_w3_handler0,2997476,15629259,False,,2467,bed,9747868.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""png""","[{'src': 'hda', 'id': 29284179}]","""false""","""100""","""""",32.0,,36016489,1492634483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-19 20:41:30.725657,,5.0
2017-04-19 20:36:13.569966,slurm_normal,1492641202.0,0,,1.0,main_w4_handler1,2997476,15629236,False,,2467,bed,9748171.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""svg""","[{'src': 'hda', 'id': 29284179}]","""true""","""200""","""""",32.0,,36016489,1492641197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-20 00:10:49.560997,,5.0
2017-04-20 23:47:28.653465,slurm_normal,1492734166.0,0,,1.0,main_w3_handler0,2403436,15640711,False,,2448842569,bed,9758549.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 29301756}]","""false""","""0""","""""",32.0,,37463922,1492733553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-21 00:22:48.635312,44256.0,613.0
2017-04-21 00:09:09.998984,slurm_normal,1492733367.0,0,,1.0,main_w4_handler0,3075568,15640762,False,,47247557,vcf,9758545.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""png""","[{'src': 'hda', 'id': 29300576}]","""true""","""0""","""""",32.0,,37368439,1492733356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-21 00:09:30.552490,103088.0,11.0
2017-06-08 00:49:42.677002,slurm_normal,1496883019.0,0,,1.0,main_w3_handler0,3144494,16046930,False,,159334409,bed,10137051.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 29942626}]","""false""","""0""","""""",32.0,,38518656,1496882999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-08 00:50:21.862740,,20.0
2017-04-27 16:01:59.669740,slurm_normal,1493308936.0,0,,1.0,main_w3_handler1,3045692,15692390,False,,90406906,gtf,9805804.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""png""","[{'src': 'hda', 'id': 28955198}]","""false""","""0""","""""",32.0,,37605818,1493308923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-27 16:02:17.834196,102389.0,13.0
2017-04-28 07:16:22.832615,slurm_normal,1493363987.0,0,,1.0,main_w3_handler0,2542554,15698474,False,,235255,bed,9811473.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 29393893}]","""false""","""0""","""""",32.0,,37597403,1493363982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-28 07:21:09.638167,68970.0,5.0
2017-04-28 14:43:36.017023,slurm_normal,1493390624.0,0,,1.0,main_w3_handler1,3080287,15701334,False,,33208,bed,9814154.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""false""","""Arabidopsis_thaliana_TAIR10""","""png""","[{'src': 'hda', 'id': 29397621}]","""false""","""0""","""""",32.0,,37600392,1493390620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-04-28 14:43:47.870308,82192.0,4.0
2017-05-02 05:45:34.052626,slurm_normal,1493703941.0,0,,1.0,main_w4_handler1,3094265,15721656,False,,622547,bed,9832670.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""png""","[{'src': 'hda', 'id': 29427665}]","""false""","""0""","""""",32.0,,37702202,1493703936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-02 05:45:44.727179,,5.0
2017-05-02 06:02:32.012078,slurm_normal,1493704959.0,0,,1.0,main_w4_handler1,3094265,15721804,False,,220907,bed,9832816.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""png""","[{'src': 'hda', 'id': 29428160}]","""false""","""0""","""""",32.0,,37702202,1493704954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-02 06:02:41.361813,,5.0
2017-05-08 08:35:01.307156,slurm_normal,1494232510.0,0,,1.0,main_w4_handler1,2593764,15777664,False,,53146,bed,9884136.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""png""","[{'src': 'hda', 'id': 25079923}]","""false""","""0""","""""",32.0,,37828752,1494232506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-08 08:35:12.272758,77360.0,4.0
2017-05-08 17:42:54.218170,slurm_normal,1494265475.0,0,,1.0,main_w3_handler1,3102638,15782532,False,,776538,bed,9888879.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rn5.len""","""false""","""rn5""","""png""","[{'src': 'hda', 'id': 29521427}]","""false""","""0""","""""",32.0,,37835506,1494265470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-08 17:44:38.000506,,5.0
2017-06-13 09:45:46.411565,slurm_normal,1497347173.0,0,,1.0,main_w4_handler1,3124773,16088899,False,,4334799,bed,10174940.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""png""","[{'src': 'hda', 'id': 30007487}]","""false""","""0""","""""",32.0,,38178684,1497347168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-13 09:46:14.456059,,5.0
2017-05-10 10:48:05.230709,slurm_normal,1494413295.0,0,,1.0,main_w4_handler0,3068908,15800887,False,,7594,bed,9905896.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""png""","[{'src': 'hda', 'id': 29546573}]","""false""","""0""","""""",32.0,,37539793,1494413290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-10 10:48:17.824570,6949.0,5.0
2017-05-12 02:27:05.788237,slurm_normal,1494558571.0,0,,1.0,main_w4_handler1,3107489,15821737,False,,6541991504,bed,9924842.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/278.len""","""false""","""278""","""png""","[{'src': 'hda', 'id': 29575986}]","""false""","""0""","""""",32.0,,37906631,1494557370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-12 03:09:35.706618,104448.0,1201.0
2017-06-14 06:28:25.730677,slurm_normal,1497421722.0,0,,1.0,main_w4_handler1,3146310,16096605,False,,0,bed,10181842.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 30022127}]","""false""","""0""","""""",32.0,,38393709,1497421718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-14 06:28:46.073056,107039.0,4.0
2017-05-12 21:59:28.722426,slurm_normal,1494626376.0,0,,1.0,main_w3_handler1,3083328,15828076,False,,2707,bed,9930178.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""png""","[{'src': 'hda', 'id': 29584927}]","""false""","""0""","""""",32.0,,37506164,1494626372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-12 21:59:40.035600,,4.0
2017-05-17 11:21:47.890870,slurm_normal,1495020127.0,0,,1.0,main_w4_handler1,3108952,15866489,False,,99920,bed,9966723.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""true""","""Arabidopsis_thaliana_TAIR10""","""png""","[{'src': 'hda', 'id': 29646273}]","""false""","""0""","""""",32.0,,37427687,1495020123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-17 11:22:08.262920,82192.0,4.0
2017-05-18 12:22:23.575301,slurm_normal,1495110164.0,0,,1.0,main_w3_handler1,2961301,15878844,False,,80330698,gtf,9978567.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 28378643}]","""false""","""0""","""""",32.0,,38002504,1495110155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-18 12:22:46.808487,95756.0,9.0
2017-06-16 13:08:33.398361,slurm_normal,1497618583.0,0,,1.0,main_w3_handler1,3103832,16116194,False,,156762140,bed,10198446.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""png""","[{'src': 'hda', 'id': 30052206}]","""false""","""0""","""""",32.0,,37850948,1497618526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-16 13:09:47.485981,,57.0
2017-05-25 06:45:57.694187,slurm_normal,1495694796.0,0,,1.0,main_w3_handler0,2542554,15934299,False,,235255,bed,10032721.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 29764882}]","""false""","""0""","""""",32.0,,37597403,1495694792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-25 06:46:39.767276,68970.0,4.0
2017-05-28 12:55:48.671511,slurm_normal,1495976161.0,0,,1.0,main_w4_handler1,3129508,15955003,False,,374426,bed,10052695.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""png""","[{'src': 'hda', 'id': 29797396}]","""false""","""0""","""""",32.0,,38267482,1495976157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-28 12:56:02.929335,57418.0,4.0
2017-05-28 12:57:43.961567,slurm_normal,1495976281.0,0,,1.0,main_w3_handler1,3129508,15955007,False,,575890,bed,10052699.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""png""","[{'src': 'hda', 'id': 29797395}]","""false""","""0""","""""",32.0,,38267482,1495976277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-28 12:58:03.296141,57418.0,4.0
2017-06-22 11:22:52.182178,slurm_normal,1498131684.0,0,,1.0,main_w3_handler1,3158122,16163234,False,,928403,bed,10240961.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""png""","[{'src': 'hda', 'id': 30125383}]","""false""","""0""","""""",32.0,,38718145,1498131679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-22 11:41:35.136743,,5.0
2017-06-22 10:28:20.117812,slurm_normal,1498127862.0,0,,1.0,main_w3_handler0,3029670,16162750,False,,2855917356,bed,10240468.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""png""","[{'src': 'hda', 'id': 30124476}]","""false""","""0""","""""",32.0,,38814961,1498127410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-06-22 10:37:44.653877,101938.0,452.0
2017-05-29 11:06:35.652875,slurm_normal,1496056013.0,0,,1.0,main_w4_handler0,1887909,15959904,False,,2165158,vcf,10057046.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 29804306}]","""false""","""0""","""""",32.0,,38285816,1496056010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,2.26.0.0,,2017-05-29 11:06:55.528484,47981.0,3.0
