chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_opts.__current_case__,parameters.adv_opts.adv_opts_selector,parameters.adv_opts.silent,parameters.chromInfo,parameters.code,parameters.dbkey,parameters.infile.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-23 00:14:17.174095,slurm_normal,1516666475.0,0,,1.0,main_w4_handler1,3400049,18127098,False,150603,fasta,,12206311,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>567_P3E7|/\n""","""?""","[{'src': 'hda', 'id': 33432088}]",32.0,,42308950.0,1516666471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-23 00:14:38.516901,62970.0,4.0
,,2018-01-23 00:49:35.362104,slurm_normal,1516668594.0,0,,1.0,main_w4_handler1,3400051,18127354,False,573031,fasta,,12206561,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>567_P4D9|/\n""","""?""","[{'src': 'hda', 'id': 33432333}]",32.0,,42308950.0,1516668590.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-23 00:49:55.504974,62970.0,4.0
,,2018-01-23 00:05:04.598820,slurm_normal,1516665931.0,0,,1.0,main_w4_handler1,3400049,18127031,False,8550,fasta,,12206252,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>567_P2B7|/\n""","""?""","[{'src': 'hda', 'id': 33432058}]",32.0,,42308950.0,1516665924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-23 00:05:36.731505,62970.0,7.0
,,2018-01-23 01:57:33.731583,slurm_normal,1516672670.0,0,,1.0,main_w4_handler0,3400055,18127777,False,661358,fasta,,12207095,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>567_P6H7|/\n""","""?""","[{'src': 'hda', 'id': 33433019}]",32.0,,42308950.0,1516672666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-23 01:57:52.715509,62970.0,4.0
,,2018-01-21 19:15:45.569444,slurm_normal,1516562157.0,0,,1.0,main_w4_handler0,3399798,18104884,False,22360,fasta,,12185240,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>374_P9B7|/\n""","""?""","[{'src': 'hda', 'id': 33420407}]",32.0,,42308950.0,1516562151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-21 19:15:59.476729,62970.0,6.0
,,2018-01-21 19:20:01.013040,slurm_normal,1516562417.0,0,,1.0,main_w3_handler1,3399798,18104917,False,4838,fasta,,12185277,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>374_P9D7|/\n""","""?""","[{'src': 'hda', 'id': 33420444}]",32.0,,42308950.0,1516562411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-21 19:20:19.524058,62970.0,6.0
,,2018-01-21 19:22:24.205413,slurm_normal,1516562559.0,0,,1.0,main_w3_handler1,3399798,18104928,False,1410,fasta,,12185293,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>374_P9E8|/\n""","""?""","[{'src': 'hda', 'id': 33420455}]",32.0,,42308950.0,1516562553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-21 19:22:41.511511,62970.0,6.0
,,2018-01-21 19:23:09.834220,slurm_normal,1516562602.0,0,,1.0,main_w4_handler0,3399798,18104938,False,137897,fasta,,12185298,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>374_P9E11|/\n""","""?""","[{'src': 'hda', 'id': 33420458}]",32.0,,42308950.0,1516562598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-21 19:23:24.687856,62970.0,4.0
,,2018-01-21 19:17:21.975452,slurm_normal,1516562257.0,0,,1.0,main_w3_handler0,3399798,18104895,False,118933,fasta,,12185252,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>374_P9C5|/\n""","""?""","[{'src': 'hda', 'id': 33420424}]",32.0,,42308950.0,1516562251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-21 19:17:38.578328,62970.0,6.0
,,2018-01-21 19:22:08.842060,slurm_normal,1516562545.0,0,,1.0,main_w3_handler0,3399798,18104927,False,5805,fasta,,12185292,slurm,,132112168.0,corral-repl,,,0,basic,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""s/>/>374_P9E7|/\n""","""?""","[{'src': 'hda', 'id': 33420454}]",32.0,,42308950.0,1516562539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.0,1.1.0,,2018-01-21 19:22:26.095380,62970.0,6.0
