create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.aligned_reads_only,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile|__identifier__,parameters.pf_reads_only,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-05 18:34:30.669366,slurm_normal_16gb,1430851131.0,0,1.0,main_w1_handler1,2294434,9402535,False,,71416582,bam,3733336.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589743,"""BAB014RD1417853-50.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430850978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:38:54.911566,62631.0,153.0
2015-05-05 18:34:22.222477,slurm_normal_16gb,1430851233.0,0,1.0,main_w1_handler0,2294434,9402532,False,,65342294,bam,3733335.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589831,"""BAB014RDFTA3KAPA.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430850979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:40:37.884209,62631.0,254.0
2015-05-05 18:34:54.083174,slurm_normal_16gb,1430851479.0,0,1.0,main_w1_handler0,2294434,9402546,False,,49011499,bam,3733450.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589580,"""BAB014RD1114629.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430851447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:44:45.702974,62631.0,32.0
2015-05-05 18:34:45.372590,slurm_normal_16gb,1430851313.0,0,1.0,main_w1_handler1,2294434,9402540,False,,63628581,bam,3733419.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589614,"""BAB014RD1329850-50.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430851291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:41:57.510192,62631.0,22.0
2015-05-05 18:34:33.276867,slurm_normal_16gb,1430851491.0,0,1.0,main_w2_handler0,2294434,9402536,False,,32260907,bam,3733451.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589691,"""BAB014RD1417853.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430851457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:45:25.937434,62631.0,34.0
2015-05-05 18:34:55.639101,slurm_normal_16gb,1430851379.0,0,1.0,main_w1_handler1,2294434,9402548,False,,64047014,bam,3733427.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589558,"""BAB014RD1114628.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430851324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:43:03.554031,62631.0,55.0
2015-05-05 18:34:47.655923,slurm_normal_16gb,1430852090.0,0,1.0,main_w2_handler1,2294434,9402544,False,,46051798,bam,3733535.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589594,"""BAB014RD1316182.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430852010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:55:01.255073,62631.0,80.0
2015-05-05 18:34:56.693295,slurm_normal_16gb,1430851550.0,0,1.0,main_w1_handler1,2294434,9402549,False,,12337698,bam,3733460.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589531,"""BAB014RD1114615.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430851530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:45:51.368141,62631.0,20.0
2015-05-05 18:34:58.135289,slurm_normal_16gb,1430851885.0,0,1.0,main_w1_handler0,2294434,9402550,False,,53760788,bam,3733473.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589526,"""BAB014RD1114611.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430851560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:51:33.481905,62631.0,325.0
2015-05-05 18:34:40.624412,slurm_normal_16gb,1430852087.0,0,1.0,main_w2_handler0,2294434,9402539,False,,59005745,bam,3733536.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589630,"""BAB014RD1336477.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430852035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:55:01.753434,62631.0,52.0
2015-05-05 18:34:37.521765,slurm_normal_16gb,1430851943.0,0,1.0,main_w2_handler0,2294434,9402538,False,,66089034,bam,3733518.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589653,"""BAB014RD1404354.bam""","""True""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430851906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-05 18:53:20.356886,62631.0,37.0
2015-05-07 09:30:09.292229,slurm_normal_16gb,1430991717.0,0,1.0,main_w1_handler1,2295231,9418944,False,,8233731724,bam,3748408.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",19601605,,"""True""",1,19604625,history,"""LENIENT""",32.0,1440727708.0,fasta,,22803780,1430991030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-05-07 09:42:00.702703,58875.0,687.0
2015-04-12 08:19:53.777579,slurm_normal_16gb,1428826825.0,0,1.0,main_w1_handler1,2265625,9206375,False,,2433541,bam,3488533.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/tupBel1.len""","""tupBel1""",19246154,,"""True""",0,Araly1,cached,"""LENIENT""",32.0,,,,22401119,1428826806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-04-12 08:20:27.089986,61657.0,19.0
2015-06-16 19:29:07.339074,slurm_normal_16gb,1434482974.0,0,1.0,main_w1_handler2,723462,9667099,False,,18656252,bam,3977267.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19868319,,"""True""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434482969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-06-16 19:29:38.615859,4393.0,5.0
2015-07-09 20:37:39.725137,slurm_normal_16gb,1436474355.0,0,1.0,main_w2_handler0,2370769,9824396,False,,0,bam,4123790.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20285379,,"""True""",1,20285444,history,"""LENIENT""",32.0,7435.0,fasta,,24073248,1436474283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-07-09 20:39:19.493299,,72.0
2015-08-03 10:27:16.570989,slurm_normal_16gb,1438597705.0,0,1.0,main_w2_handler1,2398702,10053968,False,,89976655,bam,4333483.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20672259,,"""False""",1,20671870,history,"""LENIENT""",32.0,557.0,fasta,,24436505,1438597692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-03 10:28:27.126380,67293.0,13.0
2015-08-03 10:27:13.090199,slurm_normal_16gb,1438597680.0,0,1.0,main_w2_handler1,2398702,10053966,False,,109449238,bam,4333480.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20672257,,"""False""",1,20671870,history,"""LENIENT""",32.0,557.0,fasta,,24436505,1438597666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-03 10:28:04.479633,67293.0,14.0
2015-08-03 10:27:18.265837,slurm_normal_16gb,1438597680.0,0,1.0,main_w2_handler0,2398702,10053969,False,,129856918,bam,4333481.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20672262,,"""False""",1,20671870,history,"""LENIENT""",32.0,557.0,fasta,,24436505,1438597666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-03 10:28:03.253526,67293.0,14.0
2015-08-03 10:27:11.610069,slurm_normal_16gb,1438597660.0,0,1.0,main_w1_handler0,2398702,10053964,False,,92808028,bam,4333477.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20672256,,"""False""",1,20671870,history,"""LENIENT""",32.0,557.0,fasta,,24436505,1438597646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-03 10:27:41.679188,67293.0,14.0
2015-08-03 10:03:11.025001,slurm_normal_16gb,1438596227.0,0,1.0,main_w2_handler1,2398702,10053895,False,,129856918,bam,4333408.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20672262,,"""False""",1,20671870,history,"""LENIENT""",32.0,557.0,fasta,,24436505,1438596213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-03 10:03:51.592023,67293.0,14.0
2015-08-03 10:27:14.244475,slurm_normal_16gb,1438597732.0,0,1.0,main_w1_handler0,2398702,10053967,False,,90851432,bam,4333485.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20672258,,"""False""",1,20671870,history,"""LENIENT""",32.0,557.0,fasta,,24436505,1438597718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-03 10:28:53.560886,67293.0,14.0
2015-08-03 11:41:13.417765,slurm_normal_16gb,1438602126.0,0,1.0,main_w1_handler0,2398702,10054204,False,,89431034,bam,4333634.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20673059,,"""False""",1,20671870,history,"""LENIENT""",32.0,557.0,fasta,,24436505,1438602102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-03 11:42:09.808347,67293.0,24.0
2015-08-03 12:22:51.346128,slurm_normal_16gb,1438604616.0,0,1.0,main_w1_handler2,2398702,10054442,False,,17652136,bam,4333909.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20673413,,"""False""",1,20671870,history,"""LENIENT""",32.0,557.0,fasta,,24436505,1438604587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-03 12:23:38.342235,67293.0,29.0
2015-07-25 21:11:33.444122,slurm_normal_16gb,1437858784.0,0,1.0,main_w1_handler2,2389849,9984872,False,,207652217,bam,4267717.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20546418,,"""True""",0,hg_g1k_v37,cached,"""LENIENT""",32.0,,,,24318346,1437858720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-07-25 21:13:08.069879,,64.0
2015-07-25 20:47:05.679735,slurm_normal_16gb,1437857288.0,0,1.0,main_w2_handler0,2389849,9984572,False,,412750612,bam,4267446.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20545652,,"""True""",0,hg_g1k_v37,cached,"""LENIENT""",32.0,,,,24318346,1437857241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-07-25 20:48:11.300334,,47.0
2016-01-28 19:20:03.249440,slurm_normal_16gb,1454008950.0,0,1.0,main_w2_handler0,2579722,11625489,False,,987934741,bam,5889455.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23056539,,"""True""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454008847.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2016-01-28 19:22:37.347805,77468.0,103.0
2015-08-26 16:10:23.400365,slurm_normal_16gb,1440605456.0,0,1.0,main_w1_handler2,2187371,10205209,False,,164954,bam,4474713.roundup,slurm,,132112168.0,corral-repl,,"""True""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20916646,,"""False""",1,20916277,history,"""LENIENT""",32.0,5382956.0,fasta,,24855063,1440605445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-08-26 16:11:03.264172,58892.0,11.0
2015-10-18 10:55:26.762334,slurm_normal_16gb,1445165750.0,0,1.0,main_w1_handler1,2455933,10619842,False,,7668050,bam,4889175.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21590489,,"""True""",1,21547282,history,"""STRICT""",32.0,1541791.0,fasta,,25707250,1445165742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2015-10-18 10:55:52.644605,54238.0,8.0
2016-01-14 01:20:53.420456,slurm_normal_16gb,1452735960.0,0,1.0,main_w1_handler2,2559949,11498836,False,,21587903681,bam,5763770.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22864667,,"""True""",0,hg19,cached,"""LENIENT""",32.0,,,,27298838,1452734478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2016-01-14 01:46:03.077975,46373.0,1482.0
2016-01-18 16:01:35.596235,slurm_normal_16gb,1453134878.0,0,1.0,main_w2_handler0,2559949,11536828,False,,19059987743,bam,5804097.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22939124,,"""True""",0,hg19,cached,"""LENIENT""",32.0,,,,27298838,1453132911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2016-01-18 16:34:43.298724,46373.0,1967.0
2016-01-27 07:37:42.080020,slurm_normal_16gb,1453881944.0,0,1.0,main_w1_handler2,2559949,11612688,False,,26236671828,bam,5877364.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23026210,,"""True""",0,hg19,cached,"""LENIENT""",32.0,,,,27298838,1453880276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2016-01-27 08:05:46.189846,46373.0,1668.0
2016-01-27 07:38:11.272393,slurm_normal_16gb,1453883382.0,0,1.0,main_w2_handler0,2559949,11612689,False,,23483983483,bam,5877440.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23038077,,"""True""",0,hg19,cached,"""LENIENT""",32.0,,,,27298838,1453881957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/1.126.0,1.126.0,,2016-01-27 08:29:47.061535,46373.0,1425.0
