chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_23|input_bam,input_bams_23|input_bam_filetype,input_bams_24|input_bam,input_bams_24|input_bam_filetype,input_bams_25|input_bam,input_bams_25|input_bam_filetype,input_bams_26|input_bam,input_bams_26|input_bam_filetype,input_bams_27|input_bam,input_bams_27|input_bam_filetype,input_bams_28|input_bam,input_bams_28|input_bam_filetype,input_bams_29|input_bam,input_bams_29|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_30|input_bam,input_bams_30|input_bam_filetype,input_bams_31|input_bam,input_bams_31|input_bam_filetype,input_bams_32|input_bam,input_bams_32|input_bam_filetype,input_bams_33|input_bam,input_bams_33|input_bam_filetype,input_bams_34|input_bam,input_bams_34|input_bam_filetype,input_bams_35|input_bam,input_bams_35|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.number,parameters.platform,parameters.read_group,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.sample_file_repeat,parameters.sample_name_repeat,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-11-27 14:23:27.793056,slurm_normal,1448634347.0,0,1.0,main_w2_handler0,2517141,11023105,False,,994846,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281070.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22188785}]",22180122,history,[],[],32.0,3140756381.0,fasta,,26464559,1448634242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-27 14:25:53.230877,74070,105.0
,,2015-11-29 04:48:06.513579,slurm_normal,1448772576.0,0,1.0,main_w2_handler0,2521531,11035471,False,,21613837,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290887.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22206869}]",22205939,history,[],"[{""__index__"": 0, ""sample_name"": ""NA12878""}]",32.0,3199905909.0,fasta,,26445157,1448772500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-29 04:49:38.407716,74214,76.0
,,2015-11-29 04:44:14.021682,slurm_normal,1448772352.0,0,1.0,main_w1_handler0,2521531,11035466,False,,21694007,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290852.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22206873}]",22205939,history,[],"[{""__index__"": 0, ""sample_name"": ""NA12880""}]",32.0,3199905909.0,fasta,,26445157,1448772266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-29 04:45:54.085451,74214,86.0
,,2015-11-29 04:46:02.751256,slurm_normal,1448772464.0,0,1.0,main_w1_handler0,2521531,11035470,False,,27610987,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290864.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22206871}]",22205939,history,[],"[{""__index__"": 0, ""sample_name"": ""NA12877""}]",32.0,3199905909.0,fasta,,26445157,1448772384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-29 04:47:46.222268,74214,80.0
,,2015-12-04 04:18:07.206679,slurm_normal,1449202843.0,0,1.0,main_w2_handler1,2520952,11084751,False,,946150,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337418.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22295105}]",22185464,history,[],[],32.0,3140756381.0,fasta,,26581673,1449202714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-12-04 04:20:46.577454,74261,129.0
,,2015-12-04 04:14:32.931334,slurm_normal,1449202570.0,0,1.0,main_w2_handler1,2520952,11084738,False,,946149,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337401.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22294935}]",22185464,history,[],[],32.0,3140756381.0,fasta,,26581673,1449202502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-12-04 04:16:15.078602,74261,68.0
,,2015-12-04 04:17:02.158575,slurm_normal,1449202714.0,0,1.0,main_w1_handler1,2520952,11084746,False,,985040,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337413.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22295046}]",22185464,history,[],[],32.0,3140756381.0,fasta,,26581673,1449202649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-12-04 04:18:40.438910,74261,65.0
,,2015-12-05 19:00:15.968109,slurm_normal,1449342123.0,0,1.0,main_w1_handler2,2520952,11098187,False,,946149,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5355410.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22320770}]",22185464,history,[],[],32.0,3140756381.0,fasta,,26581886,1449342046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-12-05 19:02:05.638527,74261,77.0
,,2015-12-05 19:00:18.505416,slurm_normal,1449342123.0,0,1.0,main_w1_handler1,2520952,11098188,False,,985032,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5355407.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22320785}]",22185464,history,[],[],32.0,3140756381.0,fasta,,26581886,1449342043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-12-05 19:02:05.207237,74261,80.0
,,2015-12-05 19:00:20.640013,slurm_normal,1449342157.0,0,1.0,main_w2_handler0,2520952,11098189,False,,995009,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5355408.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22320788}]",22185464,history,[],[],32.0,3140756381.0,fasta,,26581886,1449342043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-12-05 19:02:41.831239,74261,114.0
,,2016-01-01 01:30:41.781520,slurm_normal,1451611886.0,0,1.0,main_w1_handler2,2522091,11355003,False,,12167748,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",0,"[{'__index__': 0, 'input_bam': 22272767}]",hg_g1k_v37,cached,[],[],32.0,,,,27115524,1451611870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2016-01-01 01:31:29.103458,73612,16.0
,,2016-02-12 22:59:35.193716,slurm_normal,1455318138.0,0,1.0,main_w1_handler0,2401532,11814682,False,,97763,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6063493.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 20695321}]",20693855,history,[],[],32.0,13109.0,fasta,,26850224,1455318013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2016-02-12 23:02:29.315230,37688,125.0
,,2014-11-04 01:37:22.972913,rodeo_normal,1415065115.0,0,1.0,main_w2_handler0,2105692,8095651,False,,280344963,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119169.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 17418628}]",17411667,history,[],[],2.0,52330665.0,fasta,,18118768,1415065056.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2014-11-04 01:38:39.133572,55307,59.0
,,2014-11-15 23:36:24.019221,rodeo_normal,1416094606.0,0,1.0,main_w1_handler1,2075330,8176289,False,,773685,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221783.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",0,"[{'__index__': 0, 'input_bam': 17324222}]",hg_g1k_v37,cached,[],[],1.0,,,,18569385,1416094590.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2014-11-15 23:36:50.925201,53761,16.0
4500.0,len,2014-11-18 05:49:30.737595,rodeo_normal,1416289861.0,0,1.0,main_w1_handler1,2120378,8190636,False,,796953,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242080.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/main/files/009/689/dataset_9689814.dat""","""UCSC_GRCh37""",0,,,,,,,basic,,,,,,,,,,,,,"""-200""","""""","""""",1,"[{'__index__': 0, 'input_bam': 17570475}]",17568044,history,[],[],1.0,3144230986.0,fasta,,19570928,1416289777.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2014-11-18 05:51:04.217349,55638,84.0
,,2014-12-04 08:59:55.058507,rodeo_normal,1417683644.0,0,1.0,main_w2_handler0,2134951,8316648,False,,96501969,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417359.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",0,"[{'__index__': 0, 'input_bam': 17765686}]",hg_g1k_v37,cached,[],[],2.0,,,,19870461,1417683604.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2014-12-04 09:00:48.173556,48011,40.0
