chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.tracks,parameters.tracks_0|input|__identifier__,parameters.tracks_1|input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,tracks_0|input,tracks_0|input_filetype,tracks_10|input,tracks_10|input_filetype,tracks_11|input,tracks_11|input_filetype,tracks_12|input,tracks_12|input_filetype,tracks_13|input,tracks_13|input_filetype,tracks_14|input,tracks_14|input_filetype,tracks_15|input,tracks_15|input_filetype,tracks_16|input,tracks_16|input_filetype,tracks_17|input,tracks_17|input_filetype,tracks_18|input,tracks_18|input_filetype,tracks_19|input,tracks_19|input_filetype,tracks_1|input,tracks_1|input_filetype,tracks_20|input,tracks_20|input_filetype,tracks_21|input,tracks_21|input_filetype,tracks_22|input,tracks_22|input_filetype,tracks_23|input,tracks_23|input_filetype,tracks_24|input,tracks_24|input_filetype,tracks_25|input,tracks_25|input_filetype,tracks_26|input,tracks_26|input_filetype,tracks_2|input,tracks_2|input_filetype,tracks_3|input,tracks_3|input_filetype,tracks_4|input,tracks_4|input_filetype,tracks_5|input,tracks_5|input_filetype,tracks_6|input,tracks_6|input_filetype,tracks_7|input,tracks_7|input_filetype,tracks_8|input,tracks_8|input_filetype,tracks_9|input,tracks_9|input_filetype,update_time,user_id,runtime
,,2015-03-13 13:41:22.173941,rodeo_normal,1426254106.0,0,,1.0,main_w1_handler0,1625640,8942551,False,,3156782.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","[{""description"": ""FIMO:1e-4_OnTheFly_2014_Drosophila_Vs_dm3_most_conserved"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": 18848853, ""__index__"": 0, ""name"": ""OnTheFly2014""}]",,,32.0,,21195940.0,1426254088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,636297890.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-13 13:41:49.085456,39692.0,18.0
,,2015-03-13 13:44:34.927200,rodeo_normal,1426254292.0,0,,1.0,main_w2_handler1,1625640,8942575,False,,3156822.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": 18848867, ""__index__"": 0, ""name"": ""User Track""}]",,,32.0,,21195940.0,1426254285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,61385392.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-13 13:44:56.608246,39692.0,7.0
,,2015-03-13 13:50:47.171524,rodeo_normal,1426254665.0,0,,1.0,main_w2_handler0,1625640,8942639,False,,3156884.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": 18848861, ""__index__"": 0, ""name"": ""User Track""}]",,,32.0,,21195940.0,1426254657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,134904783.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-13 13:51:06.421067,39692.0,8.0
,,2015-03-13 15:14:21.100365,rodeo_normal,1426259695.0,0,,1.0,main_w1_handler0,1625640,8943250,False,,3157937.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": 18849841, ""__index__"": 0, ""name"": ""OnTheFly2014""}]",,,32.0,,21218599.0,1426259670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,636297884.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-13 15:14:58.024002,39692.0,25.0
,,2015-03-13 16:04:27.144745,rodeo_normal,1426262684.0,0,,1.0,main_w2_handler0,1625640,8943787,False,,3158619.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": 18848867, ""__index__"": 0, ""name"": ""User Track""}]",,,32.0,,21218599.0,1426262676.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,61385392.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-13 16:04:48.450726,39692.0,8.0
,,2015-03-13 16:56:42.836796,rodeo_normal,1426265902.0,0,,1.0,main_w2_handler0,1625640,8944090,False,,3159122.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": 18848867, ""__index__"": 0, ""name"": ""idpmmpmm2009_test""}]",,,32.0,,21218599.0,1426265893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,61385392.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-13 16:58:24.913461,39692.0,9.0
,,2015-03-13 20:23:55.622932,rodeo_normal,1426278248.0,0,,1.0,main_w2_handler0,2233301,8945380,False,,3161338.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,,32.0,,21753575.0,1426278245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-13 20:24:12.283732,60832.0,3.0
,,2017-02-21 11:28:54.510566,slurm_normal,1487677886.0,0,,1.0,main_w3_handler1,3003706,15094751,False,,9249792.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{""description"": ""OX40-/- D7"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28442312}]}, ""__index__"": 0, ""name"": ""OX40-/- D7""}]",,,32.0,,35765358.0,1487677821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,2975090200.0,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-21 11:51:29.289791,93619.0,65.0
,,2017-02-21 18:10:47.087351,slurm_normal,1487700922.0,0,,1.0,main_w3_handler1,2986409,15097478,False,,9252385.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28391977}]}, ""__index__"": 0, ""name"": ""User Track""}]",,,32.0,,36074759.0,1487700720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,12215677954.0,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-21 18:15:27.032615,99665.0,202.0
,,2017-02-21 16:59:41.020561,slurm_normal,1487697445.0,0,,1.0,main_w4_handler1,3003706,15096717,False,,9251740.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{""description"": ""OX40+PMA/I D7"", ""color"": ""0-0-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28445421}]}, ""__index__"": 0, ""name"": ""OX40+PMA/I D7""}]",,,32.0,,35765358.0,1487697394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,2463525321.0,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-21 17:17:28.337069,93619.0,51.0
,,2017-02-21 23:49:32.230308,slurm_normal,1487721084.0,0,,1.0,main_w3_handler1,3004775,15100953,False,,9256160.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""255-0-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28452937}]}, ""__index__"": 0, ""name"": ""TAF1 promoters""}]",,,32.0,,36209737.0,1487721035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,14033.0,interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-21 23:51:34.456509,100634.0,49.0
,,2017-02-22 00:03:09.342434,slurm_normal,1487721796.0,0,,1.0,main_w3_handler1,3004775,15101013,False,,9256241.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""255-0-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28453213}]}, ""__index__"": 0, ""name"": ""TAF1 promoters""}]",,,32.0,,36209737.0,1487721792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,14033.0,interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-22 00:03:20.163828,100634.0,4.0
,,2017-06-25 07:30:23.565868,slurm_normal,1498375833.0,0,,1.0,main_w3_handler0,3121058,16179257,False,,10254837.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""255-0-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 30147865}]}, ""__index__"": 0, ""name"": ""NC common""}, {""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""0-255-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 30147857}]}, ""__index__"": 1, ""name"": ""NC ORI spe""}, {""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""0-0-255"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 30147846}]}, ""__index__"": 2, ""name"": "" NC G1E-ER4 spe""}]",,,32.0,,38901199.0,1498375829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,44.0,bed,,,,,,,,,,,,,,,,,,,,,4630.0,bed,,,,,,,,,,,,,,,9920.0,bed,,,,,,,,,,,,,,,2017-06-25 07:30:34.929565,93402.0,4.0
,,2017-02-23 21:54:32.241834,slurm_normal,1487886880.0,0,,1.0,main_w4_handler1,3008057,15123618,False,,9277475.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""255-0-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28487667}]}, ""__index__"": 0, ""name"": ""TAF1 Promotors""}]",,,32.0,,36253668.0,1487886875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,14663.0,interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-23 21:54:42.726510,100788.0,5.0
,,2017-02-23 23:10:48.194378,slurm_normal,1487891457.0,0,,1.0,main_w3_handler1,2865931,15124634,False,,9278594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","[{""description"": ""User Supplied Track (from Galaxy)"", ""color"": ""255-0-0"", ""visibility"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28489366}]}, ""__index__"": 0, ""name"": ""TAF1 promoters""}]",,,32.0,,36254896.0,1487891452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,14663.0,interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-23 23:11:01.354969,92856.0,5.0
,,2017-02-24 21:54:08.323379,slurm_normal,1487973261.0,0,,1.0,main_w3_handler0,2878756,15137938,False,,9291260.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{""description"": ""C1"", ""color"": ""0-0-0"", ""visibility"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28508781}]}, ""__index__"": 0, ""name"": ""Promoters""}, {""description"": ""C2"", ""color"": ""255-0-0"", ""visibility"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28508782}]}, ""__index__"": 1, ""name"": ""Inact Enhancers""}, {""description"": ""C3"", ""color"": ""0-255-0"", ""visibility"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28508783}]}, ""__index__"": 2, ""name"": ""Act Enhancers""}, {""description"": ""C3 Clusters"", ""color"": ""0-0-255"", ""visibility"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28508784}]}, ""__index__"": 3, ""name"": ""Act Enhancer Cl""}, {""description"": ""C4"", ""color"": ""255-0-255"", ""visibility"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28508785}]}, ""__index__"": 4, ""name"": ""CTCFs""}, {""description"": ""C5"", ""color"": ""0-255-255"", ""visibility"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28508786}]}, ""__index__"": 5, ""name"": ""Others""}, {""description"": ""ICRs"", ""color"": ""255-215-0"", ""visibility"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28508789}]}, ""__index__"": 6, ""name"": ""ICRs""}, {""description"": ""Promoters"", ""color"": ""160-32-240"", ""visibility"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": 28508792}]}, ""__index__"": 7, ""name"": ""Promoters""}]",,,32.0,,34513809.0,1487973256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0,1.0.0,,5332.0,bed,,,,,,,,,,,,,,,,,,,,,5702.0,bed,,,,,,,,,,,,,,,9565.0,bed,895.0,bed,2485.0,bed,1440.0,bed,2195.0,bed,3999.0,bed,,,,,2017-02-24 21:54:30.564442,2298.0,5.0
