bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.MNase,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.filterRNAstrand,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamInput,parameters.bamInput.values,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
898439093,bam,,,2016-04-29 08:11:14.509552,slurm_normal,1461918214.0,0,,1.0,main_w1_handler1,2688591,12681248,False,,6883452.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55414dde77803f75a'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29922901.0,1461917516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-29 08:23:36.824388,75014.0,698.0
1908824398,bam,,,2016-04-29 09:29:38.216471,slurm_normal,1461923666.0,0,,1.0,main_w2_handler1,2688591,12682344,False,,6883846.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537915f4908cdba08'}]","""25""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,2.0,1x,32.0,,29922901.0,1461922206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-29 09:54:30.378191,75014.0,1460.0
1763372197,bam,,,2016-04-29 18:29:22.017717,slurm_normal,1461991503.0,0,,1.0,main_w2_handler1,2685640,12691276,False,,6900278.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f66aecdf9ee192e'}]","""1""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""chr11:5869669:5965751""",2,1.0,,2150570000,1.0,1x,32.0,,29669237.0,1461991415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-30 04:45:15.988382,82748.0,88.0
2293333612,bam,,,2016-04-27 20:54:34.696407,slurm_normal,1461957030.0,0,,1.0,main_w2_handler1,2687337,12657911,False,,6891210.roundup,slurm,,132112168.0,corral-repl,,,,"""3de498d20cba11e69390005056a52a46""",false,1,false,0.0,no,,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5feeda4fa59b35cf1'}]","""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,2.0,,2451960000,1.0,1x,32.0,,29886646.0,1461949526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-29 22:53:19.902896,22044.0,7504.0
2292538520,bam,,,2016-04-27 20:53:39.533959,slurm_normal,1461955914.0,0,,1.0,main_w1_handler2,2687336,12657902,False,,6890841.roundup,slurm,,132112168.0,corral-repl,,,,"""1ce317260cba11e6ad9f005056a52a46""",false,1,false,0.0,no,,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5687e507c5756ef54'}]","""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,2.0,,2451960000,1.0,1x,32.0,,29886646.0,1461948373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-29 18:52:05.944880,22044.0,7541.0
2292538520,bam,,,2016-04-27 20:53:39.970182,slurm_normal,1461956029.0,0,,1.0,main_w2_handler1,2687336,12657904,False,,6890845.roundup,slurm,,132112168.0,corral-repl,,,,"""1ce317260cba11e6ad9f005056a52a46""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5687e507c5756ef54'}]","""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,2.0,,2451960000,1.0,1x,32.0,,29886646.0,1461948393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-29 22:53:19.937220,22044.0,7636.0
2788441369,bam,,,2016-04-28 14:50:10.188928,slurm_normal,1461974052.0,0,,1.0,main_w1_handler2,2688441,12672172,False,,6895708.roundup,slurm,,132112168.0,corral-repl,,,,"""7bdb20660d5011e6acf8005056a52a46""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5e6ce6686bae0c0'}]","""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29886646.0,1461968240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-29 23:54:15.343185,22044.0,5812.0
2742318398,bam,,,2016-04-28 15:00:47.946691,slurm_normal,1461978749.0,0,,1.0,main_w1_handler2,2688461,12672290,False,,6896924.roundup,slurm,,132112168.0,corral-repl,,,,"""fbe12eee0d5111e694a3005056a52a46""",false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e84ce1acfbd95b1f'}]","""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29886646.0,1461972839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-30 01:12:31.975677,22044.0,5910.0
2742318398,bam,,,2016-04-28 15:00:47.223898,slurm_normal,1461979074.0,0,,1.0,main_w2_handler0,2688461,12672289,False,,6896926.roundup,slurm,,132112168.0,corral-repl,,,,"""fbe12eee0d5111e694a3005056a52a46""",false,1,false,0.0,no,,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e84ce1acfbd95b1f'}]","""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29886646.0,1461972859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-30 01:18:04.863999,22044.0,6215.0
1185253694,bam,,,2016-05-01 10:44:42.619649,slurm_normal,1462099718.0,0,,1.0,main_w1_handler0,1662042,12710147,False,,6913722.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5897fae60b60377a8'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,29973811.0,1462099522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-01 10:48:41.624788,25804.0,196.0
2293454469,bam,,,2016-05-01 18:47:22.410258,slurm_normal,1462129432.0,0,,1.0,main_w1_handler0,2688870,12716918,False,,6919975.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d9bd7e681e534b6'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,29446644.0,1462128487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-01 19:03:57.032974,68690.0,945.0
1583151068,bam,,,2016-05-01 20:59:21.799055,slurm_normal,1462138165.0,0,,1.0,main_w2_handler0,2687443,12717254,False,,6921429.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7a6130e36764462'}]","""10""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29859073.0,1462136398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-01 21:29:27.108807,52822.0,1767.0
1604100990,bam,,,2016-05-01 20:58:50.819126,slurm_normal,1462138190.0,0,,1.0,main_w2_handler0,2687443,12717253,False,,6921425.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5336486aee4ae19b1'}]","""10""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29859073.0,1462136377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-01 21:29:53.356886,52822.0,1813.0
1884092361,bam,,,2016-05-02 12:42:47.555017,slurm_normal,1462194610.0,0,,1.0,main_w1_handler1,2688408,12732963,False,,6930292.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c314d5cbd3ff96da'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462192994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 13:10:12.351149,70838.0,1616.0
2517269361,bam,,,2016-05-02 12:42:49.007808,slurm_normal,1462194781.0,0,,1.0,main_w1_handler1,2688408,12732966,False,,6930291.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be6898f069f77138'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462192994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 13:13:59.458607,70838.0,1787.0
1722852657,bam,,,2016-05-02 12:42:47.969929,slurm_normal,1462194736.0,0,,1.0,main_w2_handler1,2688408,12732964,False,,6930304.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5beca7991b97f9842'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462193037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 13:12:20.388323,70838.0,1699.0
2692355202,bam,,,2016-05-02 12:42:48.371039,slurm_normal,1462195044.0,0,,1.0,main_w1_handler0,2688408,12732965,False,,6930295.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b326742f10ba4b69'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462193012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 13:17:29.281974,70838.0,2032.0
2709304095,bam,,,2016-05-02 12:42:50.415789,slurm_normal,1462196239.0,0,,1.0,main_w1_handler0,2688408,12732968,False,,6930767.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b8f74cbbf78f962'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462194644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 13:37:22.322219,70838.0,1595.0
2571318035,bam,,,2016-05-02 12:42:49.869770,slurm_normal,1462196367.0,0,,1.0,main_w1_handler0,2688408,12732967,False,,6930483.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568d58a083884929f'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462193658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 13:39:29.535956,70838.0,2709.0
1884092361,bam,,,2016-05-02 10:18:26.089591,slurm_normal,1462185510.0,0,,1.0,main_w2_handler0,2688408,12730133,False,,6928372.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c314d5cbd3ff96da'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462184347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 10:38:33.020352,70838.0,1163.0
1722852657,bam,,,2016-05-02 10:18:27.223790,slurm_normal,1462185615.0,0,,1.0,main_w2_handler1,2688408,12730134,False,,6928368.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5beca7991b97f9842'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462184342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 10:40:16.815863,70838.0,1273.0
2692355202,bam,,,2016-05-02 10:18:27.961673,slurm_normal,1462185836.0,0,,1.0,main_w1_handler2,2688408,12730135,False,,6928370.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b326742f10ba4b69'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462184345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 10:43:57.203992,70838.0,1491.0
2571318035,bam,,,2016-05-02 10:18:29.193253,slurm_normal,1462185909.0,0,,1.0,main_w2_handler1,2688408,12730137,False,,6928369.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568d58a083884929f'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462184342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 10:45:12.467676,70838.0,1567.0
2709304095,bam,,,2016-05-02 10:18:29.764609,slurm_normal,1462185991.0,0,,1.0,main_w1_handler2,2688408,12730138,False,,6928371.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b8f74cbbf78f962'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462184347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 10:46:33.715770,70838.0,1644.0
2517269361,bam,,,2016-05-02 10:18:28.650342,slurm_normal,1462187112.0,0,,1.0,main_w1_handler0,2688408,12730136,False,,6928625.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be6898f069f77138'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462185519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 11:05:16.752243,70838.0,1593.0
1294256460,bam,,,2016-05-02 15:02:55.914173,slurm_normal,1462202986.0,0,,1.0,main_w1_handler1,2691179,12734490,False,,6932587.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbb3774b00bc54c2'}]","""50""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28776799.0,1462201787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 15:29:51.022736,67495.0,1199.0
2571318035,bam,,,2016-05-02 21:35:42.158858,slurm_normal,1462226727.0,0,,1.0,main_w2_handler1,2688408,12739969,False,,6939139.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568d58a083884929f'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,0.923520952,rpkm,32.0,,28198923.0,1462224968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 22:05:29.918847,70838.0,1759.0
2517269361,bam,,,2016-05-02 21:35:19.394459,slurm_normal,1462226749.0,0,,1.0,main_w1_handler0,2688408,12739934,False,,6939128.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be6898f069f77138'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,28198923.0,1462224954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 22:05:51.369126,70838.0,1795.0
1855749292,bam,,,2016-05-02 15:10:22.302539,slurm_normal,1462207587.0,0,,1.0,main_w1_handler0,2691881,12734592,False,,6933708.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaaca478857bacb7'}]","""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29990507.0,1462205865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 16:46:32.288779,83702.0,1722.0
7738025199,bam,,,2016-05-02 17:15:32.531043,slurm_normal,1462213006.0,0,,1.0,main_w1_handler2,1639242,12735597,False,,6934692.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57bce4ef1cc1a9b05'}]","""50""","""/galaxy-repl/localdata/chrom/loxAfr3.len""","""loxAfr3""","""bigwig""","""""",2,0.0,3118565340,specific,1.0,1x,32.0,,28626146.0,1462209376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 18:16:49.758678,31997.0,3630.0
1884092361,bam,,,2016-05-02 21:33:29.986483,slurm_normal,1462226111.0,0,,1.0,main_w1_handler0,2688408,12739848,False,,6939107.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c314d5cbd3ff96da'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,0.450798446,rpkm,32.0,,28198923.0,1462224853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 21:55:14.206582,70838.0,1258.0
1722852657,bam,,,2016-05-02 21:33:58.744670,slurm_normal,1462226177.0,0,,1.0,main_w2_handler1,2688408,12739871,False,,6939114.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5beca7991b97f9842'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,0.724475428,rpkm,32.0,,28198923.0,1462224889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 21:56:40.155947,70838.0,1288.0
3696944313,bam,,,2016-05-02 18:18:49.671347,slurm_normal,1462215683.0,0,,1.0,main_w1_handler0,2595678,12736948,False,,6935664.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5665f3a4c7d4258cc'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29538637.0,1462213171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 19:01:29.877541,48080.0,2512.0
3511479613,bam,,,2016-05-02 18:18:46.026310,slurm_normal,1462216215.0,0,,1.0,main_w2_handler1,2595678,12736940,False,,6935801.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b9b4b5aebaad67b4'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29538637.0,1462213698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 19:10:19.072689,48080.0,2517.0
4134717298,bam,,,2016-05-02 18:18:48.967130,slurm_normal,1462215991.0,0,,1.0,main_w2_handler0,2595678,12736945,False,,6935661.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c17efcf9520e996'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29538637.0,1462213157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 19:06:34.564330,48080.0,2834.0
3613778407,bam,,,2016-05-02 18:18:47.812827,slurm_normal,1462216082.0,0,,1.0,main_w1_handler2,2595678,12736943,False,,6935802.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d03ab90b450d460c'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,32.0,,29538637.0,1462213698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 19:08:05.476698,48080.0,2384.0
2709304095,bam,,,2016-05-02 21:36:00.000211,slurm_normal,1462226542.0,0,,1.0,main_w1_handler1,2688408,12740010,False,,6939151.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b8f74cbbf78f962'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,0.834807811,rpkm,32.0,,28198923.0,1462224997.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 22:02:24.096777,70838.0,1545.0
2692355202,bam,,,2016-05-02 21:34:55.674533,slurm_normal,1462226685.0,0,,1.0,main_w1_handler0,2688408,12739909,False,,6939124.roundup,slurm,,132112168.0,corral-repl,,,,,,0,,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b326742f10ba4b69'}]","""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,0.732324236,rpkm,32.0,,28198923.0,1462224937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 22:04:47.257422,70838.0,1748.0
