create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.URL,parameters.URL_method,parameters.chromInfo,parameters.d,parameters.data_type,parameters.dbkey,parameters.gbgff,parameters.id,parameters.l,parameters.m,parameters.q,parameters.s,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-11-10 17:59:08.209024,slurm_normal,1447178375.0,0.0,1.0,main_w1_handler0,2478861,10868253,False,,5121792.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=IV:5625795..5685792&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""5a008afe0b0c39eb919bd8d51d8667f5""","""Genes\u001eLIEB_WIG_CHIPSEQ_H3K4\u001eLIEB_seq-WA30634849_H3K27ac_FEM2_AD_\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""IV:5625795..5685792""","""0""",32.0,,25800991,1447178365.0,ok,1023996.0,modENCODEworm,1.0.1,,2015-11-10 17:59:40.295755,,10.0
2015-11-10 17:57:28.655822,slurm_normal,1447178265.0,0.0,1.0,main_w2_handler1,2478861,10868241,False,,5121775.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=IV:5625795..5685792&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""5a008afe0b0c39eb919bd8d51d8667f5""","""Genes\u001eLIEB_WIG_CHIPSEQ_H3K4\u001eLIEB_seq-WA30634849_H3K27ac_FEM2_AD_\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""IV:5625795..5685792""","""0""",32.0,,25800991,1447178258.0,ok,1023996.0,modENCODEworm,1.0.1,,2015-11-10 17:57:48.673715,,7.0
2015-11-24 18:13:59.390203,slurm_normal,1448388872.0,0.0,1.0,main_w2_handler0,2183061,10997716,False,,5256976.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""98248c0d4bbe9b5726527790d8d7804c""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,26279273,1448388863.0,ok,1023996.0,modENCODEworm,1.0.1,,2015-11-24 18:14:35.244267,42300.0,9.0
2016-01-07 13:56:06.609667,slurm_normal,1452174993.0,0.0,1.0,main_w2_handler1,2499987,11406016,False,,5672362.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""b4be11ab6ce69141a5e0ca2017de4b53""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,27264305,1452174986.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-01-07 13:56:37.952890,73003.0,7.0
2016-01-08 16:30:19.010263,slurm_normal,1452270839.0,0.0,1.0,main_w2_handler0,2515648,11422423,False,,5685066.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""0acb84eb8d7e3b4ab9d74c497e941161""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,26393007,1452270790.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-01-08 16:34:24.898530,,49.0
2016-01-08 16:30:25.258553,slurm_normal,1452271044.0,0.0,1.0,main_w2_handler1,2515648,11422429,False,,5685142.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""0acb84eb8d7e3b4ab9d74c497e941161""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,26393007,1452271006.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-01-08 16:37:30.878156,,38.0
2017-04-27 17:06:01.915583,slurm_normal,1493312779.0,0.0,1.0,main_w4_handler0,3089636,15693072,False,,9806398.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=V:650000..800000&s=0&d=edit&dbkey=worm&t=&q=V:650000..800000&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""d38fff0bd4fbc206f2b64684119695a0""","""Genes\u001eSnyder_ANTIGFP_WIG_DVE-1_L4_COMB""","""application/x-gff3""","""V:650000..800000""","""0""",32.0,,37609668,1493312771.0,ok,1023996.0,modENCODEworm,1.0.1,,2017-04-27 17:06:21.989958,,8.0
2016-03-17 17:06:38.371626,slurm_normal,1458234546.0,0.0,1.0,main_w1_handler2,2634874,12168139,False,,6385170.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""53dd5a11a36f38a8f1b9fdf77f4785ec""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,29012192,1458234502.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-03-17 17:09:08.983992,78528.0,44.0
2016-03-18 22:31:18.919670,slurm_normal,1458340343.0,0.0,1.0,main_w1_handler1,2637955,12186735,False,,6401378.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:108644..114641&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""84a8d2f03bd2123f10b63bbd530d32e8""","""Genes\u001eLIEB_FEM2_AD_\u001eLIEB_WIG_CHIPCHIP_H3K4\u001eLIEB_seq-HK00012_H3K36me2_2C3_N2_Eemb_""","""application/x-gff3""","""I:108644..114641""","""0""",32.0,,29052849,1458340331.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-03-18 22:32:28.030194,80893.0,12.0
2016-07-01 14:08:51.573493,slurm_normal,1467382176.0,0.0,1.0,main_w2_handler0,2755205,13306001,False,,7507761.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:499702..500299&s=0&d=edit&dbkey=worm&t=&q=I:499702..500299&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""d5595b8a8c225a75d7afef944d022650""","""""","""application/x-gff3""","""I:499702..500299""","""0""",32.0,,31221880,1467382171.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-07-01 14:09:38.068302,,5.0
2016-07-11 11:33:25.880651,slurm_normal,1468236870.0,0.0,1.0,main_w1_handler1,2755205,13373821,False,,7584693.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=IV:14371133..14383604&s=0&d=edit&dbkey=worm&t=&q=IV:14371133..14383604&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""d5595b8a8c225a75d7afef944d022650""","""""","""application/x-gff3""","""IV:14371133..14383604""","""0""",32.0,,31221880,1468236864.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-07-11 11:34:33.615738,,6.0
2016-07-11 11:37:05.651465,slurm_normal,1468237090.0,0.0,1.0,main_w1_handler0,2755205,13373847,False,,7584723.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=IV:14371133..14383604&s=0&d=edit&dbkey=worm&t=&q=IV:14371133..14383604&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""d5595b8a8c225a75d7afef944d022650""","""LIEB_WIG_CHIPSEQ_H3K4""","""application/x-gff3""","""IV:14371133..14383604""","""0""",32.0,,31221880,1468237084.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-07-11 11:38:10.996732,,6.0
2016-07-11 19:52:28.387409,slurm_normal,1468266831.0,0.0,1.0,main_w2_handler0,2754675,13377715,False,,7588706.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:1..14999998&s=0&d=edit&dbkey=worm&t=&q=I:1..14999998&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""1a485392deffcfc10bf93ac15e078ad0""","""submission_6546.sorted.bam\u001esubmission_6537.sorted.bam\u001eGenes""","""application/x-gff3""","""I:1..14999998""","""0""",32.0,,31183977,1468266791.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-07-11 19:53:53.503264,86791.0,40.0
2016-04-14 08:10:21.608570,slurm_normal,1460621475.0,0.0,1.0,main_w1_handler0,2669529,12449622,False,Job output deleted by user before job completed.,6647308.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:143000..180000&s=0&d=edit&dbkey=worm&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:143000..180000""","""0""",32.0,,29599493,1460621470.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-04-14 08:11:17.262491,82500.0,5.0
2016-09-26 15:09:29.147803,slurm_normal,1474902589.0,0.0,1.0,main_w4_handler0,2770897,13945175,False,,8166666.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=V:19722357..19722516&s=0&d=edit&dbkey=worm&t=&q=V:19722357..19722516&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""e3fce8105679ebe9778e26712e0f7ffd""","""INTRONS_4578\u001eINTRONS_4535\u001ePOLYA_4533\u001eINTRONS_4576\u001eINTRONS_4532\u001ePOLYA_4513\u001eSLSITES_4511\u001ePOLYA_4510\u001eSLSITES_4508\u001ePOLYA_4507\u001eINTRONS_4506\u001ePOLYA_4505\u001ePOLYA_4503\u001eSLSITES_4502\u001ePOLYA_4501\u001ePOLYA_4500\u001ePOLYA_4531\u001eSLSITES_4530\u001eINTRONS_4531\u001eINTRONS_4530\u001eSLSITES_4529\u001eSLSITES_4574\u001ePOLYA_4527\u001eSLSITES_4580\u001eINTRONS_4579\u001ePOLYA_4571\u001eSLSITES_4570\u001eINTRONS_4569\u001eSLSITES_4567\u001ePOLYA_4565\u001ePOLYA_4563\u001eINTRONS_4563\u001eINTRONS_4561\u001eINTRONS_4559\u001eINTRONS_4558\u001ePOLYA_4557\u001ePOLYA_4554\u001eINTRONS_4553\u001eSLSITES_4551\u001eSLSITES_4550\u001ePOLYA_4568\u001ePOLYA_4556\u001eINTRONS_4549\u001eSLSITES_4547\u001eSLSITES_4493\u001eINTRONS_4517\u001eNCRNA\u001esubmission_6507.sorted\u001esubmission_4779.sorted\u001esubmission_6509.sorted\u001esubmission_4773.sorted\u001esubmission_4775.sorted\u001esubmission_6510.sorted\u001esubmission_6508.sorted\u001eGenes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""V:19722357..19722516""","""0""",32.0,,31392418,1474902581.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-09-26 15:09:55.187967,51911.0,8.0
2016-12-15 17:07:27.379645,slurm_normal,1481821755.0,0.0,1.0,main_w3_handler0,2900937,14585864,False,,8764979.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=&q=I:106000..217000&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""a1b896cf66c4dee0fe0a39578afd762c""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,34338465,1481821653.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-12-15 17:09:18.810389,95306.0,102.0
2016-12-22 22:13:59.171840,reserved,1482444849.0,0.0,1.0,main_w3_handler0,2937783,14634531,False,,8810275.roundup,slurm,,132111800.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=&q=I:106000..217000&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""c1b2ac89ae5d807dcaf35562cc86b509""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,34652796,1482444842.0,ok,1023996.0,modENCODEworm,1.0.1,,2016-12-22 22:14:11.960965,5254.0,7.0
2017-04-08 01:36:35.611500,slurm_normal,1491615405.0,0.0,1.0,main_w3_handler1,3051173,15528059,False,,9654922.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=&q=I:106000..217000&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""c3fba6cf6469417d00328922788cfef0""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,36958563,1491615399.0,ok,1023996.0,modENCODEworm,1.0.1,,2017-04-08 01:36:46.784301,,6.0
2017-04-27 17:38:08.450895,slurm_normal,1493314700.0,0.0,1.0,main_w3_handler0,3089636,15693423,False,,9806770.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=V:650000..800000&s=0&d=edit&dbkey=worm&t=&q=V:650000..800000&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""d38fff0bd4fbc206f2b64684119695a0""","""Genes\u001eSnyder_ANTIGFP_WIG_DVE-1_L4_COMB""","""application/x-gff3""","""V:650000..800000""","""0""",32.0,,37609668,1493314693.0,ok,1023996.0,modENCODEworm,1.0.1,,2017-04-27 17:38:24.005889,,7.0
2017-04-27 17:42:11.843873,slurm_normal,1493314960.0,0.0,1.0,main_w3_handler0,3089636,15693454,False,,9806802.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=V:650000..800000&s=0&d=edit&dbkey=worm&t=&q=V:650000..800000&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""d38fff0bd4fbc206f2b64684119695a0""","""LIEB_WIG_CHIPCHIP_CHR_CPB1\u001eSnyder_ANTIGFP_WIG_COMB_DAF16_L4YA_GFP\u001eGenes\u001eSnyder_ANTIGFP_WIG_DVE-1_L4_COMB""","""application/x-gff3""","""V:650000..800000""","""0""",32.0,,37609668,1493314948.0,ok,1023996.0,modENCODEworm,1.0.1,,2017-04-27 17:42:51.308906,,12.0
2017-05-04 14:38:28.683177,reserved,1493908727.0,0.0,1.0,main_w3_handler0,2970144,15749508,False,,9858319.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=&q=I:106000..217000&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""cf2eeebe6a760eacef5d8c86f55fdc7e""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,37331911,1493908714.0,ok,1023996.0,modENCODEworm,1.0.1,,2017-05-04 14:38:53.890690,621.0,13.0
2017-05-12 17:45:35.253953,slurm_normal,1494611144.0,0.0,1.0,main_w4_handler1,3107842,15825870,False,,9928211.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:106000..217000&s=0&d=edit&dbkey=worm&t=&q=I:106000..217000&s=0&d=edit&dbkey=ce10&t=""","""post""","""/galaxy-repl/localdata/chrom/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""1a587e2592f8b21989fa784b42f16be4""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:106000..217000""","""0""",32.0,,36422174,1494611138.0,ok,1023996.0,modENCODEworm,1.0.1,,2017-05-12 17:45:46.065560,46626.0,6.0
2017-10-18 18:15:25.762272,slurm_normal,1508350542.0,0.0,1.0,main_w3_handler0,3291266,17135735,False,,11192504,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=I:92031..107028&s=0&d=edit&dbkey=worm&t=&q=I:92031..107028&s=0&d=edit&dbkey=ce10&t=""","""post""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""ca5d72945daa48e88b1f152d9be5afd9""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""I:92031..107028""","""0""",32.0,,41363034,1508350536.0,ok,1023996.0,modENCODEworm,1.0.1,,2017-10-18 18:15:44.614974,,6.0
2017-09-21 13:33:43.489120,slurm_normal,1506000872.0,0.0,1.0,main_w4_handler1,3250520,16889502,False,,10957645.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/worm?q=X:15661159..15677965&s=0&d=edit&dbkey=worm&t=&q=X:15661159..15677965&s=0&d=edit&dbkey=ce10&t=""","""post""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""edit""","""auto""","""ce10""","""save gff3""","""0f52c045d420079b87de941eb703fffe""","""Genes\u001eYA_Young_Adult_25dC_46hrs_post-L1.alignments.ws220.bam.sorted""","""application/x-gff3""","""X:15661159..15677965""","""0""",32.0,,40432472,1506000866.0,ok,1023996.0,modENCODEworm,1.0.1,,2017-09-21 13:34:45.328369,107681.0,6.0
