corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2676496,deeptools_coverage_matrix,2016-10-11 20:38:03.317531,slurm_normal,1476218486.0,0,1.0,main_w3_handler0,2846921,14057782,False,,8275206.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e76e33320a8bdc22'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476218475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-11 20:41:29.168821,50986.0,11.0
65343437,deeptools_coverage_matrix,2016-10-14 00:07:07.727464,slurm_normal,1476403971.0,0,1.0,main_w3_handler1,2846921,14077790,False,,8294581.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2f9c6a3fe273f86'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476403922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-14 00:12:52.821000,50986.0,49.0
13243035,deeptools_coverage_matrix,2016-10-14 00:06:55.145052,slurm_normal,1476403946.0,0,1.0,main_w3_handler0,2846921,14077789,False,,8294582.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51f836cd098eefe19'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476403922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-14 00:12:29.468430,50986.0,24.0
908827,deeptools_coverage_matrix,2016-10-15 03:36:34.380728,slurm_normal,1476502786.0,0,1.0,main_w4_handler1,2855238,14087113,False,,8303907.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dae262c328d21540'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476502770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-15 03:39:48.705065,50986.0,16.0
5998882,deeptools_coverage_matrix,2016-10-14 18:08:15.270817,slurm_normal,1476469279.0,0,1.0,main_w3_handler0,2855238,14084261,False,,8301029.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bd805918f0946f72'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476469223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-14 18:21:26.122741,50986.0,56.0
6019421,deeptools_coverage_matrix,2016-10-14 18:08:43.208300,slurm_normal,1476469427.0,0,1.0,main_w3_handler0,2855238,14084263,False,,8301060.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5595119383c710582'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476469383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-14 18:23:50.821591,50986.0,44.0
3032736,deeptools_coverage_matrix,2016-10-14 18:30:27.873838,slurm_normal,1476470813.0,0,1.0,main_w3_handler1,2855238,14084396,False,,8301251.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53486e213fc6a8798'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476470787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-14 18:46:55.206831,50986.0,26.0
1444211,deeptools_coverage_matrix,2016-10-15 03:05:31.311658,slurm_normal,1476500940.0,0,1.0,main_w4_handler1,2855238,14086940,False,,8303739.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54a17c8826611a1e5'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476500922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-15 03:09:02.916825,50986.0,18.0
1813763,deeptools_coverage_matrix,2016-10-15 03:05:42.226363,slurm_normal,1476501048.0,0,1.0,main_w4_handler1,2855238,14086941,False,,8303745.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53a4bab82c085b8f2'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476501031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-15 03:10:50.313876,50986.0,17.0
3495475,deeptools_coverage_matrix,2016-10-15 03:05:53.142156,slurm_normal,1476501338.0,0,1.0,main_w3_handler0,2855238,14086943,False,,8303758.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b503e868e3bfeb0097'}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,33465832,1476501322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.5.0,2.3.5.0,,2016-10-15 03:15:39.144224,50986.0,16.0
