create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.maxrepeat,parameters.out_format1,parameters.threshold,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-13 09:56:13.967093,slurm_normal,1460541429.0,0.0,1.0,main_w1_handler2,2661983,12439022,False,,320723,fasta,6638192.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596083b2e0ef48c9f'}]",,"""600""","""table""","""20""",32.0,,28700185,1460541425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-04-13 09:57:11.152201,75088.0,4.0
2016-04-14 07:53:05.359282,slurm_normal,1460620431.0,0.0,1.0,main_w1_handler0,2661983,12449527,False,,48593,fasta,6647218.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e54fef714d60870f'}]",,"""600""","""table""","""20""",32.0,,29599542,1460620428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-04-14 07:53:53.640014,75088.0,3.0
2016-04-19 12:45:49.669810,slurm_normal,1461070046.0,0.0,1.0,main_w1_handler2,2618224,12521072,False,,95304,fasta,6709314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5905778d02db5a3ef'}]",,"""600""","""table""","""20""",32.0,,28747141,1461070009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-04-19 12:47:28.433301,79639.0,37.0
2016-07-20 22:27:22.923741,slurm_normal,1469053693.0,0.0,1.0,main_w2_handler0,2771614,13456544,False,,48593,fasta,7670746.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590bdf95d44b0b5e1'}]",,"""6""","""table""","""20""",32.0,,31597484,1469053688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-07-20 22:28:15.760262,,5.0
2016-07-28 15:41:40.815007,slurm_normal,1469720516.0,0.0,1.0,main_w2_handler1,2778477,13516847,False,,276268,fasta,7732161.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5051bcb7755512be2'}]",,"""400""","""table""","""20""",32.0,,31785308,1469720511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-07-28 15:41:58.073869,,5.0
2016-09-05 17:42:13.445811,slurm_normal,1473097358.0,0.0,1.0,main_w4_handler0,2811121,13783526,False,,3518399,fasta,8005095.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58fc1e4998356246d'}]",,"""600""","""table""","""20""",32.0,,32780809,1473097352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-09-05 17:42:40.393872,,6.0
2017-03-20 19:38:29.482531,slurm_normal,1490038721.0,0.0,1.0,main_w4_handler0,2998379,15346960,False,,14714,fasta,9486427.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28847240}]",,"""500""","""table""","""10""",32.0,,36087294,1490038717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-03-20 19:38:44.742479,,4.0
2016-10-10 11:58:26.423153,slurm_normal,1476100793.0,0.0,1.0,main_w4_handler0,2849061,14044340,False,,3878,fasta,8261681.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d8e6282cd47bae6'}]",,"""600""","""table""","""20""",32.0,,33568444,1476100787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-10-10 11:59:54.943916,,6.0
2017-03-01 03:44:29.723956,slurm_normal,1488339878.0,0.0,1.0,main_w4_handler0,2636239,15174624,False,,81291,fasta,9325281.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28565027}]",,"""1000""","""table""","""200""",32.0,,36347635,1488339873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-03-01 03:44:39.857465,80764.0,5.0
2017-03-01 03:45:34.351338,slurm_normal,1488339941.0,0.0,1.0,main_w4_handler0,2636239,15174625,False,,81291,fasta,9325307.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28565027}]",,"""100""","""table""","""20""",32.0,,36347635,1488339936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-03-01 03:45:43.680741,80764.0,5.0
2017-03-01 03:49:29.417114,slurm_normal,1488340178.0,0.0,1.0,main_w4_handler0,2636239,15174644,False,,81291,fasta,9325351.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28565027}]",,"""600""","""genbank""","""20""",32.0,,36347635,1488340173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-03-01 03:49:39.825697,80764.0,5.0
2017-03-01 03:42:21.341304,slurm_normal,1488339752.0,0.0,1.0,main_w3_handler1,2636239,15174536,False,,81291,fasta,9325245.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28565027}]",,"""600""","""table""","""20""",32.0,,36347635,1488339748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-03-01 03:42:36.610677,80764.0,4.0
2016-11-16 21:45:25.670429,slurm_normal,1479332745.0,0.0,1.0,main_w3_handler0,2806430,14360463,False,,2328968,fasta,8566352.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b500989ee6360fd536'}]",,"""600""","""gff""","""20""",32.0,,32668600,1479332728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-11-16 21:45:48.720140,,17.0
2016-11-17 08:27:32.178903,slurm_normal,1479371258.0,0.0,1.0,main_w3_handler1,439835,14363718,False,,1397,fasta,8569695.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b508fa30f3d813dbf6'}]",,"""600""","""table""","""20""",32.0,,32838140,1479371255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-11-17 08:27:39.507728,7139.0,3.0
2016-11-17 13:51:45.893813,slurm_normal,1479390719.0,0.0,1.0,main_w3_handler0,439835,14366798,False,,2328968,fasta,8572841.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585a23ec4dd83b651'}]",,"""100""","""table""","""20""",32.0,,32838140,1479390713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-11-17 13:52:02.679053,7139.0,6.0
2016-11-17 14:06:12.632119,slurm_normal,1479391613.0,0.0,1.0,main_w3_handler0,439835,14366915,False,,2328968,fasta,8572943.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dfb2bb107caa95b2'}]",,"""500""","""gff""","""20""",32.0,,32838140,1479391578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-11-17 14:06:57.080327,7139.0,35.0
2016-11-20 12:07:48.375851,slurm_normal,1479643699.0,0.0,1.0,main_w3_handler1,2902089,14389699,False,,211542380,fasta,8595383.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d8f21edb30d717c'}]",,"""600""","""table""","""20""",32.0,,34361469,1479643673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-11-20 12:08:20.838944,,26.0
2016-11-20 13:12:01.899635,slurm_normal,1479647529.0,0.0,1.0,main_w3_handler1,2902089,14389951,False,,211542380,fasta,8595586.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d8f21edb30d717c'}]",,"""600""","""table""","""5""",32.0,,34361469,1479647525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-11-20 13:12:10.671222,,4.0
2016-11-21 00:14:53.750413,slurm_normal,1479687302.0,0.0,1.0,main_w4_handler0,2902478,14393496,False,,59633,fasta,8598864.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2f85cb2cdd4975e'}]",,"""600""","""table""","""20""",32.0,,32830342,1479687298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-11-21 00:15:05.094802,89722.0,4.0
2016-12-07 18:09:28.903696,slurm_normal,1481134293.0,0.0,1.0,main_w3_handler1,2922088,14508776,False,,59633,fasta,8689481.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27529237}]",,"""600""","""table""","""20""",32.0,,34669654,1481134283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-12-07 18:12:19.444281,95654.0,10.0
2016-12-07 18:34:52.629378,slurm_normal,1481135704.0,0.0,1.0,main_w3_handler0,2922088,14508919,False,,48593,fasta,8689553.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27529288}]",,"""6""","""table""","""20""",32.0,,34669654,1481135699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2016-12-07 18:35:06.699605,95654.0,5.0
2017-01-23 15:52:22.222585,slurm_normal,1485186751.0,0.0,1.0,main_w4_handler0,2932113,14848032,False,,331835053,fasta,9008118.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28027443}]",,"""600""","""table""","""20""",32.0,,34891725,1485186747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-01-23 15:52:33.970981,96984.0,4.0
2017-03-24 14:47:06.126756,slurm_normal,1490369420.0,0.0,1.0,main_w4_handler0,3003960,15386782,False,,121662621,fasta,9523127.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28452648}]",,"""10000""","""table""","""20""",32.0,,36838902,1490368603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-03-24 15:32:12.120342,94149.0,817.0
2017-02-02 07:22:04.943214,slurm_normal,1486020133.0,0.0,1.0,main_w3_handler1,2967279,14930352,False,,3701,fasta,9087040.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28070834}]",,"""600""","""table""","""20""",32.0,,34672828,1486020128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-02-02 07:22:15.056400,96391.0,5.0
2017-02-15 11:52:42.267909,slurm_normal,1487159578.0,0.0,1.0,main_w4_handler0,2896568,15044618,False,,5032318,fasta,9200392.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28361310}]",,"""1000""","""excel""","""20""",32.0,,36053415,1487159572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-02-15 11:53:02.416389,91783.0,6.0
2014-09-11 19:36:06.874946,roundup_single,1410464188.0,0.0,1.0,main_w1_handler1,1918563,7700073,False,,1271500480,fasta,1686436,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16728024,,,"""600""","""table""","""20""",32.0,,16898095,1410464184.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2014-09-11 19:36:31.181827,49302.0,4.0
2014-10-30 11:16:17.003719,rodeo_normal,1414667819.0,0.0,1.0,main_w2_handler1,2102062,8071160,False,,3196606033,fasta,98740.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17377622,,,"""600""","""table""","""20""",2.0,,17978630,1414667787.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2014-10-30 11:17:07.677756,55072.0,32.0
2014-10-30 13:29:23.899659,rodeo_normal,1414675777.0,0.0,1.0,main_w1_handler1,2102062,8072127,False,,3196606033,fasta,99607.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17377622,,,"""6""","""table""","""20""",2.0,,17978630,1414675773.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2014-10-30 13:29:39.457051,55072.0,4.0
