create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.maxrepeat,parameters.out_format1,parameters.threshold,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-03 21:36:03.365425,rodeo_normal,1422999395.0,0.0,1.0,main_w2_handler0,2193889,8659618,False,,1106977,fasta,2636187.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401691,,,"""600""","""dbmotif""","""20""",32.0,,20932200,1422999389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 21:36:41.137326,59065.0,6.0
2015-02-03 21:33:19.579393,rodeo_normal,1422999227.0,0.0,1.0,main_w2_handler0,2193889,8659601,False,,1106977,fasta,2636139.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401691,,,"""600""","""gff""","""20""",32.0,,20932200,1422999220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 21:33:55.829748,59065.0,7.0
2015-02-03 21:33:26.333555,rodeo_normal,1422999233.0,0.0,1.0,main_w1_handler0,2193889,8659603,False,,1106977,fasta,2636142.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401691,,,"""600""","""motif""","""20""",32.0,,20932200,1422999227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 21:33:56.686320,59065.0,6.0
2015-02-03 21:33:12.500118,rodeo_normal,1422999252.0,0.0,1.0,main_w2_handler1,2193889,8659600,False,,1106977,fasta,2636152.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18401691,,,"""600""","""excel""","""20""",32.0,,20932200,1422999238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-03 21:34:17.899808,59065.0,14.0
2015-02-04 15:55:07.022068,rodeo_normal,1423065336.0,0.0,1.0,main_w1_handler0,2195155,8663692,False,,233602,fasta,2643763.roundup,slurm,,132112168.0,corral-repl,,"""2fbe038cac8611e486c5005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18411762,,,"""600""","""motif""","""20""",32.0,,20932200,1423065333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-04 15:55:38.714200,59065.0,3.0
2015-02-14 17:52:24.418591,rodeo_normal,1423936378.0,0.0,1.0,main_w2_handler1,2180600,8726535,False,,231493,fasta,2760455.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18258817,,,"""600""","""table""","""20""",32.0,,20592740,1423936363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-14 17:53:01.394082,,15.0
2015-02-21 15:55:58.374452,rodeo_normal,1424534219.0,0.0,1.0,main_w1_handler0,2214491,8783337,False,,14152953,fasta,2862186.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18597247,,,"""600""","""table""","""20""",32.0,,21374802,1424534163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-21 15:57:02.468667,59972.0,56.0
2015-02-28 13:47:50.904409,rodeo_normal,1425131280.0,0.0,1.0,main_w1_handler0,2196283,8833130,False,,11855164,fasta,2953758.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18677404,,,"""600""","""table""","""20""",32.0,,21032455,1425131277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-02-28 13:48:01.925621,,3.0
2015-03-12 00:27:14.329185,rodeo_normal,1426120050.0,0.0,1.0,main_w2_handler0,2227406,8921618,False,,318,fasta,3118072.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18823290,,,"""600""","""table""","""5""",32.0,,21590214,1426120047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-03-12 00:27:35.661611,,3.0
2015-03-12 00:26:09.690491,rodeo_normal,1426119978.0,0.0,1.0,main_w1_handler1,2227406,8921613,False,,318,fasta,3118053.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18823290,,,"""600""","""table""","""20""",32.0,,21590214,1426119976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-03-12 00:26:20.817346,,2.0
2017-03-01 03:47:42.515701,slurm_normal,1488340072.0,0.0,1.0,main_w4_handler1,2636239,15174635,False,,81291,fasta,9325341.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28565027}]",,"""600""","""table""","""5""",32.0,,36347635,1488340067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-03-01 03:47:54.003314,80764.0,5.0
2017-03-01 03:46:56.546337,slurm_normal,1488340028.0,0.0,1.0,main_w3_handler1,2636239,15174633,False,,81291,fasta,9325336.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28565027}]",,"""100""","""table""","""200""",32.0,,36347635,1488340024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-03-01 03:47:12.407612,80764.0,4.0
2017-05-08 20:51:49.608251,slurm_normal,1494276720.0,0.0,1.0,main_w3_handler0,3102826,15784177,False,,5157,fasta,9890467.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29523957}]",,"""600""","""table""","""20""",32.0,,37837426,1494276715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-05-08 20:52:04.147135,105500.0,5.0
2017-04-20 04:38:41.474107,slurm_normal,1492663138.0,0.0,1.0,main_w3_handler1,2764972,15631821,False,,165989,fasta,9750020.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29287668}]",,"""1000""","""table""","""20""",32.0,,37288822,1492663134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-04-20 04:39:01.900806,87308.0,4.0
2017-05-10 21:09:53.927484,slurm_normal,1494450648.0,0.0,1.0,main_w4_handler1,3106151,15805832,False,,431810,fasta,9910526.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29554064}]",,"""600""","""table""","""20""",32.0,,37887672,1494450644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-05-10 21:10:54.454444,105631.0,4.0
2017-06-26 16:32:45.262091,slurm_normal,1498497244.0,0.0,1.0,main_w4_handler0,3172005,16190325,False,,16414299,fasta,10266566.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30162464}]",,"""600""","""table""","""20""",32.0,,36948346,1498497239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-06-26 17:14:13.753195,,5.0
2017-06-27 06:38:26.576760,slurm_normal,1498545517.0,0.0,1.0,main_w3_handler1,2740652,16196115,False,,15241331,fasta,10272317.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30173114}]",,"""600""","""table""","""20""",32.0,,38934373,1498545513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-06-27 06:38:38.976925,37940.0,4.0
2017-07-13 05:46:13.775740,slurm_normal,1499924792.0,0.0,1.0,main_w3_handler0,2766761,16328326,False,,12298,fasta,10394909.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30467939}]",,"""600""","""table""","""20""",32.0,,39143923,1499924788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-07-13 05:46:33.541399,80869.0,4.0
2017-07-13 05:09:16.249185,slurm_normal,1499922576.0,0.0,1.0,main_w4_handler0,2766761,16328184,False,,2561,fasta,10394774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30463802}]",,"""600""","""table""","""20""",32.0,,39143923,1499922571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-07-13 05:09:38.328244,80869.0,5.0
2017-08-28 09:08:56.305601,slurm_normal,1503911359.0,0.0,1.0,main_w3_handler0,3215803,16671885,False,,260967474,fasta,10744194.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 31012937}]",,"""500""","""table""","""20""",32.0,,39801206,1503911352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-08-28 09:09:20.883371,84878.0,7.0
2017-09-07 17:42:22.850958,slurm_normal,1504806166.0,0.0,1.0,main_w4_handler0,3244643,16765214,False,,68631614,fasta,10832318.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31129881}]",,"""600""","""table""","""20""",32.0,,40312363,1504806162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-09-07 17:42:51.873103,111043.0,4.0
2017-09-07 17:50:18.751918,slurm_normal,1504806641.0,0.0,1.0,main_w3_handler0,3244643,16765272,False,,83188091,fasta,10832375.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31128721}]",,"""600""","""table""","""20""",32.0,,40312363,1504806637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-09-07 17:50:49.720137,111043.0,4.0
2017-09-07 20:00:42.828534,slurm_normal,1504816419.0,0.0,1.0,main_w4_handler1,3244643,16766443,False,,83188091,fasta,10833727.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31128721}]",,"""600""","""table""","""20""",32.0,,40312363,1504816416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-09-07 20:33:46.798282,111043.0,3.0
2017-09-07 20:00:06.122797,slurm_normal,1504816397.0,0.0,1.0,main_w4_handler1,3244643,16766440,False,,55877988,fasta,10833725.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151437}]",,"""600""","""table""","""20""",32.0,,40312363,1504816393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-09-07 20:33:28.316410,111043.0,4.0
2017-09-07 21:19:38.961825,slurm_normal,1504819196.0,0.0,1.0,main_w3_handler1,3244643,16766987,False,,50523353,fasta,10834108.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151427}]",,"""600""","""table""","""20""",32.0,,40312363,1504819193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-09-07 21:19:59.878245,111043.0,3.0
2017-09-07 21:19:55.064244,slurm_normal,1504819226.0,0.0,1.0,main_w4_handler1,3244643,16766991,False,,66756086,fasta,10834118.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151431}]",,"""600""","""table""","""20""",32.0,,40312363,1504819222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-09-07 21:20:33.959133,111043.0,4.0
2017-09-07 21:43:57.795205,slurm_normal,1504820660.0,0.0,1.0,main_w4_handler0,3244643,16767184,False,,68631614,fasta,10834338.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151412}]",,"""600""","""table""","""20""",32.0,,40312363,1504820657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-09-07 21:44:27.658331,111043.0,3.0
2017-09-24 21:03:20.917032,slurm_normal,1506287064.0,0.0,1.0,main_w4_handler0,3264828,16915134,False,,48592,fasta,10984398.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31392538}]",,"""6""","""table""","""20""",32.0,,40575706,1506287061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-09-24 21:04:34.603170,110337.0,3.0
2017-11-06 14:44:01.875662,slurm_normal,1509979483.0,0.0,1.0,main_w4_handler1,3309467,17345969,False,,205608451,fasta,11409291,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32050228}]",,"""600""","""table""","""20""",32.0,,41717698,1509979453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-11-06 14:44:46.172554,,30.0
2017-11-19 10:29:47.746824,slurm_normal,1511087401.0,0.0,1.0,main_w4_handler0,3330758,17506554,False,,730202036,fasta,11567117,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32394494}]",,"""600""","""table""","""20""",32.0,,42063750,1511087397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-11-19 10:30:05.135715,114548.0,4.0
2017-11-27 05:48:07.854415,slurm_normal,1511761697.0,0.0,1.0,main_w4_handler1,3333385,17598506,False,,48593,fasta,11657693,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32553027}]",,"""6""","""table""","""6""",32.0,,41904677,1511761693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-11-27 05:48:20.086463,115898.0,4.0
2017-11-27 05:50:00.013331,slurm_normal,1511761808.0,0.0,1.0,main_w3_handler1,3333385,17598514,False,,48593,fasta,11657703,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32553027}]",,"""7""","""table""","""7""",32.0,,41904677,1511761804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-11-27 05:50:10.991206,115898.0,4.0
2017-11-27 05:45:56.943667,slurm_normal,1511761565.0,0.0,1.0,main_w3_handler1,3333385,17598495,False,,48593,fasta,11657663,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32553027}]",,"""6""","""table""","""20""",32.0,,41904677,1511761561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-11-27 05:46:06.370882,115898.0,4.0
2017-11-27 05:49:10.045908,slurm_normal,1511761761.0,0.0,1.0,main_w4_handler1,3333385,17598510,False,,48593,fasta,11657698,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32553027}]",,"""12""","""table""","""12""",32.0,,41904677,1511761757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2017-11-27 05:49:22.814290,115898.0,4.0
2018-01-14 23:22:54.016050,slurm_normal,1515972180.0,0.0,1.0,main_w4_handler1,3392143,18033709,False,,48593,fasta,12110735,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33310011}]",,"""600""","""table""","""20""",32.0,,41710360,1515972177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2018-01-14 23:23:02.477553,115089.0,3.0
2018-01-31 20:28:42.474317,slurm_normal,1517430534.0,0.0,1.0,main_w3_handler0,3412346,18216728,False,,48593,fasta,12296953,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33598381}]",,"""6""","""table""","""20""",32.0,,42429685,1517430529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2018-01-31 20:28:55.495223,116583.0,5.0
2018-02-04 07:12:53.642941,slurm_normal,1517728387.0,0.0,1.0,main_w4_handler0,3410259,18250092,False,,158483,fasta,12331856,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33659198}]",,"""600""","""table""","""20""",32.0,,43544862,1517728382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2018-02-04 07:13:08.856364,120901.0,5.0
2015-03-17 15:20:13.108236,rodeo_normal,1426605639.0,0.0,1.0,main_w2_handler1,2227946,8967997,False,,559919,fasta,3203447.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18885097,,,"""600""","""table""","""20""",32.0,,21597560,1426605635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-03-17 15:20:45.572011,,4.0
2015-03-17 15:38:20.561553,rodeo_normal,1426606791.0,0.0,1.0,main_w2_handler1,2227946,8968300,False,,559919,fasta,3203795.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18885097,,,"""600""","""table""","""5""",32.0,,21597560,1426606770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-03-17 15:39:56.245732,,21.0
2015-04-06 02:28:25.221987,slurm_normal,1428287324.0,0.0,1.0,main_w2_handler0,2219754,9147278,False,,625277,fasta,3430230.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19156336,,,"""600""","""table""","""20""",32.0,,21462845,1428287321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-04-06 02:28:45.372051,,3.0
2015-06-22 06:26:30.974774,slurm_normal,1434954514.0,0.0,1.0,main_w1_handler2,673123,9703738,False,,1112257640,fasta,4011929.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",7608171,,,"""600""","""table""","""20""",32.0,,23747814,1434954408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-06-22 06:28:37.644626,15114.0,106.0
2015-06-24 00:11:38.024878,slurm_normal,1435104767.0,0.0,1.0,main_w1_handler2,2342487,9720904,False,,123254,fasta,4027464,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",20086985,,,"""600""","""table""","""20""",32.0,,23746843,1435104760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-06-24 00:13:09.310383,65128.0,7.0
2015-07-30 14:28:19.634699,slurm_normal,1438266561.0,0.0,1.0,main_w1_handler2,833651,10033471,False,,53017,fasta,4314467.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20629814,,,"""6""","""table""","""20""",32.0,,24390884,1438266536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-07-30 14:29:23.277577,11270.0,25.0
2015-08-02 06:22:00.265465,slurm_normal,1438496547.0,0.0,1.0,main_w1_handler2,2398413,10049598,False,,53017,fasta,4329490.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20663006,,,"""12""","""table""","""20""",32.0,,24384437,1438496539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-08-02 06:22:29.382388,66858.0,8.0
2015-08-02 11:32:00.570237,slurm_normal,1438515143.0,0.0,1.0,main_w2_handler1,2398598,10050163,False,,53017,fasta,4330024.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20665007,,,"""12""","""table""","""20""",32.0,,24212135,1438515137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-08-02 11:32:27.145610,66509.0,6.0
2015-08-02 22:29:29.002451,slurm_normal,1438554592.0,0.0,1.0,main_w1_handler0,2398815,10052360,False,,53017,fasta,4331909.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20668050,,,"""600""","""table""","""20""",32.0,,24097355,1438554588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-08-02 22:29:54.663604,65986.0,4.0
2015-08-05 07:06:46.647376,slurm_normal,1438759328.0,0.0,1.0,main_w2_handler1,2400247,10065463,False,,4084135,fasta,4344104.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20691089,,,"""600""","""table""","""20""",32.0,,24457689,1438759324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-08-05 07:22:11.942440,,4.0
2015-07-23 18:15:57.743470,slurm_normal,1437675389.0,0.0,1.0,main_w2_handler0,2387235,9957481,False,,53017,fasta,4242119.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20502583,,,"""7""","""seqtable""","""20""",32.0,,24156449,1437675383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-07-23 18:16:31.581565,66007.0,6.0
2015-07-23 18:15:12.261320,slurm_normal,1437675334.0,0.0,1.0,main_w2_handler0,2387235,9957470,False,,53017,fasta,4242105.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20502583,,,"""6""","""table""","""20""",32.0,,24156449,1437675330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-07-23 18:15:37.958285,66007.0,4.0
2015-07-23 18:11:20.872072,slurm_normal,1437675125.0,0.0,1.0,main_w2_handler1,2387235,9957421,False,,53017,fasta,4242069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20502583,,,"""600""","""table""","""20""",32.0,,24156449,1437675102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-07-23 18:12:09.410606,66007.0,23.0
2015-07-23 18:15:33.235053,slurm_normal,1437675359.0,0.0,1.0,main_w2_handler0,2387235,9957477,False,,53017,fasta,4242111.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20502583,,,"""12""","""table""","""20""",32.0,,24156449,1437675355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-07-23 18:16:02.321720,66007.0,4.0
2015-07-24 18:33:15.791874,slurm_normal,1437762835.0,0.0,1.0,main_w2_handler1,2388734,9969830,False,,53017,fasta,4253946.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20521717,,,"""600""","""table""","""20""",32.0,,24011372,1437762830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0,5.0.0,,2015-07-24 18:33:58.648981,65682.0,5.0
