chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names,names_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.fasta|__identifier__,parameters.names.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-02 04:43:32.891009,slurm_normal,1519965827.0,0,34083112,fasta,7680.0,1.0,main_w3_handler1,3447749,18576273,False,,12670548,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34162825}]",,,32.0,,44116570.0,1519965819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-03-02 04:43:50.596716,122045.0,8.0
,,2018-03-02 06:31:24.439199,slurm_normal,1519972298.0,0,24582924,fasta,7680.0,1.0,main_w3_handler0,3447749,18576731,False,,12670988,slurm,,132112168.0,883601.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34163520}]",,"[{'src': 'hda', 'id': 34163104}]",32.0,,44116570.0,1519972292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-03-02 06:31:41.178574,122045.0,6.0
,,2017-12-15 17:59:01.718494,slurm_normal,1513360760.0,0,38661680,fasta,,1.0,main_w4_handler1,3268793,17820863,False,,11889568,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32953323}]",,,32.0,,42683667.0,1513360752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-12-15 17:59:23.743615,52013.0,8.0
,,2017-10-19 18:07:24.234364,slurm_normal,1508436545.0,0,67039373,fasta,,1.0,main_w3_handler1,3290049,17148115,False,,11205897,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31763309}]",,,32.0,,39703838.0,1508436534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-19 18:09:07.564060,10336.0,11.0
,,2017-10-19 18:06:59.300811,slurm_normal,1508436576.0,0,780249202,fasta,,1.0,main_w4_handler0,3290049,17148108,False,,11205889,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31763290}]",,,32.0,,39703838.0,1508436502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-19 18:10:18.944904,10336.0,74.0
,,2017-11-15 18:44:43.131847,slurm_normal,1510771528.0,0,62652706,fasta,,1.0,main_w4_handler0,3326491,17473545,False,,11529899,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32198946}]","""1_1.fastq""",,32.0,,41551881.0,1510771518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-11-15 18:45:34.191734,50169.0,10.0
,,2017-10-19 18:06:43.942543,slurm_normal,1508436635.0,0,1181769224,fasta,,1.0,main_w4_handler1,3290049,17148105,False,,11205888,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31763257}]",,,32.0,,39703838.0,1508436487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-19 18:13:47.458785,10336.0,148.0
,,2017-10-20 08:45:17.351842,slurm_normal,1508489162.0,0,253051624,fasta,,1.0,main_w3_handler0,3288291,17152533,False,,11210735,slurm,,132112168.0,15229813.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31771356}]",,"[{'src': 'hda', 'id': 31771325}]",32.0,,41327851.0,1508489137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-20 08:46:12.831462,113697.0,25.0
,,2017-12-17 08:52:08.003470,slurm_normal,1513500743.0,0,38661680,fasta,,1.0,main_w4_handler1,3368213,17828503,False,,11902002,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32969546}]",,,32.0,,42702488.0,1513500737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-12-17 08:52:26.697753,97420.0,6.0
,,2017-10-06 10:47:32.617055,slurm_normal,1507286904.0,0,38661680,fasta,,1.0,main_w4_handler0,3277547,17038399,False,,11095487.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31581759}]",,,32.0,,39823809.0,1507286897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-06 10:59:28.161087,29532.0,7.0
,,2017-12-17 09:10:07.035413,slurm_normal,1513501823.0,0,6886429,fasta,,1.0,main_w4_handler0,3368213,17828542,False,,11902038,slurm,,132112168.0,1412595.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32969604}]",,"[{'src': 'hda', 'id': 32969600}]",32.0,,42702488.0,1513501817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-12-17 09:10:24.908887,97420.0,6.0
,,2017-10-05 20:41:33.546234,slurm_normal,1507236123.0,0,38661680,fasta,,1.0,main_w3_handler1,3268793,17034772,False,,11091556.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31565183}]",,,32.0,,40817377.0,1507236116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-05 20:43:32.046793,52013.0,7.0
,,2017-10-06 10:16:59.127876,slurm_normal,1507285049.0,0,6886429,fasta,,1.0,main_w4_handler0,3277545,17038140,False,,11095185.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31581222}]",,,32.0,,40679919.0,1507285044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-06 10:17:45.036352,78239.0,5.0
,,2017-10-06 11:31:25.077529,slurm_normal,1507289503.0,0,6886429,fasta,,1.0,main_w4_handler0,3277547,17038697,False,,11095812.roundup,slurm,,132112168.0,1412595.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31582301}]",,"[{'src': 'hda', 'id': 31581977}]",32.0,,39823809.0,1507289497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-06 11:31:54.540747,29532.0,6.0
,,2017-10-06 13:20:24.973297,slurm_normal,1507296175.0,0,2460408511,fasta,,1.0,main_w3_handler1,3269217,17039652,False,,11096826.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31583700}]",,,32.0,,40906309.0,1507296036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-06 13:23:06.552695,20086.0,139.0
,,2017-10-06 19:26:21.949773,slurm_normal,1507317997.0,0,38661680,fasta,,1.0,main_w3_handler1,3278085,17043055,False,,11100343.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31589191}]",,,32.0,,41097146.0,1507317990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-06 19:26:40.827247,112430.0,7.0
,,2017-10-06 19:45:06.772958,slurm_normal,1507319119.0,0,6886429,fasta,,1.0,main_w3_handler1,3278085,17043216,False,,11100501.roundup,slurm,,132112168.0,1412595.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31589514}]",,"[{'src': 'hda', 'id': 31589455}]",32.0,,41097146.0,1507319112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-06 19:45:24.237566,112430.0,7.0
,,2017-10-08 17:24:31.047805,slurm_normal,1507483482.0,0,6886429,fasta,,1.0,main_w4_handler1,3268793,17051784,False,,11108326.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31604538}]",,,32.0,,40817377.0,1507483476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-08 17:24:46.749860,52013.0,6.0
,,2017-10-09 06:27:51.838240,slurm_normal,1507530721.0,0,3366005394,fasta,,1.0,main_w3_handler0,3235019,17053572,False,,11110518.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31607214}]",,,32.0,,41153493.0,1507530516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-09 06:35:09.985390,72172.0,205.0
,,2017-12-19 14:41:06.372407,slurm_normal,1513694480.0,0,104880,fasta,,1.0,main_w3_handler0,3370622,17849951,False,,11922960,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33005005}]",,,32.0,,42757760.0,1513694475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-12-19 14:41:21.533909,,5.0
,,2017-12-19 14:27:07.791451,slurm_normal,1513693656.0,0,96323799,fasta,,1.0,main_w4_handler1,3363441,17849860,False,,11922889,slurm,,132112168.0,8160828.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32937790}]",,"[{'src': 'hda', 'id': 32937668}]",32.0,,42668866.0,1513693639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-12-19 14:27:39.041917,112430.0,17.0
,,2017-12-19 15:03:11.650216,slurm_normal,1513695808.0,0,2116,fasta,,1.0,main_w3_handler0,3370622,17850143,False,,11923182,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33005507}]",,,32.0,,42757760.0,1513695800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-12-19 15:03:31.438730,,8.0
,,2017-10-10 05:37:20.511670,slurm_normal,1507614056.0,0,3366005394,fasta,,1.0,main_w3_handler1,3281167,17061116,False,,11118670.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31620993}]",,,32.0,,41180060.0,1507613846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-10 05:41:00.648774,72172.0,210.0
,,2017-10-10 20:32:03.371566,reserved_normal,1507667531.0,0,38661680,fasta,,1.0,main_w4_handler1,3280912,17070467,False,,11128141.roundup,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31635618}]",,,32.0,,40570174.0,1507667525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-10 20:32:13.939583,5254.0,6.0
,,2017-10-10 20:59:00.013669,reserved_normal,1507669150.0,0,6886429,fasta,,1.0,main_w3_handler1,3280912,17070712,False,,11128412.roundup,slurm,,132112168.0,1412595.0,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31636512}]",,"[{'src': 'hda', 'id': 31636437}]",32.0,,40570174.0,1507669144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-10 20:59:16.034847,5254.0,6.0
