chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.minweight,parameters.out_format1,parameters.prokaryote,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-23 13:02:21.412071,slurm_normal,1474635967.0,0.0,,1.0,main_w4_handler0,2822281,13925216,False,,505,fasta,8147551.roundup,slurm,,132112168.0,corral-repl,,"""f3aaddd2818d11e6a781005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df345c0069ec3290'}]","""3.5""","""motif""","""no""",32.0,,33121692,1474635959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2016-09-23 13:06:08.962394,90325.0,8.0
,,2017-02-26 19:19:42.078382,slurm_normal,1488136789.0,0.0,,1.0,main_w4_handler0,2817359,15148146,False,,632,fasta,9300511.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28524329}]","""3.5""","""motif""","""no""",32.0,,36293262,1488136785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-02-26 19:19:52.101049,89840.0,4.0
,,2017-02-08 11:10:56.884861,slurm_normal,1486552265.0,0.0,,1.0,main_w4_handler0,523367,14981529,False,,329,fasta,9138897.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28261631}]","""3.5""","""motif""","""no""",32.0,,35883155,1486552260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-02-08 11:11:06.159359,10411.0,5.0
,,2015-01-27 20:30:17.401453,rodeo_normal,1422390704.0,0.0,,1.0,main_w2_handler0,1902269,8616931,False,,48124556,fasta,2581827.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18284347,,"""3.5""","""motif""","""no""",32.0,,20690257,1422390633.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2015-01-27 20:31:45.233335,48776.0,71.0
,,2015-02-02 05:26:39.749805,rodeo_normal,1422854844.0,0.0,,1.0,main_w2_handler1,2192156,8649133,False,,34368695,fasta,2616286.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18379614,,"""3.5""","""motif""","""no""",32.0,,20923047,1422854823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2015-02-02 05:27:27.953197,59055.0,21.0
,,2015-02-10 23:22:40.736866,rodeo_normal,1423610587.0,0.0,,1.0,main_w2_handler0,2202177,8698794,False,,433,fasta,2710395.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18468777,,"""3.5""","""motif""","""no""",32.0,,21183251,1423610585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2015-02-10 23:23:08.580816,,2.0
,,2017-05-19 08:26:43.304245,slurm_normal,1495182421.0,0.0,,1.0,main_w4_handler1,3116373,15887721,False,,520,fasta,9987373.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29668476}]","""3.5""","""motif""","""no""",32.0,,38050177,1495182417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-05-19 08:27:05.903825,81318.0,4.0
,,2017-07-14 16:10:38.247033,slurm_normal,1500048731.0,0.0,,1.0,main_w3_handler0,3190057,16346488,False,,768390,fasta,10411979.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30495191}]","""3.5""","""motif""","""no""",32.0,,39260595,1500048726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-07-14 16:13:18.113660,,5.0
,,2017-05-23 15:01:51.903255,slurm_normal,1495551728.0,0.0,,1.0,main_w4_handler0,3123853,15918198,False,,15969,genbank,10015874.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29733814}]","""3.5""","""motif""","""no""",32.0,,38164574,1495551724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-05-23 15:02:10.767644,,4.0
,,2017-05-24 13:17:19.760183,slurm_normal,1495631865.0,0.0,,1.0,main_w3_handler0,3125308,15927524,False,,6930,fasta,10025355.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29751921}]","""3.5""","""motif""","""no""",32.0,,38187599,1495631860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-05-24 13:17:47.474049,,5.0
,,2017-07-12 08:38:32.687218,slurm_normal,1499848739.0,0.0,,1.0,main_w3_handler1,3190057,16317658,False,,13227666,txt,10384555.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30451855}]","""3.5""","""motif""","""no""",32.0,,39260595,1499848730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-07-12 08:39:01.292519,,9.0
,,2017-07-12 08:42:05.671853,slurm_normal,1499848950.0,0.0,,1.0,main_w3_handler1,3190057,16317682,False,,13227666,txt,10384575.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30451855}]","""3.5""","""excel""","""no""",32.0,,39260595,1499848939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-07-12 08:42:33.758833,,11.0
,,2017-07-12 09:07:47.448740,slurm_normal,1499850490.0,0.0,,1.0,main_w4_handler0,3190057,16317903,False,,13227666,txt,10384771.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30451855}]","""3.5""","""swiss""","""no""",32.0,,39260595,1499850482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-07-12 09:08:12.473903,,8.0
,,2017-07-14 15:56:30.693484,slurm_normal,1500047865.0,0.0,,1.0,main_w3_handler0,3190057,16346409,False,,889286,fasta,10411893.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30495077}]","""3.5""","""motif""","""no""",32.0,,39260595,1500047860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-07-14 15:58:14.694787,,5.0
,,2017-07-14 15:57:44.703688,slurm_normal,1500047901.0,0.0,,1.0,main_w4_handler1,3190057,16346417,False,,889286,fasta,10411897.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30495077}]","""10""","""motif""","""no""",32.0,,39260595,1500047897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-07-14 15:58:22.481329,,4.0
,,2017-07-14 16:31:56.575409,slurm_normal,1500049938.0,0.0,,1.0,main_w4_handler0,3190057,16346618,False,,768390,fasta,10412132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30495191}]","""3.5""","""excel""","""no""",32.0,,39260595,1500049934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-07-14 16:32:19.936339,,4.0
,,2017-08-07 15:57:14.305035,slurm_normal,1502121446.0,0.0,,1.0,main_w3_handler1,3215182,16521916,False,,379,fasta,10591349.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 30785274}]","""3.5""","""motif""","""no""",32.0,,39749399,1502121443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-08-07 15:57:27.836694,109597.0,3.0
,,2017-08-07 16:00:38.092272,slurm_normal,1502121649.0,0.0,,1.0,main_w3_handler1,3215182,16521949,False,,379,fasta,10591374.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 30785274}]","""3.5""","""swiss""","""no""",32.0,,39749399,1502121645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-08-07 16:00:52.815873,109597.0,4.0
,,2018-03-02 09:00:36.839359,slurm_normal,1519981248.0,0.0,7680.0,1.0,main_w3_handler0,3448033,18577826,False,,47403,fasta,12672221,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34145885}]","""3.5""","""motif""","""no""",32.0,,44284452,1519981245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2018-03-02 09:00:50.025276,122787.0,3.0
,,2017-10-19 20:29:42.281059,slurm_normal,1508445052.0,0.0,,1.0,main_w4_handler1,3232277,17149185,False,,48845275,fasta,11206994,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31374294}]","""6.5""","""excel""","""no""",32.0,,40058168,1508445010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-10-19 20:31:02.744168,110525.0,42.0
,,2017-08-22 20:38:58.081131,slurm_normal,1503434379.0,0.0,,1.0,main_w3_handler0,3226944,16635178,False,,240251239,fasta,10707565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30943290}]","""3.5""","""excel""","""no""",32.0,,40003646,1503434346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-08-22 20:39:43.590278,110311.0,33.0
,,2017-08-30 11:51:27.791158,slurm_normal,1504093929.0,0.0,,1.0,main_w4_handler1,3226944,16692710,False,,182316420,fasta,10764336.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 31026945}]","""6.5""","""excel""","""no""",32.0,,39999921,1504093901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-08-30 11:52:12.764346,110311.0,28.0
,,2017-08-30 14:51:43.767636,slurm_normal,1504104735.0,0.0,,1.0,main_w4_handler1,3187795,16694712,False,,67250913,fasta,10766790.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 31046147}]","""5.5""","""excel""","""no""",32.0,,40032032,1504104715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-08-30 14:52:19.323123,108770.0,20.0
,,2017-08-30 15:50:42.888553,slurm_normal,1504108276.0,0.0,,1.0,main_w4_handler0,3232277,16695544,False,,71299951,fasta,10767455.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 31009415}]","""3.5""","""excel""","""no""",32.0,,40058168,1504108257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-08-30 15:51:19.371340,110525.0,19.0
,,2017-08-30 17:32:13.640460,slurm_normal,1504114370.0,0.0,,1.0,main_w4_handler1,3232277,16696245,False,,48430425,sdf,10768315.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 31048448}]","""5.5""","""excel""","""no""",32.0,,40058168,1504114343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-08-30 17:32:53.570827,110525.0,27.0
,,2017-09-14 14:27:32.996409,slurm_normal,1505399267.0,0.0,,1.0,main_w4_handler0,3232277,16819857,False,,2217,fasta,10888550.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31234244}]","""3.5""","""excel""","""no""",32.0,,40058168,1505399263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-09-14 14:27:50.332364,110525.0,4.0
,,2017-09-28 21:46:37.494435,slurm_normal,1506635212.0,0.0,,1.0,main_w4_handler1,1061926,16967824,False,,552,fasta,11035452.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31473427}]","""3.5""","""motif""","""no""",32.0,,40945839,1506635208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-09-28 21:46:55.396957,24623.0,4.0
,,2017-09-28 22:06:15.839054,slurm_normal,1506636403.0,0.0,,1.0,main_w4_handler0,1061926,16967904,False,,552,fasta,11035529.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31473427}]","""3.0""","""motif""","""no""",32.0,,40945839,1506636399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-09-28 22:06:51.692928,24623.0,4.0
,,2018-03-01 14:41:18.209073,slurm_normal,1519926539.0,0.0,7680.0,1.0,main_w3_handler1,3442677,18565488,False,,47403,fasta,12661764,slurm,,132111800.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34145110}]","""3.5""","""tagseq""","""no""",32.0,,44164719,1519926525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2018-03-01 17:49:00.577726,122787.0,14.0
,,2017-10-25 08:16:05.022739,slurm_normal,1508919391.0,0.0,,1.0,main_w3_handler1,3297989,17207846,False,,17883,fasta,11267925,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/arabidopsis.len""","""arabidopsis""",,"[{'src': 'hda', 'id': 31870610}]","""3.5""","""motif""","""no""",32.0,,41487665,1508919387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-10-25 08:16:41.347984,114356.0,4.0
,,2017-10-25 15:13:12.417027,slurm_normal,1508944469.0,0.0,,1.0,main_w3_handler1,3187795,17214279,False,,50952488,fasta,11274925,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31879244}]","""6.5""","""excel""","""no""",32.0,,40032032,1508944456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-10-25 15:14:52.412680,108770.0,13.0
,,2017-10-25 19:35:12.244957,slurm_normal,1508960148.0,0.0,,1.0,main_w3_handler0,3232277,17217212,False,,27601458,fasta,11277923,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31883630}]","""6.5""","""excel""","""no""",32.0,,40058168,1508960135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-10-25 19:36:01.084917,110525.0,13.0
,,2017-10-30 07:40:37.467670,slurm_normal,1509349265.0,0.0,,1.0,main_w3_handler1,3282724,17261807,False,,52,fasta,11320716,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31960551}]","""3.5""","""motif""","""yes""",32.0,,40036712,1509349259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-10-30 07:41:12.435808,2108.0,6.0
,,2017-12-04 16:40:17.390988,slurm_normal,1512405630.0,0.0,,1.0,main_w3_handler1,3352458,17691915,False,,7734,fasta,11756245,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32719894}]","""3.5""","""motif""","""yes""",32.0,,42450510,1512405626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: sigcleave88/5.0.0,5.0.0,,2017-12-04 16:40:31.392697,,4.0
