create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.outgroup,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-11-03 19:50:32.106145,rodeo_normal,1415044695.0,0,1.0,main_w2_handler1,2093923,8092607,False,,780723067,maf,117221.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17413151,,"""rheMac3""",2.0,,17980116,1415044247.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2014-11-03 19:58:18.733895,54213,448.0
2014-12-15 15:22:20.438998,rodeo_normal,1418657256.0,0,1.0,main_w2_handler0,2107009,8418135,False,,497550401,maf,563642.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17966062,,"""rheMac2""",2.0,,17980116,1418656945.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2014-12-15 15:27:40.445601,54213,311.0
2014-12-15 19:28:12.100613,rodeo_normal,1418671998.0,0,1.0,main_w1_handler0,2149828,8419905,False,,499664879,maf,2319742.roundup,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17970292,,"""rheMac2""",32.0,,17980116,1418671704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2014-12-15 19:33:22.152970,54213,294.0
2014-12-15 19:47:35.665846,rodeo_normal,1418673166.0,0,1.0,main_w2_handler0,2149828,8420027,False,,499664879,maf,566390.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17970292,,"""rheMac2""",2.0,,17980116,1418672863.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2014-12-15 19:52:50.965030,54213,303.0
2014-12-22 20:40:40.073881,rodeo_normal,1419281176.0,0,1.0,main_w1_handler0,2156582,8457646,False,,499664879,maf,623646.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18049654,,"""rheMac2""",2.0,,17980116,1419280859.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2014-12-22 20:46:18.690550,54213,317.0
2017-05-03 15:44:54.107815,slurm_normal,1493826302.0,0,1.0,main_w3_handler0,2083280,15736763,False,,41434,maf,9846797.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29452682}]","""rheMac3""",32.0,,37712844,1493826297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-03 15:45:03.537924,40052,5.0
2017-05-13 14:20:11.887586,slurm_normal,1494685237.0,0,1.0,main_w4_handler0,2083280,15831318,False,,19640383,maf,9932925.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29574080}]","""rheMac3""",32.0,,37712844,1494685225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:39.400296,40052,12.0
2017-05-13 14:20:09.810304,slurm_normal,1494685220.0,0,1.0,main_w4_handler0,2083280,15831313,False,,5054338,maf,9932923.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478050}]","""rheMac3""",32.0,,37712844,1494685215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:24.472189,40052,5.0
2017-05-13 14:20:08.470195,slurm_normal,1494685216.0,0,1.0,main_w3_handler0,2083280,15831310,False,,1688620,maf,9932920.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478045}]","""rheMac3""",32.0,,37712844,1494685212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:18.598757,40052,4.0
2017-05-13 14:19:02.100691,slurm_normal,1494685155.0,0,1.0,main_w4_handler1,2083280,15831309,False,,11120167,maf,9932915.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29574083}]","""rheMac3""",32.0,,37712844,1494685147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:19:17.918944,40052,8.0
2017-05-13 14:20:10.212245,slurm_normal,1494685230.0,0,1.0,main_w4_handler1,2083280,15831314,False,,5239526,maf,9932926.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478051}]","""rheMac3""",32.0,,37712844,1494685225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:34.640089,40052,5.0
2017-05-13 14:20:10.584107,slurm_normal,1494685226.0,0,1.0,main_w4_handler0,2083280,15831315,False,,5069861,maf,9932924.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478052}]","""rheMac3""",32.0,,37712844,1494685221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:29.171205,40052,5.0
2017-05-13 14:20:09.307951,slurm_normal,1494685220.0,0,1.0,main_w3_handler0,2083280,15831312,False,,5144703,maf,9932922.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478049}]","""rheMac3""",32.0,,37712844,1494685215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:22.109464,40052,5.0
2017-05-13 14:20:08.920643,slurm_normal,1494685219.0,0,1.0,main_w3_handler1,2083280,15831311,False,,1841522,maf,9932921.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478046}]","""rheMac3""",32.0,,37712844,1494685215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:20.503902,40052,4.0
2017-05-13 14:20:11.454763,slurm_normal,1494685243.0,0,1.0,main_w3_handler1,2083280,15831317,False,,20107996,maf,9932928.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29568681}]","""rheMac3""",32.0,,37712844,1494685232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:46.220299,40052,11.0
2017-05-13 14:20:11.084739,slurm_normal,1494685236.0,0,1.0,main_w3_handler1,2083280,15831316,False,,11041386,maf,9932927.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29568670}]","""rheMac3""",32.0,,37712844,1494685228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:20:39.205875,40052,8.0
2017-05-13 14:57:09.026718,slurm_normal,1494687454.0,0,1.0,main_w4_handler1,2083280,15831401,False,,31255875,maf,9933068.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29591314}]","""rheMac3""",32.0,,37712844,1494687435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:57:35.442369,40052,19.0
2017-05-13 14:57:08.500668,slurm_normal,1494687450.0,0,1.0,main_w3_handler0,2083280,15831400,False,,30004824,maf,9933067.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29591313}]","""rheMac3""",32.0,,37712844,1494687432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-13 14:57:31.452447,40052,18.0
2017-05-15 13:36:48.191236,slurm_normal,1494855423.0,0,1.0,main_w3_handler1,2083280,15838616,False,,17844242,maf,9939597.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29602056}]","""rheMac3""",32.0,,37712844,1494855412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-15 13:37:04.315022,40052,11.0
2017-05-15 13:36:38.786479,slurm_normal,1494855414.0,0,1.0,main_w3_handler1,2083280,15838615,False,,18755446,maf,9939595.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29602057}]","""rheMac3""",32.0,,37712844,1494855403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-15 13:36:57.175538,40052,11.0
2017-05-15 16:14:45.467712,slurm_normal,1494864898.0,0,1.0,main_w3_handler0,2083280,15840059,False,,10460189,maf,9940973.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29603296}]","""rheMac3""",32.0,,37712844,1494864889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-15 16:14:59.888828,40052,9.0
2017-05-15 16:14:36.391688,slurm_normal,1494864889.0,0,1.0,main_w4_handler1,2083280,15840056,False,,10124183,maf,9940972.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29603298}]","""rheMac3""",32.0,,37712844,1494864881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3,1.0.3,,2017-05-15 16:14:51.504979,40052,8.0
