chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,file,file_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv.alignments,parameters.adv.clip,parameters.adv.matepairDist,parameters.adv.maxID,parameters.adv.minID,parameters.adv.minlen,parameters.adv.readfilter,parameters.adv.region,parameters.adv.skip_technical,parameters.adv.split,parameters.adv.spotgroups,parameters.chromInfo,parameters.dbkey,parameters.file|__identifier__,parameters.input.__current_case__,parameters.input.accession,parameters.input.file,parameters.input.file.values,parameters.input.input_select,parameters.outputformat,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-26 16:59:29.817313,slurm_normal,1461690930.0,0,,,1.0,main_w1_handler2,2632353,12625456,False,,6828802.roundup,slurm,,132112168.0,corral-repl,,,aligned,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2086426,,,accession_number,"""fastqsanger""",32.0,,29591805,1461689985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 17:15:32.572776,43569.0,945.0
,,2016-04-26 16:59:05.208235,slurm_normal,1461690933.0,0,,,1.0,main_w1_handler2,2632353,12625453,False,,6828800.roundup,slurm,,132112168.0,corral-repl,,,aligned,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2086411,,,accession_number,"""fastqsanger""",32.0,,29591805,1461689960.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 17:15:36.953424,43569.0,973.0
,,2016-04-26 17:00:28.625451,slurm_normal,1461691279.0,0,,,1.0,main_w2_handler0,2632353,12625460,False,,6828860.roundup,slurm,,132112168.0,corral-repl,,,aligned,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2086399,,,accession_number,"""fastqsanger""",32.0,,29591805,1461690576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 17:21:24.367736,43569.0,703.0
,,2016-04-26 17:00:53.605011,slurm_normal,1461691551.0,0,,,1.0,main_w1_handler2,2632353,12625462,False,,6828879.roundup,slurm,,132112168.0,corral-repl,,,aligned,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2086403,,,accession_number,"""fastqsanger""",32.0,,29591805,1461690935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 17:25:56.241939,43569.0,616.0
,,2016-04-26 16:56:46.019337,slurm_normal,1461691236.0,0,,,1.0,main_w1_handler2,2632353,12625440,False,,6828784.roundup,slurm,,132112168.0,corral-repl,,,aligned,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2086394,,,accession_number,"""fastqsanger""",32.0,,29591805,1461689825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 17:20:38.356629,43569.0,1411.0
,,2016-04-26 16:57:11.521413,slurm_normal,1461691374.0,0,,,1.0,main_w2_handler0,2632353,12625442,False,,6828789.roundup,slurm,,132112168.0,corral-repl,,,aligned,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2086414,,,accession_number,"""fastqsanger""",32.0,,29591805,1461689841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 17:22:58.536835,43569.0,1533.0
,,2016-04-26 20:33:05.464061,slurm_normal,1461703595.0,0,,,1.0,main_w1_handler2,2678183,12630644,False,,6832307.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR393832,,,accession_number,"""fastqsanger""",32.0,,29724811,1461702798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 20:46:38.432990,83057.0,797.0
,,2016-04-26 20:31:46.344788,slurm_normal,1461703525.0,0,,,1.0,main_w1_handler2,2678183,12630638,False,,6832284.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR393833,,,accession_number,"""fastqsanger""",32.0,,29724811,1461702717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 20:45:26.548659,83057.0,808.0
,,2016-04-26 22:15:27.038869,slurm_normal,1461708954.0,3,,,1.0,main_w1_handler2,2685629,12633106,False,,6834201.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1562475	,,,accession_number,"""fastqsanger""",32.0,,29669244,1461708949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:15:57.475276,82749.0,5.0
,,2016-04-26 22:24:16.912291,slurm_normal,1461709815.0,0,,,1.0,main_w2_handler1,2685662,12634247,False,,6834327.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1207296,,,accession_number,"""fastqsanger""",32.0,,29669261,1461709479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:30:21.441874,82751.0,336.0
,,2016-04-26 22:18:38.646878,slurm_normal,1461709814.0,0,,,1.0,main_w2_handler1,2685629,12633508,False,,6834265.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1562504,,,accession_number,"""fastqsanger""",32.0,,29669244,1461709142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:30:21.451522,82749.0,672.0
,,2016-04-26 22:15:59.741712,slurm_normal,1461709854.0,0,,,1.0,main_w1_handler2,2685629,12633168,False,,6834217.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1562481,,,accession_number,"""fastqsanger""",32.0,,29669244,1461708977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:30:57.243643,82749.0,877.0
,,2016-04-26 22:42:43.121495,slurm_normal,1461710583.0,3,,,1.0,main_w2_handler0,2685629,12635231,False,,6834662.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1562475	,,,accession_number,"""fastqsanger""",32.0,,29669244,1461710578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:43:08.282171,82749.0,5.0
,,2016-04-26 22:21:20.748294,slurm_normal,1461709305.0,3,,,1.0,main_w1_handler2,2679993,12633837,False,,6834293.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1207292	,,,accession_number,"""fastqsanger""",32.0,,29817575,1461709300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:21:49.541163,82753.0,5.0
,,2016-04-26 22:22:14.088973,slurm_normal,1461709395.0,3,,,1.0,main_w2_handler0,2679993,12633942,False,,6834311.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1207294	,,,accession_number,"""fastqsanger""",32.0,,29817575,1461709359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:23:19.325149,82753.0,36.0
,,2016-04-26 22:21:49.134678,slurm_normal,1461709409.0,3,,,1.0,main_w2_handler0,2679993,12633903,False,,6834309.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1207293	,,,accession_number,"""fastqsanger""",32.0,,29817575,1461709351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:23:33.359075,82753.0,58.0
,,2016-04-26 22:16:54.200260,slurm_normal,1461709418.0,0,,,1.0,main_w2_handler1,2685629,12633270,False,,6834236.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1562484,,,accession_number,"""fastqsanger""",32.0,,29669244,1461709036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:23:40.896916,82749.0,382.0
,,2016-04-26 22:18:08.106732,slurm_normal,1461709456.0,0,,,1.0,main_w2_handler1,2685629,12633434,False,,6834259.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1562488,,,accession_number,"""fastqsanger""",32.0,,29669244,1461709113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:24:20.751313,82749.0,343.0
,,2016-04-26 22:24:23.988311,slurm_normal,1461709525.0,3,,,1.0,main_w1_handler1,2685640,12634258,False,,6834328.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRX368214,,,accession_number,"""fastqsanger""",32.0,,29669237,1461709481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:25:29.221389,82748.0,44.0
,,2016-04-26 21:38:20.431908,slurm_normal,1461708015.0,0,325784359.0,sra,1.0,main_w2_handler0,2685593,12631045,False,,6833636.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""",,1,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569e0568c00d4e5b6'}]",file,"""fastqsanger""",32.0,,29850560,1461706746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:00:23.916836,83355.0,1269.0
,,2016-04-26 22:25:31.613761,slurm_normal,1461709560.0,3,,,1.0,main_w1_handler2,2685640,12634402,False,,6834342.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRX368215,,,accession_number,"""fastqsanger""",32.0,,29669237,1461709556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:26:06.328305,82748.0,4.0
,,2016-04-26 21:58:52.840683,slurm_normal,1461708272.0,0,,,1.0,main_w2_handler0,2674466,12631490,False,,6833873.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578578,,,accession_number,"""fastqsanger""",32.0,,29669327,1461707945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:04:37.289273,82761.0,327.0
,,2016-04-26 21:59:36.298452,slurm_normal,1461708331.0,0,,,1.0,main_w1_handler0,2674466,12631593,False,,6833876.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578581,,,accession_number,"""fastqsanger""",32.0,,29669327,1461708001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:05:33.767379,82761.0,330.0
,,2016-04-26 21:58:17.402160,slurm_normal,1461708405.0,0,,,1.0,main_w1_handler1,2674466,12631432,False,,6833871.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578575,,,accession_number,"""fastqsanger""",32.0,,29669327,1461707920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:06:54.190954,82761.0,485.0
,,2016-04-26 22:00:26.711790,slurm_normal,1461708467.0,0,,,1.0,main_w2_handler0,2685631,12631704,False,,6833891.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578548,,,accession_number,"""fastqsanger""",32.0,,29669246,1461708047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:07:52.302180,82750.0,420.0
,,2016-04-26 22:15:36.926321,slurm_normal,1461709597.0,0,,,1.0,main_w2_handler1,2685649,12633118,False,,6834202.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1562475,,,accession_number,"""fastqsanger""",32.0,,29851718,1461708950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:26:39.671572,,647.0
,,2016-04-26 22:03:31.548234,slurm_normal,1461708481.0,0,,,1.0,main_w1_handler1,2685633,12631993,False,,6833946.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578563,,,accession_number,"""fastqsanger""",32.0,,29669278,1461708225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:08:04.148340,82756.0,256.0
,,2016-04-26 22:02:56.851294,slurm_normal,1461708516.0,0,,,1.0,main_w1_handler2,2685633,12631952,False,,6833936.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578560,,,accession_number,"""fastqsanger""",32.0,,29669278,1461708192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:08:39.182628,82756.0,324.0
,,2016-04-26 22:02:23.091327,slurm_normal,1461708549.0,0,,,1.0,main_w2_handler0,2685631,12631899,False,,6833922.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578602,,,accession_number,"""fastqsanger""",32.0,,29669246,1461708160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:09:14.670339,82750.0,389.0
,,2016-04-26 22:05:13.353096,slurm_normal,1461708607.0,0,,,1.0,main_w1_handler1,2685633,12632149,False,,6833975.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578566,,,accession_number,"""fastqsanger""",32.0,,29669278,1461708329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:10:10.655071,82756.0,278.0
,,2016-04-26 22:01:19.803063,slurm_normal,1461708734.0,0,,,1.0,main_w1_handler1,2685631,12631814,False,,6833907.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578554,,,accession_number,"""fastqsanger""",32.0,,29669246,1461708097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:12:19.658498,82750.0,637.0
,,2016-04-26 22:02:22.148290,slurm_normal,1461708748.0,0,,,1.0,main_w2_handler1,2685633,12631895,False,,6833929.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578608,,,accession_number,"""fastqsanger""",32.0,,29669278,1461708165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:12:35.040368,82756.0,583.0
,,2016-04-26 22:24:43.965417,slurm_normal,1461709612.0,0,,,1.0,main_w1_handler0,2685662,12634297,False,,6834331.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1207298,,,accession_number,"""fastqsanger""",32.0,,29669261,1461709504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:26:57.077676,82751.0,108.0
,,2016-04-26 22:26:08.562792,slurm_normal,1461709618.0,3,,,1.0,main_w1_handler0,2685640,12634474,False,,6834347.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRX368213,,,accession_number,"""fastqsanger""",32.0,,29669237,1461709587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:27:01.696520,82748.0,31.0
,,2016-04-26 22:22:00.291383,slurm_normal,1461709621.0,0,,,1.0,main_w2_handler0,2676530,12633918,False,,6834310.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1207291,,,accession_number,"""fastqsanger""",32.0,,29669287,1461709351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:27:06.163358,82759.0,270.0
,,2016-04-26 22:26:38.763173,slurm_normal,1461709628.0,3,,,1.0,main_w1_handler2,2685640,12634511,False,,6834358.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRX368212,,,accession_number,"""fastqsanger""",32.0,,29669237,1461709612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:27:13.707996,82748.0,16.0
,,2016-04-26 22:01:28.896209,slurm_normal,1461708783.0,0,,,1.0,main_w1_handler0,2674466,12631826,False,,6833910.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578605,,,accession_number,"""fastqsanger""",32.0,,29669327,1461708111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:13:06.200794,82761.0,672.0
,,2016-04-26 22:00:50.014235,slurm_normal,1461708782.0,0,,,1.0,main_w1_handler1,2685631,12631756,False,,6833899.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR578551,,,accession_number,"""fastqsanger""",32.0,,29669246,1461708072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:13:07.051354,82750.0,710.0
,,2016-04-26 22:15:05.776477,slurm_normal,1461711526.0,0,,,1.0,main_w2_handler0,2674462,12633086,False,,6834187.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2163083,,,accession_number,"""fastqsanger""",32.0,,29669282,1461708925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 22:58:49.416775,82757.0,2601.0
,,2016-04-26 22:21:30.353336,slurm_normal,1461711616.0,0,,,1.0,main_w1_handler2,2676530,12633861,False,,6834301.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1036420,,,accession_number,"""fastqsanger""",32.0,,29669287,1461709319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 23:00:18.747957,82759.0,2297.0
,,2016-04-26 22:20:56.379329,slurm_normal,1461712757.0,0,,,1.0,main_w1_handler2,2676530,12633783,False,,6834289.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1036419,,,accession_number,"""fastqsanger""",32.0,,29669287,1461709274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.2.5,1.2.5,,2016-04-26 23:19:20.620108,82759.0,3483.0
