create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_file.values,parameters.mask_type,parameters.quality_score,parameters.score_comparison,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-05 12:13:15.196321,slurm_normal,1515154417.0,0,,1.0,main_w3_handler0,3368833,17953409,False,,33826185,fastqsanger,12029881,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33185760}]","""N""","""0""","""le""",32.0,,42974056,1515154400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2018-01-05 12:13:39.894625,118775.0,17.0
2017-10-26 05:50:54.513121,slurm_normal,1508997086.0,0,,1.0,main_w4_handler1,3244969,17221742,False,,31177543,fastqsanger,11282972,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31566432}]","""N""","""29""","""le""",32.0,,40321004,1508997069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-26 05:51:27.048661,,17.0
2017-10-26 07:05:01.770893,slurm_normal,1509001758.0,0,,1.0,main_w4_handler1,3244969,17222919,False,,175048341,fastqsanger,11283944,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31893172}]","""N""","""29""","""le""",32.0,,40321004,1509001678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-26 07:09:23.259352,,80.0
2017-10-26 10:09:51.319802,slurm_normal,1509012646.0,0,,1.0,main_w3_handler0,3244969,17224936,False,,31130307,fastqsanger,11286327,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31566433}]","""N""","""29""","""le""",32.0,,40321004,1509012629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-26 10:10:48.865662,,17.0
2017-10-26 10:09:50.835684,slurm_normal,1509012619.0,0,,1.0,main_w4_handler1,3244969,17224935,False,,31177543,fastqsanger,11286323,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31566432}]","""N""","""29""","""le""",32.0,,40321004,1509012601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-26 10:10:22.697643,,18.0
2017-10-27 09:47:37.810675,slurm_normal,1509097845.0,0,,1.0,main_w3_handler1,3244969,17238016,False,,112628529,fastqsanger,11298747,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920497}]","""N""","""29""","""le""",32.0,,40321004,1509097796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-27 09:50:51.665931,,49.0
2017-10-27 09:47:40.032692,slurm_normal,1509097782.0,0,,1.0,main_w4_handler0,3244969,17238020,False,,111730784,fastqsanger,11298735,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920581}]","""N""","""29""","""le""",32.0,,40321004,1509097733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-27 09:49:44.382043,,49.0
2017-10-27 09:47:40.535433,slurm_normal,1509097912.0,0,,1.0,main_w4_handler1,3244969,17238021,False,,111915900,fastqsanger,11298776,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920720}]","""N""","""29""","""le""",32.0,,40321004,1509097865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-27 09:51:56.579336,,47.0
2017-10-27 09:47:38.954796,slurm_normal,1509097976.0,0,,1.0,main_w3_handler1,3244969,17238018,False,,115276392,fastqsanger,11298782,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920525}]","""N""","""29""","""le""",32.0,,40321004,1509097928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-27 09:53:03.520637,,48.0
2017-10-27 09:47:39.316658,slurm_normal,1509098158.0,0,,1.0,main_w3_handler1,3244969,17238019,False,,115387852,fastqsanger,11298811,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920533}]","""N""","""29""","""le""",32.0,,40321004,1509098109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-27 09:56:05.451824,,49.0
2017-10-27 00:10:43.432285,slurm_normal,1509063214.0,0,,1.0,main_w4_handler1,3244969,17235043,False,,164643459,fastqsanger,11295448,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31702158}]","""N""","""29""","""le""",32.0,,40321004,1509063145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-27 00:13:38.324920,,69.0
2017-10-27 00:10:42.612638,slurm_normal,1509063134.0,0,,1.0,main_w4_handler1,3244969,17235042,False,,163927209,fastqsanger,11295442,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31702127}]","""N""","""29""","""le""",32.0,,40321004,1509063066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-27 00:12:18.552198,,68.0
2017-10-27 09:47:38.259226,slurm_normal,1509097725.0,0,,1.0,main_w4_handler0,3244969,17238017,False,,112803591,fastqsanger,11298726,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920507}]","""N""","""29""","""le""",32.0,,40321004,1509097673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-27 09:48:47.941380,,52.0
2017-10-29 06:56:16.330551,slurm_normal,1509260248.0,0,,1.0,main_w4_handler0,3301934,17252867,False,,139131809,fastqsanger,11313283,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920116}]","""N""","""20""","""lt""",32.0,,41603171,1509260187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-29 06:57:30.218022,112058.0,61.0
2017-10-29 07:01:47.632317,slurm_normal,1509260573.0,0,,1.0,main_w4_handler0,3301934,17252882,False,,138694941,fastqsanger,11313296,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31919814}]","""N""","""20""","""lt""",32.0,,41603171,1509260517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-29 07:02:56.221161,112058.0,56.0
2017-10-29 10:21:22.451630,slurm_normal,1509272552.0,0,,1.0,main_w4_handler0,3303633,17253431,False,,139131809,fastqsanger,11313894,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31943902}]","""N""","""20""","""le""",32.0,,41604573,1509272493.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-29 10:22:33.739836,112058.0,59.0
2017-10-29 14:47:43.573718,slurm_normal,1509288558.0,0,,1.0,main_w3_handler0,3303633,17254473,False,,135095651,fastqsanger,11314792,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31945486}]","""N""","""20""","""lt""",32.0,,41599954,1509288503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-29 14:49:26.708474,112058.0,55.0
2017-10-29 14:47:32.856667,slurm_normal,1509288522.0,0,,1.0,main_w4_handler0,3303633,17254471,False,,135766163,fastqsanger,11314786,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31945500}]","""N""","""20""","""lt""",32.0,,41599954,1509288463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-29 14:48:43.550375,112058.0,59.0
2017-10-29 15:37:41.946033,slurm_normal,1509291573.0,0,,1.0,main_w3_handler0,3303633,17255328,False,,138694941,fastqsanger,11315139,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31949855}]","""N""","""20""","""lt""",32.0,,41599954,1509291515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-29 15:39:43.493530,112058.0,58.0
2017-10-30 02:14:27.394292,slurm_normal,1509330075.0,0,,1.0,main_w4_handler1,3266056,17260621,False,,33226392,fastqsanger,11319242,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31958313}]","""N""","""38""","""lt""",32.0,,40249624,1509330055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-10-30 02:21:20.730970,,20.0
2017-11-02 09:54:27.028045,slurm_normal,1509617149.0,0,,1.0,main_w3_handler1,3244969,17296525,False,,111915900,fastqsanger,11359156,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920720}]","""N""","""29""","""le""",32.0,,40321004,1509617097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-11-02 10:05:54.290047,,52.0
2017-11-01 20:53:43.429023,slurm_normal,1509569666.0,0,,1.0,main_w3_handler0,3307461,17290277,False,,1903378,fastqsanger,11352240,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{'src': 'hda', 'id': 32010308}]","""N""","""30""","""le""",32.0,,41680932,1509569634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-11-01 20:54:27.616634,114915.0,32.0
2017-11-02 09:54:25.791712,slurm_normal,1509617333.0,0,,1.0,main_w4_handler0,3244969,17296522,False,,115276392,fastqsanger,11359207,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920525}]","""N""","""29""","""le""",32.0,,40321004,1509617278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-11-02 10:08:56.417839,,55.0
2017-11-02 09:53:41.615872,slurm_normal,1509617081.0,0,,1.0,main_w4_handler1,3244969,17296505,False,,111730784,fastqsanger,11359124,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920581}]","""N""","""19""","""le""",32.0,,40321004,1509617028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-11-02 10:04:47.155720,,53.0
2017-11-02 09:53:41.408573,slurm_normal,1509616776.0,0,,1.0,main_w4_handler0,3244969,17296504,False,,115387852,fastqsanger,11359049,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920533}]","""N""","""19""","""le""",32.0,,40321004,1509616722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-11-02 09:59:40.503100,,54.0
2017-11-02 09:54:26.166570,slurm_normal,1509616908.0,0,,1.0,main_w3_handler0,3244969,17296523,False,,115387852,fastqsanger,11359076,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920533}]","""N""","""29""","""le""",32.0,,40321004,1509616858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-11-02 10:01:50.316869,,50.0
2017-11-02 09:53:41.775626,slurm_normal,1509616845.0,0,,1.0,main_w3_handler1,3244969,17296506,False,,111915900,fastqsanger,11359063,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31920720}]","""N""","""19""","""le""",32.0,,40321004,1509616794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.1,1.1.1,,2017-11-02 10:00:51.524002,,51.0
