create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format1,parameters.shuffle,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-14 14:40:36.750631,slurm_normal,1510670513.0,0.0,,1.0,main_w3_handler0,3324429,17453777,False,,1569738,fasta,11511398,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 32305515}]","""fasta""","""10""",32.0,,40845075,1510670503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-14 14:42:33.808138,1228.0,10.0
2017-11-14 14:41:39.349815,slurm_normal,1510670615.0,0.0,,1.0,main_w3_handler0,3324429,17453814,False,,328457,fasta,11511450,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 32305626}]","""fasta""","""10""",32.0,,40845075,1510670611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-14 14:44:24.229091,1228.0,4.0
2018-02-04 20:28:26.179006,slurm_normal,1517776119.0,0.0,,1.0,main_w4_handler0,3410549,18252218,False,,2258220,fasta,12334103,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33662541}]","""fasta""","""1""",32.0,,43609155,1517776115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2018-02-04 20:28:40.834981,120916.0,4.0
2017-11-25 20:17:58.647464,slurm_normal,1511641088.0,0.0,,1.0,main_w3_handler0,3263821,17580605,False,,2242413,fasta,11643053,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527119}]","""fasta""","""1""",32.0,,40780348,1511641081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 20:18:10.750851,,7.0
2017-11-25 20:16:34.667631,slurm_normal,1511641012.0,0.0,,1.0,main_w3_handler0,3263821,17580601,False,,2682385,fasta,11643047,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527116}]","""fasta""","""1""",32.0,,40780348,1511641005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 20:16:54.648804,,7.0
2017-11-25 17:10:44.165846,slurm_normal,1511629906.0,0.0,,1.0,main_w4_handler0,3263821,17579520,False,,6260440,fasta,11642031,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527111}]","""fasta""","""6""",32.0,,40780348,1511629850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 17:11:47.414485,,56.0
2017-11-25 17:11:19.477410,slurm_normal,1511629923.0,0.0,,1.0,main_w4_handler1,3263821,17579524,False,,2124986,fasta,11642048,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527118}]","""fasta""","""6""",32.0,,40780348,1511629909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 17:12:04.855611,,14.0
2017-11-25 17:11:41.592994,slurm_normal,1511629924.0,0.0,,1.0,main_w3_handler0,3263821,17579534,False,,2242413,fasta,11642049,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527119}]","""fasta""","""6""",32.0,,40780348,1511629909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 17:12:06.156997,,15.0
2017-11-25 17:11:04.470458,slurm_normal,1511629945.0,0.0,,1.0,main_w3_handler1,3263821,17579523,False,,2682385,fasta,11642051,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527116}]","""fasta""","""6""",32.0,,40780348,1511629929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 17:12:27.880410,,16.0
2017-11-25 17:09:49.610868,slurm_normal,1511629817.0,0.0,,1.0,main_w3_handler1,3263821,17579508,False,,6260440,fasta,11642020,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527111}]","""fasta""","""1""",32.0,,40780348,1511629793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 17:10:18.732236,,24.0
2017-11-25 20:16:45.517603,slurm_normal,1511641024.0,0.0,,1.0,main_w3_handler1,3263821,17580602,False,,2124986,fasta,11643048,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527118}]","""fasta""","""1""",32.0,,40780348,1511641017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 20:17:06.012080,,7.0
2017-11-25 20:17:05.084095,slurm_normal,1511641043.0,0.0,,1.0,main_w3_handler0,3263821,17580603,False,,13509840,fasta,11643049,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32527288}]","""fasta""","""1""",32.0,,40780348,1511641028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0,5.0.0,,2017-11-25 20:17:25.465725,,15.0
