annot,annot_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input1,input10,input10_filetype,input11,input11_filetype,input12,input12_filetype,input13,input13_filetype,input14,input14_filetype,input15,input15_filetype,input16,input16_filetype,input17,input17_filetype,input18,input18_filetype,input19,input19_filetype,input1_filetype,input2,input20,input20_filetype,input2_filetype,input3,input3_filetype,input4,input4_filetype,input5,input5_filetype,input6,input6_filetype,input7,input7_filetype,input8,input8_filetype,input9,input9_filetype,input_filetype,input_ref,input_ref_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.annot.values,parameters.chromInfo,parameters.dbkey,parameters.gene_selection,parameters.input.values,parameters.input_ref.values,parameters.input_size,parameters.min_contig,parameters.threshold_contig,parameters.type_file,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-02-16 23:20:50.746388,slurm_normal,1518823273.0,1,7680.0,1.0,main_w3_handler0,3432343,18417112,False,,15464,15464,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12503373,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33908472}]",,"""15200""","""500""","""0,1000""","""contig""",32.0,,43966351,1518823259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-16 23:21:15.550257,122143.0,14.0
,,2018-02-17 15:05:29.443627,slurm_normal,1518879973.0,1,7680.0,1.0,main_w4_handler0,3432343,18421618,False,,15542,15542,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12509937,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33909244}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43966351,1518879941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-17 15:06:18.400194,122143.0,32.0
,,2018-02-18 06:44:11.498527,slurm_normal,1518936334.0,1,7680.0,1.0,main_w4_handler1,3220227,18425302,False,,307117212,307117212,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12519355,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""eukaryote""","[{'src': 'hda', 'id': 33923265}]",,"""354000000""","""100""","""0,1000""","""contig""",32.0,,43974183,1518936263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-18 06:45:38.219928,79443.0,71.0
,,2018-02-18 06:30:07.487501,slurm_normal,1518935484.0,1,7680.0,1.0,main_w3_handler0,3220227,18425242,False,,307117212,307117212,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12519217,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33923265}]",,"""354000000""","""500""","""0,1000""","""contig""",32.0,,43974183,1518935421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-18 06:31:27.973459,79443.0,63.0
,,2018-02-18 06:46:04.786965,slurm_normal,1518936438.0,1,7680.0,1.0,main_w3_handler0,3220227,18425310,False,,307117212,307117212,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12519366,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33923265}]",,"""""","""500""","""0,1000""","""scaffold""",32.0,,43974183,1518936375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-18 06:47:21.158478,79443.0,63.0
,,2018-02-18 16:35:27.113850,slurm_normal,1518971832.0,1,7680.0,1.0,main_w3_handler0,3023394,18427905,False,,9613886,9613886,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12521947,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33914291}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43963144,1518971821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-18 16:37:18.937349,52639.0,11.0
,,2018-02-18 20:19:05.487260,slurm_normal,1518985162.0,1,7680.0,1.0,main_w3_handler0,3432343,18428771,False,,15542,15542,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12522994,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33909244}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43981065,1518985154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-18 20:19:26.106607,122143.0,8.0
,,2018-02-18 19:33:00.082603,slurm_normal,1518982398.0,1,7680.0,1.0,main_w3_handler1,3429769,18428666,False,,194435,194435,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12522872,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33928432}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43504484,1518982389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-18 19:33:22.252703,120820.0,9.0
,,2018-02-19 05:04:52.437716,slurm_normal,1519016714.0,1,7680.0,1.0,main_w3_handler0,3434083,18431607,False,,5330664,5330664,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12525877,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33932983}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43997828,1519016704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-19 05:05:20.960797,,10.0
,,2018-02-19 05:06:53.306937,slurm_normal,1519016828.0,1,7680.0,1.0,main_w4_handler0,3434083,18431659,False,,5330664,5330664,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12525912,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33932983}]",,"""""","""200""","""0,1000""","""contig""",32.0,,43997828,1519016821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-19 05:07:11.514710,,7.0
,,2018-02-19 05:11:29.451781,slurm_normal,1519017112.0,1,7680.0,1.0,main_w4_handler0,3434083,18431695,False,,5330350,5330350,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12525970,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33933298}]",,"""""","""500""","""0,1000""","""scaffold""",32.0,,43997828,1519017101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-19 05:11:56.505954,,11.0
,,2018-02-19 06:12:52.350007,slurm_normal,1519020817.0,1,7680.0,1.0,main_w4_handler0,3434083,18432357,False,,5414969,5414969,3239012.0,fasta,3200778.0,fasta,5514116.0,fasta,5540874.0,fasta,3943238.0,fasta,,,,,,,,,,,fasta,3736148.0,,,fasta,3161353.0,fasta,5330350.0,fasta,4525414.0,fasta,5433602.0,fasta,5488235.0,fasta,4276962.0,fasta,3846877.0,fasta,fasta,,,12526607,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33934134}, {'src': 'hda', 'id': 33934135}, {'src': 'hda', 'id': 33934136}, {'src': 'hda', 'id': 33934137}, {'src': 'hda', 'id': 33934138}, {'src': 'hda', 'id': 33934139}, {'src': 'hda', 'id': 33934140}, {'src': 'hda', 'id': 33934144}, {'src': 'hda', 'id': 33934145}, {'src': 'hda', 'id': 33934146}, {'src': 'hda', 'id': 33934148}, {'src': 'hda', 'id': 33934149}, {'src': 'hda', 'id': 33934150}, {'src': 'hda', 'id': 33934151}]",,"""""","""500""","""0,1000""","""scaffold""",32.0,,43997828,1519020783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-19 06:13:40.865785,,34.0
,,2018-02-19 06:24:50.228561,slurm_normal,1519021539.0,1,7680.0,1.0,main_w3_handler1,3434083,18432414,False,,5414969,5414969,3239012.0,fasta,3200778.0,fasta,5514116.0,fasta,5540874.0,fasta,3943238.0,fasta,,,,,,,,,,,fasta,3736148.0,,,fasta,3161353.0,fasta,5330350.0,fasta,4525414.0,fasta,5433602.0,fasta,5488235.0,fasta,4276962.0,fasta,3846877.0,fasta,fasta,,,12526701,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33934198}, {'src': 'hda', 'id': 33934199}, {'src': 'hda', 'id': 33934200}, {'src': 'hda', 'id': 33934201}, {'src': 'hda', 'id': 33934202}, {'src': 'hda', 'id': 33934204}, {'src': 'hda', 'id': 33934205}, {'src': 'hda', 'id': 33934206}, {'src': 'hda', 'id': 33934209}, {'src': 'hda', 'id': 33934210}, {'src': 'hda', 'id': 33934211}, {'src': 'hda', 'id': 33934212}, {'src': 'hda', 'id': 33934213}, {'src': 'hda', 'id': 33934216}]",,"""""","""0""","""0,1000""","""contig""",32.0,,43997828,1519021504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-19 06:25:42.226976,,35.0
,,2018-02-19 16:35:39.125827,slurm_normal,1519058187.0,1,7680.0,1.0,main_w3_handler0,3419528,18437817,False,,2512255,2512255,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12532417,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33907688}]",,"""""","""500""","""0,1000""","""scaffold""",32.0,,43731441,1519058166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-19 16:36:31.755379,121461.0,21.0
,,2018-02-19 16:59:14.548131,slurm_normal,1519059575.0,1,7680.0,1.0,main_w4_handler0,3419528,18438064,False,,2512255,2512255,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12532666,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33907688}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43731441,1519059569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-19 16:59:38.962284,121461.0,6.0
,,2018-02-20 01:17:19.907100,reserved_normal,1519089479.0,1,7680.0,1.0,main_w4_handler0,3277174,18442448,False,,4647215,4647215,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12537428.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33946875}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43964133,1519089447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-20 01:18:02.022633,5254.0,32.0
,,2018-02-20 12:34:41.275028,slurm_normal,1519130104.0,1,7680.0,1.0,main_w4_handler0,3416913,18446179,False,,4718051,4718051,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12541206,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33955686}]",,"""50""","""500""","""0,1000""","""contig""",32.0,,43680327,1519130094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-20 12:35:09.721007,121313.0,10.0
,,2018-02-20 15:12:25.503757,slurm_normal,1519139570.0,1,7680.0,1.0,main_w4_handler0,3409456,18447898,False,,2827658,2827658,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12542873,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33819560}]",,"""2700000""","""500""","""0,1000""","""contig""",32.0,,43527575,1519139559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-20 15:12:52.583195,120857.0,11.0
125801282.0,gff3,2018-02-20 21:11:12.800874,slurm_normal,1519161181.0,4,7680.0,1.0,main_w4_handler1,3319449,18452818,False,,158675168,158675168,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,990744229.0,fasta,12547756,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33945142}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""eukaryote""","[{'src': 'hda', 'id': 33947878}]","[{'src': 'hda', 'id': 33945045}]","""""","""500""","""0,1000""","""contig""",32.0,,43705994,1519161082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-20 21:13:06.078617,88606.0,99.0
,,2018-02-21 13:25:48.349708,slurm_normal,1519219572.0,1,7680.0,1.0,main_w3_handler1,3224723,18461447,False,,355145,355145,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12556281,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33551938}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43509680,1519219561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-21 13:26:14.254790,110261.0,11.0
,,2018-02-21 13:26:19.530359,slurm_normal,1519219605.0,1,7680.0,1.0,main_w3_handler0,3224723,18461455,False,,11672935,11672935,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12556293,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33570624}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43509680,1519219593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-21 13:26:49.074449,110261.0,12.0
,,2018-02-21 14:45:56.227052,slurm_normal,1519224380.0,1,7680.0,1.0,main_w4_handler0,3430467,18462867,False,,18943295,18943295,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12557540,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""eukaryote""","[{'src': 'hda', 'id': 33982339}]",,"""""","""300""","""0,500,1000""","""contig""",32.0,,43940133,1519224366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-21 14:46:27.406587,,14.0
,,2018-02-21 16:18:51.933695,slurm_normal,1519230105.0,1,7680.0,1.0,main_w4_handler0,3435612,18466917,False,,120775265,120775265,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12560616,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""eukaryote""","[{'src': 'hda', 'id': 33955008}]",,"""""","""500""","""0,1000""","""contig""",32.0,,44000397,1519230071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-21 16:22:06.785851,102541.0,34.0
,,2018-02-22 14:10:16.184023,slurm_normal,1519308661.0,1,7680.0,1.0,main_w3_handler1,3437963,18483124,False,,8053338,8053338,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12578190,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 33997888}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43175604,1519308649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-22 14:11:06.895895,104543.0,12.0
,,2018-02-23 00:57:09.389823,slurm_normal,1519347447.0,1,7680.0,1.0,main_w3_handler0,3393399,18491235,False,,123248,123248,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12586551,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34025153}]",,"""""","""500""","""0,1000""","""contig""",32.0,,43232295,1519347440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 00:57:31.926776,119995.0,7.0
,,2018-02-23 01:34:23.234425,slurm_normal,1519349678.0,1,7680.0,1.0,main_w3_handler1,3439397,18491844,False,,2805098,2805098,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12587164,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34024116}]",,"""730000""","""500""","""0,1000""","""contig""",32.0,,44102750,1519349672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 01:34:41.292161,122254.0,6.0
,,2018-02-23 02:00:37.830067,slurm_normal,1519351261.0,1,7680.0,1.0,main_w4_handler0,3439397,18491981,False,,2805098,2805098,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12587310,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34024116}]",,"""3218031""","""500""","""0,1000""","""contig""",32.0,,44102750,1519351250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 02:01:05.277290,122254.0,11.0
,,2018-02-23 02:48:07.740029,slurm_normal,1519354106.0,1,7680.0,1.0,main_w4_handler1,3436155,18492126,False,,2827658,2827658,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12587492,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34014299}]",,"""""","""500""","""0,1000""","""contig""",32.0,,44036128,1519354100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 02:48:29.906329,122387.0,6.0
,,2018-02-23 07:57:36.846110,slurm_normal,1519372678.0,4,7680.0,1.0,main_w3_handler1,3439787,18494000,False,,14608260,14608260,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12589225,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34028496}]",,"""""","""500""","""0,1000""","""contig""",32.0,,44086010,1519372670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 07:58:04.263282,122563.0,8.0
,,2018-02-23 09:58:15.372373,slurm_normal,1519379931.0,1,7680.0,1.0,main_w3_handler1,3435612,18494844,False,,120096779,120096779,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12590364,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""eukaryote""","[{'src': 'hda', 'id': 34012956}]",,"""""","""500""","""0,1000""","""contig""",32.0,,44000397,1519379904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 09:58:54.440968,102541.0,27.0
,,2018-02-23 13:10:14.517275,slurm_normal,1519391504.0,1,7680.0,1.0,main_w4_handler0,3434677,18496140,False,,444029809,444029809,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12591661,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""eukaryote""","[{'src': 'hda', 'id': 34014215}]",,"""400000""","""500""","""0,1000""","""scaffold""",32.0,,44005746,1519391426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 13:11:48.307878,,78.0
,,2018-02-23 13:22:48.355532,slurm_normal,1519392253.0,1,7680.0,1.0,main_w4_handler1,3434677,18496285,False,,444029809,444029809,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12591818,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""eukaryote""","[{'src': 'hda', 'id': 34014215}]",,"""400000""","""500""","""0,100000""","""scaffold""",32.0,,44005746,1519392177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 13:24:16.941646,,76.0
,,2018-02-23 13:37:42.889542,slurm_normal,1519393172.0,1,7680.0,1.0,main_w3_handler0,3434677,18496576,False,,444029809,444029809,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12591982,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""eukaryote""","[{'src': 'hda', 'id': 34014215}]",,"""""","""50""","""0,1000""","""contig""",32.0,,44005746,1519393073.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 13:39:34.333561,,99.0
,,2018-02-23 13:41:25.327606,slurm_normal,1519393373.0,1,7680.0,1.0,main_w4_handler0,3434677,18496757,False,,444029809,444029809,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12592086,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34014215}]",,"""""","""500""","""0,100000""","""scaffold""",32.0,,44005746,1519393299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-23 13:42:58.870614,,74.0
,,2018-02-26 22:16:55.860846,slurm_normal,1519683509.0,1,7680.0,1.0,main_w4_handler1,3388440,18528657,False,,5122880,5122880,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12624890,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34040861}]",,"""""","""500""","""0,1000""","""contig""",32.0,,44144916,1519683496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-26 22:18:32.614089,111843.0,13.0
6261329.0,gff,2018-02-27 14:37:12.533457,slurm_normal,1519742256.0,1,7680.0,1.0,main_w4_handler0,3444768,18535799,False,,4647218,4647218,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12632362,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34096343}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34096342}]",,"""4500000""","""500""","""0,1000""","""contig""",32.0,,43051392,1519742243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-27 14:37:38.913878,91803.0,13.0
6261329.0,gff,2018-02-27 15:34:35.573257,slurm_normal,1519745714.0,1,7680.0,1.0,main_w3_handler1,3444846,18536695,False,,4647218,4647218,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12633176,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34061480}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34040420}]",,"""4500000""","""500""","""0,1000""","""contig""",32.0,,43051392,1519745687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-27 15:35:17.314183,91803.0,27.0
,,2018-02-27 16:05:29.245052,slurm_normal,1519747566.0,1,7680.0,1.0,main_w3_handler0,3442910,18537169,False,,4253915,4253915,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12633677,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prokaryotes""","[{'src': 'hda', 'id': 34097633}]",,"""""","""500""","""0,1000""","""scaffold""",32.0,,44201345,1519747544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-27 16:06:11.409453,122816.0,22.0
,,2018-02-28 11:10:14.771966,slurm_normal,1519816237.0,1,7680.0,1.0,main_w3_handler1,3445997,18546525,False,,1995,1995,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,,,12643258,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""eukaryote""","[{'src': 'hda', 'id': 34113517}]",,"""""","""500""","""0,1000""","""contig""",32.0,,44222710,1519816228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3,4.6.3,,2018-02-28 11:10:40.846687,,9.0
