create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cols,parameters.dbkey,parameters.group,parameters.inputA.values,parameters.operation,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-19 13:00:20.972483,slurm_normal,1511096427.0,0,1.0,main_w4_handler1,3330916,17507545,False,,232626,bed,11567951,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""4""","[{'src': 'hda', 'id': 32396323}]","""sum""",32.0,,42090691.0,1511096423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-11-19 13:00:28.523939,116591.0,4.0
2017-11-29 00:23:55.361230,slurm_normal,1511915062.0,0,1.0,main_w3_handler0,3315656,17628198,False,,15937247,bed,11688813,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""3""","""?""","""3""","[{'src': 'hda', 'id': 32601427}]","""count""",32.0,,41820964.0,1511915057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-11-29 00:24:24.378498,,5.0
2017-11-29 00:24:36.628418,slurm_normal,1511915084.0,0,1.0,main_w4_handler1,3315656,17628200,False,,15937247,bed,11688815,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""","""1""","[{'src': 'hda', 'id': 32601427}]","""count""",32.0,,41820964.0,1511915080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-11-29 00:24:46.477001,,4.0
2017-11-29 00:20:52.979345,slurm_normal,1511914879.0,0,1.0,main_w4_handler1,3315656,17628183,False,,15937247,bed,11688801,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""3""","""?""","""3""","[{'src': 'hda', 'id': 32601413}]","""count""",32.0,,41820964.0,1511914873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-11-29 00:21:21.417262,,6.0
2017-11-29 00:25:01.751411,slurm_normal,1511915110.0,0,1.0,main_w3_handler0,3315656,17628202,False,,15937247,bed,11688816,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""","""2""","[{'src': 'hda', 'id': 32601427}]","""count""",32.0,,41820964.0,1511915104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-11-29 00:25:12.943881,,6.0
2017-12-03 12:11:56.965868,slurm_normal,1512303133.0,0,1.0,main_w3_handler0,3350756,17680468,False,,20262718,bed,11743220,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""4""","""hg19""","""5,6,7""","[{'src': 'hda', 'id': 32700626}]","""mean""",32.0,,40580033.0,1512303128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-12-03 12:12:14.686234,107859.0,5.0
2017-12-03 11:47:06.773446,slurm_normal,1512301644.0,0,1.0,main_w3_handler0,3350756,17680380,False,,255369177,bed,11743116,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""4""","""hg19""","""5,6,7""","[{'src': 'hda', 'id': 32700475}]","""mean""",32.0,,40580033.0,1512301634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-12-03 11:47:25.249880,107859.0,10.0
2017-12-03 13:12:32.065742,slurm_normal,1512306808.0,0,1.0,main_w4_handler0,3350756,17680659,False,,364218148,bed,11743410,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""4""","""hg19""","""5,6,7""","[{'src': 'hda', 'id': 32700906}]","""mean""",32.0,,40580033.0,1512306796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-12-03 13:13:29.480654,107859.0,12.0
2017-12-03 12:12:08.581488,slurm_normal,1512303179.0,0,1.0,main_w4_handler1,3350756,17680469,False,,591523548,bed,11743224,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""4""","""hg19""","""5,6,7""","[{'src': 'hda', 'id': 32700627}]","""mean""",32.0,,40580033.0,1512303162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-12-03 12:13:02.088532,107859.0,17.0
2017-12-03 11:59:36.382887,slurm_normal,1512302421.0,0,1.0,main_w4_handler0,3350756,17680421,False,,274194633,bed,11743168,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""4""","""hg19""","""5,6,7""","[{'src': 'hda', 'id': 32700542}]","""mean""",32.0,,40580033.0,1512302411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-12-03 12:00:23.690822,107859.0,10.0
