chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_vcf,parameters.input_vcf.values,parameters.primer_length,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-19 01:38:15.160360,slurm_normal,1434677927.0,0,,1.0,main_w2_handler0,2146214,9689059,False,,3825,vcf,3998212.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",18853701,,"""20""",1,18627414,,history,32.0,3996720.0,fasta,,22511469,1434677920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-06-19 01:38:50.326799,57365.0,7.0
,,2015-10-24 13:31:49.781550,slurm_normal,1445693536.0,0,,1.0,main_w2_handler1,2477327,10714587,False,,312233,vcf,4977153.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21618177,,"""1000""",1,21618170,,history,32.0,9887.0,fasta,,25843115,1445693530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-10-24 13:32:17.966321,50564.0,6.0
,,2015-10-24 13:28:51.887840,slurm_normal,1445693355.0,0,,1.0,main_w1_handler1,2477327,10714569,False,,312233,vcf,4977131.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21618177,,"""500""",1,21618170,,history,32.0,9887.0,fasta,,25843115,1445693350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-10-24 13:29:18.443164,50564.0,5.0
,,2015-07-13 22:30:48.900480,slurm_normal,1436827073.0,0,,1.0,main_w2_handler1,2348782,9855479,False,,153834,vcf,4150308.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/011/703/dataset_11703371.dat""","""Complete""",20275189,,"""20""",1,20088906,,history,32.0,257117363.0,fasta,,22725781,1436826678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-07-13 22:38:02.838597,61115.0,395.0
,,2015-08-18 05:09:13.994646,slurm_normal,1439874617.0,0,,1.0,main_w1_handler2,2411251,10139126,False,,4715592,vcf,4410110.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20808382,,"""20""",0,hg19,,cached,32.0,,,,24724718,1439874589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-08-18 05:10:19.581162,58799.0,28.0
,,2015-12-10 08:46:29.754498,slurm_normal,1449737229.0,0,,1.0,main_w1_handler2,2496384,11137386,False,,92458,vcf,5405381.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22385707,,"""200""",1,21973795,,history,32.0,37182210.0,fasta,,26116079,1449737225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-12-10 08:47:12.890287,72746.0,4.0
,,2015-08-27 13:25:26.798097,slurm_normal,1440682132.0,0,,1.0,main_w1_handler2,2383673,10210141,False,,158029307,vcf,4480058.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/011/703/dataset_11703371.dat""","""Complete""",20925723,,"""20""",1,20446912,,history,32.0,257117363.0,fasta,,24333549,1440682000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-08-27 13:28:54.643085,61115.0,132.0
,,2015-09-03 08:14:20.483096,slurm_normal,1441268084.0,0,,1.0,main_w1_handler2,2427060,10249612,False,,65537,vcf,4537470.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20994029,,"""20""",1,20994066,,history,32.0,12859.0,fasta,,24995919,1441268081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-09-03 08:14:46.534686,68461.0,3.0
,,2015-09-08 19:29:57.556320,slurm_normal,1441740680.0,0,,1.0,main_w2_handler1,2430634,10279985,False,,23111003,vcf,4565719.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21048310,,"""22""",0,hg19,,cached,32.0,,,,25054108,1441740618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-09-08 19:31:23.783053,68666.0,62.0
,,2015-09-29 22:17:21.984874,slurm_normal,1443565077.0,0,,1.0,main_w1_handler1,2445573,10464632,False,,2005715,vcf,4740672.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""",21333883,,"""25""",0,hg19,,cached,32.0,,,,25293073,1443565062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfprimers/vcfprimers/0.0.3,0.0.3,,2015-09-29 22:18:02.490167,,15.0
