bams,bams1,bams10,bams10_filetype,bams11,bams11_filetype,bams12,bams12_filetype,bams1_filetype,bams2,bams2_filetype,bams3,bams3_filetype,bams4,bams4_filetype,bams5,bams5_filetype,bams6,bams6_filetype,bams7,bams7_filetype,bams8,bams8_filetype,bams9,bams9_filetype,bams_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bams,parameters.bams.values,parameters.chromInfo,parameters.dbkey,parameters.duplicate,parameters.failed,parameters.input,parameters.input.values,parameters.overlap,parameters.proper,parameters.q,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2231631046,2231631046,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-11 16:38:34.672527,slurm_normal,1455212778.0,0,1.0,main_w2_handler1,2538207,11793188,False,,119133440,bed,6045904.roundup,slurm,,132112168.0,corral-repl,,"""22995252""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""False""","""False""",23300748,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,26962990,1455208753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-11 17:46:25.187534,6515,4025.0
12018651,12018651,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-16 20:31:44.537389,slurm_normal,1455654745.0,0,1.0,main_w2_handler1,2601553,11851304,False,,81685,bed,6094498.roundup,slurm,,132112168.0,corral-repl,,"""23378748""",,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""False""","""False""",23380903,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28424994,1455654729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-16 20:32:29.719807,78731,16.0
11391355,11391355,,,,,,,bam,12018651.0,bam,,,,,,,,,,,,,,,bam,2016-02-16 20:33:05.631851,slurm_normal,1455654837.0,0,1.0,main_w2_handler1,2601553,11851316,False,,81685,bed,6094510.roundup,slurm,,132112168.0,corral-repl,,"""23378737,23378748""",,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""False""","""False""",23380903,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28424994,1455654827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-16 20:34:03.015895,78731,10.0
625415310,625415310,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-17 11:44:37.270000,slurm_normal,1455709513.0,0,1.0,main_w1_handler1,2398541,11856457,False,,145452,bed,6098511.roundup,slurm,,132112168.0,corral-repl,,"""23348170""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",23349009,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28442332,1455709506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-17 11:45:21.789870,63758,7.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,,,,,,,,,,,,,,,bam,2016-02-17 01:40:54.330550,slurm_normal,1455673303.0,0,1.0,main_w1_handler2,2538207,11854004,False,,79203,bed,6096188.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23386216,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,27090520,1455673284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-17 01:41:45.513065,6515,19.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,,,,,,,,,,,,,,,bam,2016-02-17 01:37:18.876262,slurm_normal,1455673114.0,0,1.0,main_w1_handler1,2538207,11853995,False,,47067,bed,6096180.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23386224,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,27090520,1455673094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-17 01:38:36.457533,6515,20.0
1457615884,1457615884,,,,,,,bam,1347359421.0,bam,1440534302.0,bam,1340102041.0,bam,,,,,,,,,,,bam,2016-02-17 01:45:05.167447,slurm_normal,1455687535.0,0,1.0,main_w1_handler2,2538207,11854009,False,,234337334,bed,6096194.roundup,slurm,,132112168.0,corral-repl,,"""22966090,22966092,22966098,22991321""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",23305004,,"""1e-09""","""False""","""0""","""False""","""True""","""""",32.0,,27090520,1455673529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-17 05:39:00.367511,6515,14006.0
134811351,134811351,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-22 21:26:36.952524,slurm_normal,1456176477.0,0,1.0,main_w1_handler2,2600667,11903401,False,,195,bed,6141943.roundup,slurm,,132112168.0,corral-repl,,"""23366352""",,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""","""False""",23463248,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28548591,1456176471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-22 21:28:03.945195,78653,6.0
4395904,4395904,,,,,,,bam,5506293.0,bam,,,,,,,,,,,,,,,bam,2016-02-22 21:19:18.643828,slurm_normal,1456176727.0,0,1.0,main_w1_handler2,2605508,11903320,False,,1437355,bed,6141891.roundup,slurm,,132112168.0,corral-repl,,"""23450252,23450274""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",23463310,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28495259,1456176063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-22 21:32:10.957879,78942,664.0
4395904,4395904,,,,,,,bam,5506293.0,bam,,,,,,,,,,,,,,,bam,2016-02-22 21:39:06.709756,slurm_normal,1456177241.0,0,1.0,main_w1_handler2,2605508,11903523,False,,6869,bed,6142074.roundup,slurm,,132112168.0,corral-repl,,"""23450252,23450274""",,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""","""False""","""False""",23463648,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28495259,1456177220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-22 21:40:46.148601,78942,21.0
24605,24605,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-24 14:48:05.229922,slurm_normal,1456325386.0,0,1.0,main_w2_handler1,2576937,11929452,False,,1604,bed,6158079.roundup,slurm,,132112168.0,corral-repl,,"""23498154""",,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""True""","""False""",23299404,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27719218,1456325382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-24 14:49:49.147206,77378,4.0
24605,24605,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-24 15:23:04.426881,slurm_normal,1456327621.0,0,1.0,main_w1_handler0,2576937,11929800,False,,3076,bed,6158536.roundup,slurm,,132112168.0,corral-repl,,"""23498154""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""False""",23498659,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,27719218,1456327489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-24 15:27:08.768954,77378,132.0
24605,24605,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-02-24 15:08:38.614622,slurm_normal,1456326591.0,0,1.0,main_w1_handler0,2576937,11929618,False,,1602,bed,6158342.roundup,slurm,,132112168.0,corral-repl,,"""23498154""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""False""",23498339,,"""1e-09""","""False""","""0""","""False""","""False""","""-s""",32.0,,27719218,1456326586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-02-24 15:09:55.257501,77378,5.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 11:19:25.867290,slurm_normal,1457003998.0,0,1.0,main_w2_handler0,2616285,12006644,False,,28401,bed,6235202.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641749,,"""1e-05""","""True""","""0""","""True""","""False""","""""",32.0,,28741019,1457003992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 11:20:01.281712,79607,6.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 11:17:54.727488,slurm_normal,1457003907.0,0,1.0,main_w1_handler2,2616285,12006634,False,,28401,bed,6235186.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641749,,"""1e-05""","""True""","""0""","""True""","""False""","""""",32.0,,28741019,1457003901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 11:18:33.320684,79607,6.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 11:35:01.651785,slurm_normal,1457004966.0,0,1.0,main_w1_handler0,2616285,12006711,False,,15140,bed,6235335.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641743,,"""1e-05""","""True""","""0""","""True""","""False""","""""",32.0,,28741019,1457004932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 11:36:12.797982,79607,34.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 11:42:59.270667,slurm_normal,1457005410.0,0,1.0,main_w2_handler0,2616285,12006733,False,,15140,bed,6235407.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641743,,"""1e-05""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1457005404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 11:43:33.418350,79607,6.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 11:58:02.362507,slurm_normal,1457006322.0,0,1.0,main_w2_handler0,2616285,12006800,False,,15140,bed,6235537.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641743,,"""1.0""","""False""","""0""","""False""","""False""","""-s""",32.0,,28741019,1457006305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 11:58:44.295598,79607,17.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 11:51:29.335847,slurm_normal,1457005920.0,0,1.0,main_w2_handler0,2616285,12006770,False,,15140,bed,6235465.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641743,,"""1.0""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1457005910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 11:52:02.441445,79607,10.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 11:54:56.632059,slurm_normal,1457006126.0,0,1.0,main_w1_handler1,2616285,12006787,False,,28401,bed,6235517.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641749,,"""1.0""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1457006118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 11:55:29.297708,79607,8.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 12:00:18.844646,slurm_normal,1457006451.0,0,1.0,main_w1_handler2,2616285,12006812,False,,28401,bed,6235559.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641749,,"""1.0""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1457006446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 12:00:55.307307,79607,5.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 11:59:58.101108,slurm_normal,1457006426.0,0,1.0,main_w1_handler2,2616285,12006809,False,,15140,bed,6235556.roundup,slurm,,132112168.0,corral-repl,,"""23641918""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23641743,,"""1.0""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1457006419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 12:00:28.533570,79607,7.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:01:05.471114,slurm_normal,1456988500.0,0,1.0,main_w1_handler0,2616285,12003513,False,,1279,bed,6232989.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23581078,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456988496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:01:45.726565,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:01:14.637148,slurm_normal,1456988504.0,0,1.0,main_w1_handler2,2616285,12003514,False,,1055,bed,6232993.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23581082,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456988499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:01:46.259012,79607,5.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:00:54.427638,slurm_normal,1456988479.0,0,1.0,main_w1_handler1,2616285,12003511,False,,303,bed,6232984.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23581071,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456988475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:01:20.239040,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:01:35.409671,slurm_normal,1456988518.0,0,1.0,main_w2_handler1,2616285,12003516,False,,1054,bed,6232997.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23581087,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456988514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:02:01.212937,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:01:51.439787,slurm_normal,1456988545.0,0,1.0,main_w1_handler0,2616285,12003518,False,,15140,bed,6233005.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23582253,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456988540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:02:36.723400,79607,5.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:02:10.527616,slurm_normal,1456988559.0,0,1.0,main_w2_handler0,2616285,12003521,False,,28401,bed,6233009.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23582259,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456988554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:02:43.795855,79607,5.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:34:53.904881,slurm_normal,1456990562.0,0,1.0,main_w1_handler0,2616285,12003689,False,,373,bed,6233242.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23635449,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456990558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:36:12.381341,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:34:28.634932,slurm_normal,1456990525.0,0,1.0,main_w2_handler0,2616285,12003686,False,,1324,bed,6233235.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23635437,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456990521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:35:26.965462,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:35:21.298874,slurm_normal,1456990579.0,0,1.0,main_w1_handler1,2616285,12003693,False,,1612,bed,6233244.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23635462,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456990575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:36:21.479839,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 07:35:05.694842,slurm_normal,1456990582.0,0,1.0,main_w2_handler0,2616285,12003691,False,,1055,bed,6233245.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23635454,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456990578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 07:36:23.982064,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 08:09:44.945633,slurm_normal,1456992650.0,0,1.0,main_w2_handler0,2616285,12003806,False,,1612,bed,6233491.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23636240,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456992646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 08:10:52.901036,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 08:06:13.419255,slurm_normal,1456992410.0,0,1.0,main_w2_handler0,2616285,12003788,False,,28401,bed,6233452.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23582259,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456992398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 08:06:52.407615,79607,12.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 08:09:55.732300,slurm_normal,1456992653.0,0,1.0,main_w1_handler2,2616285,12003808,False,,1324,bed,6233493.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23636245,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456992649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 08:10:55.262353,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 08:09:13.776631,slurm_normal,1456992584.0,0,1.0,main_w1_handler0,2616285,12003802,False,,1055,bed,6233480.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23635971,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456992579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 08:09:59.155501,79607,5.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 08:06:01.016897,slurm_normal,1456992389.0,0,1.0,main_w2_handler0,2616285,12003787,False,,15140,bed,6233448.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23582253,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456992384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 08:06:32.090138,79607,5.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 08:10:30.032084,slurm_normal,1456992692.0,0,1.0,main_w2_handler0,2616285,12003818,False,,1055,bed,6233498.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23636263,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456992686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 08:11:36.127435,79607,6.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 08:09:27.626349,slurm_normal,1456992594.0,0,1.0,main_w1_handler1,2616285,12003803,False,,1054,bed,6233483.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23635972,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456992590.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 08:09:56.718676,79607,4.0
58310260,58310260,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-03 08:10:14.341164,slurm_normal,1456992666.0,0,1.0,main_w2_handler1,2616285,12003814,False,,373,bed,6233496.roundup,slurm,,132112168.0,corral-repl,,"""23634846""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""","""False""",23636256,,"""1e-09""","""False""","""0""","""False""","""False""","""""",32.0,,28741019,1456992663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.22.0,2.22.0,,2016-03-03 08:11:08.225787,79607,3.0
