create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.detail,parameters.inputA.values,parameters.inputB.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-02 10:48:42.750093,slurm_normal,1519987734.0,0,7680.0,1.0,main_w3_handler1,2696867,18578769,False,,62038,bed,291815,bed,12673288,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""false""","[{'src': 'hda', 'id': 34143019}]","[{'src': 'hda', 'id': 34165759}]",32.0,,44057327,1519987730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.27.0.0,2.27.0.0,,2018-03-02 10:48:57.276850,83950,4.0
2018-03-02 10:48:43.395625,slurm_normal,1519987737.0,0,7680.0,1.0,main_w4_handler0,2696867,18578770,False,,62038,bed,303285,bed,12673291,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""false""","[{'src': 'hda', 'id': 34143019}]","[{'src': 'hda', 'id': 34165760}]",32.0,,44057327,1519987733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.27.0.0,2.27.0.0,,2018-03-02 10:48:59.365863,83950,4.0
2018-02-28 12:36:09.124712,slurm_normal,1519821383.0,0,7680.0,1.0,main_w4_handler1,3434581,18547086,False,,41106,bed,23342,bed,12643850,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34111252}]","[{'src': 'hda', 'id': 34111251}]",32.0,,44224756,1519821380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.27.0.0,2.27.0.0,,2018-02-28 12:36:26.090965,122270,3.0
