chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-09 20:27:57.656078,slurm_normal,1457555538.0,0,,1.0,main_w1_handler1,2627561,12087812,False,,19047,bed,19317581,interval,6312599.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23762704,,23762706,,32.0,,28868329.0,1457555489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-09 20:32:19.645352,71114.0,49.0
,,2016-03-09 20:28:01.551325,slurm_normal,1457555576.0,0,,1.0,main_w1_handler2,2627561,12087822,False,,19047,bed,20823071,interval,6312601.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23762704,,23762716,,32.0,,28868329.0,1457555509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-09 20:33:00.431567,71114.0,67.0
,,2016-03-09 20:29:46.295310,slurm_normal,1457556227.0,0,,1.0,main_w1_handler0,2627507,12087864,False,,11744496,interval,87864717,bed,6312647.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23761626,,23761752,,32.0,,28868329.0,1457555806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-09 20:43:51.191005,71114.0,421.0
,,2016-03-09 20:27:23.595373,slurm_normal,1457555810.0,0,,1.0,main_w2_handler0,2627561,12087805,False,,117459,bed,5616480,bed,6312642.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23762702,,23762718,,32.0,,28868329.0,1457555768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-09 20:36:54.299547,71114.0,42.0
,,2015-03-17 13:45:51.362005,rodeo_normal,1426599987.0,0,,1.0,main_w1_handler1,2238730,8966649,False,,1383085,bed,11736614,bed,3201066.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18879878,,18872799,,32.0,,21826109.0,1426599959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2015-03-17 13:46:28.865435,59098.0,28.0
,,2016-03-09 20:27:18.249632,slurm_normal,1457555262.0,0,,1.0,main_w2_handler1,2627561,12087794,False,,117459,bed,140289,bed,6312561.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23762702,,23762707,,32.0,,28868329.0,1457555253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-09 20:27:45.922342,71114.0,9.0
,,2016-03-09 20:27:19.036968,slurm_normal,1457555381.0,0,,1.0,main_w1_handler2,2627561,12087796,False,,117459,bed,32326453,interval,6312565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23762702,,23762709,,32.0,,28868329.0,1457555257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-09 20:29:43.689560,71114.0,124.0
,,2016-03-09 20:27:22.171641,slurm_normal,1457555734.0,0,,1.0,main_w2_handler1,2627561,12087801,False,,117459,bed,41744410,interval,6312621.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23762702,,23762714,,32.0,,28868329.0,1457555584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-09 20:35:38.772838,71114.0,150.0
,,2016-03-09 20:27:57.873226,slurm_normal,1457555749.0,0,,1.0,main_w2_handler1,2627561,12087813,False,,19047,bed,140289,bed,6312639.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23762704,,23762707,,32.0,,28868329.0,1457555743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-09 20:35:54.316201,71114.0,6.0
,,2015-06-18 21:51:32.308940,slurm_normal,1434666125.0,0,,1.0,main_w2_handler0,2323835,9688026,False,,6545793,interval,111642669,interval,3997212.roundup,slurm,,132112168.0,corral-repl,,"""1c51e330160411e58f38005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20061984,,20062006,,32.0,,23531070.0,1434666027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2015-06-18 22:22:08.197055,5613.0,98.0
