create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bases,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-21 23:19:47.374709,slurm_normal,1437520810.0,1.0,1.0,main_w2_handler0,2377545,9935463,False,,755757,fasta,4221194.roundup,slurm,,132112168.0,corral-repl,,"""GC""","""/galaxy-repl/localdata/chrom/mm10Patch1.len""","""mm10Patch1""",20371680,,"""30""",32.0,,23186373,1437520806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wobble108/5.0.0,5.0.0,,2015-07-21 23:20:15.131353,60835,4.0
2016-02-01 08:28:18.943015,slurm_normal,1454315317.0,1.0,1.0,main_w1_handler1,2583588,11654235,False,,3556,fasta,5915045.roundup,slurm,,132112168.0,corral-repl,,"""GC""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23111472,,"""30""",32.0,,27422338,1454315313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wobble108/5.0.0,5.0.0,,2016-02-01 08:28:40.716295,288,4.0
2016-03-09 19:33:27.937060,slurm_normal,1457552091.0,1.0,1.0,main_w1_handler2,2627684,12087363,False,,417056,fasta,6311965.roundup,slurm,,132112168.0,corral-repl,,"""GC""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23765253,,"""30""",32.0,,27252725,1457552086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wobble108/5.0.0,5.0.0,,2016-03-09 19:34:56.418159,3741,5.0
2016-10-20 15:59:08.765268,slurm_normal,1476979229.0,1.0,1.0,main_w4_handler0,2862446,14132331,False,,54000000,fasta,8346611.roundup,slurm,,132112168.0,corral-repl,,"""GC""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573ffefaa41d46d6d'}]","""30""",32.0,,33824530,1476979153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wobble108/5.0.0,5.0.0,,2016-10-20 16:00:31.925489,92694,76.0
2017-01-11 07:00:12.979287,slurm_normal,1484118021.0,1.0,1.0,main_w3_handler0,523367,14737111,False,,2023452,fasta,8902311.roundup,slurm,,132112168.0,corral-repl,,"""GC""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27656784}]","""30""",32.0,,33992011,1484118017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wobble108/5.0.0,5.0.0,,2017-01-11 07:00:22.940127,10411,4.0
2016-12-16 01:28:21.535845,slurm_normal,1481851726.0,1.0,1.0,main_w4_handler0,523367,14589282,False,,1488,fasta,8768074.roundup,slurm,,132112168.0,corral-repl,,"""GC""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27654685}]","""30""",32.0,,33992011,1481851704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wobble108/5.0.0,5.0.0,,2016-12-16 01:28:48.325392,10411,22.0
2015-01-05 17:56:19.222032,rodeo_normal,1420480601.0,1.0,1.0,main_w2_handler0,2005597,8500206,False,,730557,fasta,693684.rodeo,slurm,,16332532.0,corral-repl,,"""GC""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18132075,,"""20""",2.0,,20340449,1420480594.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wobble108/5.0.0,5.0.0,,2015-01-05 17:56:45.363099,47121,7.0
