chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__index__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-02 19:16:21.745647,slurm_normal,1520018607.0,0,7680.0,1.0,main_w4_handler0,3447425,18585382,False,,2497820583,sam,12680148,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34176848}]",,32.0,,44291329.0,1520018198.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 19:23:29.626161,109561.0,409.0
,,2018-03-02 19:16:21.190078,slurm_normal,1520018626.0,0,7680.0,1.0,main_w3_handler1,3447425,18585381,False,,2497820583,sam,12680149,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34176835}]",,32.0,,44291329.0,1520018199.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 19:23:49.032849,109561.0,427.0
,,2018-03-04 18:55:12.118771,slurm_normal,1520190241.0,0,7680.0,1.0,main_w4_handler0,1022123,18602183,False,,2141321,bam_native,12697458,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194651}]",,32.0,,44312273.0,1520190235.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 19:04:04.168837,22860.0,6.0
,,2018-03-02 20:49:49.324124,slurm_normal,1520024210.0,0,7680.0,1.0,main_w4_handler1,3447425,18586344,False,,2247580021,sam,12681221,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34178279}]",,32.0,,44291329.0,1520023830.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 20:56:53.431819,109561.0,380.0
,,2018-03-02 20:49:50.191882,slurm_normal,1520024192.0,0,7680.0,1.0,main_w3_handler1,3447425,18586345,False,,2197563142,sam,12681211,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34178288}]",,32.0,,44291329.0,1520023799.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 20:56:35.972222,109561.0,393.0
,,2018-03-03 09:04:44.948059,slurm_normal,1520068328.0,0,7680.0,1.0,main_w4_handler0,3446621,18590277,False,,2665959890,sam,12684883,slurm,,132112168.0,corral-repl,,0,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 34183245}]",,32.0,,44236856.0,1520067892.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 09:12:10.293664,113724.0,436.0
,,2018-03-03 11:13:48.019770,slurm_normal,1520076127.0,0,7680.0,1.0,main_w3_handler1,3447425,18591009,False,,1904936396,sam,12685805,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34185322}]",,32.0,,44271116.0,1520075905.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 11:22:09.779186,109561.0,222.0
,,2018-03-03 12:21:15.736282,slurm_normal,1520079707.0,0,7680.0,1.0,main_w4_handler1,3450515,18591316,False,,117243166,sam,12686080,slurm,,132112168.0,corral-repl,,4,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34185402}]",,32.0,,44307185.0,1520079683.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 12:21:48.551813,122902.0,24.0
,,2018-03-03 11:11:09.204641,slurm_normal,1520075482.0,0,7680.0,1.0,main_w4_handler1,3449345,18591002,False,,57183568,sam,12685774,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 34185289}]",,32.0,,44306539.0,1520075475.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 11:11:25.331928,64295.0,7.0
,,2018-03-03 11:13:49.100440,slurm_normal,1520075778.0,0,7680.0,1.0,main_w4_handler1,3447425,18591011,False,,721147483,sam,12685791,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34185327}]",,32.0,,44271116.0,1520075701.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 11:16:21.133673,109561.0,77.0
,,2018-03-02 19:20:50.691744,slurm_normal,1520033345.0,0,7680.0,1.0,main_w4_handler1,3432179,18585422,False,,6337004014,bam_native,12682278,slurm,,132112168.0,corral-repl,,0,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34177187}]",,32.0,,44296701.0,1520029767.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-02 23:29:07.176033,121227.0,3578.0
,,2018-03-02 23:23:10.644905,slurm_normal,1520045604.0,0,7680.0,1.0,main_w3_handler0,3432179,18587749,False,,34192127794,sam,12683233,slurm,,132112168.0,corral-repl,,0,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34180483}]",,32.0,,44299222.0,1520042102.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 02:53:27.180247,121227.0,3502.0
,,2018-03-03 03:36:12.285229,slurm_normal,1520048184.0,0,7680.0,1.0,main_w3_handler1,3450162,18588487,False,,271973,sam,12683555,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34181772}]",,32.0,,44303250.0,1520048180.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 03:36:25.642137,123065.0,4.0
,,2018-03-04 18:55:11.060820,slurm_normal,1520190176.0,0,7680.0,1.0,main_w4_handler0,1022123,18602179,False,,2486864,bam_native,12697449,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194647}]",,32.0,,44312273.0,1520190170.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 19:02:58.911017,22860.0,6.0
,,2018-03-04 18:54:43.855448,slurm_normal,1520190151.0,0,7680.0,1.0,main_w3_handler0,1022123,18602089,False,,2159732,bam_native,12697444,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194483}]",,32.0,,44312273.0,1520190144.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 19:05:19.028545,22860.0,7.0
,,2018-03-04 18:54:58.057104,slurm_normal,1520190499.0,0,7680.0,1.0,main_w3_handler0,1022123,18602136,False,,2606473,bam_native,12697507,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194558}]",,32.0,,44312273.0,1520190493.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 19:08:28.203015,22860.0,6.0
,,2018-03-03 11:13:48.428701,slurm_normal,1520075715.0,0,7680.0,1.0,main_w3_handler1,3447425,18591010,False,,613319997,sam,12685786,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34185326}]",,32.0,,44271116.0,1520075637.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 11:15:17.984772,109561.0,78.0
,,2018-03-03 06:37:57.709217,slurm_normal,1520059090.0,0,7680.0,1.0,main_w3_handler0,3450270,18589293,False,,8954,sam,12684251,slurm,,132112168.0,corral-repl,,1,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34182940}]",,32.0,,44285653.0,1520059086.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 06:38:12.579653,123162.0,4.0
,,2018-03-03 11:13:49.626244,slurm_normal,1520077124.0,0,7680.0,1.0,main_w4_handler0,3447425,18591013,False,,2521842181,sam,12685867,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34185330}]",,32.0,,44271116.0,1520076821.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 11:38:46.746277,109561.0,303.0
,,2018-03-03 12:51:51.624848,slurm_normal,1520081531.0,0,7680.0,1.0,main_w4_handler1,3449345,18591424,False,,113911926,sam,12686203,slurm,,132112168.0,corral-repl,,0,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 34185844}]",,32.0,,44306539.0,1520081520.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 12:52:13.523523,64295.0,11.0
,,2018-03-03 12:21:15.182612,slurm_normal,1520079730.0,0,7680.0,1.0,main_w4_handler0,3450515,18591314,False,,321272031,sam,12686079,slurm,,132112168.0,corral-repl,,4,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34185401}]",,32.0,,44307185.0,1520079686.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 12:22:13.455486,122902.0,44.0
,,2018-03-03 11:48:43.811459,slurm_normal,1520080348.0,0,7680.0,1.0,main_w4_handler1,3447904,18591169,False,,4959210432,sam,12686087,slurm,,132112168.0,corral-repl,,,,,,"""c54b16a21ed811e88896005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34185542}]",,32.0,,,1520079732.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 12:32:31.443447,122608.0,616.0
,,2018-03-03 13:01:01.562279,slurm_normal,1520082106.0,0,7680.0,1.0,main_w4_handler1,3447425,18591476,False,,320989162,sam,12686245,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34185199}]",,32.0,,44271116.0,1520082069.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 13:01:48.909482,109561.0,37.0
,,2018-03-03 17:13:14.542212,slurm_normal,1520097212.0,0,7680.0,1.0,main_w4_handler1,3450602,18592990,False,,108451131,sam,12687651,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 34187909}]",,32.0,,44306539.0,1520097202.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 17:13:34.703655,64295.0,10.0
,,2018-03-03 16:55:18.751767,slurm_normal,1520096490.0,0,7680.0,1.0,main_w3_handler1,3450616,18592835,False,,686121816,bam,12687462,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34187915}]",,32.0,,43783617.0,1520096127.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 17:01:33.360796,33927.0,363.0
,,2018-03-03 18:37:55.685289,slurm_normal,1520103461.0,0,7680.0,1.0,main_w4_handler1,3450616,18593369,False,,2253251309,bam_native,12688076,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34188681}]",,32.0,,43783617.0,1520102286.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 18:57:44.279177,33927.0,1175.0
,,2018-03-03 20:47:15.788484,slurm_normal,1520110899.0,0,7680.0,1.0,main_w3_handler0,3443673,18594479,False,,6133411338,sam,12689179,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34085927}]",,32.0,,42788369.0,1520110042.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 21:01:41.097346,100450.0,857.0
,,2018-03-03 17:13:29.049699,slurm_normal,1520100416.0,0,7680.0,1.0,main_w4_handler0,2625790,18592991,False,,4458865353,bam,12687652,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/monDom5.len""","""monDom5""","[{'src': 'hda', 'id': 34187068}]",,32.0,,44309188.0,1520097218.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 18:06:58.409845,49138.0,3198.0
,,2018-03-03 20:47:15.985819,slurm_normal,1520111409.0,0,7680.0,1.0,main_w3_handler1,3443673,18594480,False,,10033857006,sam,12689180,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34107435}]",,32.0,,42788369.0,1520110042.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 21:10:10.670560,100450.0,1367.0
,,2018-03-03 22:09:22.795871,slurm_normal,1520115013.0,0,7680.0,1.0,main_w4_handler0,3447425,18595205,False,,299499871,sam,12689972,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34191220}]",,32.0,,44271116.0,1520114972.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 22:10:15.515320,109561.0,41.0
,,2018-03-03 21:42:21.977882,slurm_normal,1520115167.0,0,7680.0,1.0,main_w3_handler1,3447425,18594926,False,,6594803217,sam,12689801,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34190335}]",,32.0,,44271116.0,1520114286.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 22:12:49.314987,109561.0,881.0
,,2018-03-03 22:09:22.986508,slurm_normal,1520115057.0,0,7680.0,1.0,main_w3_handler0,3447425,18595206,False,,745246172,sam,12689971,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34191236}]",,32.0,,44271116.0,1520114972.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 22:10:59.643400,109561.0,85.0
,,2018-03-03 22:09:22.554767,slurm_normal,1520115142.0,0,7680.0,1.0,main_w4_handler1,3447425,18595204,False,,1357820288,sam,12689970,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34191217}]",,32.0,,44271116.0,1520114969.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 22:12:25.142041,109561.0,173.0
,,2018-03-03 21:54:42.072327,slurm_normal,1520115462.0,0,7680.0,1.0,main_w3_handler0,3450616,18595038,False,,2659382408,bam_native,12689774,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34191058}]",,32.0,,43783617.0,1520114091.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 22:17:45.245057,33927.0,1371.0
,,2018-03-03 22:35:33.374013,slurm_normal,1520117655.0,0,7680.0,1.0,main_w3_handler0,3450616,18595438,False,,2109523256,bam_native,12690210,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34191652}]",,32.0,,43783617.0,1520116542.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 22:54:16.957122,33927.0,1113.0
,,2018-03-03 23:24:33.861897,slurm_normal,1520120671.0,0,7680.0,1.0,main_w4_handler0,3450616,18595699,False,,2404556560,bam_native,12690418,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34191950}]",,32.0,,43783617.0,1520119484.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 23:44:32.959118,33927.0,1187.0
,,2018-03-04 03:04:05.061896,slurm_normal,1520132691.0,0,7680.0,1.0,main_w4_handler1,3443160,18596823,False,,294642235,sam,12691511,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34193726}]",,32.0,,44175765.0,1520132655.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 03:04:53.238724,122799.0,36.0
,,2018-03-03 21:26:48.596522,slurm_normal,1520113179.0,0,7680.0,1.0,main_w3_handler1,3447425,18594808,False,,5807089592,sam,12689529,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34190324}]",,32.0,,44271116.0,1520112416.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 21:39:41.876422,109561.0,763.0
,,2018-03-03 21:26:48.346451,slurm_normal,1520113236.0,0,7680.0,1.0,main_w3_handler1,3447425,18594807,False,,6139175686,sam,12689528,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34190323}]",,32.0,,44271116.0,1520112416.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 21:40:38.167831,109561.0,820.0
,,2018-03-03 21:42:21.439270,slurm_normal,1520114307.0,0,7680.0,1.0,main_w4_handler1,3447425,18594924,False,,5629648919,sam,12689711,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34190332}]",,32.0,,44271116.0,1520113564.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-03 21:58:30.400957,109561.0,743.0
,,2018-03-04 08:49:39.216961,slurm_normal,1520153395.0,0,7680.0,1.0,main_w4_handler0,3443160,18598707,False,,271973,sam,12693625,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34196207}]",,32.0,,44175765.0,1520153388.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 08:49:58.178445,122799.0,7.0
,,2018-03-04 10:06:36.276537,slurm_normal,1520158994.0,0,7680.0,1.0,main_w4_handler1,3450616,18598899,False,,1936675059,bam_native,12693910,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34196425}]",,32.0,,43783617.0,1520158009.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 10:23:15.625840,33927.0,985.0
,,2018-03-04 10:06:22.103526,slurm_normal,1520159117.0,0,7680.0,1.0,main_w3_handler0,3450616,18598897,False,,2335547253,bam_native,12693909,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34196424}]",,32.0,,43783617.0,1520158009.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 10:25:18.733802,33927.0,1108.0
,,2018-03-04 12:02:58.041628,slurm_normal,1520165582.0,0,7680.0,1.0,main_w3_handler0,3450707,18599359,False,,4932635328,sam,12694384,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34188429}]",,32.0,,44321678.0,1520164989.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 12:13:06.644837,120831.0,593.0
,,2018-03-04 18:55:01.946818,slurm_normal,1520189740.0,0,7680.0,1.0,main_w3_handler0,1022123,18602151,False,,2131670,bam_native,12697311,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194583}]",,32.0,,44312273.0,1520189734.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:55:47.452178,22860.0,6.0
,,2018-03-04 18:54:36.735272,slurm_normal,1520189722.0,0,7680.0,1.0,main_w3_handler1,1022123,18602064,False,,2097944,bam_native,12697303,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194454}]",,32.0,,44312273.0,1520189715.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:55:25.579435,22860.0,7.0
,,2018-03-04 18:55:14.693327,slurm_normal,1520189778.0,0,7680.0,1.0,main_w3_handler0,1022123,18602192,False,,2300067,bam_native,12697320,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194662}]",,32.0,,44312273.0,1520189772.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:56:24.617137,22860.0,6.0
,,2018-03-04 18:54:42.770411,slurm_normal,1520189800.0,0,7680.0,1.0,main_w3_handler1,1022123,18602085,False,,2065537,bam_native,12697330,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194478}]",,32.0,,44312273.0,1520189794.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:56:43.276511,22860.0,6.0
,,2018-03-04 18:54:51.270606,slurm_normal,1520189862.0,0,7680.0,1.0,main_w3_handler1,1022123,18602112,False,,2110468,bam_native,12697355,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194522}]",,32.0,,44312273.0,1520189854.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:57:45.133369,22860.0,8.0
,,2018-03-04 18:54:38.940973,slurm_normal,1520189813.0,0,7680.0,1.0,main_w4_handler1,1022123,18602071,False,,2171233,bam_native,12697336,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194461}]",,32.0,,44312273.0,1520189806.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:56:57.287885,22860.0,7.0
,,2018-03-04 18:54:33.310324,slurm_normal,1520189839.0,0,7680.0,1.0,main_w3_handler0,1022123,18602053,False,,2116142,bam_native,12697347,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194441}]",,32.0,,44312273.0,1520189832.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:57:22.237240,22860.0,7.0
,,2018-03-04 18:55:03.855475,slurm_normal,1520189954.0,0,7680.0,1.0,main_w4_handler1,1022123,18602158,False,,2076708,bam_native,12697386,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194589}]",,32.0,,44312273.0,1520189946.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:59:17.145384,22860.0,8.0
,,2018-03-04 18:54:57.093633,slurm_normal,1520189899.0,0,7680.0,1.0,main_w4_handler1,1022123,18602132,False,,2073338,bam_native,12697366,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194553}]",,32.0,,44312273.0,1520189892.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:58:24.790351,22860.0,7.0
,,2018-03-04 18:55:07.612977,slurm_normal,1520189987.0,0,7680.0,1.0,main_w4_handler1,1022123,18602172,False,,2084099,bam_native,12697401,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194602}]",,32.0,,44312273.0,1520189981.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:59:49.155413,22860.0,6.0
,,2018-03-04 18:54:32.684546,slurm_normal,1520189755.0,0,7680.0,1.0,main_w3_handler0,1022123,18602051,False,,2125692,bam_native,12697314,slurm,,132112168.0,corral-repl,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34194439}]",,32.0,,44312273.0,1520189749.0,ok,1023996.0,CONVERTER_bam_to_coodinate_sorted_bam,1.0.0,,2018-03-04 18:56:05.527629,22860.0,6.0
