create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.l,parameters.addition.r,parameters.addition.w,parameters.bed,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.nooverlaps,parameters.number,parameters.original,parameters.strandB,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-05 15:59:31.782127,slurm_normal,1496678385.0,0,,1.0,main_w4_handler0,2408954,16017214,False,,266426,bed,305468,bed,10109590.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,99899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 26527890}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496678381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 15:59:48.606727,65481.0,4.0
2017-06-05 15:59:14.195447,slurm_normal,1496678374.0,0,,1.0,main_w3_handler0,2408954,16017210,False,,266426,bed,305468,bed,10109588.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,49899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 26527890}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496678370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 15:59:37.876728,65481.0,4.0
2017-06-05 15:56:56.366610,slurm_normal,1496678232.0,0,,1.0,main_w3_handler0,2408954,16017198,False,,266426,bed,305468,bed,10109575.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,9899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 26527890}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496678229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 15:57:15.100918,65481.0,3.0
2017-06-05 15:59:49.455954,slurm_normal,1496678416.0,0,,1.0,main_w4_handler1,2408954,16017215,False,,266426,bed,305468,bed,10109594.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,199899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 26527890}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496678412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 16:00:18.228048,65481.0,4.0
2017-06-05 18:17:59.479850,slurm_normal,1496686724.0,0,,1.0,main_w3_handler0,3133093,16018501,False,,218243,bed,655910,bed,10110610.roundup,slurm,,132112168.0,corral-repl,,,1,lr,500,500,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","[{'src': 'hda', 'id': 29896979}]","[{'src': 'hda', 'id': 29896992}]","""false""","""false""","""true""","""""",32.0,,36914182.0,1496686720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 18:18:45.232200,100453.0,4.0
2017-06-05 17:56:41.343410,slurm_normal,1496685421.0,0,,1.0,main_w4_handler0,2408954,16018247,False,,2294522,bed,305468,bed,10110438.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 28768477}]","[{'src': 'hda', 'id': 26527890}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496685416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 17:57:03.429771,65481.0,5.0
2017-06-05 17:54:47.831775,slurm_normal,1496685311.0,0,,1.0,main_w4_handler1,2408954,16018241,False,,266426,bed,2294522,bed,10110432.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 28768477}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496685307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 17:55:13.195734,65481.0,4.0
2017-06-05 18:06:02.032931,slurm_normal,1496685995.0,0,,1.0,main_w4_handler1,2408954,16018315,False,,2294522,bed,266426,bed,10110497.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 28768477}]","[{'src': 'hda', 'id': 27006166}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496685976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 18:06:40.019528,65481.0,19.0
2017-04-12 04:52:19.209551,slurm_normal,1491972767.0,0,,1.0,main_w3_handler0,3061030,15561872,False,,109525328,gtf,17419,bed,9685685.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,5000,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 29181347}]","[{'src': 'hda', 'id': 29126053}]","""false""","""false""","""true""","""""",32.0,,37259414.0,1491972759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-12 04:53:00.524587,103884.0,8.0
2017-04-12 05:22:41.011716,slurm_normal,1491974600.0,0,,1.0,main_w4_handler0,3061030,15562382,False,,94926257,gtf,17419,bed,9686018.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,5000,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 29182308}]","[{'src': 'hda', 'id': 29126053}]","""false""","""false""","""true""","""""",32.0,,37259414.0,1491974593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-12 05:23:23.458075,103884.0,7.0
2017-04-12 05:39:22.467226,slurm_normal,1491975591.0,0,,1.0,main_w3_handler1,3061030,15562512,False,,94926257,gtf,17419,bed,9686155.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 29182308}]","[{'src': 'hda', 'id': 29126053}]","""false""","""false""","""true""","""""",32.0,,37259414.0,1491975584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-12 05:40:16.092925,103884.0,7.0
2017-04-12 05:39:22.009866,slurm_normal,1491975600.0,0,,1.0,main_w4_handler1,3061030,15562511,False,,94926257,gtf,17527,bed,9686157.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 29182308}]","[{'src': 'hda', 'id': 29182362}]","""false""","""false""","""true""","""""",32.0,,37259414.0,1491975594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-12 05:40:03.765176,103884.0,6.0
2017-06-05 21:27:38.075324,slurm_normal,1496698085.0,0,,1.0,main_w3_handler1,3131485,16019992,False,,1143293,bed,1188673275,gff,10111983.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29888928}]","[{'src': 'hda', 'id': 29892950}]","""false""","""false""","""false""","""""",32.0,,38196891.0,1496698068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-05 21:28:08.793439,39888.0,17.0
2017-07-12 11:08:26.972510,slurm_normal,1499857726.0,0,,1.0,main_w4_handler0,3190231,16319025,False,,14862,bed,7503,bed,10385756.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,0,"""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30453814}]","[{'src': 'hda', 'id': 30453815}]","""false""","""false""","""false""","""""",32.0,,39263235.0,1499857722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-07-12 11:08:48.796134,,4.0
2017-04-15 17:49:34.970712,slurm_normal,1492278588.0,0,,1.0,main_w3_handler1,3053193,15595002,False,,792539,bed,1075264,bed,9716197.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,200,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","[{'src': 'hda', 'id': 29231571}]","[{'src': 'hda', 'id': 29231557}]","""false""","""false""","""false""","""""",32.0,,37226441.0,1492278583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-15 17:49:50.365759,93861.0,5.0
2017-06-06 17:52:05.093470,slurm_normal,1496772206.0,0,,1.0,main_w4_handler1,2408954,16029478,False,,2294522,bed,266426,bed,10120466.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 28768477}]","[{'src': 'hda', 'id': 27006166}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496772199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-06 18:03:35.502805,65481.0,7.0
2017-06-06 17:56:40.020797,slurm_normal,1496772389.0,0,,1.0,main_w3_handler0,2408954,16029505,False,,2294522,bed,305468,bed,10120496.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 28768477}]","[{'src': 'hda', 'id': 29897062}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496772380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-06 18:06:43.096635,65481.0,9.0
2017-04-18 14:15:28.736195,slurm_normal,1492524953.0,0,,1.0,main_w4_handler1,3071749,15614316,False,,23270,bed,612162,bed,9732884.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""true""","[{'src': 'hda', 'id': 29259563}]","[{'src': 'hda', 'id': 29259598}]","""false""","""false""","""false""","""""",32.0,,37376941.0,1492524948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 14:15:54.360223,104221.0,5.0
2017-04-18 14:11:48.198812,slurm_normal,1492524725.0,0,,1.0,main_w4_handler0,3071749,15614284,False,,23270,bed,612162,bed,9732844.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""true""","[{'src': 'hda', 'id': 29259563}]","[{'src': 'hda', 'id': 29259598}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492524721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 14:12:08.019306,104221.0,4.0
2017-04-18 14:16:21.659736,slurm_normal,1492524999.0,0,,1.0,main_w3_handler0,3071749,15614321,False,,23270,bed,612162,bed,9732891.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,5000,"""false""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""true""","[{'src': 'hda', 'id': 29259563}]","[{'src': 'hda', 'id': 29259598}]","""false""","""false""","""false""","""""",32.0,,37376941.0,1492524995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 14:16:41.490898,104221.0,4.0
2017-04-18 15:02:19.652882,slurm_normal,1492528308.0,0,,1.0,main_w4_handler1,3071749,15614882,False,,23270,bed,612162,bed,9733193.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,5000,"""false""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""true""","[{'src': 'hda', 'id': 29259563}]","[{'src': 'hda', 'id': 29259598}]","""false""","""false""","""true""","""""",32.0,,37376941.0,1492527892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 15:12:55.329177,104221.0,416.0
2017-04-18 15:07:04.379497,slurm_normal,1492530281.0,0,,1.0,main_w3_handler0,3071749,15614974,False,,23270,bed,612162,bed,9733466.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,5000,"""false""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""true""","[{'src': 'hda', 'id': 29259563}]","[{'src': 'hda', 'id': 29259598}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492530276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 15:57:22.325914,104221.0,5.0
2017-04-18 21:16:03.830457,slurm_normal,1492550197.0,0,,1.0,main_w3_handler1,3071749,15618664,False,,3758124,bed,612162,bed,9737545.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,5000,"""false""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""true""","[{'src': 'hda', 'id': 29201694}]","[{'src': 'hda', 'id': 29259598}]","""false""","""false""","""true""","""""",32.0,,37409362.0,1492550189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 21:16:44.814934,104221.0,8.0
2017-04-18 23:55:30.368051,slurm_normal,1492559757.0,0,,1.0,main_w3_handler0,3061030,15619803,False,,2706168,bed,17311,bed,9738862.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 29268709}]","[{'src': 'hda', 'id': 29159604}]","""false""","""false""","""true""","""""",32.0,,37259414.0,1492559753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 23:56:10.341893,103884.0,4.0
2017-04-18 23:54:02.833976,slurm_normal,1492559655.0,0,,1.0,main_w3_handler1,3061030,15619790,False,,2706168,bed,17311,bed,9738847.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,100,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 29268709}]","[{'src': 'hda', 'id': 29159604}]","""false""","""false""","""true""","""""",32.0,,37259414.0,1492559651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 23:54:16.960274,103884.0,4.0
2017-04-18 23:44:02.927706,slurm_normal,1492559104.0,0,,1.0,main_w4_handler0,3061030,15619748,False,,2706168,bed,17311,bed,9738798.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 29268709}]","[{'src': 'hda', 'id': 29159604}]","""false""","""true""","""false""","""""",32.0,,37259414.0,1492559096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 23:45:21.929828,103884.0,8.0
2017-04-18 23:45:04.212546,slurm_normal,1492559306.0,0,,1.0,main_w3_handler1,3061030,15619750,False,,17311,bed,213380059,bed,9738816.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29159604}]","[{'src': 'hda', 'id': 29268978}]","""false""","""true""","""false""","""""",32.0,,37259414.0,1492559287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-18 23:48:28.466308,103884.0,19.0
2017-04-19 16:45:17.011301,slurm_normal,1492620347.0,0,,1.0,main_w3_handler1,2408954,15627279,False,,73509,bed,2294522,bed,9746056.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 26671620}]","[{'src': 'hda', 'id': 28768477}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1492620333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-19 16:45:48.456647,65481.0,14.0
2017-04-19 16:46:00.220176,slurm_normal,1492620375.0,0,,1.0,main_w3_handler0,2408954,15627281,False,,2294522,bed,73509,bed,9746059.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,4899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 28768477}]","[{'src': 'hda', 'id': 26671620}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1492620370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-19 16:46:16.282202,65481.0,5.0
2017-04-19 17:58:56.718537,slurm_normal,1492624775.0,0,,1.0,main_w4_handler0,2408954,15627841,False,,2294522,bed,73509,bed,9746605.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,29899,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 28768477}]","[{'src': 'hda', 'id': 26671620}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1492624770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-19 17:59:51.145936,65481.0,5.0
2017-04-20 04:16:31.291376,slurm_normal,1492661810.0,0,,1.0,main_w3_handler0,3079783,15631579,False,,929996,bed,23005000,bed,9749773.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29287354}]","[{'src': 'hda', 'id': 29287355}]","""true""","""false""","""false""","""""",32.0,,37445626.0,1492661803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 04:16:53.807987,104386.0,7.0
2017-04-20 04:12:41.230901,slurm_normal,1492661578.0,0,,1.0,main_w4_handler1,3079783,15631549,False,,23005000,bed,929996,bed,9749744.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29287355}]","[{'src': 'hda', 'id': 29287354}]","""false""","""false""","""false""","""""",32.0,,37445626.0,1492661571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 04:13:01.195215,104386.0,7.0
2017-04-20 07:50:17.986859,slurm_normal,1492674637.0,0,,1.0,main_w4_handler0,3042400,15632816,False,,3660,bed,112493,bed,9750932.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1500,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29289175}]","[{'src': 'hda', 'id': 29257632}]","""false""","""false""","""false""","""""",32.0,,36325836.0,1492674631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 07:50:40.477929,91541.0,6.0
2017-04-20 07:41:42.130459,slurm_normal,1492674114.0,0,,1.0,main_w3_handler1,3042400,15632780,False,,112538,bed,112493,bed,9750857.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1500,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29257633}]","[{'src': 'hda', 'id': 29257632}]","""false""","""false""","""false""","""""",32.0,,36325836.0,1492674108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 07:41:57.151465,91541.0,6.0
2017-04-20 09:03:21.540077,slurm_normal,1492679014.0,0,,1.0,main_w3_handler0,3071749,15633380,False,,994163,bed,612162,bed,9751448.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,250,"""false""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""true""","[{'src': 'hda', 'id': 29289754}]","[{'src': 'hda', 'id': 29259598}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492679009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 09:03:36.684973,104221.0,5.0
2017-04-20 09:59:28.505701,slurm_normal,1492682384.0,0,,1.0,main_w3_handler1,3071749,15633892,False,,23270,bed,612162,bed,9751916.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,250,"""false""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""true""","[{'src': 'hda', 'id': 29259563}]","[{'src': 'hda', 'id': 29259598}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492682379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 09:59:45.617386,104221.0,5.0
2017-04-20 13:50:41.151735,slurm_normal,1492696257.0,0,,1.0,main_w4_handler1,3080546,15635478,False,,452704,bed,23270,bed,9753450.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""true""","[{'src': 'hda', 'id': 29293300}]","[{'src': 'hda', 'id': 29293309}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492696252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 13:51:01.436833,104221.0,5.0
2017-04-20 14:39:59.352490,slurm_normal,1492699215.0,0,,1.0,main_w3_handler0,3080546,15635954,False,,23270,bed,452704,bed,9753908.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""true""","[{'src': 'hda', 'id': 29293309}]","[{'src': 'hda', 'id': 29293300}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492699209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 14:40:17.286376,104221.0,6.0
2017-04-20 15:07:48.780410,slurm_normal,1492700891.0,0,,1.0,main_w3_handler0,3080546,15636304,False,,10453,bed,612162,bed,9754243.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""true""","[{'src': 'hda', 'id': 29294606}]","[{'src': 'hda', 'id': 29293310}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492700884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 15:08:15.715556,104221.0,7.0
2017-04-20 15:07:17.012636,slurm_normal,1492700856.0,0,,1.0,main_w4_handler0,3080546,15636299,False,,452704,bed,612162,bed,9754237.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""true""","[{'src': 'hda', 'id': 29293300}]","[{'src': 'hda', 'id': 29293310}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492700850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 15:07:40.500798,104221.0,6.0
2017-04-20 15:07:37.689195,slurm_normal,1492700882.0,0,,1.0,main_w4_handler0,3080546,15636302,False,,23270,bed,612162,bed,9754240.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""true""","[{'src': 'hda', 'id': 29293309}]","[{'src': 'hda', 'id': 29293310}]","""false""","""true""","""false""","""""",32.0,,37376941.0,1492700872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-04-20 15:08:05.785864,104221.0,10.0
2017-06-07 12:22:07.044637,slurm_normal,1496838150.0,0,,1.0,main_w3_handler0,2408954,16039798,False,,266426,bed,305468,bed,10129867.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,999875,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 29897062}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496838144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-07 12:22:36.105528,65481.0,6.0
2017-06-07 12:19:03.914456,slurm_normal,1496837965.0,0,,1.0,main_w4_handler1,2408954,16039776,False,,266426,bed,305468,bed,10129839.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,9875,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 29897062}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496837961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-07 12:19:31.199212,65481.0,4.0
2017-06-07 12:20:21.442344,slurm_normal,1496838043.0,0,,1.0,main_w4_handler0,2408954,16039789,False,,266426,bed,305468,bed,10129857.roundup,slurm,,132112168.0,corral-repl,,,0,window,,,99875,"""false""","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""false""","[{'src': 'hda', 'id': 27006166}]","[{'src': 'hda', 'id': 29897062}]","""false""","""false""","""true""","""""",32.0,,36732463.0,1496838034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-06-07 12:20:48.534324,65481.0,9.0
