chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-19 11:55:12.746606,slurm_normal,1497873353.0,0,,1.0,main_w4_handler0,3162683,16131200,False,,1082688,sam,10211398.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 30078349}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,38775175,1497873335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-19 11:55:56.247037,36252.0,18.0
,,2017-06-06 18:28:28.063046,slurm_normal,1496773995.0,0,,1.0,main_w4_handler0,3115104,16030016,False,,77355259,bam,10120858.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""null""","""null""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29770495}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,38026351,1496773927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-06 18:33:21.895147,,68.0
,,2017-06-27 03:46:34.887696,slurm_normal,1498535208.0,0,,1.0,main_w4_handler1,2834965,16194985,False,,23906287,sam,10271267.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/falciparum.len""","""null""","""null""","""falciparum""","""false""","""false""","[{'src': 'hda', 'id': 29516685}]",,"""true""","""false""","""false""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,37330123,1498535203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-27 03:46:50.208043,73057.0,5.0
,,2017-06-07 09:21:04.025041,slurm_normal,1496827418.0,0,,1.0,main_w3_handler0,3141762,16038485,False,,537504896,bam,10128695.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29907241}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,38363987,1496827277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-07 09:24:01.144052,15359.0,141.0
,,2017-06-08 18:38:48.016369,slurm_normal,1496947154.0,0,,1.0,main_w3_handler0,3140816,16056246,False,,8290831,bam,10145884.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29956055}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,38532432,1496947142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-08 18:39:19.580039,107138.0,12.0
,,2017-06-09 13:31:53.649189,slurm_normal,1497015147.0,0,,1.0,main_w4_handler0,3131192,16064475,False,,198637125,bam,10153200.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29968513}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,37427134,1497015137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-09 13:32:34.865900,80739.0,10.0
,,2017-06-09 13:31:35.910583,slurm_normal,1497015125.0,0,,1.0,main_w3_handler0,3131188,16064472,False,,8161362,bam,10153195.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29968477}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,37427134,1497015117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-09 13:32:08.904786,80739.0,8.0
,,2017-06-09 13:32:07.878173,slurm_normal,1497015170.0,0,,1.0,main_w4_handler0,3131194,16064480,False,,173523220,bam,10153202.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29968562}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,37427134,1497015150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-09 13:32:58.575190,80739.0,20.0
,,2017-06-09 13:32:25.025536,slurm_normal,1497015186.0,0,,1.0,main_w4_handler1,3111070,16064485,False,,57363877,bam,10153213.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29968570}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,37427134,1497015169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-09 13:33:10.920158,80739.0,17.0
,,2017-06-09 13:32:42.571043,slurm_normal,1497015190.0,0,,1.0,main_w4_handler0,3111068,16064507,False,,50955354,bam,10153218.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29968603}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,37427134,1497015183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-09 13:33:15.260199,80739.0,7.0
