create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.empty_text,parameters.extract,parameters.input.values,parameters.one_effect_per_line,parameters.separator,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-09 16:56:20.255558,slurm_normal,1520614637.0,0,7680.0,1.0,main_w3_handler1,1788638,18674288,False,,1028483107,vcf,12770513,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""","""CHROM POS ID REF ALT GT DP AD""","[{'src': 'hda', 'id': 34307154}]","""false""","""""",32.0,,44517512,1520614593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_extractFields/4.3.0,4.3.0,,2018-03-09 16:57:19.684124,44600,44.0
2018-03-09 18:37:48.915300,slurm_normal,1520620714.0,0,7680.0,1.0,main_w3_handler1,1788638,18675421,False,,1028483107,vcf,12771547,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""X""","""CHROM POS REF ALT GT AD""","[{'src': 'hda', 'id': 34307154}]","""false""",""";""",32.0,,44517512,1520620678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_extractFields/4.3.0,4.3.0,,2018-03-09 18:38:36.568386,44600,36.0
