create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.filter_score.__current_case__,parameters.filter_score.bitscore,parameters.filter_score.evalue,parameters.filter_score.filter_score_select,parameters.hit_filter.__current_case__,parameters.hit_filter.hit_filter_select,parameters.hit_filter.max,parameters.hit_filter.percentage,parameters.identity,parameters.matrix,parameters.method.__current_case__,parameters.method.gapextend,parameters.method.gapopen,parameters.method.method_select,parameters.query,parameters.query.values,parameters.query|__identifier__,parameters.ref_db_source.__current_case__,parameters.ref_db_source.db_source,parameters.ref_db_source.reference_database,parameters.ref_db_source.reference_database.values,parameters.salltitles,parameters.seg,parameters.sensitive,processor_count,query,query_filetype,reference_database,reference_database_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-06 07:58:08.531273,slurm_normal,1467791940.0,0,1.0,main_w1_handler0,674631,13341763,False,,7550355.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b578f11e0a6c1ef9c7'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5571851786dea3618'}]","""false""","""true""","""false""",32.0,60341615,fasta,305872650,diamond_database,,30484562,1467791937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-06 07:59:01.428677,15035.0,3.0
2016-07-07 23:53:22.829970,slurm_normal,1467935649.0,0,1.0,main_w1_handler1,1169632,13357627,False,,7567481.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e5672180d019305'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c477e9de1ddef8b0'}]","""false""","""true""","""false""",32.0,23452279,fasta,3351372279,diamond_database,,31325647,1467935646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-07 23:54:10.245882,551.0,3.0
2016-07-07 23:51:10.198655,slurm_normal,1467935508.0,0,1.0,main_w1_handler1,1169632,13357616,False,,7567458.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4e0b235d40d070d'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c477e9de1ddef8b0'}]","""false""","""true""","""false""",32.0,19905782,fasta,3351372279,diamond_database,,31325647,1467935504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-07 23:51:50.328004,551.0,4.0
2016-07-09 21:42:32.317664,slurm_normal,1468100582.0,0,1.0,main_w1_handler1,2719211,13368037,False,,7578354.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56a83eec57256e168'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55ccc475be681454a'}]","""false""","""true""","""false""",32.0,1889,fasta,81311269,diamond_database,,30444122,1468100579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-09 21:43:06.547214,82702.0,3.0
2016-05-27 09:46:22.347551,slurm_normal,1464342423.0,0,1.0,main_w1_handler0,2581199,13000779,False,,7187628.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1,,"""30""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c3290c116a0e20c'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597ebbfc86cc728cb'}]","""false""","""true""","""false""",32.0,133830977,fasta,125225613,diamond_database,,30006937,1464342420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-05-27 09:47:06.065955,77693.0,3.0
2016-07-13 15:35:04.218746,slurm_normal,1468424141.0,0,1.0,main_w2_handler0,2764665,13396615,False,,7608484.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,10,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5213037a4f7d98c69'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b565b5ebd1b7f81470'}]","""false""","""true""","""true""",32.0,93810,fasta,62048268520,diamond_database,,31034709,1468424137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-13 15:35:45.878354,27375.0,4.0
2016-07-13 15:35:28.384220,slurm_normal,1468424178.0,0,1.0,main_w1_handler1,2764665,13396622,False,,7608493.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,10,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf67e6993d64f4e0'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b565b5ebd1b7f81470'}]","""false""","""true""","""true""",32.0,178706,fasta,62048268520,diamond_database,,31034709,1468424176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-13 15:36:20.349870,27375.0,2.0
2016-07-13 15:35:57.034029,slurm_normal,1468424211.0,0,1.0,main_w2_handler0,2764665,13396631,False,,7608508.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,10,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50389614ad7254a76'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b565b5ebd1b7f81470'}]","""false""","""true""","""true""",32.0,494686,fasta,62048268520,diamond_database,,31034709,1468424208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-13 15:36:55.160347,27375.0,3.0
2016-07-13 15:37:27.949239,slurm_normal,1468424282.0,0,1.0,main_w1_handler1,2764665,13396650,False,,7608536.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5213037a4f7d98c69'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b565b5ebd1b7f81470'}]","""false""","""true""","""true""",32.0,93810,fasta,62048268520,diamond_database,,31034709,1468424279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-13 15:38:04.236350,27375.0,3.0
2016-04-06 12:23:51.757762,slurm_normal,1459945455.0,0,1.0,main_w1_handler2,2651465,12352764,False,,6557337.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,24084703,,,1,history,24164334.0,,"""False""","""True""","""False""",32.0,22781227,fasta,90933771,diamond_database,,29291323,1459945445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-06 12:24:17.475331,81661.0,10.0
2016-04-06 12:23:50.842967,slurm_normal,1459945450.0,0,1.0,main_w1_handler2,2651465,12352763,False,,6557336.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,24084701,,,1,history,24164334.0,,"""False""","""True""","""False""",32.0,24314244,fasta,90933771,diamond_database,,29291323,1459945445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-06 12:24:13.795058,81661.0,5.0
2016-04-12 01:44:27.016629,slurm_normal,1460425596.0,0,1.0,main_w2_handler1,2666245,12425003,False,,6625438.roundup,slurm,,132112168.0,corral-repl,,"""14a357cc005011e69cd3005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,1e-20,evalue,0,max,1,,"""0""","""BLOSUM62""",1,-1,-1,blastx,24264765,,,1,history,24264961.0,,"""False""","""True""","""True""",32.0,10066681,fasta,106630524,diamond_database,,29555416,1460425587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-12 01:46:38.034182,5803.0,9.0
2016-04-13 18:54:30.914560,slurm_normal,1460573778.0,0,1.0,main_w2_handler1,2666245,12444887,False,,6642843.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa7fb752182c8aa7'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe1f720232d2cdc1'}]","""false""","""false""","""true""",32.0,5051027,fasta,68964636,diamond_database,,29555416,1460573695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-13 18:56:21.223785,5803.0,83.0
2016-04-12 01:22:00.373326,slurm_normal,1460424170.0,0,1.0,main_w1_handler1,2666170,12424890,False,,6625303.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,24264628,,,1,history,24264652.0,,"""False""","""True""","""False""",32.0,10066681,fasta,77965980,diamond_database,,29555430,1460424166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-12 01:22:55.420057,82336.0,4.0
2016-04-12 03:33:11.590618,slurm_normal,1460432028.0,0,1.0,main_w2_handler1,2666245,12425806,False,,6626216.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,24265972,,,1,history,24266089.0,,"""False""","""False""","""True""",32.0,5051027,fasta,68964636,diamond_database,,29555416,1460432022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-12 03:33:50.647549,5803.0,6.0
2016-04-12 03:04:55.026437,slurm_normal,1460430341.0,0,1.0,main_w1_handler1,2666245,12425683,False,,6626072.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.0001,evalue,0,max,1,,"""0""","""BLOSUM62""",1,-1,-1,blastx,24264960,,,1,history,24264961.0,,"""False""","""False""","""True""",32.0,10066681,fasta,106630524,diamond_database,,29555416,1460430336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-12 03:05:48.246064,5803.0,5.0
2016-04-12 03:30:58.125865,slurm_normal,1460431890.0,0,1.0,main_w1_handler2,2666245,12425792,False,,6626201.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,24265972,,,1,history,24266089.0,,"""False""","""False""","""True""",32.0,5051027,fasta,68964636,diamond_database,,29555416,1460431886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-12 03:31:33.256134,5803.0,4.0
2016-04-14 08:33:01.782373,slurm_normal,1460622835.0,0,1.0,main_w2_handler0,2471203,12449726,False,,6647410.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c4905588bbc3656'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50dd1596b53afb9b7'}]","""false""","""true""","""false""",32.0,1465587,fasta,0,diamond_database,,29492332,1460622831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-14 08:33:57.111929,71224.0,4.0
2016-04-14 11:25:57.386017,slurm_normal,1460633188.0,0,1.0,main_w2_handler0,2471203,12451024,False,,6648589.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c4905588bbc3656'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550c6f0325ab1c980'}]","""false""","""true""","""false""",32.0,1465587,fasta,916565738,diamond_database,,29601288,1460633184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-14 11:26:29.554476,71224.0,4.0
2016-04-14 13:10:49.736970,slurm_normal,1460639483.0,0,1.0,main_w1_handler1,2471203,12451859,False,,6649292.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cef527dcd5309a9'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550c6f0325ab1c980'}]","""false""","""true""","""false""",32.0,203154157,fasta,916565738,diamond_database,,29601288,1460639479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-14 13:11:24.891538,71224.0,4.0
2016-04-14 12:43:15.236086,slurm_normal,1460637829.0,0,1.0,main_w1_handler2,2471203,12451656,False,,6649172.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c4905588bbc3656'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550c6f0325ab1c980'}]","""false""","""true""","""false""",32.0,1465587,fasta,916565738,diamond_database,,29601288,1460637825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-14 12:43:50.377080,71224.0,4.0
2016-04-14 20:23:02.705041,slurm_normal,1460665430.0,0,1.0,main_w2_handler0,2471203,12456759,False,,6652551.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cef527dcd5309a9'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550c6f0325ab1c980'}]","""false""","""true""","""false""",32.0,203154157,fasta,916565738,diamond_database,,29601288,1460665424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-14 20:23:54.358778,71224.0,6.0
2016-04-14 20:28:01.332041,slurm_normal,1460665737.0,0,1.0,main_w2_handler0,2471203,12457009,False,,6652594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,0,,bit,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cef527dcd5309a9'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550c6f0325ab1c980'}]","""false""","""true""","""false""",32.0,203154157,fasta,916565738,diamond_database,,29601288,1460665723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-14 20:29:00.686540,71224.0,14.0
2016-04-14 20:13:03.050692,slurm_normal,1460664831.0,0,1.0,main_w1_handler1,2471203,12456665,False,,6652469.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""1""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cef527dcd5309a9'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550c6f0325ab1c980'}]","""false""","""true""","""false""",32.0,203154157,fasta,916565738,diamond_database,,29601288,1460664826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-14 20:13:54.278069,71224.0,5.0
2016-04-21 07:58:31.447549,slurm_normal,1461225543.0,0,1.0,main_w2_handler1,2660751,12546268,False,,6734411.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c56116acb7497abb'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f74a381921052c64'}]","""false""","""true""","""false""",32.0,14887466,fasta,67111700,diamond_database,,29465048,1461225539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-04-21 07:59:06.084507,81661.0,4.0
2016-07-20 06:44:31.869429,slurm_normal,1468997144.0,0,1.0,main_w2_handler1,2769555,13449997,False,,7663424.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1000,,"""95""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b409154eea7b194'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53050bcf160fbc951'}]","""false""","""true""","""false""",32.0,7311310,fasta,67131152,diamond_database,,31559762,1468997139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-20 06:45:46.862332,87521.0,5.0
2016-07-20 06:46:52.644232,slurm_normal,1468997261.0,0,1.0,main_w2_handler1,2769555,13450033,False,,7663453.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1000,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b409154eea7b194'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53050bcf160fbc951'}]","""false""","""true""","""false""",32.0,7311310,fasta,67131152,diamond_database,,31559762,1468997256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-20 06:47:42.241458,87521.0,5.0
2016-06-06 11:39:02.084188,slurm_normal,1465213315.0,0,1.0,main_w1_handler1,2701899,13083548,False,,7267673.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1,,"""30""","""BLOSUM62""",0,1,11,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb57f1b7f1d920b5'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518a93811841fd632'}]","""false""","""true""","""false""",32.0,1720477406,fasta,69445609,diamond_database,,30495638,1465213310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-06 11:41:57.024394,10977.0,5.0
2016-06-06 11:43:08.645018,slurm_normal,1465213456.0,0,1.0,main_w1_handler0,2701899,13083784,False,,7267718.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1,,"""30""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb57f1b7f1d920b5'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518a93811841fd632'}]","""false""","""true""","""false""",32.0,1720477406,fasta,69445609,diamond_database,,30495638,1465213434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-06 11:44:19.721926,10977.0,22.0
2016-06-06 12:09:29.705467,slurm_normal,1465214996.0,0,1.0,main_w2_handler0,2701899,13083942,False,,7268054.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb57f1b7f1d920b5'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518a93811841fd632'}]","""false""","""true""","""false""",32.0,1720477406,fasta,69445609,diamond_database,,30495638,1465214993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-06 12:09:59.916272,10977.0,3.0
2016-06-06 11:54:07.229661,slurm_normal,1465214102.0,0,1.0,main_w1_handler1,2701899,13083846,False,,7267937.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,1,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb57f1b7f1d920b5'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518a93811841fd632'}]","""false""","""true""","""true""",32.0,1720477406,fasta,69445609,diamond_database,,30495638,1465214100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-06 11:55:06.000198,10977.0,2.0
2016-07-20 06:48:59.816775,slurm_normal,1468997376.0,0,1.0,main_w1_handler0,2769555,13450053,False,,7663478.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b555d217149427056a'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53050bcf160fbc951'}]","""false""","""true""","""false""",32.0,61807346,fasta,67131152,diamond_database,,31559762,1468997374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-20 06:49:37.587744,87521.0,2.0
2016-06-07 06:04:09.094798,slurm_normal,1465279485.0,0,1.0,main_w1_handler0,674631,13091786,False,,7275901.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,1,percentage,,20,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a74c478b7bc7c61a'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b8f8156f32d5e7b'}]","""false""","""true""","""false""",32.0,309773124,fasta,2171988237,diamond_database,,30484562,1465279481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-07 06:04:46.938216,15035.0,4.0
2016-06-07 04:54:46.874036,slurm_normal,1465275316.0,0,1.0,main_w2_handler1,674631,13091631,False,,7275746.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a74c478b7bc7c61a'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b8f8156f32d5e7b'}]","""false""","""true""","""false""",32.0,309773124,fasta,2171988237,diamond_database,,30484562,1465275313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-07 04:55:17.735321,15035.0,3.0
2016-06-07 08:48:40.772718,slurm_normal,1465289357.0,0,1.0,main_w2_handler0,674631,13092768,False,,7276738.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""0""","""BLOSUM62""",1,-1,-1,blastx,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd942b2d73a9d3c9'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b8f8156f32d5e7b'}]","""false""","""true""","""false""",32.0,68890626,fasta,2171988237,diamond_database,,30484562,1465289352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-06-07 08:49:19.050322,15035.0,5.0
2016-07-24 16:00:57.259230,slurm_normal,1469376072.0,0,1.0,main_w1_handler0,1250793,13480221,False,,7696070.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,0.001,evalue,0,max,25,,"""1""","""BLOSUM62""",0,2,6,blastp,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5158d66ea7fe510ac'}]",,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507d5b93f73c33d13'}]","""false""","""true""","""false""",32.0,8314853,fasta,403934383,diamond_database,,31672879,1469376067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.1.6.0,0.1.6.0,,2016-07-24 16:01:13.776079,29533.0,5.0
