create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.w,parameters.bed,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.nooverlaps,parameters.number,parameters.original,parameters.strandB,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-04 22:28:07.928790,slurm_normal,1520202515.0,0,7680.0,1.0,main_w3_handler0,3450847,18603606,False,,43199,bed,43199,bed,12698857,slurm,,132112168.0,corral-repl,,0,window,1000,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34206021}]","[{'src': 'hda', 'id': 34206021}]","""false""","""false""","""false""","""""",32.0,,44314567,1520202511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.27.0.0,2.27.0.0,,2018-03-04 22:28:36.583921,,4.0
