chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
34.0,len,2017-05-09 12:01:07.252850,slurm_normal,1494331330.0,0,,1.0,main_w3_handler0,2784836,15793065,False,,21871290,fastqsanger.bz2,9896884.roundup,slurm,,132112168.0,corral-repl,,1,,,"""/galaxy-repl/main/files/017/177/dataset_17177464.dat""","""?""","[{'src': 'hda', 'id': 29535652}]",32.0,,36707460.0,1494331326.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-05-09 12:02:13.373997,88155.0,4.0
,,2017-05-31 11:10:38.332794,slurm_normal,1496229052.0,0,,1.0,main_w4_handler1,3134302,15977243,False,,900001,fastqsanger.bz2,10073090.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29829929}]",32.0,,38308154.0,1496229048.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-05-31 11:10:54.228137,100933.0,4.0
,,2017-05-31 11:17:39.946585,slurm_normal,1496229475.0,0,,1.0,main_w3_handler0,3134302,15977301,False,,900001,fastqsanger.bz2,10073123.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29829929}]",32.0,,38308154.0,1496229471.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-05-31 11:17:58.825873,100933.0,4.0
,,2017-06-02 04:58:38.626468,slurm_normal,1496379758.0,0,,1.0,main_w4_handler0,3134274,15995453,False,,172210,fastqsanger.bz2,10089988.roundup,slurm,,132112168.0,corral-repl,,0,,,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","[{'src': 'hda', 'id': 29830966}]",32.0,,38391039.0,1496379754.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-06-02 05:02:47.272736,106902.0,4.0
,,2017-06-02 04:58:31.756804,slurm_normal,1496379752.0,0,,1.0,main_w4_handler1,3134274,15995435,False,,220977696,fastqsanger.bz2,10089969.roundup,slurm,,132112168.0,corral-repl,,0,,,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","[{'src': 'hda', 'id': 29830957}]",32.0,,38391039.0,1496379642.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-06-02 05:02:40.741658,106902.0,110.0
,,2017-06-02 04:58:35.291143,slurm_normal,1496379738.0,0,,1.0,main_w4_handler1,3134274,15995445,False,,276541249,fastqsanger.bz2,10089970.roundup,slurm,,132112168.0,corral-repl,,0,,,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","[{'src': 'hda', 'id': 29830962}]",32.0,,38391039.0,1496379649.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-06-02 05:02:20.739187,106902.0,89.0
,,2017-06-02 04:58:33.973365,slurm_normal,1496379674.0,0,,1.0,main_w3_handler1,3134274,15995441,False,,170922282,fastqsanger.bz2,10089967.roundup,slurm,,132112168.0,corral-repl,,0,,,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","[{'src': 'hda', 'id': 29830960}]",32.0,,38391039.0,1496379634.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-06-02 05:01:17.761964,106902.0,40.0
,,2017-06-02 04:58:33.318130,slurm_normal,1496379855.0,0,,1.0,main_w4_handler0,3134274,15995439,False,,341681808,fastqsanger.bz2,10089983.roundup,slurm,,132112168.0,corral-repl,,0,,,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","[{'src': 'hda', 'id': 29830959}]",32.0,,38391039.0,1496379739.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-06-02 05:04:20.532063,106902.0,116.0
,,2017-06-02 04:58:43.295954,slurm_normal,1496379980.0,0,,1.0,main_w4_handler0,3134274,15995463,False,,36805841,fastqsanger.bz2,10090041.roundup,slurm,,132112168.0,corral-repl,,0,,,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","[{'src': 'hda', 'id': 29830971}]",32.0,,38391039.0,1496379965.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-06-02 05:06:25.209990,106902.0,15.0
,,2017-06-02 04:58:32.366788,slurm_normal,1496379653.0,0,,1.0,main_w4_handler0,3134274,15995437,False,,82385037,fastqsanger.bz2,10089966.roundup,slurm,,132112168.0,corral-repl,,0,,,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","[{'src': 'hda', 'id': 29830958}]",32.0,,38391039.0,1496379632.0,ok,1023996.0,CONVERTER_fastqsangerbz2_to_fastqsanger,1.0.0,,2017-06-02 05:00:55.006731,106902.0,21.0
