create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.coverage_cap,parameters.dbkey,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.minimum_base_quality,parameters.minimum_mapping_quality,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-22 09:35:06.002937,slurm_normal,1495446746.0,0,,1.0,main_w3_handler0,3121347,15904682,False,,1884148785,bam,10003044.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""","[{'src': 'hda', 'id': 29713248}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 29712480}]",history,"""LENIENT""",32.0,37030442.0,fasta,,38126584,1495445720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-05-22 09:52:31.288912,19619.0,1026.0
2017-06-25 20:08:06.132166,slurm_normal,1498421325.0,0,,1.0,main_w3_handler1,3171283,16183523,False,,1863722,bam,10259177.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""","[{'src': 'hda', 'id': 30153615}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 30153616}]",history,"""LENIENT""",32.0,1000016.0,fasta,,38910171,1498421294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-06-25 20:08:48.286628,,31.0
2017-07-14 08:24:31.205027,slurm_normal,1500020801.0,0,,1.0,main_w4_handler1,3191684,16342672,False,,36943918,bam,10408365.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473923}]","""52786.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:26:42.598680,108941.0,105.0
2017-07-14 08:24:36.328737,slurm_normal,1500021196.0,0,,1.0,main_w4_handler1,3191684,16342686,False,,39912660,bam,10408412.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473871}]","""51021.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500021069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:33:17.878267,108941.0,127.0
2017-07-14 08:24:34.720892,slurm_normal,1500020920.0,0,,1.0,main_w3_handler1,3191684,16342682,False,,43930980,bam,10408376.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473886}]","""52776.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:28:41.144349,108941.0,116.0
2017-07-14 08:24:31.951397,slurm_normal,1500020805.0,0,,1.0,main_w3_handler0,3191684,16342675,False,,37597201,bam,10408366.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473914}]","""52783.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:26:46.923517,108941.0,109.0
2017-07-14 08:24:34.481566,slurm_normal,1500021151.0,0,,1.0,main_w4_handler1,3191684,16342681,False,,42560584,bam,10408408.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473896}]","""52777.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500021046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:32:36.968618,108941.0,105.0
2017-07-14 08:24:35.041380,slurm_normal,1500021037.0,0,,1.0,main_w4_handler0,3191684,16342683,False,,43326580,bam,10408396.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473882}]","""52775.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:30:39.356990,108941.0,95.0
2017-07-14 08:24:33.029848,slurm_normal,1500021037.0,0,,1.0,main_w4_handler0,3191684,16342677,False,,37530803,bam,10408389.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473909}]","""52781.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:30:41.138489,108941.0,112.0
2017-07-14 08:24:34.210127,slurm_normal,1500021035.0,0,,1.0,main_w4_handler0,3191684,16342680,False,,42916588,bam,10408391.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473899}]","""52778.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:30:38.952708,108941.0,102.0
2017-07-14 08:24:33.673519,slurm_normal,1500021061.0,0,,1.0,main_w4_handler1,3191684,16342678,False,,42842342,bam,10408394.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473906}]","""52780.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:31:03.870394,108941.0,125.0
2017-07-14 08:24:32.378739,slurm_normal,1500020824.0,0,,1.0,main_w3_handler0,3191684,16342676,False,,37201230,bam,10408367.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473911}]","""52782.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:27:07.366906,108941.0,127.0
2017-07-14 08:24:31.397478,slurm_normal,1500020804.0,0,,1.0,main_w3_handler1,3191684,16342673,False,,36947458,bam,10408364.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473921}]","""52785.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:26:47.229333,108941.0,119.0
2017-07-14 08:24:35.910911,slurm_normal,1500021151.0,0,,1.0,main_w4_handler1,3191684,16342685,False,,39344528,bam,10408409.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473878}]","""51022.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500021054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:32:36.995807,108941.0,97.0
2017-07-14 08:24:33.910847,slurm_normal,1500020925.0,0,,1.0,main_w3_handler0,3191684,16342679,False,,42658899,bam,10408379.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""250""","""sacCer3""","[{'src': 'hda', 'id': 30473902}]","""52779.down.sorted.bam""","""20""","""20""",0,sacCer3,,cached,"""LENIENT""",32.0,,,,39303295,1500020813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,2.7.1.0,,2017-07-14 08:28:47.463650,108941.0,112.0
