bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.distanceBetweenBins,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.histogram,parameters.plotTitle,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
525900420,bam,,,2016-06-30 17:49:41.576118,slurm_multi,1467309115.0,0,6.0,main_w2_handler2,2754105,13298498,False,,7500277,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52de8ef1845272c59'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","""1470""",32.0,,31177012,1467309012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-30 17:51:58.727797,16906,103.0
349790864,bam,1157558.0,len,2016-06-30 18:24:08.465476,slurm_multi,1467311200.0,0,6.0,main_w2_handler2,1121019,13298711,False,,7500488,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b39120f7bcd3be2'}]","""/galaxy-repl/main/files/016/340/dataset_16340592.dat""","""?""","""true""","""1471""",32.0,,31177012,1467311132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-30 18:26:44.082733,16906,68.0
662119531,bam,,,2016-06-30 18:22:38.345171,slurm_multi,1467311033.0,0,6.0,main_w1_handler2,2751786,13298685,False,,7500453,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a66c926a2405689'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""true""","""1470""",32.0,,31105987,1467310998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-30 18:23:58.342859,15359,35.0
662119531,bam,,,2016-06-30 18:22:16.737618,slurm_multi,1467310986.0,0,6.0,main_w1_handler2,2751786,13298684,False,Job output deleted by user before job completed.,7500448,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a66c926a2405689'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""1470""",32.0,,31105987,1467310950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-30 18:23:09.745061,15359,36.0
527797661,bam,1157558.0,len,2016-06-30 18:23:30.740796,slurm_multi,1467311124.0,0,6.0,main_w1_handler2,1121019,13298706,False,,7500467,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59355ef42cc7758e0'}]","""/galaxy-repl/main/files/016/340/dataset_16340592.dat""","""?""","""true""","""1470""",32.0,,31177012,1467311033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-30 18:25:26.226621,16906,91.0
356584839,bam,,,2016-06-30 18:22:57.563616,slurm_multi,1467311147.0,0,6.0,main_w1_handler2,2751786,13298689,False,,7500470,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5370874a8a36568b3'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""true""","""1471""",32.0,,31105987,1467311050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-30 18:25:50.262556,15359,97.0
7367928693,bam,,,2016-07-01 17:43:28.063993,slurm_multi,1467395405.0,0,6.0,main_w2_handler2,2753613,13307496,False,,7509395,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2ff1e9239d07f45'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""true""","""""",32.0,,31185807,1467395357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-01 17:50:09.970536,44428,48.0
2827361,bam,,,2016-07-02 09:24:41.481404,slurm_multi,1467451770.0,0,6.0,main_w1_handler2,681725,13312137,False,,7514459,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9d938534ed8a0ef'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""test""",32.0,,31234368,1467451539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-02 09:29:33.706505,15359,231.0
3332390834,bam,,,2016-09-16 00:09:00.229241,slurm_multi,1473985145.0,0,6.0,main_w4_handler2,2744620,13862096,False,,8085193,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b096b10e380de334'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","""PV-P2-50K""",32.0,,32803486,1473985067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-16 00:19:07.805077,86394,78.0
1936354529,bam,,,2016-09-16 14:05:03.694197,slurm_multi,1474035962.0,0,6.0,main_w3_handler2,2821666,13865399,False,,8089008,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ded6ce0ce478bc82'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""pCLL_JB0015_dedup""",32.0,,32803486,1474035862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-16 14:26:05.397558,86394,100.0
2159703043,bam,,,2016-09-16 14:04:39.743741,slurm_multi,1474035218.0,0,6.0,main_w3_handler2,2821666,13865383,False,,8088842,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ef328c43a49d363'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""pCLL_PB0015""",32.0,,32803486,1474035188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-16 14:13:49.330102,86394,30.0
3310919906,bam,,,2016-09-16 20:38:07.974961,slurm_multi,1474074551.0,0,6.0,main_w3_handler2,2822724,13868974,False,,8093398,slurm,,132112168.0,corral-repl,,0,no,,"""76693ff27c4d11e69cb0005056a52a46""",0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce80b1b0f0a69849'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""""",32.0,,32803486,1474074485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-17 01:09:12.791593,86394,66.0
1726978663,bam,,,2016-09-17 14:02:45.352840,slurm_multi,1474129387.0,0,6.0,main_w3_handler2,2823092,13871456,False,,8095044,slurm,,132112168.0,corral-repl,,0,no,,"""654ed2b27cdf11e6bcde005056a51846""",0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515bdc6b795e3ca55'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""""",32.0,,32803486,1474129345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-17 16:23:08.475857,86394,42.0
3621339638,bam,,,2016-07-12 05:37:14.085909,slurm_multi,1468302078.0,0,6.0,main_w1_handler2,2717113,13381924,False,,7593273,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6dab509895a6f91'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468302032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:41:20.382478,50398,46.0
2914472700,bam,,,2016-07-12 05:37:15.912322,slurm_multi,1468302316.0,0,6.0,main_w2_handler2,2717113,13381926,False,,7593295,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b525bcf5b5f8eccf23'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468302268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:45:17.651673,50398,48.0
2991372946,bam,,,2016-07-12 05:37:10.944450,slurm_multi,1468301963.0,0,6.0,main_w2_handler2,2717113,13381921,False,,7593268,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55bc082b016c68996'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468301913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:39:25.888916,50398,50.0
3424634207,bam,,,2016-07-12 05:37:11.962233,slurm_multi,1468302186.0,0,6.0,main_w2_handler2,2717113,13381922,False,,7593288,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3821f964ac853a2'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468302137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:43:08.795639,50398,49.0
2567627787,bam,,,2016-07-12 05:37:09.350233,slurm_multi,1468301908.0,0,6.0,main_w1_handler2,2717113,13381920,False,,7593265,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4143f0510deeb98'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468301865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:38:30.120460,50398,43.0
2597230067,bam,,,2016-07-12 05:37:15.102220,slurm_multi,1468302131.0,0,6.0,main_w1_handler2,2717113,13381925,False,,7593281,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b03fcc6cf623e306'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468302086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:42:13.399494,50398,45.0
2841173616,bam,,,2016-07-12 05:37:12.795554,slurm_multi,1468302027.0,0,6.0,main_w1_handler2,2717113,13381923,False,,7593270,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b552637e13cc6af281'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468301987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:40:29.752602,50398,40.0
3038000263,bam,,,2016-07-12 05:37:16.726245,slurm_multi,1468302241.0,0,6.0,main_w1_handler2,2717113,13381927,False,,7593291,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8ea7b2a33aaa096'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468302196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:44:05.236926,50398,45.0
3001252163,bam,,,2016-07-12 05:37:17.320659,slurm_multi,1468302397.0,0,6.0,main_w2_handler2,2717113,13381928,False,,7593296,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50dd275f68c4b6383'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468302338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:46:39.799516,50398,59.0
3079856519,bam,,,2016-07-12 05:37:17.698106,slurm_multi,1468302453.0,0,6.0,main_w2_handler2,2717113,13381929,False,,7593313,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58ae9f27fc55e5660'}]","""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""false""","""""",32.0,,30983209,1468302410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 05:47:35.865218,50398,43.0
156847275,bam,,,2016-07-12 09:23:54.190170,slurm_multi,1468315592.0,0,6.0,main_w1_handler2,2761056,13383515,False,,7594934,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba88c5929f069c7f'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""true""","""""",32.0,,31414476,1468315511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 09:26:35.049600,15359,81.0
210227122,bam,,,2016-07-12 09:43:30.819990,slurm_multi,1468316684.0,0,6.0,main_w2_handler2,2761056,13383685,False,,7595126,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e1fe4c928e6cefb'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""true""","""""",32.0,,31414476,1468316643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-07-12 09:44:45.713446,15359,41.0
4525391490,bam,,,2016-09-18 18:29:50.926860,slurm_multi,1474285163.0,0,6.0,main_w3_handler2,2823846,13875582,False,,8105778,slurm,,132112168.0,corral-repl,,0,no,,"""df958e827dcd11e68984005056a52a46""",0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5caa159c29e8fd78d'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""""",32.0,,32803486,1474285080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-19 11:39:25.438901,86394,83.0
3480068050,bam,,,2016-09-19 15:21:47.309539,slurm_multi,1474323714.0,0,6.0,main_w4_handler2,2825067,13884572,False,,8111287,slurm,,132112168.0,corral-repl,,0,no,,"""c359952e7e7c11e69ed5005056a51846""",0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef9851168004ab7b'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""""",32.0,,32803486,1474323635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-19 22:21:55.525917,86394,79.0
