bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.distanceBetweenBins,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.histogram,parameters.plotTitle,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2862756084,bam,,,2016-09-11 21:11:00.459525,slurm_multi,1473628779.0,0,6.0,main_w3_handler2,2771636,13826814,False,,8048762,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6a0c4265103fa83'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""""",32.0,,31578981,1473628748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-11 21:19:42.756703,73080,31.0
3258510184,bam,,,2016-09-11 21:10:59.440847,slurm_multi,1473628696.0,0,6.0,main_w3_handler2,2771636,13826811,False,,8048755,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce1ce376721125d2'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""""",32.0,,31578981,1473628663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-11 21:18:17.882614,73080,33.0
3045420328,bam,,,2016-09-11 21:11:01.922912,slurm_multi,1473629423.0,0,6.0,main_w3_handler2,2771636,13826818,False,,8048804,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b561e99a2c989ef80e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""""",32.0,,31578981,1473629386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-11 21:30:24.983841,73080,37.0
2565449579,bam,,,2016-09-11 21:10:59.846549,slurm_multi,1473628737.0,0,6.0,main_w3_handler2,2771636,13826812,False,,8048757,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5306f2d798ab80f2c'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""""",32.0,,31578981,1473628704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-11 21:19:01.638882,73080,33.0
2113572094,bam,,,2016-09-11 21:11:00.836840,slurm_multi,1473628870.0,0,6.0,main_w3_handler2,2771636,13826815,False,,8048768,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5455535e833b5da7e'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""""",32.0,,31578981,1473628793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-11 21:21:13.184886,73080,77.0
1935159771,bam,,,2016-09-11 21:11:01.216152,slurm_multi,1473628936.0,0,6.0,main_w3_handler2,2771636,13826816,False,,8048774,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5479b15c8f18a7126'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""""",32.0,,31578981,1473628881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-11 21:22:19.114492,73080,55.0
2516591582,bam,,,2016-09-11 21:11:00.216861,slurm_multi,1473629464.0,0,6.0,main_w4_handler2,2771636,13826813,False,,8048808,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da05159954ae7c26'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""""",32.0,,31578981,1473629427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-11 21:31:05.987175,73080,37.0
1903457122,bam,,,2016-09-11 21:11:01.587920,slurm_multi,1473629511.0,0,6.0,main_w4_handler2,2771636,13826817,False,,8048809,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b571433a8e39f84890'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""""",32.0,,31578981,1473629472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-09-11 21:31:53.325778,73080,39.0
1362321,bam,,,2016-06-27 06:30:53.037461,slurm_multi,1467009202.0,0,6.0,main_w2_handler2,2747688,13264602,False,,7452841,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c82393f1812d18c'}]","""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""","""false""","""""",32.0,,31095873,1467009196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-27 06:33:24.397693,86494,6.0
1279107,bam,,,2016-06-27 06:30:51.511634,slurm_multi,1467009089.0,0,6.0,main_w1_handler2,2747688,13264599,False,,7452807,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c427b04dbe6b1de1'}]","""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""","""false""","""""",32.0,,31095873,1467009082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-27 06:31:31.759405,86494,7.0
1231809,bam,,,2016-06-27 06:30:51.972853,slurm_multi,1467009114.0,0,6.0,main_w1_handler2,2747688,13264600,False,,7452816,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52dbe78f37db448e5'}]","""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""","""false""","""""",32.0,,31095873,1467009109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-27 06:31:56.209714,86494,5.0
1633505,bam,,,2016-06-27 06:30:52.417614,slurm_multi,1467009174.0,0,6.0,main_w2_handler2,2747688,13264601,False,,7452837,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f81011884956de2e'}]","""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""","""false""","""""",32.0,,31095873,1467009169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-27 06:32:56.685404,86494,5.0
1368053,bam,,,2016-06-27 06:30:53.235704,slurm_multi,1467009140.0,0,6.0,main_w1_handler2,2747688,13264603,False,,7452823,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c10758ff1622d93a'}]","""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""","""false""","""""",32.0,,31095873,1467009134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-27 06:32:22.465596,86494,6.0
92616003,bam,,,2016-06-28 19:22:18.120666,slurm_multi,1467142712.0,0,6.0,main_w1_handler2,2751786,13280522,False,,7470145,slurm,,132112168.0,corral-repl,,0,no,,,1,1000,1000000,yes,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ab32ed859050225'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""true""","""""",32.0,,31144644,1467142630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-28 19:38:33.696184,15359,82.0
350098787,bam,,,2016-06-30 17:50:08.504446,slurm_multi,1467309226.0,0,6.0,main_w1_handler2,2754105,13298500,False,,7500288,slurm,,132112168.0,corral-repl,,0,no,,,0,,,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e30a9019e55fc64'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","""1471""",32.0,,31177012,1467309132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.2.3.0,2.2.3.0,,2016-06-30 17:53:50.045737,16906,94.0
