create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.abund,parameters.as_datasets,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.freq,parameters.iters,parameters.otu.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-21 00:36:15.573424,slurm_normal,1498005395.0,0,1.0,main_w3_handler1,3165978,16149186,False,,10228131.roundup,slurm,,132112168.0,corral-repl,29067,tabular,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 30104660}]",32.0,,38822584,1498005390.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-06-21 00:36:39.058073,,5.0
2017-04-06 04:55:46.150651,slurm_normal,1491454553.0,0,1.0,main_w4_handler1,3043627,15502350,False,,9629614.roundup,slurm,,132112168.0,corral-repl,166693666,fastq,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 28904118}]",32.0,,37147842,1491454549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-04-06 04:55:57.987864,102697.0,4.0
2017-03-10 17:22:17.485087,slurm_normal,1489166695.0,0,1.0,main_w4_handler0,3026093,15264927,False,,9410902.roundup,slurm,,132112168.0,corral-repl,10002,shared,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 28710082}]",32.0,,36550514,1489166672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-03-10 17:26:05.255876,37766.0,23.0
2017-06-07 15:29:16.642532,slurm_normal,1496849373.0,0,1.0,main_w4_handler0,3043627,16041626,False,,10131708.roundup,slurm,,132112168.0,corral-repl,166693666,fastq,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 29841530}]",32.0,,37147842,1496849369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-06-07 15:29:36.713855,102697.0,4.0
2017-04-22 23:28:30.410133,slurm_normal,1492903727.0,0,1.0,main_w3_handler0,3082894,15652520,False,,9769422.roundup,slurm,,132112168.0,corral-repl,8076276,txt,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 29322159}]",32.0,,37475908,1492903720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-04-22 23:28:49.275451,,7.0
2017-05-09 05:10:34.309690,slurm_normal,1494306647.0,0,1.0,main_w4_handler1,3102232,15786514,False,,9892646.roundup,slurm,,132112168.0,corral-repl,103838,interval,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 29513868}]",32.0,,36746733,1494306640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-05-09 05:10:50.453433,,7.0
2017-05-09 05:12:06.349629,slurm_normal,1494306739.0,0,1.0,main_w3_handler0,3102232,15786539,False,,9892653.roundup,slurm,,132112168.0,corral-repl,103838,interval,,"""10""","""true""","[""chao""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 29513868}]",32.0,,36746733,1494306732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-05-09 05:12:21.397798,,7.0
2017-06-12 19:05:01.661025,slurm_normal,1497294318.0,0,1.0,main_w4_handler1,3151567,16084977,False,,10171558.roundup,slurm,,132112168.0,corral-repl,20800562,fastq,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 30001423}]",32.0,,38614704,1497294314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-06-12 19:05:23.562785,,4.0
2017-06-12 20:38:45.980477,slurm_normal,1497301259.0,0,1.0,main_w4_handler0,3151567,16085852,False,,10172270.roundup,slurm,,132112168.0,corral-repl,153815,fastq,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 30002333}]",32.0,,38614704,1497301255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-06-12 21:01:03.725635,,4.0
2017-06-13 10:59:56.997888,slurm_normal,1497351614.0,0,1.0,main_w3_handler1,3130971,16089325,False,,10175385.roundup,slurm,,132112168.0,corral-repl,773631,fastq,,"""10""","""true""","[""sobs""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.0""","""0""","[{'src': 'hda', 'id': 30009417}]",32.0,,38628935,1497351609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_rarefaction_single/1.21.0,1.21.0,,2017-06-13 11:00:15.974082,106772.0,5.0
