chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.iterations,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-09-23 12:44:42.199207,roundup_single,1411476365.0,0,1.0,main_w1_handler1,2038273,7838933,False,,1030632,bam,1822461,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5""",1,16710495,16569543,history,32.0,925.0,fasta,,17146698,1411476291.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-23 12:46:07.021179,45745.0,74.0
,,2014-09-29 14:03:14.923166,roundup_single,1411999413.0,0,1.0,main_w2_handler1,2052907,7894684,False,,3893148,bam,1874949,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/main/files/008/689/dataset_8689269.dat""","""v1""","""5""",1,16897622,16885073,history,32.0,967.0,fasta,,17283737,1411999408.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-29 14:03:34.878160,45745.0,5.0
,,2014-09-29 14:31:44.198298,roundup_single,1412001119.0,0,1.0,main_w2_handler0,2056823,7894883,False,,1184052,bam,1875342,slurm,,132112264.0,corral-repl,,"""55152a9447e511e49010005056a52a46""","""/galaxy-repl/main/files/008/689/dataset_8689269.dat""","""v1""","""5""",1,16951985,16927336,history,32.0,967.0,fasta,,17283737,1412001117.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-29 14:32:02.325361,45745.0,2.0
,,2014-09-30 13:20:41.826971,roundup_single,1412083257.0,0,1.0,main_w1_handler0,2056824,7899974,False,,303110,bam,1880571,slurm,,132112264.0,corral-repl,,"""934e163a48a411e480c7005056a52a46""","""/galaxy-repl/main/files/008/689/dataset_8689269.dat""","""v1""","""5""",1,16951936,16927334,history,32.0,967.0,fasta,,17303185,1412083254.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-30 13:20:58.863070,45745.0,3.0
,,2014-11-15 17:02:31.017958,rodeo_normal,1416075325.0,0,1.0,main_w1_handler0,2024772,8174557,False,,42543423,bam,2022602.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""5""",0,17555371,hg19,cached,32.0,,,,18402196,1416075312.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-11-15 18:15:27.713035,52315.0,13.0
,,2014-09-17 05:24:43.238716,roundup_single,1410994276.0,0,1.0,main_w1_handler0,2055158,7806023,False,,4272935514,bam,1794914,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""5""",0,16908429,hg19,cached,32.0,,,,17028320,1410992960.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-17 22:51:18.769517,52390.0,1316.0
,,2014-09-22 13:05:50.255000,roundup_single,1411391163.0,0,1.0,main_w1_handler1,2038269,7824341,False,,821125,bam,1809144,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5""",1,16569968,16569541,history,32.0,925.0,fasta,,17131292,1411391159.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-22 13:06:06.371673,45745.0,4.0
,,2014-09-22 22:18:32.158270,roundup_single,1411424336.0,0,1.0,main_w1_handler0,2062107,7831940,False,,10535617,bam,1816250,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""5""",0,16980103,hg19,cached,32.0,,,,17139805,1411424331.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-22 22:18:58.195059,47259.0,5.0
,,2014-09-23 12:38:37.207089,roundup_single,1411475931.0,0,1.0,main_w2_handler0,2038278,7838895,False,,1166217,bam,1822390,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5""",1,16710384,16569542,history,32.0,925.0,fasta,,17146698,1411475927.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-23 12:38:54.075137,45745.0,4.0
,,2014-09-23 12:18:26.032491,roundup_single,1411474717.0,0,1.0,main_w1_handler1,2017564,7838757,False,,672965,bam,1822162,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5""",1,16507874,16502362,history,32.0,925.0,fasta,,17146698,1411474714.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bamleftalign/bamleftalign/0.0.2,0.0.2,,2014-09-23 12:18:39.181812,45745.0,3.0
