create_time,destination_id,end_epoch,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,long_reads,long_reads_filetype,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.graph_clean.min_component_size,parameters.graph_clean.min_dead_end_size,parameters.long_reads.values,parameters.paired_unpaired.__current_case__,parameters.paired_unpaired.fastq_input1.values,parameters.paired_unpaired.fastq_input2.values,parameters.paired_unpaired.fastq_input_selector,parameters.pilon.min_polish_size,parameters.spades.kmer_count,parameters.spades.max_kmer_frac,parameters.spades.min_kmer_frac,parameters.uc_opt.lin_seq,parameters.uc_opt.min_fasta_length,parameters.uc_opt.mode,parameters.uc_opt.no_correct,parameters.uc_opt.no_pilon,parameters.uc_opt.no_rotate,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-03 14:54:57.522697,bridges_normal,1507043523.0,0,218400154,fastqsanger,218521846,fastqsanger,11.0,main_w4_handler2,3274230,17011141,False,,17011141,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31538578}]","[{'src': 'hda', 'id': 31538585}]",paired,,,,,,,normal,false,false,false,64.0,,41019686,1507042515.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-03 15:12:25.746039,112694,1008.0
2017-10-03 16:11:07.577291,bridges_normal,1507051807.0,0,27851268,fastqsanger,27853192,fastqsanger,11.0,main_w3_handler2,3222925,17012115,False,,17012115,pulsar_bridges,,163371846.0,fastqsanger,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 31330363}]",0,"[{'src': 'hda', 'id': 31330332}]","[{'src': 'hda', 'id': 31330339}]",paired,,,,,,,normal,false,false,false,64.0,,40605965,1507047084.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-03 17:30:34.193426,91803,4723.0
2017-10-03 18:18:16.668166,bridges_normal,1507058185.0,0,27851268,fastqsanger,27853192,fastqsanger,11.0,main_w3_handler2,3222925,17013261,False,,17013261,pulsar_bridges,,163371846.0,fastqsanger,3170320964.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 31330363}]",0,"[{'src': 'hda', 'id': 31330332}]","[{'src': 'hda', 'id': 31330339}]",paired,,,,,,,bold,false,false,false,80.0,,40605965,1507054710.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-03 19:16:52.624601,91803,3475.0
2017-10-04 05:07:35.498829,bridges_normal,1507094765.0,0,243546064,fastqsanger,282795348,fastqsanger,11.0,main_w3_handler2,2943711,17020166,False,,17020166,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541944}]","[{'src': 'hda', 'id': 31541942}]",paired,,,,,,,normal,false,false,false,80.0,,41012681,1507093676.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 05:26:28.876166,97527,1089.0
2017-10-04 05:11:49.510803,bridges_normal,1507096043.0,0,682124528,fastqsanger,784862514,fastqsanger,11.0,main_w4_handler2,2943711,17020176,False,,17020176,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541934}]","[{'src': 'hda', 'id': 31541931}]",paired,,,,,,,normal,false,false,false,64.0,,41012681,1507094086.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 05:47:45.341051,97527,1957.0
2017-10-04 05:01:03.318540,bridges_normal,1507095579.0,0,318761436,fastqsanger,358855996,fastqsanger,11.0,main_w3_handler2,2943711,17020146,False,,17020146,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541946}]","[{'src': 'hda', 'id': 31541945}]",paired,,,,,,,normal,false,false,false,64.0,,41012681,1507093297.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 05:40:02.896029,97527,2282.0
2017-10-04 05:08:56.959281,bridges_normal,1507095613.0,0,721683285,fastqsanger,775147445,fastqsanger,11.0,main_w3_handler2,2943711,17020172,False,,17020172,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541940}]","[{'src': 'hda', 'id': 31541938}]",paired,,,,,,,normal,false,false,false,80.0,,41012681,1507093771.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 05:40:30.243186,97527,1842.0
2017-10-04 05:10:07.527005,bridges_normal,1507096761.0,0,990711724,fastqsanger,1075472426,fastqsanger,11.0,main_w4_handler2,2943711,17020173,False,,17020173,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541937}]","[{'src': 'hda', 'id': 31541936}]",paired,,,,,,,normal,false,false,false,80.0,,41012681,1507093850.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 05:59:31.793534,97527,2911.0
2017-10-04 06:09:32.165791,bridges_normal,1507098914.0,0,149240054,fastqsanger,171064878,fastqsanger,11.0,main_w4_handler2,2943711,17020336,False,,17020336,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541922}]","[{'src': 'hda', 'id': 31541921}]",paired,,,,,,,normal,false,false,false,80.0,,41012681,1507098168.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 06:35:33.024196,97527,746.0
2017-10-04 06:07:14.558792,bridges_normal,1507098753.0,0,508625498,fastqsanger,591707304,fastqsanger,11.0,main_w4_handler2,2943711,17020327,False,,17020327,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541928}]","[{'src': 'hda', 'id': 31541927}]",paired,,,,,,,normal,false,false,false,80.0,,41012681,1507097265.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 06:32:50.126593,97527,1488.0
2017-10-04 06:06:34.199447,bridges_normal,1507100353.0,0,571032230,fastqsanger,660248682,fastqsanger,11.0,main_w3_handler2,2943711,17020325,False,,17020325,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541930}]","[{'src': 'hda', 'id': 31541929}]",paired,,,,,,,normal,false,false,false,64.0,,41012681,1507097230.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 06:59:44.436009,97527,3123.0
2017-10-04 06:07:56.011209,bridges_normal,1507100252.0,0,861441324,fastqsanger,996411166,fastqsanger,11.0,main_w4_handler2,2943711,17020329,False,,17020329,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541926}]","[{'src': 'hda', 'id': 31541925}]",paired,,,,,,,normal,false,false,false,64.0,,41012681,1507097577.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 06:57:50.217281,97527,2675.0
2017-10-04 06:08:36.312082,bridges_normal,1507100114.0,0,750530368,fastqsanger,860294836,fastqsanger,11.0,main_w3_handler2,2943711,17020333,False,,17020333,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31541924}]","[{'src': 'hda', 'id': 31541923}]",paired,,,,,,,normal,false,false,false,80.0,,41012681,1507098168.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 06:55:40.714785,97527,1946.0
2017-10-04 17:17:00.630684,bridges_normal,1507141148.0,0,2229663177,fastqsanger,1577826793,fastqsanger,11.0,main_w4_handler2,3274582,17025403,False,,17025403,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31559972}]","[{'src': 'hda', 'id': 31559973}]",paired,,,,,,,normal,false,true,false,64.0,,39254820,1507137489.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 18:19:24.912880,105358,3659.0
2017-10-04 14:08:36.857323,bridges_normal,1507128831.0,0,556974573,fastqsanger,557029851,fastqsanger,11.0,main_w3_handler2,3275454,17023863,False,,17023863,pulsar_bridges,,163371846.0,fastqsanger,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 31557576}]",0,"[{'src': 'hda', 'id': 31557573}]","[{'src': 'hda', 'id': 31557574}]",paired,,,,,,,normal,false,false,false,64.0,,40605965,1507126144.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 14:54:12.329645,91803,2687.0
2017-09-21 19:06:31.642219,bridges_normal,1506023761.0,0,27851268,fastqsanger,27853192,fastqsanger,11.0,main_w3_handler2,3262160,16892268,False,,16892268,pulsar_bridges,,163371846.0,fastqsanger,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 31354857}]",0,"[{'src': 'hda', 'id': 31354855}]","[{'src': 'hda', 'id': 31354856}]",paired,,,,,,,normal,false,false,false,64.0,,40732598,1506020877.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-21 19:56:38.137904,621,2884.0
2017-09-22 03:45:52.712132,bridges_normal,1506056251.0,0,2019923375,fastqsanger,2020077961,fastqsanger,11.0,main_w3_handler2,3191494,16895602,False,,16895602,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 30687437}]","[{'src': 'hda', 'id': 30687634}]",paired,,,,,,,normal,false,false,false,64.0,,39584157,1506052232.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-22 04:57:51.259547,109559,4019.0
2017-10-04 19:15:04.237890,bridges_normal,1507144816.0,0,4137809,fastqsanger,4137809,fastqsanger,11.0,main_w3_handler2,3269248,17026314,False,,17026314,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31472798}]","[{'src': 'hda', 'id': 31472799}]",paired,,,,,,,normal,false,false,false,64.0,,40904403,1507144519.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-10-04 19:20:31.306316,112385,297.0
2017-09-22 19:58:36.523097,bridges_normal,1506112708.0,0,522074137,fastqsanger,474407721,fastqsanger,11.0,main_w4_handler2,3263557,16903630,False,,16903630,pulsar_bridges,,163371846.0,fastqsanger,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 31373582}]",0,"[{'src': 'hda', 'id': 31374155}]","[{'src': 'hda', 'id': 31374156}]",paired,,,,,,,normal,false,false,false,64.0,,40732598,1506110583.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-22 20:38:57.466369,621,2125.0
2017-09-22 20:51:46.831843,bridges_normal,1506116412.0,0,556974573,fastqsanger,557029851,fastqsanger,11.0,main_w4_handler2,3263752,16904222,False,,16904222,pulsar_bridges,,163371846.0,fastqsanger,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 31375234}]",0,"[{'src': 'hda', 'id': 31375232}]","[{'src': 'hda', 'id': 31375233}]",paired,,,,,,,normal,false,false,false,64.0,,40732598,1506113829.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-22 21:40:45.254055,621,2583.0
2017-09-23 06:20:31.621158,bridges_normal,1506149116.0,0,442601652,fastqsanger,442443276,fastqsanger,11.0,main_w3_handler2,3191494,16906571,False,,16906571,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 30696888}]","[{'src': 'hda', 'id': 30696891}]",paired,,,,,,,normal,false,false,false,64.0,,39584157,1506147787.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-23 06:45:38.094496,109559,1329.0
2017-09-23 05:27:03.602547,bridges_normal,1506146975.0,0,1577476309,fastqsanger,1577480099,fastqsanger,11.0,main_w4_handler2,3191494,16906473,False,,16906473,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 30696889}]","[{'src': 'hda', 'id': 30696890}]",paired,,,,,,,normal,false,false,false,64.0,,39584157,1506144667.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-23 06:09:55.255583,109559,2308.0
2017-09-22 21:26:54.753849,bridges_normal,1506150176.0,0,3110920389,fastqsanger,3110920389,fastqsanger,11.0,main_w4_handler2,3263221,16904437,False,,16904437,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31374933}]","[{'src': 'hda', 'id': 31374475}]",paired,,,,,,,normal,false,false,false,64.0,,40776363,1506116011.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-23 07:03:08.727324,109413,34165.0
2017-09-24 00:37:56.872471,bridges_normal,1506218194.0,0,720318628,fastqsanger,727286980,fastqsanger,11.0,main_w4_handler2,3259886,16910578,False,,16910578,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31316853}]","[{'src': 'hda', 'id': 31316865}]",paired,,,,,,200,normal,false,false,false,64.0,,39466218,1506214165.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-24 01:56:57.883753,81921,4029.0
2017-09-24 00:37:56.298162,bridges_normal,1506223226.0,0,1412805939,fastqsanger,1413233987,fastqsanger,11.0,main_w3_handler2,3259886,16910577,False,,16910577,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31316852}]","[{'src': 'hda', 'id': 31316864}]",paired,,,,,,200,normal,false,false,false,64.0,,39466218,1506215053.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-24 03:20:55.479170,81921,8173.0
2017-09-24 00:37:54.527510,bridges_normal,1506221174.0,0,1081424353,fastqsanger,1085070223,fastqsanger,11.0,main_w3_handler2,3259886,16910573,False,,16910573,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31316849}]","[{'src': 'hda', 'id': 31316861}]",paired,,,,,,200,normal,false,false,false,64.0,,39466218,1506214378.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-24 02:46:40.211516,81921,6796.0
2017-09-24 00:37:57.405486,bridges_normal,1506220947.0,0,1236897530,fastqsanger,1241565978,fastqsanger,11.0,main_w4_handler2,3259886,16910579,False,,16910579,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31316854}]","[{'src': 'hda', 'id': 31317861}]",paired,,,,,,200,normal,false,false,false,64.0,,39466218,1506214447.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-24 02:42:45.748547,81921,6500.0
2017-09-24 00:37:51.903377,bridges_normal,1506223512.0,0,1939370058,fastqsanger,1946560644,fastqsanger,11.0,main_w3_handler2,3259886,16910568,False,,16910568,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31316844}]","[{'src': 'hda', 'id': 31316856}]",paired,,,,,,200,normal,false,false,false,64.0,,39466218,1506214913.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-24 03:25:32.141059,81921,8599.0
2017-09-24 00:37:55.748958,bridges_normal,1506225643.0,0,1316273303,fastqsanger,1320644765,fastqsanger,11.0,main_w3_handler2,3259886,16910576,False,,16910576,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31316851}]","[{'src': 'hda', 'id': 31316863}]",paired,,,,,,200,normal,false,false,false,64.0,,39466218,1506214688.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-24 04:00:56.453942,81921,10955.0
2017-09-24 00:37:52.420446,bridges_normal,1506224415.0,0,1521121617,fastqsanger,1528568435,fastqsanger,9.0,main_w3_handler2,3259886,16910569,False,,16910569,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,0,"[{'src': 'hda', 'id': 31316845}]","[{'src': 'hda', 'id': 31316857}]",paired,,,,,,200,normal,false,false,false,64.0,,39466218,1506215116.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.2.0,0.2.0,,2017-09-24 03:40:42.574185,81921,9299.0
