bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.plotTitle,parameters.advancedOpt.scaleFactor1,parameters.advancedOpt.scaleFactor2,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.bigwigFile1.values,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
35621115,bigwig,36787082,bigwig,,,2016-09-16 07:10:08.243126,slurm_multi,1474010040.0,0,6.0,main_w3_handler2,2813134,13863134,False,,8086354,slurm,,132112168.0,corral-repl,,0,no,,1,2,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a74ce0c1b6fc670'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56da1e11c7a733852'}]","""/galaxy-repl/main/files/016/481/dataset_16481201.dat""",3,add,,"""SC5314_A19""","""bedgraph""","""""",32.0,,32290113,1474009945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-16 07:14:01.661967,77683,95.0
33659599,bigwig,34737767,bigwig,,,2016-09-16 07:26:06.584566,slurm_multi,1474010942.0,0,6.0,main_w3_handler2,2813134,13863202,False,,8086420,slurm,,132112168.0,corral-repl,,0,no,,1,2,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2c43bb6a64e9ddf'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f374a819481bd3b1'}]","""/galaxy-repl/main/files/016/481/dataset_16481201.dat""",4,reciprocal_ratio,0.001,"""SC5314_A19""","""bigwig""","""""",32.0,,32290113,1474010796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-16 07:29:03.530605,77683,146.0
23153897,bigwig,24863690,bigwig,,,2016-07-12 07:08:34.034652,slurm_multi,1468307932.0,0,6.0,main_w2_handler2,1766501,13382668,False,,7593996,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.37,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52435109c24d1b123'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54b7f748241faee19'}]","""/galaxy-repl/localdata/chrom/mm9.len""",1,ratio,1.0,"""mm9""","""bigwig""","""""",32.0,,30926777,1468307346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-12 07:18:54.007943,3443,586.0
82481037,bigwig,118732041,bigwig,,,2016-05-15 10:12:23.023390,slurm_multi,1463447190.0,0,6.0,main_w2_handler2,1861826,12901893,False,,7107149,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b566003aab6fd8cef2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58ffba0b590db85d7'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,30246295,1463446179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-17 01:11:07.404911,41697,1011.0
13147687,bigwig,12862339,bigwig,,,2016-07-08 13:26:28.354655,slurm_multi,1467985096.0,0,6.0,main_w1_handler2,1766501,13361524,False,,7571538,slurm,,132112168.0,corral-repl,,0,no,,1,50,,0.88,1.12,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1114a9832103a99'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b552354fee3d540297'}]","""/galaxy-repl/localdata/chrom/hg18.len""",2,subtract,,"""hg18""","""bigwig""","""""",32.0,,30926777,1467984435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-08 13:38:18.736246,3443,661.0
1843210,bigwig,269743,bigwig,,,2016-07-11 10:44:42.135511,slurm_multi,1468234360.0,0,6.0,main_w2_handler2,2733332,13373523,False,,7584377,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55094e2694225030a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58a417cb16a25b98b'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,30957989,1468233919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-11 10:52:41.610954,86325,441.0
137460563,bigwig,136147373,bigwig,,,2016-05-19 07:53:09.503351,slurm_multi,1463645291.0,0,6.0,main_w1_handler2,2697685,12937316,False,,7132006,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa5f8e9157837ede'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5499b80b547904a5a'}]","""/galaxy-repl/localdata/chrom/mm10.len""",0,log2,1.0,"""mm10""","""bigwig""","""""",32.0,,30154784,1463644431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-19 08:08:17.790534,79463,860.0
212751272,bigwig,128495401,bigwig,,,2016-05-19 08:13:15.035048,slurm_multi,1463646629.0,0,6.0,main_w2_handler2,2697685,12937405,False,,7132101,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d8ae212ef74f9a1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af17153af3a345ca'}]","""/galaxy-repl/localdata/chrom/mm10.len""",0,log2,1.0,"""mm10""","""bigwig""","""""",32.0,,30154784,1463645640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-19 08:30:33.068436,79463,989.0
471005,bigwig,261607,bigwig,,,2016-07-11 10:45:25.504873,slurm_multi,1468234804.0,0,6.0,main_w2_handler2,2733332,13373527,False,,7584409,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a20b00ed490758de'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f1595867524af7cb'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,30957989,1468234373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-11 11:00:04.942869,86325,431.0
48750879,bigwig,114363727,bigwig,,,2016-05-19 14:08:27.210318,slurm_multi,1463695992.0,0,6.0,main_w2_handler2,2710359,12940415,False,,7137531,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5253ce949ed9c92a5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4aebeb923bdd01b'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30307578,1463695214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-19 22:17:43.760210,41189,778.0
56115724,bigwig,125293265,bigwig,,,2016-05-19 14:11:04.915118,slurm_multi,1463699565.0,0,6.0,main_w1_handler2,2710359,12940448,False,,7137702,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f709023009dca2d7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5c06c275f62eb44'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30307578,1463698589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-19 23:12:48.290594,41189,976.0
1430161190,bigwig,54721668,bigwig,,,2016-05-19 21:06:10.202434,slurm_multi,1463693360.0,0,6.0,main_w1_handler2,2711846,12943420,False,,7137201,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5149f8cdb3b989e56'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b581b301d352ebb018'}]","""/galaxy-repl/localdata/chrom/?.len""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,30173896,1463692968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-19 21:29:22.204966,47654,392.0
44908338,bigwig,137678377,bigwig,,,2016-05-19 14:10:06.547628,slurm_multi,1463697351.0,0,6.0,main_w1_handler2,2710359,12940438,False,,7137577,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540810aff504e4097'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b513f566fbe258b13b'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30307578,1463696275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-19 22:35:53.630564,41189,1076.0
44908338,bigwig,137678377,bigwig,,,2016-05-19 14:10:33.374016,slurm_multi,1463698569.0,0,6.0,main_w1_handler2,2710359,12940444,False,,7137621,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540810aff504e4097'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b513f566fbe258b13b'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30307578,1463697373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-19 22:56:11.416677,41189,1196.0
23153897,bigwig,24863690,bigwig,,,2016-07-11 15:31:33.088853,slurm_multi,1468251958.0,0,6.0,main_w1_handler2,1766501,13375727,False,,7586610,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52435109c24d1b123'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54b7f748241faee19'}]","""/galaxy-repl/localdata/chrom/mm9.len""",2,subtract,,"""mm9""","""bigwig""","""""",32.0,,30926777,1468251252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-11 15:46:07.481280,3443,706.0
57116763,bigwig,95618147,bigwig,,,2016-05-19 14:09:22.364202,slurm_multi,1463701715.0,0,6.0,main_w2_handler2,2710359,12940427,False,,7137885,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc40e49ebe3abd1e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b522f9eece153e1d1e'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30307578,1463700838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-19 23:48:37.635379,41189,877.0
54721668,bigwig,1430161190,bigwig,,,2016-05-20 00:36:17.162891,slurm_multi,1463705157.0,0,6.0,main_w1_handler2,2711846,12944123,False,,7138136,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581b301d352ebb018'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5149f8cdb3b989e56'}]","""/galaxy-repl/localdata/chrom/?.len""",2,subtract,,"""?""","""bigwig""","""""",32.0,,30173896,1463704604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-20 00:45:59.837293,47654,553.0
23153897,bigwig,24863690,bigwig,,,2016-07-11 15:31:49.199451,slurm_multi,1468252426.0,0,6.0,main_w1_handler2,1766501,13375728,False,,7586718,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.37,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52435109c24d1b123'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54b7f748241faee19'}]","""/galaxy-repl/localdata/chrom/mm9.len""",2,subtract,,"""mm9""","""bigwig""","""""",32.0,,30926777,1468251972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-11 15:53:48.278724,3443,454.0
30995775,bigwig,199134800,bigwig,,,2016-05-20 02:24:24.302787,slurm_multi,1463711779.0,0,6.0,main_w2_handler2,2686094,12944617,False,,7138605,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5837e189a7b98320a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5641558efc79a0895'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,29824633,1463711106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-20 02:36:22.071704,65763,673.0
44908338,bigwig,137678377,bigwig,,,2016-05-20 16:13:44.788333,slurm_multi,1463762339.0,0,6.0,main_w2_handler2,2710359,12950138,False,,7143735,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540810aff504e4097'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b513f566fbe258b13b'}]","""/galaxy-repl/localdata/chrom/hg19.len""",4,reciprocal_ratio,1.0,"""hg19""","""bigwig""","""""",32.0,,30346243,1463761166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-20 16:39:02.756387,41189,1173.0
1430161190,bigwig,54721668,bigwig,,,2016-05-24 02:09:58.469502,slurm_multi,1464056211.0,0,6.0,main_w1_handler2,2711846,12969228,False,,7156881,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5149f8cdb3b989e56'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b581b301d352ebb018'}]","""/galaxy-repl/localdata/chrom/galGal4.len""",2,subtract,,"""galGal4""","""bigwig""","""""",32.0,,30173896,1464055870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-24 02:16:53.011739,47654,341.0
23153897,bigwig,24863690,bigwig,,,2016-07-12 09:31:12.518783,slurm_multi,1468316645.0,0,6.0,main_w1_handler2,1766501,13383619,False,,7594987,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52435109c24d1b123'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54b7f748241faee19'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,30926777,1468315931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-12 09:44:09.534019,3443,714.0
79120321,bigwig,460637030,bigwig,,,2016-05-24 22:10:08.766231,slurm_multi,1464195319.0,0,6.0,main_w2_handler2,2716874,12978663,False,,7171766,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57bf95236a99fbea5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6fd4e5a33d8fedf'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,30410289,1464194376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-25 16:55:36.803326,64607,943.0
520216484,bigwig,877827774,bigwig,,,2016-07-13 12:11:24.604496,slurm_multi,1468413323.0,0,6.0,main_w1_handler2,2652459,13394696,False,,7606570,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5972467420ca319ce'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b507fa399b16470c4d'}]","""/galaxy-repl/localdata/chrom/mm9.len""",4,reciprocal_ratio,1.0,"""mm9""","""bigwig""","""""",32.0,,31410693,1468412288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-13 12:35:25.178332,81710,1035.0
520216484,bigwig,701470364,bigwig,,,2016-07-13 07:11:48.366962,slurm_multi,1468395059.0,0,6.0,main_w1_handler2,2652459,13393072,False,,7604799,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5972467420ca319ce'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b581d62dc5c09979e0'}]","""/galaxy-repl/localdata/chrom/mm9.len""",3,add,,"""mm9""","""bigwig""","""""",32.0,,31410693,1468393959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-13 07:31:01.266291,81710,1100.0
258538978,bigwig,877827774,bigwig,,,2016-07-13 07:14:14.258804,slurm_multi,1468396355.0,0,6.0,main_w2_handler2,2652459,13393075,False,,7604834,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a3d1a4b857029fd9'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b507fa399b16470c4d'}]","""/galaxy-repl/localdata/chrom/mm9.len""",4,reciprocal_ratio,1.0,"""mm9""","""bigwig""","""""",32.0,,31410693,1468395138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-13 07:52:38.265093,81710,1217.0
877827774,bigwig,520216484,bigwig,,,2016-07-13 08:04:46.449465,slurm_multi,1468398456.0,0,6.0,main_w1_handler2,2652459,13393195,False,,7604949,slurm,,132112168.0,corral-repl,,0,no,,1,50,,1.0,1.0,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507fa399b16470c4d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5972467420ca319ce'}]","""/galaxy-repl/localdata/chrom/mm9.len""",4,reciprocal_ratio,1.0,"""mm9""","""bigwig""","""""",32.0,,31410693,1468397148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-13 08:27:37.769123,81710,1308.0
701470364,bigwig,520216484,bigwig,,,2016-07-13 08:05:08.230855,slurm_multi,1468399259.0,0,6.0,main_w1_handler2,2652459,13393196,False,,7605090,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581d62dc5c09979e0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5972467420ca319ce'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,31410693,1468398494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-13 08:41:03.217173,81710,765.0
58728534,bigwig,70028657,bigwig,,,2016-07-13 11:47:20.798012,slurm_multi,1468411284.0,0,6.0,main_w2_handler2,1662042,13394586,False,,7606475,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b36f091bbad9d5a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a673c381d8886733'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,29973811,1468410480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-13 12:01:28.185583,25804,804.0
75606836,bigwig,77762342,bigwig,,,2016-05-26 21:19:10.466401,slurm_multi,1464298509.0,0,6.0,main_w2_handler2,2204713,12995368,False,,7182084,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551b79d1b8247656c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5054d949b068961fb'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30406410,1464297594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-26 21:35:16.352636,58981,915.0
877827774,bigwig,258538978,bigwig,,,2016-07-13 13:08:57.290034,slurm_multi,1468416957.0,0,6.0,main_w2_handler2,2652459,13395059,False,,7606937,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507fa399b16470c4d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a3d1a4b857029fd9'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,31410693,1468415839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-07-13 13:35:59.299655,81710,1118.0
80464,bigwig,46846,bigwig,,,2016-05-26 23:05:01.974515,slurm_multi,1464304471.0,0,6.0,main_w1_handler2,2708211,12996287,False,,7183077,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5104cf18f1b0cc429'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b535f38deff38d8e48'}]","""/galaxy-repl/localdata/chrom/mm10.len""",0,log2,1.0,"""mm10""","""bigwig""","""""",32.0,,30229949,1464303954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-26 23:14:34.538682,84422,517.0
80464,bigwig,46846,bigwig,,,2016-05-26 23:33:06.210452,slurm_multi,1464306067.0,0,6.0,main_w2_handler2,2708211,12996397,False,,7183339,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5104cf18f1b0cc429'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b535f38deff38d8e48'}]","""/galaxy-repl/localdata/chrom/mm10.len""",1,ratio,1.0,"""mm10""","""bigwig""","""""",32.0,,30229949,1464305629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-26 23:41:12.280229,84422,438.0
426385235,bigwig,551879632,bigwig,,,2016-05-26 18:51:09.509985,slurm_multi,1464289831.0,0,6.0,main_w2_handler2,2427942,12993902,False,Job output deleted by user before job completed.,7180371,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5274c44bb780066cb'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b535a2f46ca987a128'}]","""/galaxy-repl/localdata/chrom/?.len""",4,reciprocal_ratio,1.0,"""?""","""bigwig""","""""",32.0,,30389101,1464288693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-26 19:10:34.044354,43701,1138.0
579011863,bigwig,551879632,bigwig,,,2016-05-26 18:51:26.940950,slurm_multi,1464290848.0,0,6.0,main_w2_handler2,2427942,12993915,False,,7180552,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e583bfc5a0f6038e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b535a2f46ca987a128'}]","""/galaxy-repl/localdata/chrom/?.len""",4,reciprocal_ratio,1.0,"""?""","""bigwig""","""""",32.0,,30389101,1464289854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-05-26 19:27:36.442196,43701,994.0
5178,bigwig,5038,bigwig,,,2016-09-20 12:08:57.018518,slurm_multi,1474373402.0,0,6.0,main_w3_handler2,2683154,13892209,False,,8115791,slurm,,132112168.0,corral-repl,,0,no,,0,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3e0e2d7af8d87cb'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f24902dd4bd384c3'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,32952641,1474373349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.3.0,2.2.3.0,,2016-09-20 12:10:04.837072,54621,53.0
