chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.case,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.input.values,parameters.pattern,parameters.seq,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-20 10:50:57.742838,slurm_normal,1497955910.0,0,283747,fasta,,1.0,main_w3_handler0,3149421,16141325,False,,95590,gff3,10220732.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30093558}]","[{'src': 'hda', 'id': 30093560}]","""false""","""false""","""false""",32.0,,38803236.0,1497955905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-06-20 10:51:57.793711,96461.0,5.0
,,2017-06-05 10:45:40.513313,slurm_normal,1496659562.0,0,19965,fasta,,1.0,main_w4_handler1,3140272,16014809,False,,2261024,bed,10107408.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29891318}]","[{'src': 'hda', 'id': 29889335}]","""true""","""true""","""true""",32.0,,38440976.0,1496659557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-06-05 10:46:07.006625,,5.0
124.0,len,2017-04-18 13:03:11.910267,slurm_normal,1492520635.0,0,83392191,fasta,,1.0,main_w3_handler1,3062603,15613735,False,,194094,bed,9732412.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/main/files/019/628/dataset_19628422.dat""","""?""","[{'src': 'hda', 'id': 29204579}]","[{'src': 'hda', 'id': 29257471}]","""false""","""false""","""false""",32.0,,37311061.0,1492520629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-04-18 13:04:12.791235,103769.0,6.0
124.0,len,2017-04-18 12:12:05.596805,slurm_normal,1492517557.0,0,83392191,fasta,,1.0,main_w4_handler0,3062603,15613470,False,,194094,bed,9732168.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/main/files/019/628/dataset_19628422.dat""","""?""","[{'src': 'hda', 'id': 29204579}]","[{'src': 'hda', 'id': 29257471}]","""false""","""false""","""false""",32.0,,37311061.0,1492517544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-04-18 12:12:41.255849,103769.0,13.0
,,2017-04-20 14:16:43.223643,slurm_normal,1492697858.0,0,404932,fasta,,1.0,main_w3_handler1,3080545,15635735,False,,87,bed,9753669.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29293663}]","[{'src': 'hda', 'id': 29293749}]","""false""","""true""","""false""",32.0,,37457563.0,1492697854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-04-20 14:17:46.934186,,4.0
,,2017-04-20 14:15:40.378187,slurm_normal,1492697787.0,0,404932,fasta,,1.0,main_w3_handler0,3080545,15635728,False,Job output deleted by user before job completed.,87,bed,9753661.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29293663}]","[{'src': 'hda', 'id': 29293749}]","""false""","""true""","""false""",32.0,,37457563.0,1492697783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-04-20 14:17:15.872617,,4.0
,,2017-04-30 01:04:08.390188,slurm_normal,1493514259.0,0,2574926,fasta,,1.0,main_w3_handler1,3064883,15709314,False,,155800,bed,9821410.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/moorTher_ATCC39073.len""","""moorTher_ATCC39073""","[{'src': 'hda', 'id': 29398266}]","[{'src': 'hda', 'id': 29398237}]","""false""","""false""","""true""",32.0,,36173362.0,1493514253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-04-30 01:04:20.523994,,6.0
,,2017-05-05 14:42:54.757775,slurm_normal,1493995398.0,0,404932,fasta,,1.0,main_w4_handler0,3080545,15758893,False,,139,bed,9867035.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29487328}]","[{'src': 'hda', 'id': 29487407}]","""false""","""true""","""false""",32.0,,37458935.0,1493995393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-05-05 14:43:36.929149,104444.0,5.0
,,2017-05-05 14:29:21.821403,slurm_normal,1493994615.0,0,404932,fasta,,1.0,main_w4_handler1,3080545,15758694,False,,139,bed,9866879.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29487328}]","[{'src': 'hda', 'id': 29487407}]","""false""","""false""","""false""",32.0,,37458935.0,1493994586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-05-05 14:30:19.721159,104444.0,29.0
,,2017-06-12 12:20:40.096256,slurm_normal,1497270092.0,0,660697026,fasta,,1.0,main_w3_handler0,3150592,16080972,False,,30344865,gff3,10167746.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29994188}]","[{'src': 'hda', 'id': 29994190}]","""false""","""false""","""false""",32.0,,38599367.0,1497270057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2017-06-12 12:21:35.911663,107512.0,35.0
