chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.codon_seq_col,parameters.codon_seq_col.__class__,parameters.codon_seq_col.value,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.snp_chrom_col,parameters.snp_chrom_col.__class__,parameters.snp_chrom_col.value,parameters.snp_end_col,parameters.snp_end_col.__class__,parameters.snp_end_col.value,parameters.snp_observed_col,parameters.snp_observed_col.__class__,parameters.snp_observed_col.value,parameters.snp_start_col,parameters.snp_start_col.__class__,parameters.snp_start_col.value,parameters.snp_strand_col,parameters.snp_strand_col.__class__,parameters.snp_strand_col.value,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-15 08:29:04.318476,rodeo_normal,1426408160.0,0,,1.0,main_w1_handler1,2218853,8950795,False,,22885,bed,3171169.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,"""hg19""",18861026,,,"""2""",,,"""4""",,,"""6""",,,"""3""",,,"""5""",,,32.0,,21451185,1426408157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-03-15 08:29:22.026426,,3.0
,,2015-03-15 08:22:45.914071,rodeo_normal,1426407786.0,0,,1.0,main_w2_handler0,2218853,8950784,False,,22885,bed,3171146.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2""",,,"""hg19""",18861026,,,"""1""",,,"""4""",,,"""6""",,,"""3""",,,"""5""",,,32.0,,21451185,1426407782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-03-15 08:23:09.359027,,4.0
,,2015-07-03 21:03:05.494535,slurm_normal,1435957428.0,0,,1.0,main_w1_handler0,2363804,9789006,False,,14799624,interval,4090755.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,"""hg19""",20225458,,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,32.0,,23979200,1435957421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-07-03 21:03:50.403076,,7.0
,,2015-09-17 14:27:32.404520,slurm_normal,1442500114.0,0,,1.0,main_w1_handler2,2442373,10344694,False,,158266,bed,4627831.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/pyrAer1.len""","""1""",,,"""pyrAer1""",21149335,,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,32.0,,25172088,1442500109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-09-17 14:28:35.545392,,5.0
,,2015-10-01 13:30:37.793525,slurm_normal,1443706273.0,0,,1.0,main_w1_handler2,2457693,10480460,False,,597000058,interval,4757246.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""1""",,,"""?""",21359332,,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,32.0,,25464744,1443706263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-10-01 13:31:20.094289,,10.0
,,2015-10-01 13:34:21.749667,slurm_normal,1443706492.0,0,,1.0,main_w1_handler2,2457693,10480496,False,,0,interval,4757272.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""1""",,,"""?""",21359430,,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,32.0,,25464744,1443706488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-10-01 13:34:56.720034,,4.0
,,2015-10-07 02:17:03.257955,slurm_normal,1444184251.0,0,,1.0,main_w2_handler1,2442070,10515117,False,,1308,bed,4790207.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1""",,,"""hg38""",21423497,,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,32.0,,25223111,1444184246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-10-07 02:17:32.402714,,5.0
,,2015-10-14 15:09:36.264274,slurm_normal,1444835406.0,0,,1.0,main_w2_handler1,2469053,10571236,False,,791957,bed,4842872.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""1""",,,"""Saccharomyces_cerevisiae_S288C_SGD2010""",21516002,,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,32.0,,25648456,1444835402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-10-14 15:10:13.660864,,4.0
,,2015-12-15 06:46:46.172068,slurm_normal,1450162083.0,0,,1.0,main_w2_handler0,2454696,11181298,False,,9085797,bed,5450624.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""",,,"""?""",22460000,,,"""1""",,,"""5""",,,"""8""",,,"""4""",,,"""7""",,,32.0,,25414337,1450162077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-12-15 06:48:05.788141,61160.0,6.0
,,2015-12-16 12:42:01.995390,slurm_normal,1450269749.0,0,,1.0,main_w2_handler0,2540357,11196588,False,,693,bed,5467346.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,"""hg19""",22480996,,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,32.0,,26839368,1450269744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0,1.0.0,,2015-12-16 12:42:33.202260,75290.0,5.0
