chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.complement,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.num_lines,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-20 19:54:06.330944,slurm_normal,1474402295.0,0,,1.0,main_w3_handler0,2813581,13899188,False,269,txt,,8122238.roundup,slurm,,132112168.0,corral-repl,,"""f8c036427f6b11e69217005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d2c0ff69b64891e'}]","""proB2""","""1""",32.0,,31939447.0,1474402286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:11:39.448871,4519.0,9.0
,,2016-09-20 19:54:07.469300,slurm_normal,1474402382.0,0,,1.0,main_w4_handler0,2813581,13899191,False,270,txt,,8122258.roundup,slurm,,132112168.0,corral-repl,,"""f8c036427f6b11e69217005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f4b921a45a2fa3b0'}]","""proB5""","""1""",32.0,,31939447.0,1474402378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:13:03.619712,4519.0,4.0
,,2016-09-20 20:25:36.045314,slurm_normal,1474403228.0,0,,1.0,main_w4_handler1,2813751,13899531,False,269,txt,,8122407.roundup,slurm,,132112168.0,corral-repl,,"""5da6520e7f7011e6b21c005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b1228ffa978f248'}]","""B pre-R3""","""1""",32.0,,31939447.0,1474403225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:27:09.736800,4519.0,3.0
,,2016-09-20 20:25:35.374997,slurm_normal,1474403178.0,0,,1.0,main_w4_handler1,2813751,13899530,False,269,txt,,8122389.roundup,slurm,,132112168.0,corral-repl,,"""5da6520e7f7011e6b21c005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd7ba875947b71bd'}]","""B pre-R2""","""1""",32.0,,31939447.0,1474403169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:26:21.839690,4519.0,9.0
,,2016-09-20 20:25:34.925951,slurm_normal,1474403212.0,0,,1.0,main_w4_handler0,2813751,13899529,False,270,txt,,8122400.roundup,slurm,,132112168.0,corral-repl,,"""5da6520e7f7011e6b21c005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b511d06f95210dfb'}]","""B pre-R1""","""1""",32.0,,31939447.0,1474403209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:26:53.666110,4519.0,3.0
,,2016-09-20 20:25:36.589936,slurm_normal,1474403259.0,0,,1.0,main_w3_handler0,2813751,13899532,False,270,txt,,8122417.roundup,slurm,,132112168.0,corral-repl,,"""5da6520e7f7011e6b21c005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53736e45e4111e53c'}]","""B pre-R4""","""1""",32.0,,31939447.0,1474403256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:27:41.174481,4519.0,3.0
,,2016-09-20 20:34:04.719011,slurm_normal,1474403711.0,0,,1.0,main_w4_handler0,2813756,13899750,False,269,txt,,8122526.roundup,slurm,,132112168.0,corral-repl,,"""8e9289ea7f7111e68067005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52357fab62d281317'}]","""B cell immature R3""","""1""",32.0,,31939447.0,1474403699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:35:14.009779,4519.0,12.0
,,2016-09-20 20:34:06.148886,slurm_normal,1474403728.0,0,,1.0,main_w4_handler0,2813756,13899754,False,269,txt,,8122533.roundup,slurm,,132112168.0,corral-repl,,"""8e9289ea7f7111e68067005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b56cbbcf396c1ce3'}]","""B cell immature R2""","""1""",32.0,,31939447.0,1474403724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:35:30.842456,4519.0,4.0
,,2016-09-20 20:34:05.043130,slurm_normal,1474403765.0,0,,1.0,main_w4_handler1,2813756,13899751,False,269,txt,,8122548.roundup,slurm,,132112168.0,corral-repl,,"""8e9289ea7f7111e68067005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58a7236a56b0be9b2'}]","""B cell immature R4""","""1""",32.0,,31939447.0,1474403758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:36:07.482322,4519.0,7.0
,,2016-09-20 20:34:05.821539,slurm_normal,1474403678.0,0,,1.0,main_w3_handler1,2813756,13899753,False,269,txt,,8122519.roundup,slurm,,132112168.0,corral-repl,,"""8e9289ea7f7111e68067005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec833c0f08eb8cff'}]","""B cell immature R1""","""1""",32.0,,31939447.0,1474403672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:34:39.494642,4519.0,6.0
,,2016-09-20 20:37:41.078829,slurm_normal,1474403927.0,0,,1.0,main_w3_handler0,2815820,13899831,False,269,txt,,8122614.roundup,slurm,,132112168.0,corral-repl,,"""102ff46a7f7211e6a09b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0a44183e06284c3'}]","""mature R1""","""1""",32.0,,31939447.0,1474403921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0,1.0.0,,2016-09-20 20:38:50.248688,4519.0,6.0
