chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input10,input10_filetype,input11,input11_filetype,input12,input12_filetype,input13,input13_filetype,input14,input14_filetype,input15,input15_filetype,input16,input16_filetype,input17,input17_filetype,input18,input18_filetype,input19,input19_filetype,input1_filetype,input2,input20,input20_filetype,input21,input21_filetype,input22,input22_filetype,input23,input23_filetype,input24,input24_filetype,input25,input25_filetype,input26,input26_filetype,input27,input27_filetype,input28,input28_filetype,input29,input29_filetype,input2_filetype,input3,input30,input30_filetype,input31,input31_filetype,input32,input32_filetype,input33,input33_filetype,input34,input34_filetype,input35,input35_filetype,input36,input36_filetype,input37,input37_filetype,input38,input38_filetype,input39,input39_filetype,input3_filetype,input4,input40,input40_filetype,input41,input41_filetype,input42,input42_filetype,input43,input43_filetype,input44,input44_filetype,input45,input45_filetype,input46,input46_filetype,input47,input47_filetype,input48,input48_filetype,input49,input49_filetype,input4_filetype,input5,input50,input50_filetype,input5_filetype,input6,input6_filetype,input7,input7_filetype,input8,input8_filetype,input9,input9_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model,parameters.params.own_junctions.gene_model_ann.gene_annotation_model.values,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.raw_juncs,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.rgid,parameters.readGroup.rglb,parameters.readGroup.rgpl,parameters.readGroup.rgsm,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.index.__class__,parameters.refGenomeSource.index.value,parameters.refGenomeSource.ownFile,parameters.refGenomeSource.ownFile.values,parameters.singlePaired.__current_case__,parameters.singlePaired.input,parameters.singlePaired.input.values,parameters.singlePaired.input1,parameters.singlePaired.input1.values,parameters.singlePaired.input2,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,params|own_junctions|gene_annotation_model,params|own_junctions|gene_annotation_model_filetype,processor_count,raw_juncs,raw_juncs_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-15 18:37:12.686934,slurm_multi_dynamic_walltime,1431719492.0,0,6.0,,,main_w2_handler2,2254588,9480364,False,,724834167,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804363,slurm,,132112168.0,corral-repl,120848457.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19724572.0,,0,,,19073681.0,,,,,,,single,,,32.0,,,,22110632.0,1431718547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 19:51:40.522053,61654.0,945.0
,,2015-05-15 18:38:33.232860,slurm_multi_dynamic_walltime,1431720426.0,0,6.0,,,main_w2_handler2,2254588,9480368,False,,832463211,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804433,slurm,,132112168.0,corral-repl,120848457.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19724572.0,,0,,,19073679.0,,,,,,,single,,,32.0,,,,22110632.0,1431719518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:07:10.839926,61654.0,908.0
,,2015-05-15 18:33:38.367907,slurm_multi_dynamic_walltime,1431718515.0,0,6.0,,,main_w2_handler2,2254588,9480349,False,,2551162606,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804197,slurm,,132112168.0,corral-repl,120848457.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19724572.0,,0,,,19073684.0,,,,,,,single,,,32.0,,,,22110632.0,1431716077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 19:35:24.652326,61654.0,2438.0
,,2015-05-15 14:32:16.208902,slurm_multi_dynamic_walltime,1431719399.0,0,6.0,85583535.0,gtf,main_w2_handler2,2306795,9478949,False,,6287432007,,,,,,,,,,,,,,,,,,,,,fastqsanger,6287432007.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803948,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,500000,20,500000,No,70,50,0.0,1.0,19715579.0,,Yes,No,0.0,,No,Yes,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm10,,,,,1,,,19721881.0,,19721882.0,,150,20,Yes,paired,,,32.0,,,,22535401.0,1431711630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 19:50:08.102780,8806.0,7769.0
,,2015-05-15 18:29:59.563846,slurm_multi_dynamic_walltime,1431719743.0,0,6.0,,,main_w2_handler2,2307715,9480330,False,,5610246299,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804116,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,0.0,No,,,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm10,,,,,0,,,19724616.0,,,,,,,single,,,32.0,,,,23104894.0,1431714653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 19:55:55.500921,63558.0,5090.0
,,2015-05-15 14:32:22.373578,slurm_multi_dynamic_walltime,1431718701.0,0,6.0,85583535.0,gtf,main_w2_handler2,2306795,9478953,False,,5400014644,,,,,,,,,,,,,,,,,,,,,fastqsanger,5400014644.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803949,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,500000,20,500000,No,70,50,0.0,1.0,19715579.0,,Yes,No,0.0,,No,Yes,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm10,,,,,1,,,19721883.0,,19721884.0,,150,20,Yes,paired,,,32.0,,,,22535401.0,1431711646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 19:38:29.545558,8806.0,7055.0
,,2015-05-15 20:03:23.256863,slurm_multi_dynamic_walltime,1431720825.0,0,6.0,,,main_w2_handler2,2307813,9480684,False,,24034401,,,,,,,,,,,,,,,,,,,,,fastqsanger,23126425.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804477,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19female,,,,,1,,,19725230.0,,19725232.0,,110,20,Yes,paired,,,32.0,,,,21406132.0,1431720237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:13:57.639597,57563.0,588.0
,,2015-05-15 18:34:48.303567,slurm_multi_dynamic_walltime,1431719251.0,0,6.0,,,main_w2_handler2,2254588,9480351,False,,2587187063,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804240,slurm,,132112168.0,corral-repl,120848457.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19724572.0,,0,,,19073683.0,,,,,,,single,,,32.0,,,,22110632.0,1431716794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 19:47:45.934062,61654.0,2457.0
,,2015-05-15 14:04:46.021272,slurm_multi_dynamic_walltime,1431721969.0,0,6.0,,,main_w2_handler2,610371,9478785,False,,640598424,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804454,slurm,,132112168.0,corral-repl,770649417.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19719708.0,,0,,,19717509.0,,,,,,,single,,,32.0,,,,22687156.0,1431719868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:33:02.698079,13066.0,2101.0
,,2015-05-15 14:04:30.833403,slurm_multi_dynamic_walltime,1431719834.0,0,6.0,,,main_w2_handler2,610371,9478783,False,,839002208,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804310,slurm,,132112168.0,corral-repl,770649417.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19719708.0,,0,,,19717502.0,,,,,,,single,,,32.0,,,,22687156.0,1431717812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 19:57:22.955348,13066.0,2022.0
,,2015-05-15 17:55:37.940846,slurm_multi_dynamic_walltime,1431720278.0,0,6.0,,,main_w2_handler2,2285097,9480261,False,,3532657182,,,,,,,,,,,,,,,,,,,,,fastqsanger,3532657182.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804134,slurm,,132112168.0,corral-repl,50679935.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,20,50,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,1,history,,,,19715108.0,,1,,,19493924.0,,19493925.0,,300,20,Yes,paired,,,32.0,,,,23013333.0,1431715029.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:04:49.621593,38914.0,5249.0
,,2015-05-15 09:49:50.553552,slurm_multi_dynamic_walltime,1431720446.0,0,6.0,,,main_w2_handler2,2289960,9477656,False,,6034108371,,,,,,,,,,,,,,,,,,,,,fastqsanger,5945623935.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803868,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm9,,,,,1,,,19718982.0,,19718983.0,,300,20,Yes,paired,,,32.0,,,,22190725.0,1431709960.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:07:35.391278,17011.0,10486.0
,,2015-05-15 14:04:37.587490,slurm_multi_dynamic_walltime,1431720598.0,0,6.0,,,main_w2_handler2,610371,9478784,False,,465294588,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804370,slurm,,132112168.0,corral-repl,770649417.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19719708.0,,0,,,19717504.0,,,,,,,single,,,32.0,,,,22687156.0,1431718658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:10:05.249141,13066.0,1940.0
,,2015-05-15 18:37:52.026168,slurm_multi_dynamic_walltime,1431720462.0,0,6.0,,,main_w2_handler2,2254588,9480366,False,,1067087971,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804416,slurm,,132112168.0,corral-repl,120848457.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19724572.0,,0,,,19073680.0,,,,,,,single,,,32.0,,,,22110632.0,1431719291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:07:47.618735,61654.0,1171.0
,,2015-05-15 20:06:10.096553,slurm_multi_dynamic_walltime,1431720941.0,0,6.0,,,main_w2_handler2,2307813,9480700,False,,5137019,,,,,,,,,,,,,,,,,,,,,fastqsanger,4921070.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804492,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19female,,,,,1,,,19725234.0,,19725235.0,,110,20,Yes,paired,,,32.0,,,,21406132.0,1431720396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:15:57.392287,57563.0,545.0
,,2015-05-15 18:39:39.685407,slurm_multi_dynamic_walltime,1431721619.0,0,6.0,,,main_w2_handler2,2254588,9480373,False,,1025502497,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804499,slurm,,132112168.0,corral-repl,120848457.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19724572.0,,0,,,19073677.0,,,,,,,single,,,32.0,,,,22110632.0,1431720489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:27:09.687010,61654.0,1130.0
,,2015-05-15 18:39:09.890372,slurm_multi_dynamic_walltime,1431721859.0,0,6.0,,,main_w2_handler2,2254588,9480369,False,,1385396157,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804494,slurm,,132112168.0,corral-repl,120848457.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19724572.0,,0,,,19073678.0,,,,,,,single,,,32.0,,,,22110632.0,1431720447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:31:12.215840,61654.0,1412.0
,,2015-05-15 14:05:02.463214,slurm_multi_dynamic_walltime,1431722667.0,0,6.0,,,main_w2_handler2,610371,9478786,False,,604571618,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804524,slurm,,132112168.0,corral-repl,770649417.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19719708.0,,0,,,19717644.0,,,,,,,single,,,32.0,,,,22687156.0,1431720619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:44:36.898761,13066.0,2048.0
,,2015-05-15 18:40:16.554679,slurm_multi_dynamic_walltime,1431722934.0,0,6.0,,,main_w2_handler2,2254588,9480374,False,,1268215333,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804668,slurm,,132112168.0,corral-repl,120848457.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19724572.0,,0,,,19073676.0,,,,,,,single,,,32.0,,,,22110632.0,1431721644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 20:49:03.779327,61654.0,1290.0
,,2015-05-15 15:44:40.416715,pulsar_stampede_normal,1432042342.0,0,16.0,,,main_w2_handler2,2266285,9479597,False,This job was resubmitted to the queue because it reached the walltime on its compute resource.,12952569670,,,,,,,,,,,,,,,,,,,,,fastqsanger,12952569670.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9479597,amqp_pulsar_stampede,,32815324.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm9,,,,,1,,,19716347.0,,19716346.0,,300,20,Yes,paired,,,16.0,,,,23085041.0,1431981855.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-19 13:35:09.817233,62105.0,60487.0
,,2015-05-15 14:51:26.777268,pulsar_stampede_normal,1432039618.0,0,16.0,,,main_w2_handler2,2302319,9479085,False,This job was resubmitted to the queue because it reached the walltime on its compute resource.,9332223975,,,,,,,,,,,,,,,,,,,,,fastqsanger,9332223975.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9479085,amqp_pulsar_stampede,,32815324.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19716280.0,,19716278.0,,300,20,Yes,paired,,,16.0,,,,23087064.0,1431970639.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-19 12:49:14.625294,63378.0,68979.0
,,2015-05-15 14:05:24.589623,slurm_multi_dynamic_walltime,1431723904.0,0,6.0,,,main_w2_handler2,610371,9478789,False,,587533726,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804693,slurm,,132112168.0,corral-repl,770649417.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19719708.0,,0,,,19717777.0,,,,,,,single,,,32.0,,,,22687156.0,1431721997.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 21:05:11.206407,13066.0,1907.0
,,2015-05-15 18:30:01.564597,slurm_multi_dynamic_walltime,1431724008.0,0,6.0,,,main_w2_handler2,2307715,9480331,False,,5345192029,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804428,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,0.0,No,,,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm10,,,,,0,,,19724617.0,,,,,,,single,,,32.0,,,,23104894.0,1431719456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 21:06:57.887200,63558.0,4552.0
,,2015-05-15 14:32:26.701799,slurm_multi_dynamic_walltime,1431725595.0,0,6.0,85583535.0,gtf,main_w2_handler2,2306795,9478957,False,,5267369322,,,,,,,,,,,,,,,,,,,,,fastqsanger,5267369322.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804378,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,500000,20,500000,No,70,50,0.0,1.0,19715579.0,,Yes,No,0.0,,No,Yes,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm10,,,,,1,,,19721885.0,,19721887.0,,150,20,Yes,paired,,,32.0,,,,22535401.0,1431718738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 21:33:26.784035,8806.0,6857.0
,,2015-05-15 14:05:43.048568,slurm_multi_dynamic_walltime,1431724508.0,0,6.0,,,main_w2_handler2,610371,9478792,False,,412841674,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804723,slurm,,132112168.0,corral-repl,770649417.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,1,history,,,,19719708.0,,0,,,19717778.0,,,,,,,single,,,32.0,,,,22687156.0,1431722689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-15 21:15:15.380828,13066.0,1819.0
