create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.mask_char,parameters.masksite.__current_case__,parameters.masksite.definition,parameters.masksite.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-17 04:56:37.725875,slurm_normal,1505624998.0,0,1.0,main_w4_handler0,2541041,16846437,False,,854687134,maf,10913307.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31278526}]","""0""",1,,nonCpG,32.0,,39593583,1505624207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/maf_cpg_filter/cpgFilter/1.0.0,1.0.0,,2017-09-17 05:11:17.400475,64327,791.0
