bias_correction|ref_file,bias_correction|ref_file_filetype,chromInfo,chromInfo_filetype,conditions1,conditions1_filetype,conditions2,conditions2_filetype,conditions3,conditions3_filetype,conditions4,conditions4_filetype,conditions5,conditions5_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,gtf_input,gtf_input_filetype,handler,history_id,id,imported,in_type|conditions_0|samples,in_type|conditions_0|samples1,in_type|conditions_0|samples10,in_type|conditions_0|samples10_filetype,in_type|conditions_0|samples1_filetype,in_type|conditions_0|samples2,in_type|conditions_0|samples2_filetype,in_type|conditions_0|samples3,in_type|conditions_0|samples3_filetype,in_type|conditions_0|samples4,in_type|conditions_0|samples4_filetype,in_type|conditions_0|samples5,in_type|conditions_0|samples5_filetype,in_type|conditions_0|samples6,in_type|conditions_0|samples6_filetype,in_type|conditions_0|samples7,in_type|conditions_0|samples7_filetype,in_type|conditions_0|samples8,in_type|conditions_0|samples8_filetype,in_type|conditions_0|samples9,in_type|conditions_0|samples9_filetype,in_type|conditions_0|samples_filetype,in_type|conditions_1|samples,in_type|conditions_1|samples1,in_type|conditions_1|samples10,in_type|conditions_1|samples10_filetype,in_type|conditions_1|samples1_filetype,in_type|conditions_1|samples2,in_type|conditions_1|samples2_filetype,in_type|conditions_1|samples3,in_type|conditions_1|samples3_filetype,in_type|conditions_1|samples4,in_type|conditions_1|samples4_filetype,in_type|conditions_1|samples5,in_type|conditions_1|samples5_filetype,in_type|conditions_1|samples6,in_type|conditions_1|samples6_filetype,in_type|conditions_1|samples7,in_type|conditions_1|samples7_filetype,in_type|conditions_1|samples8,in_type|conditions_1|samples8_filetype,in_type|conditions_1|samples9,in_type|conditions_1|samples9_filetype,in_type|conditions_1|samples_filetype,in_type|conditions_2|samples,in_type|conditions_2|samples1,in_type|conditions_2|samples1_filetype,in_type|conditions_2|samples2,in_type|conditions_2|samples2_filetype,in_type|conditions_2|samples3,in_type|conditions_2|samples3_filetype,in_type|conditions_2|samples4,in_type|conditions_2|samples4_filetype,in_type|conditions_2|samples5,in_type|conditions_2|samples5_filetype,in_type|conditions_2|samples6,in_type|conditions_2|samples6_filetype,in_type|conditions_2|samples_filetype,in_type|conditions_3|samples,in_type|conditions_3|samples1,in_type|conditions_3|samples1_filetype,in_type|conditions_3|samples2,in_type|conditions_3|samples2_filetype,in_type|conditions_3|samples3,in_type|conditions_3|samples3_filetype,in_type|conditions_3|samples4,in_type|conditions_3|samples4_filetype,in_type|conditions_3|samples5,in_type|conditions_3|samples5_filetype,in_type|conditions_3|samples6,in_type|conditions_3|samples6_filetype,in_type|conditions_3|samples_filetype,in_type|conditions_4|samples,in_type|conditions_4|samples1,in_type|conditions_4|samples1_filetype,in_type|conditions_4|samples2,in_type|conditions_4|samples2_filetype,in_type|conditions_4|samples3,in_type|conditions_4|samples3_filetype,in_type|conditions_4|samples4,in_type|conditions_4|samples4_filetype,in_type|conditions_4|samples5,in_type|conditions_4|samples5_filetype,in_type|conditions_4|samples_filetype,in_type|conditions_5|samples,in_type|conditions_5|samples1,in_type|conditions_5|samples1_filetype,in_type|conditions_5|samples2,in_type|conditions_5|samples2_filetype,in_type|conditions_5|samples3,in_type|conditions_5|samples3_filetype,in_type|conditions_5|samples4,in_type|conditions_5|samples4_filetype,in_type|conditions_5|samples5,in_type|conditions_5|samples5_filetype,in_type|conditions_5|samples_filetype,in_type|conditions_6|samples,in_type|conditions_6|samples1,in_type|conditions_6|samples1_filetype,in_type|conditions_6|samples2,in_type|conditions_6|samples2_filetype,in_type|conditions_6|samples3,in_type|conditions_6|samples3_filetype,in_type|conditions_6|samples4,in_type|conditions_6|samples4_filetype,in_type|conditions_6|samples_filetype,in_type|conditions_7|samples,in_type|conditions_7|samples1,in_type|conditions_7|samples1_filetype,in_type|conditions_7|samples2,in_type|conditions_7|samples2_filetype,in_type|conditions_7|samples3,in_type|conditions_7|samples3_filetype,in_type|conditions_7|samples4,in_type|conditions_7|samples4_filetype,in_type|conditions_7|samples_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.sAdvanced,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input.values,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.conditions.values,parameters.in_type.set_in_type,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,,,,,,,,,2018-03-02 01:47:25.315698,slurm_multi,1519955594.0,0,30720.0,6.0,1790940,gtf,main_w4_handler2,3431138,18574613,False,475783036.0,475783036.0,,,bam,,,,,,,,,,,,,,,,,bam,303354319.0,303354319.0,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12668895,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/eschColi_K12.len""","""eschColi_K12""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 33888385}]",0,"[{'__index__': 0, 'name': 'WT', 'samples': {'values': [{'src': 'hda', 'id': 33888456}]}}, {'__index__': 1, 'name': 'deltaSox', 'samples': {'values': [{'src': 'hda', 'id': 33888460}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44278332.0,1519955257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 01:53:20.061023,120916,337.0
,,,,,,,,,,,,,,2018-03-02 01:55:41.546826,slurm_multi,1519956087.0,0,30720.0,6.0,1790940,gtf,main_w4_handler2,3415492,18574665,False,475778700.0,475778700.0,,,bam,,,,,,,,,,,,,,,,,bam,303354094.0,303354094.0,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12668950,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/eschColi_K12.len""","""eschColi_K12""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 33652033}]",0,"[{'__index__': 0, 'name': 'WT', 'samples': {'values': [{'src': 'hda', 'id': 33652093}]}}, {'__index__': 1, 'name': 'SoxS', 'samples': {'values': [{'src': 'hda', 'id': 33652094}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44098783.0,1519955756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 02:01:34.117623,91816,331.0
,,,,,,,,,,,,,,2018-03-02 03:44:40.993431,slurm_multi,1519962481.0,0,30720.0,6.0,0,gtf,main_w4_handler2,3440646,18575875,False,857383004.0,857383004.0,,,bam,728161801.0,bam,922625106.0,bam,,,,,,,,,,,,,bam,773328459.0,773328459.0,,,bam,644469545.0,bam,657601658.0,bam,,,,,,,,,,,,,bam,864007532.0,864007532.0,bam,738702578.0,bam,783557499.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12670192,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34161992}]",0,"[{'__index__': 0, 'name': 'wild-type', 'samples': {'values': [{'src': 'hda', 'id': 34155879}, {'src': 'hda', 'id': 34155889}, {'src': 'hda', 'id': 34155898}]}}, {'__index__': 1, 'name': 'glp-4', 'samples': {'values': [{'src': 'hda', 'id': 34155852}, {'src': 'hda', 'id': 34155862}, {'src': 'hda', 'id': 34155869}]}}, {'__index__': 2, 'name': 'fem-3', 'samples': {'values': [{'src': 'hda', 'id': 34155816}, {'src': 'hda', 'id': 34155819}, {'src': 'hda', 'id': 34155826}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44273801.0,1519962474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 03:48:11.381632,122692,7.0
,,,,,,,,,,,,,,2018-03-02 03:44:58.758537,slurm_multi,1519962454.0,0,30720.0,6.0,0,gtf,main_w3_handler2,3440646,18575882,False,857383004.0,857383004.0,,,bam,728161801.0,bam,922625106.0,bam,,,,,,,,,,,,,bam,773328459.0,773328459.0,,,bam,644469545.0,bam,657601658.0,bam,,,,,,,,,,,,,bam,864007532.0,864007532.0,bam,738702578.0,bam,783557499.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12670183,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34162009}]",0,"[{'__index__': 0, 'name': 'wild-type', 'samples': {'values': [{'src': 'hda', 'id': 34155879}, {'src': 'hda', 'id': 34155889}, {'src': 'hda', 'id': 34155898}]}}, {'__index__': 1, 'name': 'glp-4', 'samples': {'values': [{'src': 'hda', 'id': 34155852}, {'src': 'hda', 'id': 34155862}, {'src': 'hda', 'id': 34155869}]}}, {'__index__': 2, 'name': 'fem-3', 'samples': {'values': [{'src': 'hda', 'id': 34155816}, {'src': 'hda', 'id': 34155819}, {'src': 'hda', 'id': 34155826}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44273801.0,1519962448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 03:47:39.331640,122692,6.0
,,,,,,,,,,,,,,2018-03-02 03:44:38.623299,slurm_multi,1519962459.0,0,30720.0,6.0,0,gtf,main_w4_handler2,3440646,18575874,False,857383004.0,857383004.0,,,bam,728161801.0,bam,922625106.0,bam,,,,,,,,,,,,,bam,773328459.0,773328459.0,,,bam,644469545.0,bam,657601658.0,bam,,,,,,,,,,,,,bam,864007532.0,864007532.0,bam,738702578.0,bam,783557499.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12670187,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34161989}]",0,"[{'__index__': 0, 'name': 'wild-type', 'samples': {'values': [{'src': 'hda', 'id': 34155879}, {'src': 'hda', 'id': 34155889}, {'src': 'hda', 'id': 34155898}]}}, {'__index__': 1, 'name': 'glp-4', 'samples': {'values': [{'src': 'hda', 'id': 34155852}, {'src': 'hda', 'id': 34155862}, {'src': 'hda', 'id': 34155869}]}}, {'__index__': 2, 'name': 'fem-3', 'samples': {'values': [{'src': 'hda', 'id': 34155816}, {'src': 'hda', 'id': 34155819}, {'src': 'hda', 'id': 34155826}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44273801.0,1519962454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 03:47:48.908886,122692,5.0
,,,,,,,,,,,,,,2018-03-02 03:44:50.718679,slurm_multi,1519962483.0,0,30720.0,6.0,0,gtf,main_w4_handler2,3440646,18575879,False,857383004.0,857383004.0,,,bam,728161801.0,bam,922625106.0,bam,,,,,,,,,,,,,bam,773328459.0,773328459.0,,,bam,644469545.0,bam,657601658.0,bam,,,,,,,,,,,,,bam,864007532.0,864007532.0,bam,738702578.0,bam,783557499.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12670193,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34162002}]",0,"[{'__index__': 0, 'name': 'wild-type', 'samples': {'values': [{'src': 'hda', 'id': 34155879}, {'src': 'hda', 'id': 34155889}, {'src': 'hda', 'id': 34155898}]}}, {'__index__': 1, 'name': 'glp-4', 'samples': {'values': [{'src': 'hda', 'id': 34155852}, {'src': 'hda', 'id': 34155862}, {'src': 'hda', 'id': 34155869}]}}, {'__index__': 2, 'name': 'fem-3', 'samples': {'values': [{'src': 'hda', 'id': 34155816}, {'src': 'hda', 'id': 34155819}, {'src': 'hda', 'id': 34155826}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44273801.0,1519962478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 03:48:14.530667,122692,5.0
,,,,,,,,,,,,,,2018-03-02 03:44:31.032333,slurm_multi,1519962381.0,0,30720.0,6.0,0,gtf,main_w3_handler2,3440646,18575870,False,857383004.0,857383004.0,,,bam,728161801.0,bam,922625106.0,bam,,,,,,,,,,,,,bam,773328459.0,773328459.0,,,bam,644469545.0,bam,657601658.0,bam,,,,,,,,,,,,,bam,864007532.0,864007532.0,bam,738702578.0,bam,783557499.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12670154,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34161982}]",0,"[{'__index__': 0, 'name': 'wild-type', 'samples': {'values': [{'src': 'hda', 'id': 34155879}, {'src': 'hda', 'id': 34155889}, {'src': 'hda', 'id': 34155898}]}}, {'__index__': 1, 'name': 'glp-4', 'samples': {'values': [{'src': 'hda', 'id': 34155852}, {'src': 'hda', 'id': 34155862}, {'src': 'hda', 'id': 34155869}]}}, {'__index__': 2, 'name': 'fem-3', 'samples': {'values': [{'src': 'hda', 'id': 34155816}, {'src': 'hda', 'id': 34155819}, {'src': 'hda', 'id': 34155826}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44273801.0,1519962377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 03:46:29.869066,122692,4.0
,,,,,,,,,,,,,,2018-03-02 03:44:55.915575,slurm_multi,1519962431.0,0,30720.0,6.0,0,gtf,main_w3_handler2,3440646,18575881,False,857383004.0,857383004.0,,,bam,728161801.0,bam,922625106.0,bam,,,,,,,,,,,,,bam,773328459.0,773328459.0,,,bam,644469545.0,bam,657601658.0,bam,,,,,,,,,,,,,bam,864007532.0,864007532.0,bam,738702578.0,bam,783557499.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12670176,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34162007}]",0,"[{'__index__': 0, 'name': 'wild-type', 'samples': {'values': [{'src': 'hda', 'id': 34155879}, {'src': 'hda', 'id': 34155889}, {'src': 'hda', 'id': 34155898}]}}, {'__index__': 1, 'name': 'glp-4', 'samples': {'values': [{'src': 'hda', 'id': 34155852}, {'src': 'hda', 'id': 34155862}, {'src': 'hda', 'id': 34155869}]}}, {'__index__': 2, 'name': 'fem-3', 'samples': {'values': [{'src': 'hda', 'id': 34155816}, {'src': 'hda', 'id': 34155819}, {'src': 'hda', 'id': 34155826}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44273801.0,1519962427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 03:47:22.824792,122692,4.0
,,,,,,,,,,,,,,2018-03-02 03:44:52.890141,slurm_multi,1519962427.0,0,30720.0,6.0,0,gtf,main_w3_handler2,3440646,18575880,False,857383004.0,857383004.0,,,bam,728161801.0,bam,922625106.0,bam,,,,,,,,,,,,,bam,773328459.0,773328459.0,,,bam,644469545.0,bam,657601658.0,bam,,,,,,,,,,,,,bam,864007532.0,864007532.0,bam,738702578.0,bam,783557499.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12670170,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34162004}]",0,"[{'__index__': 0, 'name': 'wild-type', 'samples': {'values': [{'src': 'hda', 'id': 34155879}, {'src': 'hda', 'id': 34155889}, {'src': 'hda', 'id': 34155898}]}}, {'__index__': 1, 'name': 'glp-4', 'samples': {'values': [{'src': 'hda', 'id': 34155852}, {'src': 'hda', 'id': 34155862}, {'src': 'hda', 'id': 34155869}]}}, {'__index__': 2, 'name': 'fem-3', 'samples': {'values': [{'src': 'hda', 'id': 34155816}, {'src': 'hda', 'id': 34155819}, {'src': 'hda', 'id': 34155826}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44273801.0,1519962419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 03:47:12.341794,122692,8.0
,,,,,,,,,,,,,,2018-03-02 03:44:36.329828,slurm_multi,1519962396.0,0,30720.0,6.0,0,gtf,main_w3_handler2,3440646,18575873,False,857383004.0,857383004.0,,,bam,728161801.0,bam,922625106.0,bam,,,,,,,,,,,,,bam,773328459.0,773328459.0,,,bam,644469545.0,bam,657601658.0,bam,,,,,,,,,,,,,bam,864007532.0,864007532.0,bam,738702578.0,bam,783557499.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12670158,slurm,,132112168.0,corral-repl,,0,no,,0,,,No,0.0,No,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34161987}]",0,"[{'__index__': 0, 'name': 'wild-type', 'samples': {'values': [{'src': 'hda', 'id': 34155879}, {'src': 'hda', 'id': 34155889}, {'src': 'hda', 'id': 34155898}]}}, {'__index__': 1, 'name': 'glp-4', 'samples': {'values': [{'src': 'hda', 'id': 34155852}, {'src': 'hda', 'id': 34155862}, {'src': 'hda', 'id': 34155869}]}}, {'__index__': 2, 'name': 'fem-3', 'samples': {'values': [{'src': 'hda', 'id': 34155816}, {'src': 'hda', 'id': 34155819}, {'src': 'hda', 'id': 34155826}]}}]",,BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""false""",32.0,,44273801.0,1519962390.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 03:46:41.687280,122692,6.0
