chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-09 20:49:34.889115,rodeo_normal,1425934258.0,0,,1.0,main_w2_handler0,2232134,8901952,False,,4795486,bed,3078916.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794318,,32.0,,20755892.0,1425934250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-09 20:51:02.115811,2815.0,8.0
,,2015-03-09 20:50:03.105723,rodeo_normal,1425934302.0,0,,1.0,main_w2_handler1,2232134,8901956,False,,4834776,bed,3078940.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794325,,32.0,,20755892.0,1425934293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-09 20:51:45.140916,2815.0,9.0
,,2015-03-09 20:51:13.402685,rodeo_normal,1425934356.0,0,,1.0,main_w2_handler0,2232134,8901967,False,,4473289,bed,3078968.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794333,,32.0,,20755892.0,1425934347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-09 20:52:40.923291,2815.0,9.0
,,2015-03-09 20:53:27.050529,rodeo_normal,1425934456.0,0,,1.0,main_w2_handler0,2232134,8901981,False,,5492226,bed,3079012.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794348,,32.0,,20755892.0,1425934447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-09 20:54:21.631392,2815.0,9.0
,,2015-03-09 20:54:12.859480,rodeo_normal,1425934494.0,0,,1.0,main_w1_handler1,2232134,8901991,False,,5059855,bed,3079034.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794357,,32.0,,20755892.0,1425934485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-09 20:54:56.741393,2815.0,9.0
,,2015-03-10 00:52:42.462892,rodeo_normal,1425948772.0,0,,1.0,main_w1_handler1,975936,8903572,False,,1132,bed,3082795.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18796288,,32.0,,21663845.0,1425948769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-10 00:52:55.472967,22418.0,3.0
,,2015-03-10 00:53:32.470337,rodeo_normal,1425948821.0,0,,1.0,main_w1_handler1,975936,8903578,False,,19305,bed,3082805.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18796263,,32.0,,21663845.0,1425948817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-10 00:53:44.407881,22418.0,4.0
,,2015-03-10 14:16:38.808232,rodeo_normal,1425997033.0,0,,1.0,main_w1_handler1,2232134,8907948,False,,5518720,bed,3091675.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18803857,,32.0,,20755892.0,1425997024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-10 14:17:16.623417,2815.0,9.0
100653.0,len,2015-03-12 20:44:00.321565,rodeo_normal,1426193423.0,0,,1.0,main_w1_handler1,2104786,8936241,False,,373344140,bed,3146050.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/664/dataset_10664688.dat""","""SapurV1A_and_cp""",18840789,,32.0,,21525027.0,1426193052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-12 20:50:25.783917,52881.0,371.0
,,2015-03-12 21:41:58.907961,rodeo_normal,1426196531.0,0,,1.0,main_w2_handler0,2229529,8937210,False,,2915580,interval,3148196.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/felCat5.len""","""felCat5""",18818073,,32.0,,21693623.0,1426196526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-12 21:42:15.578711,5613.0,5.0
,,2015-03-12 21:43:20.678278,rodeo_normal,1426196616.0,0,,1.0,main_w1_handler0,2229529,8937212,False,,2915580,interval,3148202.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/felCat5.len""","""felCat5""",18818073,,32.0,,21693623.0,1426196611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2015-03-12 21:43:37.784022,5613.0,5.0
,,2017-02-24 14:10:34.407141,slurm_normal,1487945444.0,0,,1.0,main_w3_handler1,2998472,15130022,False,,36491,bed,9283665.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28495382}]",32.0,,36092942.0,1487945438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2017-02-24 14:10:47.203862,100306.0,6.0
,,2017-06-03 16:08:39.507502,slurm_normal,1496506139.0,0,,1.0,main_w3_handler1,3132878,16005551,False,,31940,bed,10099222.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm8.len""","""mm8""",,"[{'src': 'hda', 'id': 29876770}]",32.0,,37914862.0,1496506134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0,1.0.0,,2017-06-03 16:09:00.607148,105460.0,5.0
