accnos,accnos_filetype,count_in,count_in_filetype,create_time,destination_id,end_epoch,exit_code,fasta_in,fasta_in_filetype,fastq_in,fastq_in_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.accnos.values,parameters.chromInfo,parameters.count_in.values,parameters.dbkey,parameters.dups,parameters.fasta_in.values,parameters.fastq_in.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
135086,mothur.accnos,229914.0,mothur.count_table,2017-11-04 14:37:01.216542,slurm_normal,1509806240.0,0,2394882.0,fasta,,,,1.0,main_w3_handler1,3310785,17327412,False,,11388963,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32064699}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32064700}]","""?""","""true""","[{'src': 'hda', 'id': 32064665}]",,32.0,,40381825.0,1509806235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-04 14:37:22.536099,94887.0,5.0
199856,mothur.accnos,4648890.0,mothur.count_table,2017-11-07 16:18:37.829121,slurm_normal,1510071808.0,0,40819186.0,fasta,,,,1.0,main_w4_handler0,3308920,17369220,False,,11427038,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32105211}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32105212}]","""?""","""true""","[{'src': 'hda', 'id': 32104312}]",,32.0,,41628482.0,1510071799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-07 16:23:55.591310,110821.0,9.0
171948,mothur.accnos,2208267.0,mothur.count_table,2017-11-07 18:49:07.042276,slurm_normal,1510081098.0,0,429685560.0,mothur.align,,,,1.0,main_w4_handler1,3312502,17371738,False,,11429261,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32134226}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32134227}]","""?""","""true""","[{'src': 'hda', 'id': 32104117}]",,32.0,,40487806.0,1510081075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-07 18:58:26.321197,110860.0,23.0
172491,mothur.accnos,2247855.0,mothur.count_table,2017-11-08 02:55:50.611400,slurm_normal,1510109767.0,0,19948205.0,fasta,,,,1.0,main_w4_handler1,3315882,17376404,False,,11437608,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32141489}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32141490}]","""?""","""true""","[{'src': 'hda', 'id': 32141456}]",,32.0,,40487806.0,1510109761.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-08 02:56:10.443533,110860.0,6.0
135597,mothur.accnos,229572.0,mothur.count_table,2017-11-10 17:38:22.978969,slurm_normal,1510335509.0,0,2396597.0,fasta,,,,1.0,main_w3_handler1,3307154,17412628,False,,11474474,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32234222}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32234223}]","""?""","""true""","[{'src': 'hda', 'id': 32234178}]",,32.0,,41917246.0,1510335504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-10 17:38:31.037659,114886.0,5.0
0,mothur.accnos,,,2017-11-13 06:49:39.454771,slurm_normal,1510555785.0,0,13674703.0,mothur.align,,,,1.0,main_w4_handler0,3320025,17433906,False,,11491934,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32275376}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,"""?""","""true""","[{'src': 'hda', 'id': 32275368}]",,32.0,,41952851.0,1510555781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-13 06:49:46.754824,72172.0,4.0
158982,mothur.accnos,1165806.0,mothur.count_table,2018-01-12 05:33:37.729768,slurm_normal,1515735228.0,0,9003594.0,fasta,,,,1.0,main_w3_handler1,3388766,18010487,False,,12087799,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 33263524}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33263525}]","""?""","""true""","[{'src': 'hda', 'id': 33263413}]",,32.0,,43131654.0,1515735222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2018-01-12 05:33:49.385945,119708.0,6.0
10169,mothur.accnos,694518.0,mothur.count_table,2017-11-16 11:15:00.274557,slurm_normal,1510830967.0,0,7908947.0,fasta,,,,1.0,main_w4_handler1,3318340,17480087,False,,11537687,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32350448}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32350449}]","""?""","""true""","[{'src': 'hda', 'id': 32349857}]",,32.0,,41242785.0,1510830962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-16 11:16:26.457712,113500.0,5.0
172491,mothur.accnos,2247855.0,mothur.count_table,2017-11-16 20:17:49.636474,slurm_normal,1510863515.0,0,19948205.0,fasta,,,,1.0,main_w4_handler1,3307905,17486582,False,,11543973,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32017979}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32017980}]","""?""","""true""","[{'src': 'hda', 'id': 32017968}]",,32.0,,41627267.0,1510863507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-16 20:18:54.063548,36706.0,8.0
135597,mothur.accnos,229292.0,mothur.count_table,2018-03-06 12:34:44.134024,slurm_normal,1520339701.0,0,2396597.0,fasta,,,7680.0,1.0,main_w4_handler1,3443094,18622890,False,,12719232,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34236799}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 34236800}]","""?""","""true""","[{'src': 'hda', 'id': 34236700}]",,32.0,,44368180.0,1520339694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2018-03-06 12:35:04.502335,122824.0,7.0
135597,mothur.accnos,229292.0,mothur.count_table,2017-11-18 12:52:27.299994,slurm_normal,1511009559.0,0,2396597.0,fasta,,,,1.0,main_w3_handler1,3329759,17502109,False,,11562277,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32386564}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32386565}]","""?""","""true""","[{'src': 'hda', 'id': 32386537}]",,32.0,,42083511.0,1511009552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-18 12:52:41.549164,113498.0,7.0
135597,mothur.accnos,229292.0,mothur.count_table,2017-11-20 11:06:07.504231,slurm_normal,1511175998.0,0,2396597.0,fasta,,,,1.0,main_w3_handler1,3332070,17517035,False,,11576699,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32415804}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32415805}]","""?""","""true""","[{'src': 'hda', 'id': 32415685}]",,32.0,,42008653.0,1511175994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-20 11:06:41.684870,116300.0,4.0
135463,mothur.accnos,230070.0,mothur.count_table,2018-01-12 12:06:06.007252,slurm_normal,1515758774.0,0,2501335.0,fasta,,,,1.0,main_w4_handler1,3389937,18014523,False,,12091880,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 33282657}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33282658}]","""?""","""true""","[{'src': 'hda', 'id': 33282543}]",,32.0,,43131654.0,1515758769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2018-01-12 12:06:16.200950,119708.0,5.0
591057,mothur.accnos,3001185.0,mothur.count_table,2017-11-22 00:26:41.384453,slurm_normal,1511310416.0,0,89032883.0,fasta,,,,1.0,main_w4_handler0,3334181,17543150,False,,11602683,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32461995}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32461996}]","""?""","""true""","[{'src': 'hda', 'id': 32461645}]",,32.0,,42153845.0,1511310405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-22 00:26:59.054721,116275.0,11.0
99737,mothur.accnos,159581.0,mothur.count_table,2018-01-12 15:34:10.724378,slurm_normal,1515771262.0,0,1707311.0,fasta,,,,1.0,main_w3_handler0,3287353,18017836,False,,12095018,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 33287055}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33287056}]","""?""","""true""","[{'src': 'hda', 'id': 33287018}]",,32.0,,43135597.0,1515771257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2018-01-12 15:34:29.697452,113659.0,5.0
168143,mothur.accnos,4149873.0,mothur.count_table,2017-11-22 12:25:19.825738,slurm_normal,1511353542.0,0,64632978.0,fasta,,,,1.0,main_w4_handler0,3323166,17548806,False,,11608879,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32465485}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32465486}]","""?""","""true""","[{'src': 'hda', 'id': 32464769}]",,32.0,,41960222.0,1511353527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-22 12:25:46.156674,74066.0,15.0
135597,mothur.accnos,229292.0,mothur.count_table,2018-01-12 16:51:59.742453,slurm_normal,1515775927.0,0,2396597.0,fasta,,,,1.0,main_w3_handler0,3390534,18018645,False,,12095996,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 33288414}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33288415}]","""?""","""true""","[{'src': 'hda', 'id': 33288340}]",,32.0,,43165624.0,1515775923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2018-01-12 16:52:09.581561,119655.0,4.0
158625,mothur.accnos,1165914.0,mothur.count_table,2018-01-12 21:03:45.903355,slurm_normal,1515791041.0,0,8574120.0,fasta,,,,1.0,main_w3_handler1,3390748,18021865,False,,12099333,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 33293623}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33293624}]","""?""","""true""","[{'src': 'hda', 'id': 33293583}]",,32.0,,43135597.0,1515791032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2018-01-12 21:04:04.271618,113659.0,9.0
179,mothur.accnos,,,2017-11-26 03:15:30.273517,slurm_normal,1511666141.0,0,2146031.0,fasta,,,,1.0,main_w3_handler0,3283949,17586698,False,,11645048,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32536344}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,"""?""","""true""","[{'src': 'hda', 'id': 32536285}]",,32.0,,41232030.0,1511666136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-26 03:15:44.111663,,5.0
135597,mothur.accnos,229292.0,mothur.count_table,2017-11-27 19:12:11.903535,slurm_normal,1511809943.0,0,2396597.0,fasta,,,,1.0,main_w4_handler1,3329496,17608430,False,,11668393,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32568746}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32568747}]","""?""","""true""","[{'src': 'hda', 'id': 32568688}]",,32.0,,42074081.0,1511809938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-27 19:12:25.176970,116551.0,5.0
40851,mothur.accnos,44893.0,mothur.count_table,2017-11-30 15:47:06.199124,slurm_normal,1512056843.0,0,658292.0,fasta,,,,1.0,main_w4_handler0,3318794,17651856,False,,11710593,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32650389}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32650390}]","""?""","""true""","[{'src': 'hda', 'id': 32650021}]",,32.0,,41894749.0,1512056837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-11-30 15:47:24.375272,60244.0,6.0
40851,mothur.accnos,44901.0,mothur.count_table,2017-12-01 00:43:34.227811,slurm_normal,1512089027.0,0,658292.0,fasta,,,,1.0,main_w3_handler1,3319159,17655126,False,,11715284,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32658948}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32658949}]","""?""","""true""","[{'src': 'hda', 'id': 32658922}]",,32.0,,42362407.0,1512089023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-01 00:43:49.249608,115851.0,4.0
135597,mothur.accnos,229292.0,mothur.count_table,2017-12-03 01:17:38.149629,slurm_normal,1512263872.0,0,2396597.0,fasta,,,,1.0,main_w4_handler1,3350100,17678592,False,,11741273,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32697669}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32697670}]","""?""","""true""","[{'src': 'hda', 'id': 32697640}]",,32.0,,42410454.0,1512263867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-03 01:17:55.141248,117849.0,5.0
133237,mothur.accnos,220157.0,mothur.count_table,2017-12-03 09:06:32.612854,slurm_normal,1512292006.0,0,2277149.0,fasta,,,,1.0,main_w4_handler1,3346570,17679853,False,,11742507,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32699579}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32699580}]","""?""","""true""","[{'src': 'hda', 'id': 32699521}]",,32.0,,42328177.0,1512292001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-03 09:06:49.510787,117548.0,5.0
0,mothur.accnos,,,2017-12-04 05:41:29.528347,slurm_normal,1512366100.0,0,3208847.0,fasta,,,,1.0,main_w4_handler1,3284661,17686344,False,,11750880,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32699947}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,"""?""","""true""","[{'src': 'hda', 'id': 32691686}]",,32.0,,41883501.0,1512366096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-04 05:41:41.802312,113495.0,4.0
40851,mothur.accnos,44901.0,mothur.count_table,2017-12-04 13:55:55.200848,slurm_normal,1512395767.0,0,658292.0,fasta,,,,1.0,main_w3_handler1,3319110,17690249,False,,11754734,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32717445}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32717446}]","""?""","""true""","[{'src': 'hda', 'id': 32717393}]",,32.0,,41896477.0,1512395762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-04 13:56:09.178004,115849.0,5.0
40851,mothur.accnos,44901.0,mothur.count_table,2017-12-04 14:09:07.252794,slurm_normal,1512396562.0,0,658292.0,fasta,,,,1.0,main_w4_handler1,3319089,17690421,False,,11754865,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32717712}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32717713}]","""?""","""true""","[{'src': 'hda', 'id': 32717607}]",,32.0,,42399260.0,1512396557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-04 14:09:26.088535,115848.0,5.0
40851,mothur.accnos,44893.0,mothur.count_table,2017-12-04 18:32:37.238419,slurm_normal,1512412370.0,0,658292.0,fasta,,,,1.0,main_w4_handler0,3352709,17694014,False,,11757723,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32723504}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32723505}]","""?""","""true""","[{'src': 'hda', 'id': 32723406}]",,32.0,,42398764.0,1512412365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-04 18:32:51.782498,117102.0,5.0
40851,mothur.accnos,44893.0,mothur.count_table,2017-12-04 22:58:26.525669,slurm_normal,1512428328.0,0,658292.0,fasta,,,,1.0,main_w4_handler1,3352977,17696624,False,,11760993,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32727655}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32727656}]","""?""","""true""","[{'src': 'hda', 'id': 32727555}]",,32.0,,42457243.0,1512428324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-04 22:58:54.876364,115847.0,4.0
40851,mothur.accnos,44893.0,mothur.count_table,2017-12-05 14:38:07.698736,slurm_normal,1512484703.0,0,658292.0,fasta,,,,1.0,main_w3_handler1,3353880,17703947,False,,11768605,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32741265}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32741266}]","""?""","""true""","[{'src': 'hda', 'id': 32741229}]",,32.0,,42362412.0,1512484696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0,1.36.1.0,,2017-12-05 14:38:26.051688,115853.0,7.0
