create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.maxuniquesize,parameters.minuniquesize,parameters.sizein,parameters.sizeout,parameters.strand,parameters.topn,parameters.uc,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-31 20:18:20.645177,slurm_normal,1454271520.0,0,1.0,main_w2_handler0,2215219,11650329,False,94949430,fasta,,5910678.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22969111,"""11""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:18:42.917293,60032,7.0
2016-01-31 20:11:30.751942,slurm_normal,1454271113.0,0,1.0,main_w1_handler2,2215219,11650318,False,94949430,fasta,,5910637.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22969111,"""35""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:11:55.352269,60032,11.0
2016-01-31 20:12:44.033941,slurm_normal,1454271181.0,0,1.0,main_w1_handler0,2215219,11650319,False,94949430,fasta,,5910650.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22969111,"""30""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:13:04.048466,60032,7.0
2016-01-31 20:13:55.066460,slurm_normal,1454271251.0,0,1.0,main_w1_handler0,2215219,11650322,False,94949430,fasta,,5910669.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22969111,"""25""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:14:13.565365,60032,5.0
2016-01-31 20:14:55.248533,slurm_normal,1454271312.0,0,1.0,main_w1_handler0,2215219,11650323,False,94949430,fasta,,5910673.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22969111,"""15""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:15:16.493050,60032,7.0
2016-01-31 20:16:24.277353,slurm_normal,1454271398.0,0,1.0,main_w2_handler0,2215219,11650326,False,94949430,fasta,,5910675.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22969111,"""20""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:16:41.366178,60032,5.0
2016-01-31 20:17:18.173575,slurm_normal,1454271454.0,0,1.0,main_w1_handler1,2215219,11650327,False,94949430,fasta,,5910676.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22969111,"""13""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:17:37.670079,60032,5.0
2016-01-31 20:19:13.549318,slurm_normal,1454271569.0,0,1.0,main_w1_handler2,2215219,11650336,False,6114127,fasta,,5910686.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23106795,"""9""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:19:30.653139,60032,3.0
2016-01-31 20:20:17.468115,slurm_normal,1454271636.0,0,1.0,main_w1_handler0,2215219,11650339,False,94949430,fasta,,5910689.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22969111,"""9""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:20:37.599378,60032,5.0
2016-01-31 20:21:10.363446,slurm_normal,1454271688.0,0,1.0,main_w2_handler0,2215219,11650355,False,5878539,fasta,,5910705.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23106806,"""7""","""3""","""False""","""False""","""plus""","""""","""False""",32.0,,27571111,1454271683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.1.3.2,1.1.3.2,,2016-01-31 20:21:30.896636,60032,5.0
