create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.as_datasets,parameters.chromInfo,parameters.dbkey,parameters.fontsize,parameters.nseqs,parameters.permute,parameters.sharedotus,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-29 15:00:40.447119,slurm_normal,1496070055.0,0,1.0,main_w4_handler1,3085704,15961273,False,,10058248.roundup,slurm,,132112168.0,corral-repl,1015720136,vcf,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""24""","""false""","""false""","""false""",32.0,,37781545.0,1496070050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-05-29 15:00:56.491622,104664.0,5.0
2017-03-07 11:33:48.424005,slurm_normal,1488886450.0,0,1.0,main_w4_handler0,3021659,15228750,False,,9376956.roundup,slurm,,132112168.0,corral-repl,9108517,fastqsanger,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""24""","""true""","""true""","""false""",32.0,,36461941.0,1488886432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-03-07 11:34:14.338678,34763.0,18.0
2017-03-07 11:33:48.947023,slurm_normal,1488886445.0,0,1.0,main_w3_handler0,3021659,15228752,False,,9376957.roundup,slurm,,132112168.0,corral-repl,9108517,fastqsanger,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""24""","""true""","""true""","""false""",32.0,,36461941.0,1488886432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-03-07 11:34:10.646642,34763.0,13.0
2017-03-24 01:15:23.786434,slurm_normal,1490318132.0,0,1.0,main_w4_handler0,3031927,15381678,False,,9519096.roundup,slurm,,132112168.0,corral-repl,50859416,gff,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""24""","""false""","""false""","""false""",32.0,,36825260.0,1490318126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-03-24 01:15:35.288717,102067.0,6.0
2017-03-26 04:18:33.827598,slurm_normal,1490501979.0,0,1.0,main_w4_handler1,3045030,15397640,False,,9532894.roundup,slurm,,132112168.0,corral-repl,813,bed,,,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""24""","""false""","""false""","""false""",32.0,,36854220.0,1490501919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-03-26 04:19:40.892556,57124.0,60.0
2017-03-29 19:22:30.677588,slurm_normal,1490815985.0,0,1.0,main_w3_handler0,3042010,15427321,False,,9559460.roundup,slurm,,132112168.0,corral-repl,16986003,txt,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""24""","""false""","""false""","""false""",32.0,,36762747.0,1490815973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-03-29 19:40:20.668402,82349.0,12.0
2017-03-31 14:07:23.584753,slurm_normal,1490969254.0,0,1.0,main_w3_handler0,3045692,15447620,False,,9577848.roundup,slurm,,132112168.0,corral-repl,9071,tabular,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""24""","""false""","""false""","""false""",32.0,,37008657.0,1490969249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-03-31 14:07:38.212780,102389.0,5.0
2017-02-16 06:10:20.466696,slurm_normal,1487225428.0,0,1.0,main_w3_handler0,2997584,15053019,False,,9208571.roundup,slurm,,132112168.0,corral-repl,16178788,fasta,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""24""","""false""","""false""","""false""",32.0,,36074641.0,1487225423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-02-16 06:10:31.775742,97677.0,5.0
2017-02-15 08:23:55.327542,slurm_normal,1487147297.0,0,1.0,main_w3_handler1,2993399,15043220,False,,9198826.roundup,slurm,,132112168.0,corral-repl,8636,tabular,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""24""","""false""","""false""","""false""",32.0,,36017310.0,1487147280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-02-15 08:28:19.760757,100052.0,17.0
2017-02-15 19:30:25.370102,slurm_normal,1487188021.0,0,1.0,main_w4_handler0,2987414,15049911,False,,9205442.roundup,slurm,,132112168.0,corral-repl,594964,csv,,,"""false""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""24""","""false""","""true""","""false""",32.0,,35897883.0,1487187922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_venn/1.24.0,1.24.0,,2017-02-15 19:47:08.690000,99705.0,99.0
