chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,ffastq,ffastq_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,oligos,oligos_filetype,param_filename,parameters.align,parameters.chromInfo,parameters.dbkey,parameters.ffastq.values,parameters.ffastq|__identifier__,parameters.gapextend,parameters.gapopen,parameters.match,parameters.mismatch,parameters.oligo.__current_case__,parameters.oligo.add,parameters.rfastq.values,parameters.rfastq|__identifier__,processor_count,rfastq,rfastq_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-05-09 16:55:28.750832,slurm_normal,1494349449.0,0,6779641,fastq,1.0,main_w4_handler0,3104212,15795854,False,,9901791.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538882}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538879}]",,32.0,6779641,fastq,,37854732,1494349444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:09:43.933863,105576.0,5.0
,,2017-05-09 16:41:14.505511,slurm_normal,1494349737.0,0,25545504,fastq,1.0,main_w4_handler1,3104212,15795746,False,,9901824.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538887}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:10:44.104364,105576.0,4.0
,,2017-05-09 16:41:28.089124,slurm_normal,1494349857.0,0,5711152,fastq,1.0,main_w4_handler1,3104212,15795758,False,,9901850.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538905}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:12.885885,105576.0,5.0
,,2017-05-09 16:41:18.694171,slurm_normal,1494349858.0,0,5439534,fastq,1.0,main_w4_handler0,3104212,15795750,False,,9901848.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538895}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:18.063417,105576.0,6.0
,,2017-05-09 16:41:28.695997,slurm_normal,1494349853.0,0,5711152,fastq,1.0,main_w3_handler0,3104212,15795759,False,,9901847.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538906}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:10:58.387080,105576.0,4.0
,,2017-05-09 16:41:30.593302,slurm_normal,1494349883.0,0,2844377,fastq,1.0,main_w3_handler0,3104212,15795761,False,,9901864.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538908}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:26.997681,105576.0,4.0
,,2017-05-09 16:41:20.987222,slurm_normal,1494349945.0,0,4543124,fastq,1.0,main_w4_handler0,3104212,15795752,False,,9901887.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538897}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:12:44.420816,105576.0,4.0
,,2017-05-09 16:41:45.480757,slurm_normal,1494349882.0,0,3963939,fastq,1.0,main_w3_handler1,3104212,15795777,False,,9901862.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538928}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:29.131477,105576.0,5.0
,,2017-05-09 16:41:50.604838,slurm_normal,1494349899.0,0,19956274,fastq,1.0,main_w3_handler1,3104212,15795783,False,,9901869.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538941}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:41.841445,105576.0,6.0
,,2017-05-09 16:41:31.165843,slurm_normal,1494349899.0,0,6430991,fastq,1.0,main_w3_handler0,3104212,15795762,False,,9901870.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538909}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:42.838412,105576.0,5.0
,,2017-05-09 16:41:19.766535,slurm_normal,1494349862.0,0,5439534,fastq,1.0,main_w4_handler0,3104212,15795751,False,,9901854.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538896}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:32.631159,105576.0,5.0
,,2017-05-09 16:55:49.579086,slurm_normal,1494349912.0,0,6074756,fastq,1.0,main_w3_handler0,3104212,15795868,False,,9901873.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538918}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538917}]",,32.0,6074756,fastq,,37854732,1494349907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:55.518698,105576.0,5.0
,,2017-05-09 16:55:30.336715,slurm_normal,1494349912.0,0,13151691,fastq,1.0,main_w3_handler1,3104212,15795855,False,,9901874.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538886}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538885}]",,32.0,13151691,fastq,,37854732,1494349907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:11:55.815234,105576.0,5.0
,,2017-05-09 16:55:42.254119,slurm_normal,1494349926.0,0,4543124,fastq,1.0,main_w3_handler1,3104212,15795860,False,,9901878.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538899}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538897}]",,32.0,4543124,fastq,,37854732,1494349921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:12:08.179738,105576.0,5.0
,,2017-05-09 16:55:50.347690,slurm_normal,1494349912.0,0,1998781,fastq,1.0,main_w4_handler1,3104212,15795869,False,,9901872.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538920}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538919}]",,32.0,1998781,fastq,,37854732,1494349907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:12:18.375112,105576.0,5.0
,,2017-05-09 16:41:26.604881,slurm_normal,1494349931.0,0,1126496,fastq,1.0,main_w4_handler1,3104212,15795756,False,,9901881.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538902}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:12:25.009116,105576.0,5.0
,,2017-05-09 16:41:51.480862,slurm_normal,1494349948.0,0,4862972,fastq,1.0,main_w4_handler0,3104212,15795784,False,,9901888.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538942}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:12:45.216629,105576.0,4.0
,,2017-05-09 16:55:48.644096,slurm_normal,1494349966.0,0,8244611,fastq,1.0,main_w3_handler1,3104212,15795867,False,,9901889.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538916}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538914}]",,32.0,8244611,fastq,,37854732,1494349948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:12:49.120788,105576.0,18.0
,,2017-05-09 16:41:49.121668,slurm_normal,1494350000.0,0,8070375,fastq,1.0,main_w4_handler1,3104212,15795781,False,,9901905.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538937}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:13:41.786563,105576.0,4.0
,,2017-05-09 16:41:37.308951,slurm_normal,1494349974.0,0,1998781,fastq,1.0,main_w3_handler0,3104212,15795768,False,,9901895.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538919}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:12:56.535917,105576.0,5.0
,,2017-05-09 16:41:34.318758,slurm_normal,1494349975.0,0,8244611,fastq,1.0,main_w4_handler1,3104212,15795765,False,,9901896.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538916}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:13:10.116303,105576.0,4.0
,,2017-05-09 16:55:57.774317,slurm_normal,1494350039.0,0,19956274,fastq,1.0,main_w4_handler0,3104212,15795876,False,,9901913.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538941}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538940}]",,32.0,19956274,fastq,,37854732,1494350035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:20.872710,105576.0,4.0
,,2017-05-09 16:41:25.110858,slurm_normal,1494349993.0,0,970936,fastq,1.0,main_w4_handler0,3104212,15795755,False,,9901902.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538901}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:13:18.086240,105576.0,5.0
,,2017-05-09 16:55:51.580418,slurm_normal,1494350007.0,0,867621,fastq,1.0,main_w3_handler1,3104212,15795871,False,,9901908.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538924}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538923}]",,32.0,867621,fastq,,37854732,1494350003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:13:28.948047,105576.0,4.0
,,2017-05-09 16:55:47.963142,slurm_normal,1494350014.0,0,6430991,fastq,1.0,main_w4_handler1,3104212,15795866,False,,9901910.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538910}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538909}]",,32.0,6430991,fastq,,37854732,1494350009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:02.760040,105576.0,5.0
,,2017-05-09 16:41:29.639791,slurm_normal,1494350001.0,0,2844377,fastq,1.0,main_w4_handler0,3104212,15795760,False,,9901904.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538907}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494349996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:13:36.084216,105576.0,5.0
,,2017-05-09 16:55:53.505881,slurm_normal,1494350031.0,0,3963939,fastq,1.0,main_w3_handler1,3104212,15795873,False,,9901911.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538928}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538927}]",,32.0,3963939,fastq,,37854732,1494350026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:13:53.188875,105576.0,5.0
,,2017-05-09 16:56:03.869830,slurm_normal,1494350085.0,0,5575477,fastq,1.0,main_w3_handler1,3104212,15795880,False,,9901930.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538945}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538944}]",,32.0,5575477,fastq,,37854732,1494350081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:49.308823,105576.0,4.0
,,2017-05-09 16:41:53.975898,slurm_normal,1494350069.0,0,5575477,fastq,1.0,main_w4_handler0,3104212,15795788,False,,9901920.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538945}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:36.326676,105576.0,4.0
,,2017-05-09 16:41:49.927281,slurm_normal,1494350056.0,0,19956274,fastq,1.0,main_w4_handler1,3104212,15795782,False,,9901914.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538940}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:28.066931,105576.0,15.0
,,2017-05-09 16:55:46.884887,slurm_normal,1494350105.0,0,2844377,fastq,1.0,main_w4_handler1,3104212,15795864,False,,9901934.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538908}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538907}]",,32.0,2844377,fastq,,37854732,1494350097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:15:11.253195,105576.0,8.0
,,2017-05-09 16:55:44.353335,slurm_normal,1494350089.0,0,1126496,fastq,1.0,main_w4_handler1,3104212,15795862,False,,9901922.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538904}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538902}]",,32.0,1126496,fastq,,37854732,1494350071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:56.179501,105576.0,18.0
,,2017-05-09 16:41:33.153773,slurm_normal,1494350067.0,0,8244611,fastq,1.0,main_w4_handler0,3104212,15795764,False,,9901919.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538914}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:35.539037,105576.0,4.0
,,2017-05-09 16:55:54.260743,slurm_normal,1494350080.0,0,12581273,fastq,1.0,main_w3_handler0,3104212,15795874,False,,9901923.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538930}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538929}]",,32.0,12581273,fastq,,37854732,1494350071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:44.203108,105576.0,9.0
,,2017-05-09 16:41:36.300769,slurm_normal,1494350087.0,0,6074756,fastq,1.0,main_w4_handler0,3104212,15795767,False,,9901932.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538918}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:56.484810,105576.0,6.0
,,2017-06-13 08:26:20.949197,slurm_normal,1497342401.0,0,4375560,fastq,1.0,main_w3_handler1,3152604,16088246,False,,10174346.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30006687}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 30006689}]",,32.0,4370800,fastq,,38499182,1497342397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-06-13 08:26:43.195335,106930.0,4.0
,,2017-05-09 16:41:35.340237,slurm_normal,1494350083.0,0,6074756,fastq,1.0,main_w4_handler0,3104212,15795766,False,,9901927.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538917}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:14:48.183307,105576.0,5.0
,,2017-05-09 16:41:40.327905,slurm_normal,1494350104.0,0,3138303,fastq,1.0,main_w3_handler0,3104212,15795771,False,,9901933.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538922}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:15:06.207125,105576.0,11.0
,,2017-05-09 16:41:38.395424,slurm_normal,1494350103.0,0,1998781,fastq,1.0,main_w4_handler0,3104212,15795769,False,,9901935.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538920}]","""reverse""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:15:10.594847,105576.0,5.0
,,2017-05-09 16:41:54.970491,slurm_normal,1494350130.0,0,4513120,fastq,1.0,main_w4_handler0,3104212,15795789,False,,9901947.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538946}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:15:33.897770,105576.0,5.0
,,2017-05-09 16:41:47.998182,slurm_normal,1494350109.0,0,8070375,fastq,1.0,main_w4_handler0,3104212,15795780,False,,9901937.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538934}]","""forward""","""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538947}]","""reverse""",32.0,4513120,fastq,,37854732,1494350101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:15:15.671744,105576.0,8.0
,,2017-05-09 16:55:50.906825,slurm_normal,1494350109.0,0,3138303,fastq,1.0,main_w4_handler1,3104212,15795870,False,,9901936.roundup,slurm,,132112168.0,corral-repl,,,,"""gotoh""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29538922}]",,"""-1""","""-2""","""1""","""-1""",0.0,no,"[{'src': 'hda', 'id': 29538921}]",,32.0,3138303,fastq,,37854732,1494350101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,1.27.0,,2017-05-09 17:15:18.949883,105576.0,8.0
