chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_fastq1,input_fastq1_filetype,input_fastq2,input_fastq2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_fastq1,parameters.input_fastq2,parameters.param_type.__current_case__,parameters.param_type.description,parameters.param_type.library_name,parameters.param_type.max_q,parameters.param_type.min_q,parameters.param_type.param_type_selector,parameters.param_type.platform,parameters.param_type.platform_unit,parameters.param_type.predicted_insert_size,parameters.param_type.run_date,parameters.param_type.sequencing_center,parameters.param_type.sort_order,parameters.read_group_name,parameters.sample_name,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-09-10 11:54:17.474033,roundup_single,1410350303.0,0,1.0,main_w1_handler1,2034223,7685045,False,,2727120729,fastq,,,1672449,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16703216,,0,,,,,basic,,,,,,,"""A""","""Cvariabilis""",32.0,,16597371,1410350066.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-09-10 11:58:24.377278,,237.0
,,2014-09-10 14:01:23.288943,roundup_single,1410358002.0,0,1.0,main_w1_handler0,2034223,7686925,False,,2521810031,fastq,,,1674063,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16706207,,0,,,,,basic,,,,,,,"""B""","""Cvariabilis""",32.0,,16872154,1410357762.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-09-10 14:06:45.123426,50184.0,240.0
,,2014-09-10 19:13:11.819494,roundup_single,1410376435.0,0,1.0,main_w1_handler0,1899343,7694270,False,,149012434,fastqsanger,149012434.0,fastqsanger,1680385,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",15554373,15554398,0,,,,,basic,,,,,,,"""A""","""Hicham""",32.0,,16877886,1410376402.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-09-10 19:13:57.580533,48661.0,33.0
,,2014-09-15 11:12:29.478539,roundup_single,1410779592.0,0,1.0,main_w2_handler1,2038173,7792478,False,,396891772,fastqsanger,,,1778018,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",16567949,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",32.0,,17000236,1410779554.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-09-15 11:13:12.855409,52655.0,38.0
,,2015-01-05 15:32:08.626036,rodeo_normal,1420472274.0,0,1.0,main_w1_handler0,2160999,8499683,False,,2659162161,fastqsanger,,,692803.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18131185,,0,,,,,basic,,,,,,,"""A""","""TTK199""",2.0,,20274085,1420471949.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-05 15:37:59.949207,57793.0,325.0
,,2014-11-03 17:23:09.937921,rodeo_normal,1415035466.0,0,1.0,main_w2_handler1,2105783,8091613,False,,256542299,fastqsanger,256559357.0,fastqsanger,116129.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17412542,17412544,0,,,,,basic,,,,,,,"""A""","""unknown sample""",2.0,,17983206,1415035408.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-11-03 17:24:31.425076,55087.0,58.0
,,2015-01-11 09:02:33.376807,rodeo_normal,1420968913.0,0,1.0,main_w1_handler1,2164147,8527683,False,,17026139250,fastqsanger,,,738031.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18129024,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",2.0,,20280033,1420966971.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-11 09:35:16.940242,57799.0,1942.0
,,2014-11-05 04:47:16.215289,rodeo_normal,1415162854.0,0,1.0,main_w1_handler0,2107785,8105542,False,,0,fastqsanger,,,127544.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17432529,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",2.0,,18291052,1415162848.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-11-05 04:47:38.040069,55448.0,6.0
,,2014-11-05 16:19:34.614403,rodeo_normal,1415207854.0,0,1.0,main_w2_handler1,2107374,8108825,False,Job output deleted by user before job completed.,1549211497,fastqsanger,,,130160.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17430991,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",2.0,,18273813,1415207683.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-11-05 17:17:43.811583,33916.0,171.0
,,2014-11-05 16:19:11.651683,rodeo_normal,1415207683.0,0,1.0,main_w1_handler0,2107374,8108822,False,Job output deleted by user before job completed.,1605472366,fastqsanger,,,130158.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17430985,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",2.0,,18273813,1415207506.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-11-05 17:14:48.959399,33916.0,177.0
,,2014-11-06 11:39:59.225723,rodeo_normal,1415274029.0,0,1.0,main_w2_handler0,1579325,8113955,False,,251012941,fastqsanger,,,1948806.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17421466,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",32.0,,17811385,1415274015.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-11-06 11:40:31.801559,38417.0,14.0
,,2015-01-12 17:25:49.287892,rodeo_normal,1421083582.0,0,1.0,main_w1_handler1,2096625,8533728,False,,40619098,fastqcssanger,,,2458134.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18187825,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",32.0,,20458204,1421083571.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-12 17:26:23.773647,54898.0,11.0
,,2014-10-02 20:37:53.185785,roundup_single,1412283087.0,0,1.0,main_w1_handler1,1270711,7921183,False,,15764666814,fastqsanger,,,1900454,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",17126449,,0,,,,,basic,,,,,,,"""A""","""Bcell-SOX4ChIPSeq""",2.0,,17359190,1412282292.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-10-02 20:51:30.578844,23833.0,795.0
