chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval,input_interval_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam,parameters.input_bam.values,parameters.input_interval,parameters.input_interval.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-12-12 09:16:35.959589,rodeo_normal,1418376106.0,0,1.0,main_w1_handler0,2122923,8404286,False,,5637789059,bam,69,bed,543817.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17896502,,17919322,,1.0,,16999451.0,1418375804.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2014-12-12 09:21:50.300394,41856.0,302.0
,,2015-02-04 19:18:41.419103,rodeo_normal,1423077625.0,0,1.0,main_w2_handler1,2193413,8664820,False,,682703120,bam,22,bed,2645904.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18414150,,18406721,,32.0,,21015478.0,1423077539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 19:20:28.834843,57554.0,86.0
,,2015-02-04 19:19:41.332794,rodeo_normal,1423077659.0,0,1.0,main_w1_handler0,2193413,8664825,False,,634355025,bam,22,bed,2645912.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18414153,,18406721,,32.0,,21015478.0,1423077602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 19:21:00.777078,57554.0,57.0
,,2015-02-04 19:20:06.161835,rodeo_normal,1423077951.0,0,1.0,main_w2_handler0,2193413,8664828,False,,556464368,bam,22,bed,2645941.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18414165,,18406721,,32.0,,21015478.0,1423077916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 19:25:54.425507,57554.0,35.0
,,2015-02-04 19:21:16.074618,rodeo_normal,1423079323.0,0,1.0,main_w2_handler1,2193413,8664833,False,,850693000,bam,22,bed,2646132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18414183,,18406721,,32.0,,21015478.0,1423079278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 19:48:44.789857,57554.0,45.0
,,2015-02-04 19:20:33.312734,rodeo_normal,1423078795.0,0,1.0,main_w2_handler1,2193413,8664830,False,,855178241,bam,22,bed,2646010.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",18414169,,18406721,,32.0,,21015478.0,1423078595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 19:39:58.766790,57554.0,200.0
,,2015-02-04 19:20:58.727775,rodeo_normal,1423079031.0,0,1.0,main_w2_handler1,2193413,8664832,False,,1398832336,bam,22,bed,2646081.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18414181,,18406721,,32.0,,21015478.0,1423078975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 19:43:55.459811,57554.0,56.0
,,2015-02-04 19:21:40.717250,rodeo_normal,1423079996.0,0,1.0,main_w1_handler0,2193413,8664835,False,,1240754656,bam,22,bed,2646250.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18414191,,18406721,,32.0,,21015478.0,1423079938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 20:00:00.469295,57554.0,58.0
,,2015-02-04 19:22:04.076246,rodeo_normal,1423080441.0,0,1.0,main_w1_handler1,2193413,8664837,False,,1268659625,bam,22,bed,2646334.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18414195,,18406721,,32.0,,21015478.0,1423080263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 20:07:23.574440,57554.0,178.0
,,2015-02-05 12:32:19.401720,rodeo_normal,1423139615.0,0,1.0,main_w1_handler1,2193413,8668916,False,,520018308,bam,22,bed,2653056.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18419518,,18406721,,32.0,,20361994.0,1423139560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-05 12:33:36.679341,57554.0,55.0
,,2014-12-18 10:44:52.736769,rodeo_normal,1418899598.0,0,1.0,main_w1_handler1,2065273,8438837,False,,996898466,bam,113783618,bed,593573.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18004529,,17959566,,2.0,,20027058.0,1418899512.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2014-12-18 10:46:43.075528,27371.0,86.0
,,2015-02-04 09:20:11.288783,rodeo_normal,1423041667.0,0,1.0,main_w2_handler0,2193413,8662112,False,,538965934,bam,22,bed,2640955.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18395226,,18406725,,32.0,,20361994.0,1423041627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 09:21:08.527653,57554.0,40.0
,,2015-02-04 09:15:39.664155,rodeo_normal,1423041397.0,0,1.0,main_w2_handler0,2193413,8662107,False,,538965934,bam,22,bed,2640943.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18395226,,18406721,,32.0,,20361994.0,1423041358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-04 09:16:40.200989,57554.0,39.0
,,2015-02-05 18:45:51.525077,rodeo_normal,1423162070.0,0,1.0,main_w1_handler0,2187783,8671232,False,,1097603987,bam,415,bed,2657439.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18419209,,18422717,,32.0,,20364837.0,1423161973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-05 18:47:53.357916,50685.0,97.0
,,2014-12-23 10:24:00.831781,rodeo_normal,1419330320.0,0,1.0,main_w2_handler0,2148562,8459999,False,,497253909,bam,258458,bed,2367098.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",18046158,,18047861,,32.0,,20192819.0,1419330255.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2014-12-23 10:25:21.287961,57658.0,65.0
,,2014-12-26 08:43:04.837292,rodeo_normal,1419583833.0,0,1.0,main_w1_handler1,975936,8468701,False,,15835759839,bam,19,bed,641529.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18068341,,13933641,,2.0,,20229832.0,1419583398.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2014-12-26 08:50:36.574260,22418.0,435.0
,,2014-12-26 08:37:43.735622,rodeo_normal,1419583488.0,0,1.0,main_w2_handler0,975936,8468682,False,,20988898187,bam,19,bed,641502.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18068220,,13933641,,2.0,,20229832.0,1419583082.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2014-12-26 08:44:51.990756,22418.0,406.0
,,2014-12-26 08:42:25.093567,rodeo_normal,1419583987.0,0,1.0,main_w2_handler1,975936,8468699,False,,28045636047,bam,19,bed,641527.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18068217,,13933641,,2.0,,20229832.0,1419583357.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2014-12-26 08:53:10.111760,22418.0,630.0
,,2014-12-28 22:15:20.993471,rodeo_normal,1419805280.0,0,1.0,main_w1_handler0,975936,8474793,False,,18163148439,bam,19,bed,650981.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18071840,,13933641,,2.0,,20229832.0,1419804937.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2014-12-28 22:21:24.123721,22418.0,343.0
,,2015-02-09 11:59:27.836998,rodeo_normal,1423483797.0,0,1.0,main_w1_handler1,2193413,8686432,False,,862316617,bam,22,bed,2686885.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18449322,,18406721,,32.0,,20361994.0,1423483721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-09 12:10:00.417567,57554.0,76.0
,,2015-02-09 20:18:20.897398,rodeo_normal,1423513506.0,0,1.0,main_w2_handler1,2200459,8688901,False,,13543802711,bam,36,bed,2691434.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",18453267,,18454064,,32.0,,21066807.0,1423513117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,0.0.1,,2015-02-09 20:25:10.675639,47159.0,389.0
